Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Feb 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	63 , 	65 , 	29 , 	113 , 	57 , 	51 , 	25 , 	45 , 	22 , 	50 , 	45 , 	10 , 	11 , 	13 , 	5 , 	6 , 	18 , 	16 , 	4 , 	5 , 	1 , 	5 , 	8 , 	13 , 	56 , 	42 , 	129 , 	73 , 	49 , 	68 , 	13 , 	27 , 	21 , 	4 , 	5 , 	8 , 	4 , 	18 , 	4 , 	5 , 	11 , 	4 ," 	1,223 ",,,Eastbay," 	22,975 ",,SF CBD," 	58,166 ",62.6%,,,
EN, 	68 , 	6 , 	47 , 	39 , 	222 , 	80 , 	77 , 	39 , 	79 , 	27 , 	66 , 	73 , 	21 , 	31 , 	19 , 	12 , 	15 , 	39 , 	17 , 	8 , 	10 , 	4 , 	4 , 	14 , 	16 , 	105 , 	98 , 	312 , 	120 , 	50 , 	56 , 	28 , 	26 , 	28 , 	11 , 	4 , 	13 , 	3 , 	21 , 	7 , 	7 , 	31 , 	12 ," 	1,960 ",,,Westbay," 	32,007 ",,non-CBD," 	36,911 ",39.7%,,,
EP, 	68 , 	47 , 	6 , 	28 , 	216 , 	45 , 	36 , 	20 , 	59 , 	20 , 	34 , 	36 , 	15 , 	10 , 	9 , 	6 , 	8 , 	18 , 	8 , 	6 , 	7 , 	4 , 	5 , 	12 , 	5 , 	77 , 	63 , 	177 , 	82 , 	29 , 	21 , 	9 , 	8 , 	8 , 	3 , 	2 , 	7 , 	1 , 	5 , 	1 , 	3 , 	24 , 	6 ," 	1,249 ",,,Transbay," 	42,994 ",,,,,,,
NB, 	32 , 	39 , 	37 , 	2 , 	61 , 	45 , 	32 , 	26 , 	44 , 	19 , 	29 , 	32 , 	11 , 	14 , 	5 , 	9 , 	7 , 	22 , 	5 , 	6 , 	11 , 	5 , 	2 , 	10 , 	5 , 	121 , 	88 , 	205 , 	135 , 	60 , 	47 , 	16 , 	11 , 	11 , 	2 , 	2 , 	8 , 	2 , 	7 , 	1 , 	1 , 	29 , 	9 ," 	1,261 ",,,,,,,,,,,
BK, 	120 , 	213 , 	196 , 	64 , 	12 , 	139 , 	126 , 	102 , 	150 , 	64 , 	87 , 	178 , 	45 , 	42 , 	47 , 	16 , 	48 , 	192 , 	27 , 	30 , 	44 , 	20 , 	17 , 	26 , 	42 , 	236 , 	192 , 	600 , 	301 , 	127 , 	95 , 	45 , 	30 , 	47 , 	7 , 	13 , 	44 , 	7 , 	16 , 	3 , 	7 , 	71 , 	51 ," 	3,938 ",,,,,,,,,,,
AS, 	61 , 	70 , 	40 , 	37 , 	119 , 	4 , 	69 , 	49 , 	60 , 	34 , 	54 , 	54 , 	16 , 	21 , 	19 , 	12 , 	18 , 	23 , 	9 , 	6 , 	13 , 	9 , 	4 , 	8 , 	27 , 	90 , 	74 , 	194 , 	168 , 	72 , 	66 , 	16 , 	14 , 	16 , 	3 , 	5 , 	10 , 	1 , 	6 , 	4 , 	2 , 	15 , 	6 ," 	1,593 ",,,,,,,,,,,
MA, 	46 , 	74 , 	34 , 	33 , 	114 , 	67 , 	8 , 	28 , 	49 , 	21 , 	76 , 	88 , 	28 , 	52 , 	27 , 	15 , 	19 , 	29 , 	25 , 	22 , 	23 , 	9 , 	11 , 	24 , 	28 , 	135 , 	111 , 	340 , 	186 , 	109 , 	85 , 	21 , 	26 , 	13 , 	5 , 	4 , 	11 , 	6 , 	50 , 	3 , 	4 , 	25 , 	8 ," 	2,089 ",,,,,,,,,,,
19, 	28 , 	43 , 	24 , 	29 , 	117 , 	48 , 	25 , 	6 , 	15 , 	13 , 	40 , 	51 , 	18 , 	26 , 	21 , 	11 , 	11 , 	27 , 	14 , 	6 , 	21 , 	7 , 	8 , 	22 , 	16 , 	80 , 	75 , 	212 , 	125 , 	60 , 	41 , 	11 , 	14 , 	18 , 	5 , 	4 , 	10 , 	1 , 	22 , 	3 , 	1 , 	11 , 	8 ," 	1,343 ",,,,,,,,,,,
12, 	44 , 	74 , 	53 , 	41 , 	148 , 	69 , 	51 , 	11 , 	9 , 	13 , 	64 , 	86 , 	53 , 	74 , 	43 , 	27 , 	37 , 	65 , 	31 , 	30 , 	35 , 	17 , 	13 , 	34 , 	38 , 	168 , 	173 , 	477 , 	192 , 	68 , 	60 , 	26 , 	38 , 	35 , 	13 , 	7 , 	21 , 	6 , 	41 , 	5 , 	5 , 	25 , 	14 ," 	2,527 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	19 , 	21 , 	19 , 	18 , 	65 , 	26 , 	19 , 	12 , 	13 , 	5 , 	90 , 	68 , 	86 , 	71 , 	30 , 	13 , 	25 , 	39 , 	5 , 	5 , 	9 , 	3 , 	3 , 	6 , 	23 , 	118 , 	128 , 	322 , 	144 , 	70 , 	71 , 	22 , 	26 , 	14 , 	7 , 	34 , 	52 , 	2 , 	7 , 	4 , 	7 , 	34 , 	14 ," 	1,765 ",,,Dtwn SF," 	1,196 "," 	3,828 "," 	10,106 "," 	3,603 "," 	3,436 "," 	5,032 "," 	2,109 "," 	27,201 "
FV, 	59 , 	57 , 	30 , 	30 , 	95 , 	60 , 	79 , 	38 , 	63 , 	83 , 	11 , 	92 , 	101 , 	186 , 	86 , 	42 , 	49 , 	59 , 	27 , 	11 , 	17 , 	13 , 	8 , 	23 , 	75 , 	144 , 	122 , 	350 , 	175 , 	93 , 	110 , 	22 , 	40 , 	28 , 	8 , 	19 , 	58 , 	5 , 	31 , 	5 , 	11 , 	26 , 	15 ," 	2,649 ",,,OAK," 	3,785 ", 	524 ," 	1,031 "," 	1,374 ", 	546 ," 	1,736 ", 	205 ," 	8,997 "
CL, 	51 , 	59 , 	30 , 	23 , 	142 , 	49 , 	81 , 	48 , 	103 , 	48 , 	88 , 	4 , 	51 , 	82 , 	73 , 	47 , 	39 , 	60 , 	22 , 	30 , 	17 , 	7 , 	7 , 	18 , 	49 , 	196 , 	161 , 	507 , 	221 , 	89 , 	85 , 	34 , 	32 , 	34 , 	7 , 	23 , 	85 , 	7 , 	47 , 	9 , 	10 , 	40 , 	14 ," 	2,825 ",,,CM line," 	10,372 "," 	1,004 "," 	3,557 "," 	1,087 ", 	803 ," 	1,309 "," 	1,072 "," 	18,130 "
SL, 	11 , 	21 , 	16 , 	11 , 	47 , 	21 , 	32 , 	20 , 	57 , 	74 , 	95 , 	48 , 	4 , 	60 , 	48 , 	20 , 	27 , 	36 , 	10 , 	5 , 	8 , 	4 , 	5 , 	12 , 	13 , 	78 , 	70 , 	218 , 	78 , 	24 , 	30 , 	8 , 	18 , 	20 , 	5 , 	19 , 	31 , 	3 , 	11 , 	3 , 	4 , 	16 , 	6 ," 	1,341 ",,,RM line," 	3,733 "," 	1,378 "," 	1,141 "," 	2,495 ", 	476 ," 	1,690 ", 	311 ," 	10,913 "
