Exit stations,Entry stations->,,WEEKDAY,,,Mar 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	13 , 	134 , 	116 , 	125 , 	505 , 	113 , 	182 , 	173 , 	209 , 	57 , 	113 , 	79 , 	45 , 	39 , 	41 , 	22 , 	25 , 	41 , 	29 , 	14 , 	23 , 	10 , 	9 , 	20 , 	29 , 	342 , 	378 , 	482 , 	349 , 	185 , 	191 , 	38 , 	77 , 	82 , 	22 , 	6 , 	15 , 	7 , 	41 , 	10 , 	31 , 	44 , 	31 , 	6 , 	9 , 	-   ," 	4,512 ",,,Eastbay," 	89,017 ",,SF CBD," 	270,995 ",65.5%,,,
EN, 	151 , 	19 , 	120 , 	133 ," 	1,008 ", 	174 , 	303 , 	510 , 	620 , 	137 , 	158 , 	145 , 	67 , 	55 , 	75 , 	38 , 	44 , 	80 , 	39 , 	23 , 	49 , 	10 , 	10 , 	40 , 	47 , 	953 ," 	1,056 "," 	1,014 ", 	761 , 	243 , 	200 , 	75 , 	113 , 	151 , 	36 , 	10 , 	39 , 	8 , 	46 , 	29 , 	60 , 	95 , 	65 , 	15 , 	30 , 	-   ," 	9,051 ",,,Westbay," 	111,691 ",,non-CBD," 	132,993 ",32.2%,,,
EP, 	118 , 	99 , 	10 , 	75 , 	748 , 	93 , 	149 , 	305 , 	336 , 	99 , 	66 , 	53 , 	29 , 	17 , 	27 , 	11 , 	11 , 	44 , 	23 , 	19 , 	24 , 	11 , 	11 , 	36 , 	19 , 	571 , 	673 , 	421 , 	424 , 	112 , 	60 , 	33 , 	36 , 	60 , 	7 , 	7 , 	24 , 	6 , 	16 , 	7 , 	14 , 	57 , 	28 , 	11 , 	25 , 	-   ," 	5,025 ",,,Transbay," 	222,819 ",,,,,,,
NB, 	127 , 	115 , 	77 , 	16 , 	202 , 	81 , 	104 , 	255 , 	255 , 	79 , 	70 , 	61 , 	35 , 	25 , 	31 , 	11 , 	23 , 	43 , 	20 , 	23 , 	35 , 	12 , 	11 , 	26 , 	21 , 	720 , 	816 , 	464 , 	530 , 	172 , 	108 , 	42 , 	40 , 	45 , 	8 , 	14 , 	20 , 	9 , 	22 , 	7 , 	17 , 	85 , 	37 , 	10 , 	41 , 	-   ," 	4,965 ",,,,,,,,,,,
BK, 	541 ," 	1,041 ", 	771 , 	223 , 	37 , 	436 , 	495 , 	614 , 	627 , 	326 , 	351 , 	212 , 	184 , 	160 , 	164 , 	83 , 	144 , 	300 , 	153 , 	162 , 	161 , 	90 , 	61 , 	64 , 	120 ," 	1,089 "," 	1,056 ", 	998 , 	833 , 	391 , 	317 , 	145 , 	125 , 	134 , 	43 , 	57 , 	119 , 	49 , 	121 , 	34 , 	46 , 	235 , 	175 , 	67 , 	113 , 	-   ," 	13,667 ",,,,,,,,,,,
AS, 	107 , 	142 , 	88 , 	83 , 	372 , 	17 , 	103 , 	274 , 	294 , 	90 , 	138 , 	94 , 	52 , 	40 , 	49 , 	26 , 	36 , 	69 , 	24 , 	26 , 	25 , 	10 , 	6 , 	17 , 	41 , 	730 , 	820 , 	533 , 	576 , 	273 , 	156 , 	37 , 	39 , 	46 , 	16 , 	13 , 	26 , 	7 , 	35 , 	8 , 	17 , 	62 , 	46 , 	11 , 	28 , 	-   ," 	5,702 ",,,,,,,,,,,
MA, 	188 , 	301 , 	132 , 	106 , 	457 , 	102 , 	28 , 	208 , 	267 , 	97 , 	206 , 	178 , 	119 , 	126 , 	136 , 	66 , 	87 , 	142 , 	142 , 	145 , 	120 , 	53 , 	38 , 	79 , 	76 ," 	1,050 "," 	1,225 ", 	949 , 	923 , 	416 , 	246 , 	80 , 	102 , 	105 , 	30 , 	33 , 	69 , 	50 , 	242 , 	25 , 	33 , 	103 , 	70 , 	28 , 	37 , 	-   ," 	9,414 ",,,,,,,,,,,
19, 	190 , 	511 , 	304 , 	270 , 	571 , 	273 , 	196 , 	28 , 	52 , 	49 , 	189 , 	185 , 	216 , 	193 , 	202 , 	152 , 	215 , 	351 , 	324 , 	343 , 	288 , 	152 , 	104 , 	169 , 	78 ," 	1,255 "," 	1,403 ", 	942 ," 	1,003 ", 	466 , 	321 , 	169 , 	139 , 	158 , 	74 , 	83 , 	203 , 	177 , 	267 , 	68 , 	52 , 	79 , 	141 , 	95 , 	40 , 	-   ," 	12,741 ",,,,,,,,,,,
12, 	218 , 	619 , 	324 , 	259 , 	553 , 	280 , 	251 , 	46 , 	39 , 	57 , 	261 , 	345 , 	333 , 	364 , 	313 , 	178 , 	252 , 	404 , 	354 , 	350 , 	267 , 	153 , 	119 , 	176 , 	115 ," 	1,254 "," 	1,278 "," 	1,023 ", 	991 , 	377 , 	329 , 	178 , 	176 , 	187 , 	115 , 	117 , 	234 , 	181 , 	353 , 	93 , 	96 , 	121 , 	153 , 	128 , 	70 , 	-   ," 	14,084 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	60 , 	131 , 	109 , 	78 , 	335 , 	87 , 	95 , 	47 , 	56 , 	16 , 	218 , 	277 , 	307 , 	284 , 	189 , 	97 , 	129 , 	183 , 	45 , 	26 , 	38 , 	13 , 	11 , 	41 , 	57 , 	900 , 	978 , 	764 , 	631 , 	276 , 	152 , 	70 , 	96 , 	132 , 	11 , 	117 , 	181 , 	21 , 	62 , 	11 , 	17 , 	33 , 	25 , 	76 , 	26 , 	-   ," 	7,507 ",,,Dtwn SF,"5,532","21,453","34,177","15,790","23,224","27,478","11,511","139,165"
FV, 	106 , 	151 , 	71 , 	78 , 	347 , 	135 , 	205 , 	190 , 	276 , 	192 , 	22 , 	300 , 	262 , 	278 , 	259 , 	107 , 	97 , 	169 , 	56 , 	23 , 	38 , 	26 , 	32 , 	65 , 	135 , 	908 ," 	1,019 ", 	959 , 	873 , 	336 , 	250 , 	70 , 	101 , 	139 , 	15 , 	66 , 	122 , 	12 , 	70 , 	14 , 	39 , 	66 , 	32 , 	56 , 	13 , 	-   ," 	8,782 ",,,OAK,"21,364","2,192","5,145","6,719","5,052","8,412","1,263","50,147"
CL, 	79 , 	156 , 	55 , 	60 , 	210 , 	96 , 	189 , 	211 , 	358 , 	252 , 	301 , 	25 , 	160 , 	221 , 	210 , 	112 , 	115 , 	251 , 	52 , 	41 , 	47 , 	28 , 	18 , 	48 , 	117 , 	602 , 	600 , 	575 , 	467 , 	168 , 	134 , 	80 , 	89 , 	143 , 	25 , 	71 , 	167 , 	21 , 	110 , 	24 , 	38 , 	34 , 	35 , 	72 , 	26 , 	-   ," 	6,895 ",,,CM line,"32,718","4,885","8,772","3,543","2,515","3,943","3,444","59,819"
