Exit stations,Entry stations->,,SUNDAY,,,Mar 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	8 , 	47 , 	61 , 	46 , 	183 , 	66 , 	76 , 	40 , 	45 , 	25 , 	59 , 	52 , 	21 , 	18 , 	17 , 	9 , 	7 , 	22 , 	14 , 	5 , 	7 , 	3 , 	5 , 	11 , 	17 , 	87 , 	72 , 	227 , 	88 , 	63 , 	69 , 	24 , 	26 , 	16 , 	9 , 	2 , 	6 , 	0 , 	28 , 	7 , 	7 , 	32 , 	13 , 	1 , 	5 , 	-   ," 	1,647 ",,,Eastbay," 	31,205 ",,SF CBD," 	76,181 ",56.9%,,,
EN, 	50 , 	8 , 	49 , 	41 , 	288 , 	80 , 	85 , 	73 , 	84 , 	40 , 	77 , 	78 , 	26 , 	27 , 	26 , 	12 , 	17 , 	43 , 	17 , 	8 , 	22 , 	5 , 	8 , 	13 , 	21 , 	179 , 	138 , 	444 , 	155 , 	75 , 	58 , 	28 , 	34 , 	31 , 	19 , 	7 , 	12 , 	3 , 	28 , 	7 , 	14 , 	64 , 	12 , 	5 , 	29 , 	-   ," 	2,541 ",,,Westbay," 	39,960 ",,non-CBD," 	51,584 ",38.5%,,,
EP, 	64 , 	47 , 	10 , 	43 , 	285 , 	47 , 	53 , 	62 , 	70 , 	28 , 	36 , 	28 , 	14 , 	11 , 	8 , 	4 , 	6 , 	32 , 	10 , 	9 , 	11 , 	6 , 	5 , 	21 , 	9 , 	109 , 	72 , 	211 , 	110 , 	49 , 	38 , 	18 , 	12 , 	13 , 	3 , 	3 , 	7 , 	2 , 	6 , 	3 , 	4 , 	53 , 	18 , 	3 , 	28 , 	-   ," 	1,680 ",,,Transbay," 	64,747 ",,,,,,,
NB, 	51 , 	41 , 	44 , 	12 , 	85 , 	47 , 	58 , 	85 , 	66 , 	29 , 	44 , 	25 , 	23 , 	17 , 	16 , 	5 , 	5 , 	30 , 	8 , 	9 , 	21 , 	6 , 	5 , 	16 , 	15 , 	178 , 	119 , 	256 , 	200 , 	116 , 	85 , 	24 , 	17 , 	18 , 	3 , 	5 , 	9 , 	3 , 	12 , 	4 , 	3 , 	94 , 	18 , 	5 , 	47 , 	-   ," 	1,978 ",,,,,,,,,,,
BK, 	214 , 	284 , 	284 , 	84 , 	35 , 	177 , 	190 , 	230 , 	215 , 	107 , 	136 , 	90 , 	66 , 	76 , 	52 , 	25 , 	59 , 	230 , 	32 , 	40 , 	55 , 	34 , 	31 , 	36 , 	67 , 	446 , 	247 , 	703 , 	379 , 	219 , 	145 , 	70 , 	46 , 	64 , 	13 , 	19 , 	56 , 	8 , 	33 , 	11 , 	16 , 	417 , 	105 , 	21 , 	256 , 	-   ," 	6,124 ",,,,,,,,,,,
AS, 	71 , 	74 , 	47 , 	45 , 	144 , 	12 , 	78 , 	125 , 	98 , 	55 , 	87 , 	50 , 	23 , 	25 , 	16 , 	7 , 	19 , 	35 , 	12 , 	9 , 	15 , 	8 , 	4 , 	11 , 	30 , 	168 , 	104 , 	256 , 	208 , 	167 , 	107 , 	25 , 	15 , 	15 , 	2 , 	4 , 	13 , 	1 , 	13 , 	4 , 	7 , 	74 , 	15 , 	7 , 	43 , 	-   ," 	2,350 ",,,,,,,,,,,
MA, 	90 , 	87 , 	54 , 	50 , 	158 , 	74 , 	22 , 	87 , 	91 , 	39 , 	101 , 	80 , 	34 , 	49 , 	35 , 	17 , 	18 , 	50 , 	33 , 	32 , 	43 , 	17 , 	17 , 	49 , 	43 , 	266 , 	167 , 	439 , 	318 , 	232 , 	139 , 	41 , 	32 , 	25 , 	6 , 	12 , 	18 , 	7 , 	68 , 	6 , 	9 , 	118 , 	22 , 	8 , 	39 , 	-   ," 	3,344 ",,,,,,,,,,,
19, 	37 , 	69 , 	67 , 	89 , 	188 , 	126 , 	73 , 	17 , 	18 , 	20 , 	81 , 	62 , 	49 , 	51 , 	43 , 	14 , 	20 , 	46 , 	31 , 	26 , 	44 , 	26 , 	29 , 	140 , 	84 , 	245 , 	192 , 	393 , 	320 , 	213 , 	146 , 	51 , 	33 , 	34 , 	6 , 	8 , 	14 , 	5 , 	33 , 	9 , 	7 , 	76 , 	27 , 	8 , 	31 , 	-   ," 	3,299 ",,,,,,,,,,,
12, 	49 , 	76 , 	51 , 	56 , 	167 , 	90 , 	81 , 	16 , 	19 , 	12 , 	82 , 	109 , 	54 , 	72 , 	51 , 	23 , 	32 , 	70 , 	46 , 	41 , 	38 , 	14 , 	19 , 	58 , 	54 , 	323 , 	205 , 	507 , 	262 , 	154 , 	97 , 	42 , 	56 , 	39 , 	17 , 	8 , 	13 , 	10 , 	51 , 	10 , 	14 , 	112 , 	29 , 	7 , 	40 , 	-   ," 	3,375 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	25 , 	43 , 	26 , 	33 , 	107 , 	54 , 	39 , 	20 , 	18 , 	9 , 	143 , 	109 , 	104 , 	110 , 	51 , 	29 , 	26 , 	63 , 	9 , 	8 , 	12 , 	5 , 	10 , 	19 , 	30 , 	230 , 	181 , 	467 , 	265 , 	165 , 	119 , 	36 , 	44 , 	35 , 	4 , 	48 , 	68 , 	2 , 	20 , 	5 , 	5 , 	30 , 	10 , 	31 , 	30 , 	-   ," 	2,897 ",,,Dtwn SF," 	1,497 "," 	6,499 "," 	10,419 "," 	5,060 "," 	4,554 "," 	6,268 "," 	4,099 "," 	38,396 "
