Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Aug 07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	10 , 	87 , 	84 , 	47 , 	186 , 	82 , 	65 , 	33 , 	68 , 	13 , 	68 , 	85 , 	22 , 	29 , 	30 , 	13 , 	9 , 	23 , 	22 , 	7 , 	10 , 	8 , 	4 , 	13 , 	19 , 	98 , 	79 , 	252 , 	95 , 	83 , 	107 , 	16 , 	37 , 	22 , 	10 , 	9 , 	11 , 	2 , 	27 , 	9 , 	6 , 	19 , 	9 ," 	1,919 ",,,Eastbay," 	44,131 ",,SF CBD," 	113,780 ",61.5%,,,
EN, 	104 , 	12 , 	94 , 	62 , 	408 , 	123 , 	135 , 	64 , 	153 , 	26 , 	127 , 	292 , 	36 , 	41 , 	38 , 	23 , 	24 , 	59 , 	29 , 	11 , 	20 , 	13 , 	10 , 	22 , 	36 , 	306 , 	273 , 	746 , 	184 , 	88 , 	124 , 	29 , 	75 , 	53 , 	16 , 	8 , 	19 , 	7 , 	39 , 	12 , 	15 , 	42 , 	19 ," 	4,011 ",,,Westbay," 	57,222 ",,non-CBD," 	66,894 ",36.1%,,,
EP, 	87 , 	74 , 	4 , 	47 , 	348 , 	66 , 	56 , 	40 , 	117 , 	32 , 	46 , 	126 , 	15 , 	14 , 	14 , 	6 , 	13 , 	30 , 	13 , 	13 , 	14 , 	8 , 	6 , 	19 , 	10 , 	181 , 	148 , 	380 , 	112 , 	40 , 	46 , 	14 , 	12 , 	17 , 	4 , 	6 , 	8 , 	1 , 	9 , 	4 , 	3 , 	36 , 	9 ," 	2,242 ",,,Transbay," 	83,801 ",,,,,,,
NB, 	58 , 	55 , 	51 , 	5 , 	109 , 	50 , 	43 , 	40 , 	91 , 	21 , 	63 , 	104 , 	14 , 	16 , 	15 , 	5 , 	7 , 	25 , 	13 , 	6 , 	17 , 	8 , 	4 , 	12 , 	10 , 	236 , 	184 , 	399 , 	180 , 	97 , 	59 , 	20 , 	14 , 	14 , 	5 , 	5 , 	8 , 	2 , 	13 , 	1 , 	3 , 	51 , 	14 ," 	2,142 ",,,,,,,,,,,
BK, 	205 , 	405 , 	347 , 	116 , 	19 , 	275 , 	247 , 	179 , 	270 , 	108 , 	184 , 	267 , 	68 , 	61 , 	68 , 	25 , 	56 , 	221 , 	49 , 	67 , 	100 , 	58 , 	44 , 	43 , 	48 , 	647 , 	466 ," 	1,353 ", 	565 , 	235 , 	205 , 	87 , 	55 , 	103 , 	11 , 	45 , 	72 , 	11 , 	33 , 	14 , 	9 , 	133 , 	86 ," 	7,653 ",,,,,,,,,,,
AS, 	87 , 	115 , 	65 , 	50 , 	205 , 	8 , 	94 , 	71 , 	134 , 	34 , 	87 , 	118 , 	24 , 	39 , 	28 , 	14 , 	15 , 	34 , 	16 , 	14 , 	20 , 	8 , 	6 , 	13 , 	36 , 	227 , 	174 , 	385 , 	208 , 	116 , 	96 , 	18 , 	22 , 	18 , 	3 , 	9 , 	17 , 	3 , 	20 , 	3 , 	3 , 	31 , 	7 ," 	2,687 ",,,,,,,,,,,
MA, 	74 , 	129 , 	59 , 	41 , 	221 , 	92 , 	13 , 	47 , 	107 , 	26 , 	103 , 	177 , 	42 , 	62 , 	42 , 	29 , 	24 , 	46 , 	55 , 	31 , 	48 , 	17 , 	15 , 	25 , 	52 , 	367 , 	254 , 	679 , 	309 , 	161 , 	135 , 	32 , 	34 , 	34 , 	6 , 	13 , 	25 , 	7 , 	73 , 	2 , 	4 , 	35 , 	15 ," 	3,757 ",,,,,,,,,,,
19, 	39 , 	60 , 	40 , 	41 , 	163 , 	75 , 	47 , 	8 , 	14 , 	11 , 	52 , 	72 , 	37 , 	50 , 	36 , 	19 , 	21 , 	41 , 	24 , 	22 , 	33 , 	11 , 	14 , 	28 , 	38 , 	132 , 	118 , 	310 , 	169 , 	74 , 	69 , 	21 , 	26 , 	26 , 	5 , 	7 , 	11 , 	5 , 	31 , 	3 , 	4 , 	14 , 	10 ," 	2,026 ",,,,,,,,,,,
12, 	63 , 	145 , 	112 , 	79 , 	251 , 	120 , 	101 , 	10 , 	12 , 	13 , 	122 , 	195 , 	112 , 	125 , 	87 , 	34 , 	64 , 	117 , 	66 , 	69 , 	78 , 	37 , 	37 , 	53 , 	67 , 	302 , 	266 , 	713 , 	242 , 	91 , 	79 , 	48 , 	70 , 	71 , 	14 , 	17 , 	23 , 	9 , 	65 , 	9 , 	7 , 	31 , 	31 ," 	4,252 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	13 , 	27 , 	33 , 	21 , 	101 , 	36 , 	24 , 	10 , 	15 , 	8 , 	64 , 	151 , 	117 , 	145 , 	46 , 	29 , 	53 , 	74 , 	6 , 	8 , 	11 , 	5 , 	6 , 	13 , 	26 , 	245 , 	186 , 	543 , 	204 , 	85 , 	66 , 	22 , 	39 , 	25 , 	10 , 	73 , 	55 , 	3 , 	10 , 	6 , 	7 , 	32 , 	15 ," 	2,662 ",,,Dtwn SF," 	2,585 "," 	6,977 "," 	17,955 "," 	8,076 "," 	7,825 "," 	10,894 "," 	4,736 "," 	59,047 "
