Exit stations,Entry stations->,,TOTAL,,,Jan 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	528 ," 	1,768 "," 	1,433 ", 	840 ," 	5,555 "," 	1,124 "," 	1,660 "," 	1,260 "," 	1,485 ", 	492 ," 	1,172 ", 	782 , 	444 , 	182 , 	347 , 	217 , 	145 , 	202 , 	300 , 	359 , 	308 , 	164 , 	137 , 	297 , 	474 ," 	3,900 "," 	3,080 "," 	5,875 "," 	2,690 "," 	2,197 "," 	2,208 ", 	694 , 	663 , 	551 , 	236 , 	113 , 	103 , 	70 , 	179 , 	206 , 	287 , 	811 , 	236 , 	50 , 	225 , 	333 , 	116 , 	183 , 	169 , 	166 ," 	47,016 ",,,,,,,,,,,,,
EN," 	1,923 ", 	743 ," 	1,461 ", 	959 ," 	7,940 "," 	1,513 "," 	2,289 "," 	2,776 "," 	3,814 ", 	795 ," 	1,549 "," 	1,100 ", 	584 , 	514 , 	655 , 	168 , 	384 , 	422 , 	363 , 	253 , 	377 , 	178 , 	170 , 	374 , 	503 ," 	8,181 "," 	7,116 "," 	10,410 "," 	6,030 "," 	2,762 "," 	2,263 ", 	791 , 	907 , 	825 , 	235 , 	98 , 	183 , 	83 , 	183 , 	253 , 	453 ," 	1,435 ", 	503 , 	169 , 	543 , 	448 , 	308 , 	377 , 	71 , 	179 ," 	76,613 ",,,,,,,,,,,,,
EP," 	1,490 "," 	1,379 ", 	388 , 	755 ," 	6,333 ", 	906 ," 	1,449 "," 	1,780 "," 	2,177 ", 	549 , 	574 , 	354 , 	455 , 	187 , 	219 , 	125 , 	165 , 	184 , 	261 , 	232 , 	282 , 	122 , 	99 , 	318 , 	109 ," 	4,669 "," 	4,066 "," 	3,930 "," 	3,076 "," 	1,168 ", 	792 , 	373 , 	301 , 	326 , 	68 , 	84 , 	79 , 	61 , 	83 , 	91 , 	136 , 	905 , 	230 , 	70 , 	372 , 	163 , 	145 , 	165 , 	41 , 	73 ," 	42,359 ",,,,,,,,,,,,,
NB, 	927 , 	805 , 	787 , 	457 ," 	1,983 ", 	738 , 	951 ," 	1,634 "," 	1,437 ", 	417 , 	778 , 	350 , 	387 , 	172 , 	177 , 	146 , 	139 , 	228 , 	170 , 	177 , 	228 , 	96 , 	78 , 	175 , 	174 ," 	4,912 "," 	4,131 "," 	3,335 "," 	3,256 "," 	1,633 ", 	921 , 	334 , 	356 , 	196 , 	75 , 	53 , 	184 , 	51 , 	82 , 	65 , 	85 ," 	1,298 ", 	252 , 	33 , 	484 , 	197 , 	161 , 	181 , 	42 , 	71 ," 	35,999 ",,,,,,,,,,,,,
BK," 	6,245 "," 	8,577 "," 	6,506 "," 	2,198 "," 	1,107 "," 	3,471 "," 	3,665 "," 	4,305 "," 	4,640 "," 	1,671 "," 	2,762 "," 	1,289 "," 	1,572 "," 	1,052 "," 	1,150 ", 	934 ," 	1,238 "," 	1,022 ", 	842 , 	763 , 	857 , 	441 , 	399 , 	290 , 	784 ," 	7,053 "," 	5,772 "," 	7,186 "," 	5,109 "," 	3,055 "," 	2,452 "," 	1,348 ", 	914 , 	983 , 	276 , 	409 , 	770 , 	136 , 	520 , 	291 , 	318 ," 	3,146 "," 	1,073 ", 	229 ," 	1,578 ", 	595 , 	938 ," 	1,283 ", 	194 , 	472 ," 	103,880 ",,,,,,,,,,,,,
AS," 	1,172 "," 	1,409 ", 	919 , 	817 ," 	3,220 ", 	411 , 	988 ," 	1,636 "," 	1,653 ", 	545 ," 	1,291 ", 	503 , 	529 , 	324 , 	271 , 	216 , 	263 , 	204 , 	106 , 	171 , 	165 , 	81 , 	64 , 	147 , 	379 ," 	4,599 "," 	3,782 "," 	3,372 "," 	3,463 "," 	1,879 "," 	1,160 ", 	383 , 	398 , 	228 , 	74 , 	42 , 	159 , 	43 , 	147 , 	56 , 	156 , 	913 , 	194 , 	64 , 	351 , 	230 , 	233 , 	293 , 	21 , 	127 ," 	39,851 ",,,,,,,,,,,,,
MA," 	2,061 "," 	2,253 "," 	1,284 ", 	954 ," 	3,477 "," 	1,075 ", 	698 ," 	1,787 "," 	2,161 ", 	621 ," 	2,042 "," 	1,346 "," 	1,211 ", 	817 , 	960 , 	464 , 	497 , 	594 ," 	1,307 "," 	1,081 "," 	1,353 ", 	460 , 	513 , 	836 , 	762 ," 	8,561 "," 	6,719 "," 	7,388 "," 	6,409 "," 	3,906 "," 	2,360 ", 	850 , 	741 , 	564 , 	246 , 	143 , 	520 , 	249 , 	945 , 	282 , 	232 ," 	1,559 ", 	406 , 	172 , 	446 , 	303 , 	417 , 	603 , 	465 ," 	1,231 "," 	76,331 ",,,,,,,,,,,,,
19," 	1,352 "," 	2,754 "," 	1,760 "," 	1,759 "," 	4,078 "," 	1,648 "," 	1,839 ", 	776 , 	416 , 	329 ," 	1,367 "," 	1,280 "," 	1,615 "," 	1,274 "," 	1,175 ", 	784 , 	888 , 	962 ," 	1,311 "," 	1,396 "," 	1,726 ", 	951 , 	665 ," 	1,447 ", 	804 ," 	10,032 "," 	8,079 "," 	8,213 "," 	6,730 "," 	4,028 "," 	3,006 "," 	1,181 ", 	936 , 	995 , 	342 , 	284 , 	890 , 	344 ," 	1,019 ", 	411 , 	355 ," 	1,467 ", 	662 , 	383 , 	460 , 	570 , 	625 , 	741 , 	270 , 	983 ," 	87,362 ",,,,,,,,,,,,,
12," 	1,628 "," 	3,612 "," 	2,040 "," 	1,482 "," 	4,138 "," 	1,703 "," 	2,120 ", 	406 , 	659 , 	326 ," 	1,332 "," 	1,352 "," 	2,274 "," 	1,884 "," 	1,770 ", 	859 ," 	1,453 "," 	1,288 "," 	1,641 "," 	2,090 "," 	1,956 ", 	877 , 	776 ," 	1,405 ", 	979 ," 	9,306 "," 	7,225 "," 	9,223 "," 	6,496 "," 	3,343 "," 	2,519 "," 	1,317 "," 	1,314 "," 	1,329 ", 	610 , 	305 ," 	1,106 ", 	394 ," 	1,319 ", 	635 , 	526 ," 	1,782 ", 	860 , 	381 , 	447 , 	571 , 	610 , 	813 , 	425 ," 	1,435 "," 	94,341 ",,,,,,,,,,,,,
LM, 	497 , 	776 , 	556 , 	433 ," 	1,764 ", 	633 , 	632 , 	310 , 	342 , 	423 ," 	1,963 "," 	1,747 "," 	3,641 "," 	2,529 "," 	1,463 "," 	1,039 "," 	1,031 ", 	874 , 	220 , 	179 , 	236 , 	59 , 	52 , 	210 , 	408 ," 	7,164 "," 	6,151 "," 	7,030 "," 	5,015 "," 	2,675 "," 	1,842 ", 	733 , 	813 , 	661 , 	126 ," 	1,238 "," 	1,699 ", 	83 , 	187 , 	133 , 	117 , 	326 , 	107 , 	883 , 	435 , 	837 , 	530 , 	638 , 	94 , 	311 ," 	61,845 ",,,,,,,,,,,,,
FV," 	1,138 "," 	1,425 ", 	556 , 	666 ," 	2,794 "," 	1,196 "," 	2,032 "," 	1,566 "," 	1,465 "," 	1,776 ", 	885 ," 	2,726 "," 	3,009 "," 	3,081 "," 	2,774 "," 	1,409 "," 	1,123 "," 	1,238 ", 	360 , 	254 , 	411 , 	233 , 	331 , 	542 ," 	1,653 "," 	7,064 "," 	6,001 "," 	9,302 "," 	7,222 "," 	3,220 "," 	2,642 ", 	676 ," 	1,026 ", 	847 , 	134 , 	743 ," 	1,766 ", 	60 , 	265 , 	145 , 	222 , 	627 , 	150 , 	850 , 	221 ," 	1,073 ", 	635 , 	608 , 	117 , 	288 ," 	80,547 ",,,,,,,,,,,,,
CL, 	801 ," 	1,029 ", 	367 , 	353 ," 	1,182 ", 	548 ," 	1,563 "," 	1,361 "," 	1,490 "," 	1,643 "," 	2,517 ", 	466 ," 	1,809 "," 	1,660 "," 	1,673 ", 	747 , 	699 , 	536 , 	341 , 	253 , 	197 , 	115 , 	52 , 	302 ," 	1,050 "," 	3,324 "," 	2,731 "," 	4,430 "," 	2,867 "," 	1,135 "," 	1,470 ", 	410 , 	581 , 	563 , 	57 , 	354 ," 	1,097 ", 	115 , 	278 , 	99 , 	173 , 	387 , 	214 , 	436 , 	517 , 	744 , 	306 , 	490 , 	130 , 	404 ," 	46,066 ",,,,,,,,,,,,,
SL, 	485 , 	582 , 	314 , 	422 ," 	1,418 ", 	652 ," 	1,391 "," 	1,891 "," 	2,398 "," 	3,436 "," 	3,322 "," 	1,561 ", 	479 ," 	1,772 "," 	2,388 "," 	1,148 "," 	1,030 ", 	944 , 	279 , 	192 , 	204 , 	68 , 	89 , 	243 , 	590 ," 	6,291 "," 	6,177 "," 	6,846 "," 	4,565 "," 	1,845 "," 	1,380 ", 	393 , 	794 , 	713 , 	110 , 	515 ," 	1,403 ", 	57 , 	170 , 	139 , 	142 , 	379 , 	110 , 	602 , 	169 , 	848 , 	470 , 	484 , 	78 , 	270 ," 	62,248 ",,,,,,,,,,,,,
BF, 	206 , 	373 , 	175 , 	227 ," 	1,059 ", 	277 , 	905 ," 	1,419 "," 	2,098 "," 	2,380 "," 	2,912 "," 	1,695 "," 	1,743 ", 	542 ," 	1,508 ", 	930 , 	989 ," 	1,073 ", 	318 , 	86 , 	148 , 	39 , 	59 , 	154 , 	535 ," 	5,142 "," 	4,922 "," 	6,907 "," 	4,039 "," 	1,396 ", 	857 , 	375 , 	556 , 	428 , 	133 , 	569 ," 	1,490 ", 	14 , 	134 , 	125 , 	149 , 	236 , 	125 , 	932 , 	171 ," 	1,074 ", 	469 , 	476 , 	64 , 	95 ," 	52,728 ",,,,,,,,,,,,,
HY, 	350 , 	719 , 	209 , 	241 ," 	1,111 ", 	292 , 	933 ," 	1,213 "," 	1,865 "," 	1,307 "," 	2,675 "," 	1,634 "," 	2,545 "," 	1,478 ", 	451 ," 	1,101 "," 	2,183 "," 	2,295 ", 	287 , 	153 , 	195 , 	108 , 	40 , 	143 , 	492 ," 	3,208 "," 	2,474 "," 	2,928 "," 	1,962 ", 	898 , 	593 , 	249 , 	297 , 	347 , 	71 , 	241 , 	870 , 	48 , 	288 , 	96 , 	148 , 	200 , 	102 , 	479 , 	145 ," 	1,643 "," 	1,032 ", 	987 , 	94 , 	289 ," 	43,709 ",,,,,,,,,,,,,
SH, 	228 , 	173 , 	101 , 	157 , 	817 , 	167 , 	451 , 	715 , 	894 , 	967 ," 	1,250 ", 	751 ," 	1,175 ", 	891 ," 	1,142 ", 	323 , 	725 ," 	1,142 ", 	129 , 	82 , 	111 , 	8 , 	15 , 	45 , 	243 ," 	2,429 "," 	2,023 "," 	2,192 "," 	1,828 ", 	571 , 	653 , 	123 , 	165 , 	213 , 	78 , 	141 , 	398 , 	34 , 	86 , 	96 , 	43 , 	110 , 	45 , 	330 , 	115 ," 	1,145 ", 	512 , 	576 , 	23 , 	88 ," 	26,719 ",,,,,,,,,,,,,
UC, 	168 , 	396 , 	171 , 	157 ," 	1,142 ", 	237 , 	619 , 	886 ," 	1,511 ", 	934 ," 	1,211 ", 	670 ," 	1,003 "," 	1,042 "," 	2,173 ", 	653 , 	443 ," 	1,236 ", 	156 , 	107 , 	127 , 	29 , 	25 , 	135 , 	214 ," 	3,850 "," 	2,733 "," 	2,699 "," 	1,733 ", 	740 , 	377 , 	143 , 	198 , 	267 , 	86 , 	192 , 	663 , 	10 , 	68 , 	34 , 	32 , 	230 , 	39 , 	338 , 	229 ," 	1,319 "," 	1,082 ", 	969 , 	44 , 	98 ," 	33,618 ",,,,,,,,,,,,,
