Exit stations,Entry stations->,,SATURDAY,,,Mar 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	73 , 	76 , 	47 , 	224 , 	71 , 	81 , 	48 , 	56 , 	14 , 	79 , 	59 , 	21 , 	27 , 	20 , 	10 , 	7 , 	20 , 	13 , 	6 , 	8 , 	7 , 	5 , 	11 , 	17 , 	98 , 	69 , 	217 , 	111 , 	76 , 	94 , 	15 , 	41 , 	25 , 	9 , 	4 , 	13 , 	1 , 	32 , 	6 , 	8 , 	15 , 	14 ," 	1,849 ",,,Eastbay," 	37,508 ",,SF CBD," 	101,019 ",60.5%,,,
EN, 	77 , 	9 , 	77 , 	66 , 	383 , 	108 , 	120 , 	74 , 	147 , 	28 , 	105 , 	130 , 	30 , 	40 , 	38 , 	23 , 	18 , 	43 , 	24 , 	6 , 	22 , 	8 , 	7 , 	20 , 	29 , 	222 , 	185 , 	571 , 	228 , 	80 , 	106 , 	34 , 	62 , 	48 , 	21 , 	8 , 	21 , 	3 , 	29 , 	11 , 	14 , 	35 , 	27 ," 	3,330 ",,,Westbay," 	54,115 ",,non-CBD," 	61,456 ",36.8%,,,
EP, 	78 , 	71 , 	5 , 	50 , 	385 , 	82 , 	66 , 	60 , 	95 , 	23 , 	48 , 	53 , 	14 , 	16 , 	14 , 	7 , 	10 , 	20 , 	8 , 	7 , 	18 , 	7 , 	7 , 	21 , 	10 , 	134 , 	109 , 	337 , 	170 , 	50 , 	51 , 	15 , 	23 , 	20 , 	5 , 	4 , 	14 , 	2 , 	8 , 	1 , 	6 , 	39 , 	12 ," 	2,171 ",,,Transbay," 	75,332 ",,,,,,,
NB, 	50 , 	47 , 	51 , 	5 , 	124 , 	42 , 	53 , 	63 , 	98 , 	29 , 	65 , 	55 , 	17 , 	23 , 	13 , 	4 , 	10 , 	21 , 	10 , 	11 , 	11 , 	9 , 	4 , 	12 , 	11 , 	193 , 	168 , 	384 , 	251 , 	106 , 	92 , 	27 , 	25 , 	16 , 	5 , 	5 , 	11 , 	3 , 	10 , 	4 , 	5 , 	53 , 	14 ," 	2,204 ",,,,,,,,,,,
BK, 	225 , 	373 , 	370 , 	132 , 	23 , 	186 , 	265 , 	212 , 	320 , 	113 , 	189 , 	372 , 	73 , 	86 , 	59 , 	34 , 	60 , 	160 , 	37 , 	45 , 	99 , 	51 , 	28 , 	31 , 	59 , 	434 , 	295 ," 	1,072 ", 	461 , 	234 , 	187 , 	72 , 	53 , 	75 , 	14 , 	17 , 	82 , 	14 , 	32 , 	9 , 	11 , 	238 , 	76 ," 	6,972 ",,,,,,,,,,,
AS, 	69 , 	100 , 	69 , 	34 , 	151 , 	5 , 	91 , 	95 , 	122 , 	48 , 	120 , 	83 , 	33 , 	38 , 	27 , 	13 , 	10 , 	23 , 	12 , 	6 , 	19 , 	8 , 	6 , 	14 , 	37 , 	147 , 	117 , 	308 , 	261 , 	144 , 	101 , 	18 , 	23 , 	20 , 	3 , 	7 , 	17 , 	4 , 	17 , 	3 , 	5 , 	32 , 	11 ," 	2,469 ",,,,,,,,,,,
MA, 	84 , 	124 , 	70 , 	54 , 	245 , 	91 , 	8 , 	78 , 	104 , 	30 , 	118 , 	120 , 	53 , 	67 , 	52 , 	26 , 	21 , 	44 , 	45 , 	23 , 	51 , 	21 , 	15 , 	34 , 	50 , 	324 , 	245 , 	665 , 	384 , 	225 , 	170 , 	44 , 	37 , 	32 , 	6 , 	11 , 	24 , 	10 , 	84 , 	5 , 	8 , 	53 , 	18 ," 	3,966 ",,,,,,,,,,,
19, 	46 , 	65 , 	59 , 	58 , 	199 , 	95 , 	71 , 	8 , 	27 , 	14 , 	74 , 	73 , 	34 , 	61 , 	40 , 	17 , 	43 , 	31 , 	32 , 	25 , 	45 , 	20 , 	15 , 	52 , 	39 , 	163 , 	154 , 	372 , 	250 , 	151 , 	115 , 	36 , 	33 , 	23 , 	9 , 	7 , 	19 , 	8 , 	41 , 	8 , 	8 , 	24 , 	21 ," 	2,680 ",,,,,,,,,,,
12, 	56 , 	145 , 	92 , 	96 , 	312 , 	114 , 	96 , 	19 , 	9 , 	17 , 	99 , 	147 , 	99 , 	112 , 	67 , 	30 , 	58 , 	94 , 	59 , 	32 , 	76 , 	35 , 	34 , 	75 , 	64 , 	257 , 	223 , 	618 , 	268 , 	119 , 	103 , 	44 , 	61 , 	53 , 	23 , 	14 , 	35 , 	15 , 	73 , 	16 , 	15 , 	50 , 	38 ," 	4,058 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	27 , 	27 , 	22 , 	115 , 	39 , 	29 , 	12 , 	19 , 	5 , 	87 , 	102 , 	125 , 	146 , 	46 , 	29 , 	47 , 	78 , 	8 , 	5 , 	13 , 	4 , 	5 , 	19 , 	20 , 	181 , 	210 , 	551 , 	239 , 	108 , 	85 , 	27 , 	30 , 	38 , 	5 , 	54 , 	72 , 	2 , 	12 , 	3 , 	3 , 	15 , 	5 ," 	2,677 ",,,Dtwn SF," 	2,428 "," 	7,121 "," 	16,174 "," 	6,866 "," 	6,455 "," 	8,632 "," 	5,189 "," 	52,864 "
