Exit stations,Entry stations->,,SUNDAY,,,Jul 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
OA, 	5 , 	16 , 	13 , 	15 , 	31 , 	11 , 	10 , 	14 , 	21 , 	7 , 	4 , 	25 , 	3 , 	3 , 	5 , 	1 , 	5 , 	11 , 	11 , 	21 , 	17 , 	9 , 	6 , 	7 , 	4 , 	66 , 	48 , 	105 , 	37 , 	17 , 	14 , 	7 , 	5 , 	10 , 	1 , 	3 , 	32 , 	5 , 	10 , 	1 , 	2 , 	22 , 	1 , 	11 , 	6 , 	3 , 	-   , 	-   , 	1 , 	8 , 	691 ,,,,,,,,,,,
WS, 	5 , 	17 , 	6 , 	12 , 	81 , 	14 , 	17 , 	18 , 	22 , 	24 , 	25 , 	109 , 	15 , 	21 , 	18 , 	13 , 	14 , 	7 , 	6 , 	6 , 	4 , 	3 , 	2 , 	8 , 	4 , 	120 , 	75 , 	104 , 	59 , 	25 , 	13 , 	7 , 	7 , 	10 , 	0 , 	4 , 	15 , 	2 , 	3 , 	1 , 	3 , 	14 , 	1 , 	5 , 	16 , 	7 , 	-   , 	-   , 	2 , 	2 , 	966 ,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	2 , 	3 , 	2 , 	3 , 	2 , 	2 , 	12 , 	5 , 	8 , 	2 , 	6 , 	10 , 	2 , 	2 , 	3 , 	2 , 	1 , 	1 , 	35 , 	13 , 	17 , 	6 , 	3 , 	4 , 	3 , 	18 , 	9 , 	27 , 	10 , 	7 , 	7 , 	3 , 	2 , 	4 , 	2 , 	1 , 	0 , 	6 , 	8 , 	2 , 	2 , 	11 , 	2 , 	1 , 	4 , 	1 , 	-   , 	-   , 	1 , 	10 , 	286 ,,,,,,,,,,,
AN, 	5 , 	6 , 	3 , 	2 , 	9 , 	4 , 	24 , 	14 , 	20 , 	5 , 	11 , 	42 , 	6 , 	8 , 	8 , 	4 , 	4 , 	7 , 	42 , 	19 , 	29 , 	5 , 	6 , 	16 , 	6 , 	106 , 	54 , 	105 , 	51 , 	15 , 	21 , 	9 , 	12 , 	14 , 	6 , 	1 , 	2 , 	7 , 	14 , 	6 , 	8 , 	65 , 	7 , 	1 , 	22 , 	3 , 	-   , 	-   , 	11 , 	14 , 	862 ,,,,,,,,,,,
Entries," 	1,374 "," 	2,290 "," 	1,488 "," 	1,494 "," 	4,244 "," 	1,712 "," 	2,735 "," 	2,454 "," 	2,902 "," 	2,331 "," 	2,918 "," 	4,017 "," 	1,792 "," 	1,822 "," 	1,175 ", 	705 ," 	1,011 "," 	1,643 "," 	1,531 "," 	1,429 "," 	1,985 "," 	1,078 ", 	900 ," 	1,994 "," 	3,060 "," 	10,032 "," 	5,807 "," 	15,267 "," 	6,954 "," 	4,834 "," 	4,573 "," 	2,505 "," 	3,721 "," 	2,907 ", 	911 , 	902 ," 	2,935 ", 	473 ," 	1,120 ", 	679 ," 	1,105 "," 	6,176 "," 	1,947 "," 	1,049 "," 	1,373 "," 	1,027 ", 	-   , 	-   , 	251 , 	750 ," 	127,385 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
