Exit stations,Entry stations->,,SATURDAY,,,Jul 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SB, 	9 , 	17 , 	4 , 	4 , 	19 , 	4 , 	14 , 	15 , 	17 , 	6 , 	17 , 	17 , 	7 , 	11 , 	5 , 	4 , 	4 , 	6 , 	15 , 	11 , 	8 , 	5 , 	2 , 	5 , 	9 , 	140 , 	88 , 	292 , 	119 , 	86 , 	103 , 	55 , 	94 , 	75 , 	35 , 	1 , 	13 , 	6 , 	11 , 	20 , 	13 , 	48 , 	24 , 	2 , 	2 , 	-   , 	-   , 	-   , 	3 , 	6 ," 	1,466 ",,,,,,,,,,
SO, 	37 , 	80 , 	48 , 	54 , 	102 , 	34 , 	69 , 	44 , 	67 , 	24 , 	35 , 	21 , 	34 , 	13 , 	15 , 	10 , 	11 , 	19 , 	79 , 	99 , 	103 , 	77 , 	57 , 	87 , 	62 , 	250 , 	204 , 	905 , 	292 , 	113 , 	99 , 	66 , 	84 , 	143 , 	103 , 	15 , 	79 , 	30 , 	94 , 	41 , 	35 , 	64 , 	170 , 	24 , 	14 , 	6 , 	-   , 	-   , 	7 , 	42 ," 	4,156 ",,,,,,,,,,
MB, 	14 , 	22 , 	11 , 	18 , 	113 , 	21 , 	23 , 	27 , 	37 , 	12 , 	13 , 	25 , 	6 , 	7 , 	4 , 	4 , 	2 , 	2 , 	16 , 	10 , 	19 , 	8 , 	4 , 	28 , 	13 , 	254 , 	188 , 	502 , 	257 , 	158 , 	137 , 	66 , 	70 , 	83 , 	25 , 	2 , 	9 , 	4 , 	12 , 	18 , 	24 , 	229 , 	34 , 	3 , 	6 , 	1 , 	-   , 	-   , 	3 , 	7 ," 	2,547 ",,,,,,,,,,
WD, 	5 , 	9 , 	4 , 	5 , 	36 , 	4 , 	8 , 	10 , 	11 , 	47 , 	56 , 	198 , 	30 , 	63 , 	22 , 	13 , 	14 , 	19 , 	1 , 	1 , 	2 , 	1 , 	1 , 	4 , 	8 , 	320 , 	148 , 	237 , 	96 , 	36 , 	21 , 	16 , 	9 , 	15 , 	3 , 	63 , 	58 , 	2 , 	2 , 	2 , 	2 , 	31 , 	4 , 	11 , 	25 , 	9 , 	-   , 	-   , 	1 , 	3 ," 	1,681 ",,,,,,,,,,
OA, 	6 , 	22 , 	18 , 	26 , 	35 , 	18 , 	20 , 	9 , 	16 , 	14 , 	10 , 	31 , 	3 , 	5 , 	6 , 	3 , 	8 , 	15 , 	18 , 	20 , 	17 , 	15 , 	9 , 	13 , 	5 , 	65 , 	33 , 	91 , 	31 , 	15 , 	17 , 	15 , 	5 , 	11 , 	1 , 	4 , 	35 , 	3 , 	17 , 	2 , 	4 , 	25 , 	3 , 	16 , 	5 , 	4 , 	-   , 	-   , 	1 , 	6 , 	764 ,,,,,,,,,,
WS, 	5 , 	26 , 	11 , 	16 , 	134 , 	18 , 	19 , 	26 , 	40 , 	32 , 	34 , 	148 , 	19 , 	30 , 	26 , 	14 , 	18 , 	19 , 	4 , 	7 , 	9 , 	2 , 	4 , 	11 , 	5 , 	153 , 	81 , 	136 , 	63 , 	27 , 	17 , 	9 , 	11 , 	13 , 	2 , 	6 , 	15 , 	4 , 	7 , 	1 , 	2 , 	9 , 	-   , 	9 , 	11 , 	11 , 	-   , 	-   , 	1 , 	5 ," 	1,263 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	4 , 	5 , 	1 , 	4 , 	6 , 	4 , 	20 , 	6 , 	8 , 	2 , 	6 , 	11 , 	4 , 	3 , 	2 , 	2 , 	1 , 	3 , 	39 , 	14 , 	20 , 	7 , 	4 , 	7 , 	5 , 	19 , 	13 , 	36 , 	15 , 	6 , 	8 , 	5 , 	6 , 	6 , 	2 , 	1 , 	2 , 	7 , 	8 , 	3 , 	3 , 	9 , 	2 , 	1 , 	6 , 	2 , 	-   , 	-   , 	2 , 	22 , 	367 ,,,,,,,,,,
AN, 	8 , 	11 , 	5 , 	5 , 	20 , 	8 , 	34 , 	20 , 	32 , 	5 , 	18 , 	47 , 	10 , 	8 , 	12 , 	6 , 	5 , 	9 , 	54 , 	22 , 	43 , 	6 , 	4 , 	21 , 	11 , 	142 , 	72 , 	148 , 	80 , 	25 , 	24 , 	15 , 	20 , 	23 , 	8 , 	2 , 	3 , 	8 , 	14 , 	6 , 	8 , 	71 , 	9 , 	2 , 	20 , 	6 , 	-   , 	-   , 	17 , 	12 ," 	1,152 ",,,,,,,,,,
Entries," 	1,840 "," 	3,349 "," 	2,087 "," 	2,116 "," 	6,397 "," 	2,413 "," 	3,639 "," 	3,569 "," 	4,190 "," 	2,912 "," 	3,941 "," 	5,041 "," 	2,483 "," 	2,557 "," 	1,638 "," 	1,061 "," 	1,499 "," 	2,357 "," 	2,108 "," 	2,127 "," 	2,770 "," 	1,531 "," 	1,159 "," 	2,749 "," 	4,175 "," 	13,940 "," 	8,715 "," 	20,399 "," 	8,811 "," 	6,703 "," 	6,521 "," 	3,554 "," 	5,389 "," 	4,077 "," 	1,298 "," 	1,302 "," 	3,991 ", 	657 ," 	1,507 "," 	1,037 "," 	1,447 "," 	5,754 "," 	2,689 "," 	1,600 "," 	1,035 "," 	1,245 ", 	-   , 	-   , 	334 , 	962 ," 	172,674 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
