Exit stations,Entry stations->,,SATURDAY,,,Aug 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	79 , 	72 , 	59 , 	253 , 	77 , 	88 , 	57 , 	87 , 	23 , 	74 , 	81 , 	27 , 	27 , 	26 , 	14 , 	11 , 	27 , 	15 , 	6 , 	16 , 	4 , 	6 , 	17 , 	22 , 	151 , 	105 , 	325 , 	123 , 	97 , 	112 , 	25 , 	37 , 	28 , 	10 , 	6 , 	8 , 	4 , 	33 , 	6 , 	16 , 	29 , 	13 , 	3 ," 	2,309 ",,,Eastbay," 	49,199 ",,SF CBD," 	126,450 ",59.7%,,,
EN, 	76 , 	15 , 	83 , 	59 , 	448 , 	117 , 	127 , 	103 , 	206 , 	39 , 	112 , 	212 , 	38 , 	43 , 	44 , 	18 , 	25 , 	48 , 	25 , 	11 , 	24 , 	11 , 	6 , 	24 , 	37 , 	350 , 	257 , 	760 , 	255 , 	125 , 	134 , 	40 , 	61 , 	52 , 	26 , 	7 , 	14 , 	4 , 	37 , 	16 , 	19 , 	72 , 	25 , 	8 ," 	4,212 ",,,Westbay," 	63,677 ",,non-CBD," 	78,452 ",37.0%,,,
EP, 	88 , 	79 , 	8 , 	51 , 	428 , 	74 , 	73 , 	70 , 	127 , 	28 , 	41 , 	110 , 	20 , 	21 , 	12 , 	5 , 	9 , 	31 , 	9 , 	10 , 	13 , 	6 , 	6 , 	20 , 	15 , 	203 , 	124 , 	358 , 	147 , 	67 , 	57 , 	21 , 	18 , 	21 , 	4 , 	5 , 	10 , 	2 , 	12 , 	5 , 	4 , 	60 , 	18 , 	5 ," 	2,492 ",,,Transbay," 	102,662 ",,,,,,,
NB, 	66 , 	56 , 	50 , 	10 , 	138 , 	49 , 	54 , 	90 , 	109 , 	34 , 	57 , 	105 , 	17 , 	18 , 	21 , 	7 , 	13 , 	33 , 	13 , 	16 , 	17 , 	9 , 	5 , 	15 , 	29 , 	315 , 	198 , 	406 , 	227 , 	153 , 	101 , 	26 , 	27 , 	18 , 	5 , 	6 , 	13 , 	5 , 	9 , 	3 , 	6 , 	95 , 	21 , 	4 ," 	2,669 ",,,,,,,,,,,
BK, 	254 , 	465 , 	433 , 	144 , 	39 , 	271 , 	278 , 	289 , 	329 , 	130 , 	192 , 	230 , 	100 , 	103 , 	65 , 	40 , 	70 , 	232 , 	70 , 	87 , 	113 , 	53 , 	46 , 	50 , 	91 , 	844 , 	470 ," 	1,411 ", 	644 , 	339 , 	231 , 	73 , 	67 , 	100 , 	20 , 	34 , 	151 , 	20 , 	54 , 	19 , 	28 , 	208 , 	145 , 	31 ," 	9,063 ",,,,,,,,,,,
AS, 	74 , 	113 , 	68 , 	49 , 	222 , 	13 , 	91 , 	121 , 	164 , 	47 , 	96 , 	126 , 	31 , 	31 , 	32 , 	10 , 	12 , 	40 , 	17 , 	9 , 	16 , 	9 , 	7 , 	8 , 	45 , 	264 , 	167 , 	399 , 	283 , 	204 , 	141 , 	24 , 	22 , 	18 , 	5 , 	8 , 	12 , 	2 , 	19 , 	3 , 	4 , 	49 , 	22 , 	7 ," 	3,105 ",,,,,,,,,,,
MA, 	106 , 	136 , 	65 , 	57 , 	272 , 	94 , 	17 , 	94 , 	152 , 	40 , 	132 , 	185 , 	49 , 	53 , 	40 , 	24 , 	20 , 	54 , 	47 , 	31 , 	45 , 	29 , 	18 , 	56 , 	66 , 	377 , 	249 , 	635 , 	453 , 	293 , 	209 , 	41 , 	43 , 	36 , 	9 , 	12 , 	19 , 	11 , 	82 , 	6 , 	12 , 	81 , 	26 , 	12 ," 	4,490 ",,,,,,,,,,,
19, 	63 , 	105 , 	60 , 	79 , 	265 , 	136 , 	96 , 	17 , 	22 , 	17 , 	89 , 	148 , 	66 , 	59 , 	42 , 	21 , 	31 , 	43 , 	39 , 	37 , 	42 , 	32 , 	21 , 	80 , 	59 , 	300 , 	252 , 	518 , 	384 , 	258 , 	185 , 	47 , 	37 , 	37 , 	11 , 	14 , 	22 , 	11 , 	45 , 	6 , 	9 , 	55 , 	33 , 	9 ," 	3,903 ",,,,,,,,,,,
12, 	93 , 	191 , 	132 , 	113 , 	318 , 	167 , 	142 , 	23 , 	26 , 	26 , 	142 , 	235 , 	120 , 	127 , 	89 , 	54 , 	55 , 	103 , 	80 , 	82 , 	83 , 	50 , 	34 , 	126 , 	93 , 	466 , 	309 , 	792 , 	408 , 	195 , 	158 , 	60 , 	82 , 	58 , 	24 , 	23 , 	28 , 	25 , 	82 , 	16 , 	25 , 	96 , 	50 , 	18 ," 	5,624 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	22 , 	38 , 	28 , 	24 , 	116 , 	44 , 	37 , 	16 , 	23 , 	13 , 	118 , 	207 , 	154 , 	170 , 	61 , 	35 , 	51 , 	83 , 	10 , 	12 , 	19 , 	8 , 	5 , 	17 , 	34 , 	337 , 	262 , 	621 , 	325 , 	179 , 	135 , 	34 , 	41 , 	32 , 	2 , 	72 , 	78 , 	4 , 	18 , 	3 , 	10 , 	27 , 	8 , 	48 ," 	3,578 ",,,Dtwn SF," 	2,646 "," 	9,537 "," 	17,638 "," 	9,207 "," 	8,279 "," 	11,510 "," 	7,275 "," 	66,093 "
FV, 	69 , 	102 , 	48 , 	56 , 	179 , 	103 , 	120 , 	90 , 	159 , 	82 , 	22 , 	304 , 	155 , 	220 , 	151 , 	65 , 	54 , 	104 , 	37 , 	12 , 	23 , 	11 , 	17 , 	39 , 	96 , 	396 , 	284 , 	765 , 	402 , 	193 , 	176 , 	37 , 	66 , 	43 , 	11 , 	52 , 	80 , 	5 , 	54 , 	8 , 	16 , 	53 , 	23 , 	51 ," 	5,034 ",,,OAK," 	9,078 "," 	1,275 "," 	2,798 "," 	2,962 "," 	1,373 "," 	3,488 ", 	559 ," 	21,532 "
CL, 	93 , 	217 , 	109 , 	118 , 	252 , 	140 , 	187 , 	166 , 	248 , 	175 , 	295 , 	22 , 	251 , 	310 , 	237 , 	112 , 	179 , 	384 , 	117 , 	127 , 	144 , 	94 , 	65 , 	106 , 	126 , 	392 , 	263 , 	615 , 	292 , 	119 , 	118 , 	53 , 	56 , 	88 , 	10 , 	172 , 	591 , 	71 , 	157 , 	12 , 	22 , 	44 , 	37 , 	238 ," 	7,622 ",,,CM line," 	17,021 "," 	2,938 "," 	6,482 "," 	2,600 "," 	1,635 "," 	2,404 "," 	2,810 "," 	35,890 "
SL, 	28 , 	45 , 	21 , 	17 , 	98 , 	33 , 	49 , 	65 , 	130 , 	146 , 	159 , 	267 , 	11 , 	103 , 	111 , 	42 , 	43 , 	54 , 	15 , 	12 , 	9 , 	5 , 	4 , 	20 , 	30 , 	215 , 	144 , 	461 , 	173 , 	65 , 	54 , 	24 , 	30 , 	29 , 	5 , 	37 , 	42 , 	4 , 	22 , 	6 , 	7 , 	31 , 	14 , 	44 ," 	2,924 ",,,RM line," 	8,787 "," 	3,004 "," 	2,506 "," 	4,590 ", 	990 ," 	3,030 ", 	886 ," 	23,794 "
BF, 	24 , 	40 , 	19 , 	17 , 	93 , 	33 , 	68 , 	70 , 	137 , 	141 , 	238 , 	305 , 	106 , 	11 , 	126 , 	66 , 	89 , 	148 , 	14 , 	8 , 	9 , 	6 , 	5 , 	8 , 	42 , 	215 , 	176 , 	454 , 	148 , 	58 , 	61 , 	19 , 	42 , 	27 , 	7 , 	67 , 	122 , 	4 , 	25 , 	7 , 	12 , 	20 , 	10 , 	100 ," 	3,395 ",,,WP line," 	8,116 "," 	1,450 "," 	1,650 "," 	1,072 "," 	3,216 "," 	1,633 ", 	931 ," 	18,068 "
HY, 	29 , 	38 , 	14 , 	16 , 	59 , 	31 , 	39 , 	53 , 	100 , 	61 , 	150 , 	229 , 	115 , 	147 , 	14 , 	91 , 	105 , 	160 , 	14 , 	8 , 	12 , 	3 , 	2 , 	11 , 	27 , 	141 , 	79 , 	268 , 	92 , 	45 , 	40 , 	13 , 	17 , 	15 , 	7 , 	24 , 	41 , 	4 , 	25 , 	6 , 	9 , 	17 , 	7 , 	38 ," 	2,412 ",,,FT/ED line," 	11,381 "," 	3,520 "," 	2,370 "," 	3,182 "," 	1,628 "," 	11,077 ", 	680 ," 	33,838 "
