Exit stations,Entry stations->,,SUNDAY,,,Aug 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	11 , 	49 , 	56 , 	46 , 	162 , 	59 , 	64 , 	46 , 	55 , 	30 , 	58 , 	84 , 	13 , 	19 , 	15 , 	8 , 	12 , 	27 , 	18 , 	4 , 	7 , 	4 , 	2 , 	12 , 	17 , 	106 , 	76 , 	244 , 	90 , 	62 , 	78 , 	19 , 	30 , 	17 , 	7 , 	3 , 	13 , 	2 , 	24 , 	7 , 	8 , 	27 , 	13 , 	4 ," 	1,709 ",,,Eastbay," 	38,482 ",,SF CBD," 	90,958 ",57.8%,,,
EN, 	54 , 	15 , 	50 , 	47 , 	285 , 	93 , 	90 , 	80 , 	127 , 	41 , 	70 , 	174 , 	26 , 	27 , 	26 , 	14 , 	18 , 	45 , 	25 , 	8 , 	19 , 	6 , 	4 , 	17 , 	26 , 	243 , 	163 , 	491 , 	149 , 	80 , 	58 , 	29 , 	43 , 	28 , 	15 , 	5 , 	17 , 	2 , 	28 , 	7 , 	12 , 	73 , 	20 , 	7 ," 	2,856 ",,,Westbay," 	46,298 ",,non-CBD," 	59,609 ",37.9%,,,
EP, 	64 , 	54 , 	10 , 	43 , 	307 , 	54 , 	49 , 	68 , 	84 , 	28 , 	30 , 	108 , 	17 , 	15 , 	10 , 	5 , 	8 , 	30 , 	6 , 	10 , 	11 , 	8 , 	5 , 	19 , 	10 , 	135 , 	87 , 	248 , 	99 , 	46 , 	37 , 	17 , 	13 , 	12 , 	2 , 	5 , 	8 , 	3 , 	10 , 	3 , 	4 , 	63 , 	17 , 	4 ," 	1,870 ",,,Transbay," 	75,299 ",,,,,,,
NB, 	47 , 	46 , 	41 , 	10 , 	92 , 	51 , 	57 , 	90 , 	82 , 	33 , 	35 , 	112 , 	14 , 	13 , 	15 , 	6 , 	10 , 	33 , 	11 , 	14 , 	22 , 	7 , 	7 , 	13 , 	11 , 	254 , 	136 , 	336 , 	192 , 	90 , 	74 , 	26 , 	24 , 	18 , 	4 , 	5 , 	6 , 	1 , 	13 , 	3 , 	4 , 	101 , 	23 , 	3 ," 	2,186 ",,,,,,,,,,,
BK, 	177 , 	278 , 	298 , 	109 , 	40 , 	174 , 	189 , 	242 , 	253 , 	111 , 	122 , 	259 , 	63 , 	59 , 	45 , 	25 , 	51 , 	230 , 	43 , 	47 , 	71 , 	41 , 	24 , 	38 , 	62 , 	627 , 	317 ," 	1,065 ", 	462 , 	239 , 	142 , 	62 , 	55 , 	64 , 	14 , 	22 , 	87 , 	8 , 	27 , 	8 , 	21 , 	261 , 	107 , 	24 ," 	6,665 ",,,,,,,,,,,
AS, 	69 , 	82 , 	59 , 	47 , 	153 , 	11 , 	73 , 	116 , 	128 , 	53 , 	77 , 	134 , 	25 , 	24 , 	23 , 	11 , 	11 , 	31 , 	9 , 	11 , 	13 , 	7 , 	4 , 	11 , 	34 , 	194 , 	114 , 	278 , 	204 , 	136 , 	98 , 	25 , 	20 , 	19 , 	5 , 	6 , 	17 , 	4 , 	15 , 	3 , 	5 , 	79 , 	23 , 	6 ," 	2,466 ",,,,,,,,,,,
MA, 	71 , 	88 , 	44 , 	48 , 	171 , 	82 , 	11 , 	111 , 	110 , 	42 , 	95 , 	186 , 	34 , 	46 , 	29 , 	21 , 	19 , 	38 , 	27 , 	26 , 	40 , 	19 , 	15 , 	47 , 	59 , 	317 , 	184 , 	492 , 	359 , 	216 , 	157 , 	32 , 	42 , 	26 , 	8 , 	11 , 	19 , 	7 , 	66 , 	7 , 	9 , 	122 , 	29 , 	10 ," 	3,593 ",,,,,,,,,,,
19, 	47 , 	83 , 	68 , 	85 , 	215 , 	114 , 	98 , 	16 , 	18 , 	26 , 	108 , 	145 , 	47 , 	59 , 	42 , 	23 , 	22 , 	53 , 	41 , 	30 , 	50 , 	25 , 	24 , 	81 , 	47 , 	261 , 	170 , 	423 , 	340 , 	207 , 	135 , 	46 , 	38 , 	43 , 	8 , 	15 , 	22 , 	15 , 	35 , 	6 , 	9 , 	87 , 	30 , 	6 ," 	3,461 ",,,,,,,,,,,
12, 	65 , 	119 , 	78 , 	83 , 	213 , 	117 , 	104 , 	52 , 	24 , 	27 , 	131 , 	208 , 	98 , 	92 , 	68 , 	38 , 	44 , 	84 , 	57 , 	42 , 	58 , 	33 , 	24 , 	94 , 	78 , 	371 , 	234 , 	584 , 	313 , 	163 , 	111 , 	54 , 	55 , 	41 , 	17 , 	14 , 	21 , 	17 , 	69 , 	16 , 	17 , 	132 , 	42 , 	11 ," 	4,313 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	46 , 	32 , 	32 , 	105 , 	59 , 	41 , 	29 , 	25 , 	11 , 	129 , 	206 , 	116 , 	102 , 	56 , 	28 , 	34 , 	65 , 	12 , 	11 , 	14 , 	5 , 	6 , 	19 , 	35 , 	253 , 	183 , 	490 , 	283 , 	152 , 	109 , 	34 , 	42 , 	35 , 	3 , 	43 , 	54 , 	2 , 	14 , 	3 , 	8 , 	36 , 	9 , 	31 ," 	3,032 ",,,Dtwn SF," 	1,812 "," 	7,010 "," 	11,752 "," 	6,246 "," 	5,780 "," 	8,092 "," 	5,644 "," 	46,336 "
