Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Mar 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	72 , 	56 , 	29 , 	35 , 	124 , 	66 , 	78 , 	49 , 	96 , 	68 , 	12 , 	110 , 	88 , 	149 , 	126 , 	39 , 	45 , 	55 , 	24 , 	9 , 	16 , 	9 , 	12 , 	22 , 	48 , 	130 , 	126 , 	399 , 	165 , 	93 , 	114 , 	19 , 	43 , 	28 , 	18 , 	25 , 	59 , 	3 , 	26 ," 	2,680 ",,,CM line," 	10,756 ", 	936 ," 	3,848 "," 	1,080 ", 	865 ," 	1,269 "," 	18,754 "
CL, 	115 , 	49 , 	17 , 	20 , 	140 , 	41 , 	63 , 	38 , 	124 , 	42 , 	236 , 	89 , 	50 , 	97 , 	66 , 	34 , 	19 , 	55 , 	20 , 	17 , 	11 , 	7 , 	4 , 	17 , 	45 , 	270 , 	230 , 	338 , 	169 , 	38 , 	51 , 	27 , 	22 , 	20 , 	18 , 	19 , 	59 , 	5 , 	36 ," 	2,717 ",,,RM line," 	3,747 "," 	1,525 "," 	1,163 "," 	2,866 ", 	438 ," 	1,596 "," 	11,334 "
SL, 	17 , 	23 , 	6 , 	8 , 	50 , 	17 , 	31 , 	28 , 	69 , 	63 , 	94 , 	62 , 	4 , 	64 , 	61 , 	18 , 	26 , 	34 , 	8 , 	5 , 	7 , 	2 , 	1 , 	7 , 	11 , 	85 , 	72 , 	199 , 	70 , 	18 , 	23 , 	13 , 	17 , 	17 , 	12 , 	18 , 	34 , 	1 , 	18 ," 	1,308 ",,,WP line," 	3,574 ", 	563 , 	854 , 	503 ," 	2,182 ", 	641 ," 	8,316 "
BF, 	23 , 	16 , 	5 , 	9 , 	44 , 	25 , 	31 , 	39 , 	84 , 	69 , 	160 , 	101 , 	75 , 	6 , 	82 , 	58 , 	52 , 	77 , 	12 , 	4 , 	5 , 	2 , 	0 , 	7 , 	20 , 	87 , 	62 , 	180 , 	62 , 	17 , 	26 , 	9 , 	16 , 	17 , 	10 , 	26 , 	90 , 	1 , 	6 ," 	1,609 ",,,FT/ED line," 	5,105 "," 	1,697 "," 	1,151 "," 	1,557 ", 	554 ," 	5,222 "," 	15,286 "
HY, 	15 , 	23 , 	7 , 	12 , 	41 , 	14 , 	28 , 	29 , 	62 , 	24 , 	130 , 	96 , 	77 , 	82 , 	12 , 	61 , 	65 , 	122 , 	15 , 	5 , 	4 , 	1 , 	2 , 	8 , 	8 , 	53 , 	40 , 	108 , 	44 , 	12 , 	18 , 	4 , 	11 , 	10 , 	9 , 	13 , 	31 , 	2 , 	11 ," 	1,303 ",,,Entries," 	28,526 "," 	9,240 "," 	18,913 "," 	11,368 "," 	8,332 "," 	15,617 "," 	91,997 "
SH, 	6 , 	10 , 	3 , 	3 , 	20 , 	7 , 	11 , 	11 , 	20 , 	15 , 	44 , 	57 , 	23 , 	59 , 	60 , 	4 , 	36 , 	76 , 	6 , 	4 , 	2 , 	2 , 	1 , 	3 , 	4 , 	37 , 	25 , 	87 , 	32 , 	8 , 	15 , 	4 , 	7 , 	9 , 	8 , 	7 , 	18 , 	4 , 	16 , 	760 ,,,,,,,,,,
UC, 	7 , 	14 , 	10 , 	9 , 	31 , 	9 , 	19 , 	15 , 	40 , 	27 , 	50 , 	41 , 	26 , 	62 , 	85 , 	41 , 	9 , 	68 , 	9 , 	6 , 	4 , 	1 , 	1 , 	4 , 	4 , 	60 , 	48 , 	139 , 	40 , 	10 , 	14 , 	12 , 	12 , 	14 , 	7 , 	4 , 	15 , 	1 , 	4 , 	965 ,,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	15 , 	41 , 	26 , 	22 , 	103 , 	19 , 	34 , 	25 , 	68 , 	45 , 	62 , 	89 , 	41 , 	85 , 	126 , 	79 , 	68 , 	24 , 	15 , 	13 , 	8 , 	5 , 	5 , 	10 , 	7 , 	130 , 	111 , 	295 , 	90 , 	22 , 	13 , 	16 , 	17 , 	34 , 	16 , 	10 , 	30 , 	5 , 	29 ," 	1,847 ",,,Dtwn SF," 	1,780 ",,,,,,
CN, 	19 , 	18 , 	6 , 	9 , 	28 , 	9 , 	23 , 	15 , 	40 , 	6 , 	29 , 	28 , 	7 , 	8 , 	11 , 	6 , 	8 , 	26 , 	20 , 	79 , 	244 , 	46 , 	18 , 	26 , 	6 , 	98 , 	68 , 	165 , 	65 , 	34 , 	44 , 	19 , 	19 , 	31 , 	34 , 	1 , 	5 , 	12 , 	140 ," 	1,462 ",,,OAK," 	7,536 ", 	548 ,,,,,
PH, 	7 , 	12 , 	6 , 	6 , 	27 , 	5 , 	15 , 	8 , 	35 , 	5 , 	8 , 	45 , 	5 , 	5 , 	6 , 	1 , 	5 , 	22 , 	71 , 	7 , 	59 , 	15 , 	15 , 	28 , 	2 , 	143 , 	89 , 	221 , 	75 , 	17 , 	19 , 	12 , 	9 , 	21 , 	26 , 	2 , 	2 , 	4 , 	34 ," 	1,091 ",,,CM line," 	21,727 "," 	1,862 "," 	3,848 ",,,,
WC, 	11 , 	13 , 	10 , 	8 , 	36 , 	8 , 	27 , 	20 , 	38 , 	11 , 	13 , 	25 , 	7 , 	4 , 	6 , 	1 , 	5 , 	10 , 	294 , 	60 , 	9 , 	32 , 	13 , 	52 , 	3 , 	147 , 	111 , 	238 , 	116 , 	21 , 	19 , 	13 , 	12 , 	21 , 	25 , 	2 , 	2 , 	17 , 	68 ," 	1,522 ",,,RM line," 	7,685 "," 	2,949 "," 	2,242 "," 	2,866 ",,,
LF, 	4 , 	8 , 	3 , 	3 , 	20 , 	2 , 	9 , 	11 , 	21 , 	3 , 	12 , 	11 , 	1 , 	1 , 	1 , 	1 , 	3 , 	6 , 	56 , 	17 , 	35 , 	4 , 	7 , 	24 , 	1 , 	79 , 	42 , 	135 , 	67 , 	10 , 	8 , 	6 , 	8 , 	10 , 	8 , 	1 , 	2 , 	3 , 	12 , 	652 ,,,WP line," 	7,311 "," 	1,119 "," 	1,719 ", 	940 ," 	2,182 ",,
OR, 	2 , 	3 , 	3 , 	3 , 	14 , 	5 , 	11 , 	4 , 	17 , 	5 , 	11 , 	11 , 	2 , 	0 , 	1 , 	0 , 	1 , 	5 , 	24 , 	16 , 	15 , 	7 , 	4 , 	25 , 	2 , 	70 , 	46 , 	130 , 	67 , 	5 , 	7 , 	5 , 	5 , 	6 , 	9 , 	0 , 	1 , 	2 , 	5 , 	544 ,,,FT/ED line," 	10,283 "," 	3,407 "," 	2,421 "," 	3,154 "," 	1,194 "," 	5,222 "," 	91,997 "
RR, 	29 , 	15 , 	17 , 	19 , 	16 , 	11 , 	16 , 	20 , 	31 , 	6 , 	28 , 	30 , 	9 , 	9 , 	4 , 	2 , 	3 , 	4 , 	29 , 	16 , 	36 , 	16 , 	20 , 	4 , 	5 , 	169 , 	155 , 	356 , 	185 , 	36 , 	28 , 	15 , 	5 , 	6 , 	15 , 	2 , 	7 , 	4 , 	16 ," 	1,389 ",,,,,,,,,,
OW, 	24 , 	18 , 	4 , 	8 , 	30 , 	23 , 	28 , 	15 , 	36 , 	14 , 	53 , 	48 , 	10 , 	15 , 	9 , 	3 , 	4 , 	5 , 	7 , 	2 , 	2 , 	1 , 	1 , 	6 , 	4 , 	132 , 	112 , 	319 , 	91 , 	35 , 	43 , 	6 , 	13 , 	3 , 	8 , 	1 , 	9 , 	1 , 	9 ," 	1,146 ",,,,,,,,,,
EM, 	48 , 	124 , 	88 , 	113 , 	257 , 	93 , 	153 , 	116 , 	203 , 	106 , 	152 , 	173 , 	98 , 	98 , 	64 , 	39 , 	62 , 	147 , 	122 , 	159 , 	164 , 	89 , 	69 , 	171 , 	143 , 	41 , 	32 , 	146 , 	65 , 	267 , 	310 , 	136 , 	197 , 	119 , 	101 , 	72 , 	286 , 	37 , 	129 ," 	4,982 ",,,,,,,,,,
MT, 	94 , 	128 , 	80 , 	117 , 	206 , 	87 , 	119 , 	93 , 	255 , 	127 , 	169 , 	124 , 	91 , 	81 , 	37 , 	17 , 	62 , 	116 , 	78 , 	91 , 	88 , 	51 , 	52 , 	152 , 	117 , 	90 , 	135 , 	128 , 	273 , 	261 , 	310 , 	263 , 	570 , 	193 , 	135 , 	54 , 	132 , 	28 , 	69 ," 	5,268 ",,,,,,,,,,
PL, 	161 , 	341 , 	175 , 	248 , 	653 , 	255 , 	405 , 	237 , 	520 , 	280 , 	427 , 	326 , 	216 , 	175 , 	106 , 	97 , 	130 , 	314 , 	168 , 	229 , 	268 , 	156 , 	152 , 	373 , 	404 , 	153 , 	60 , 	148 , 	148 ," 	1,066 "," 	1,370 ", 	706 ," 	1,229 ", 	628 , 	479 , 	118 , 	432 , 	64 , 	189 ," 	13,608 ",,,,,,,,,,
CC, 	53 , 	105 , 	69 , 	125 , 	231 , 	90 , 	184 , 	152 , 	172 , 	86 , 	143 , 	147 , 	70 , 	59 , 	38 , 	26 , 	42 , 	89 , 	69 , 	66 , 	111 , 	69 , 	56 , 	145 , 	100 , 	58 , 	61 , 	153 , 	92 , 	591 , 	702 , 	284 , 	579 , 	241 , 	235 , 	42 , 	109 , 	23 , 	53 ," 	5,719 ",,,,,,,,,,
16, 	46 , 	38 , 	21 , 	36 , 	93 , 	56 , 	88 , 	41 , 	68 , 	44 , 	77 , 	69 , 	18 , 	16 , 	11 , 	12 , 	9 , 	21 , 	34 , 	13 , 	18 , 	8 , 	6 , 	45 , 	34 , 	197 , 	221 ," 	1,008 ", 	520 , 	57 , 	226 , 	122 , 	237 , 	123 , 	94 , 	6 , 	26 , 	5 , 	27 ," 	3,793 ",,,,,,,,,,
24, 	76 , 	59 , 	20 , 	34 , 	87 , 	59 , 	72 , 	44 , 	66 , 	41 , 	116 , 	82 , 	28 , 	26 , 	16 , 	15 , 	10 , 	15 , 	49 , 	17 , 	19 , 	9 , 	7 , 	43 , 	46 , 	287 , 	332 ," 	1,336 ", 	627 , 	229 , 	62 , 	114 , 	321 , 	135 , 	141 , 	10 , 	33 , 	8 , 	50 ," 	4,738 ",,,,,,,,,,
GP, 	15 , 	18 , 	11 , 	13 , 	32 , 	11 , 	17 , 	14 , 	27 , 	16 , 	20 , 	41 , 	8 , 	9 , 	5 , 	3 , 	6 , 	12 , 	15 , 	14 , 	15 , 	5 , 	8 , 	22 , 	14 , 	136 , 	165 , 	882 , 	245 , 	118 , 	104 , 	22 , 	48 , 	20 , 	46 , 	5 , 	17 , 	2 , 	18 ," 	2,193 ",,,,,,,,,,
BP, 	20 , 	37 , 	5 , 	11 , 	25 , 	16 , 	25 , 	15 , 	44 , 	18 , 	45 , 	34 , 	14 , 	17 , 	10 , 	5 , 	11 , 	19 , 	22 , 	11 , 	18 , 	6 , 	5 , 	9 , 	16 , 	200 , 	283 ," 	1,817 ", 	475 , 	262 , 	331 , 	46 , 	41 , 	37 , 	86 , 	8 , 	27 , 	5 , 	32 ," 	4,104 ",,,,,,,,,,
DC, 	13 , 	29 , 	8 , 	10 , 	38 , 	12 , 	15 , 	14 , 	40 , 	15 , 	29 , 	52 , 	16 , 	20 , 	12 , 	10 , 	12 , 	25 , 	27 , 	19 , 	18 , 	11 , 	4 , 	12 , 	6 , 	119 , 	130 , 	658 , 	210 , 	124 , 	161 , 	29 , 	48 , 	11 , 	43 , 	9 , 	27 , 	7 , 	29 ," 	2,068 ",,,,,,,,,,
CM, 	22 , 	29 , 	11 , 	12 , 	46 , 	12 , 	24 , 	16 , 	45 , 	10 , 	20 , 	33 , 	10 , 	11 , 	11 , 	5 , 	7 , 	11 , 	33 , 	23 , 	31 , 	7 , 	6 , 	17 , 	4 , 	103 , 	116 , 	488 , 	203 , 	90 , 	139 , 	48 , 	88 , 	37 , 	11 , 	5 , 	18 , 	8 , 	51 ," 	1,859 ",,,,,,,,,,
CV, 	1 , 	4 , 	1 , 	3 , 	11 , 	6 , 	3 , 	5 , 	11 , 	15 , 	23 , 	26 , 	14 , 	31 , 	11 , 	6 , 	4 , 	13 , 	1 , 	1 , 	2 , 	1 , 	0 , 	2 , 	4 , 	63 , 	43 , 	120 , 	41 , 	8 , 	7 , 	4 , 	6 , 	7 , 	7 , 	3 , 	44 , 	0 , 	2 , 	551 ,,,,,,,,,,
ED, 	7 , 	9 , 	4 , 	4 , 	29 , 	11 , 	14 , 	13 , 	14 , 	26 , 	46 , 	109 , 	29 , 	80 , 	26 , 	12 , 	17 , 	25 , 	4 , 	3 , 	4 , 	1 , 	1 , 	6 , 	7 , 	237 , 	133 , 	383 , 	107 , 	21 , 	24 , 	15 , 	24 , 	28 , 	18 , 	41 , 	12 , 	1 , 	3 ," 	1,547 ",,,,,,,,,,
NC, 	3 , 	3 , 	0 , 	2 , 	7 , 	1 , 	5 , 	2 , 	9 , 	1 , 	7 , 	9 , 	1 , 	1 , 	1 , 	2 , 	1 , 	3 , 	13 , 	4 , 	13 , 	3 , 	2 , 	4 , 	0 , 	34 , 	23 , 	52 , 	22 , 	4 , 	8 , 	5 , 	5 , 	4 , 	9 , 	-   , 	1 , 	6 , 	24 , 	292 ,,,,,,,,,,
WP, 	16 , 	19 , 	7 , 	6 , 	21 , 	9 , 	48 , 	27 , 	48 , 	8 , 	23 , 	46 , 	13 , 	11 , 	11 , 	8 , 	10 , 	22 , 	166 , 	37 , 	70 , 	14 , 	6 , 	20 , 	6 , 	114 , 	57 , 	175 , 	65 , 	41 , 	49 , 	28 , 	35 , 	39 , 	44 , 	2 , 	6 , 	27 , 	18 ," 	1,366 ",,,,,,,,,,
Entries," 	1,529 "," 	1,967 "," 	1,130 "," 	1,275 "," 	3,869 "," 	1,599 "," 	2,076 "," 	1,530 "," 	2,946 "," 	1,439 "," 	2,878 "," 	2,852 "," 	1,340 "," 	1,598 "," 	1,244 ", 	694 , 	918 ," 	1,869 "," 	1,583 "," 	1,057 "," 	1,458 ", 	652 , 	538 ," 	1,440 "," 	1,249 "," 	4,609 "," 	4,210 "," 	13,846 "," 	5,860 "," 	4,108 "," 	4,781 "," 	2,182 "," 	3,863 "," 	2,086 "," 	1,894 ", 	555 ," 	1,669 ", 	310 ," 	1,294 "," 	91,997 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
