Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jan 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
CV, 	3 , 	3 , 	1 , 	3 , 	19 , 	6 , 	3 , 	8 , 	12 , 	24 , 	39 , 	118 , 	21 , 	45 , 	19 , 	11 , 	5 , 	11 , 	2 , 	2 , 	3 , 	2 , 	0 , 	4 , 	2 , 	67 , 	59 , 	154 , 	39 , 	7 , 	12 , 	6 , 	6 , 	10 , 	4 , 	3 , 	51 , 	1 , 	2 , 	783 ,,,,,,,,,,
ED, 	12 , 	18 , 	6 , 	5 , 	46 , 	10 , 	20 , 	19 , 	31 , 	37 , 	77 , 	248 , 	49 , 	121 , 	37 , 	24 , 	23 , 	33 , 	10 , 	3 , 	5 , 	2 , 	1 , 	4 , 	12 , 	262 , 	175 , 	567 , 	129 , 	25 , 	34 , 	17 , 	16 , 	29 , 	16 , 	50 , 	15 , 	1 , 	5 ," 	2,191 ",,,,,,,,,,
NC, 	4 , 	5 , 	2 , 	1 , 	13 , 	2 , 	8 , 	8 , 	10 , 	1 , 	3 , 	29 , 	2 , 	3 , 	3 , 	1 , 	1 , 	5 , 	33 , 	11 , 	25 , 	6 , 	1 , 	5 , 	1 , 	44 , 	29 , 	79 , 	20 , 	8 , 	8 , 	4 , 	5 , 	6 , 	8 , 	1 , 	-   , 	4 , 	29 , 	419 ,,,,,,,,,,
WP, 	20 , 	26 , 	5 , 	4 , 	27 , 	8 , 	50 , 	28 , 	61 , 	7 , 	28 , 	86 , 	11 , 	12 , 	13 , 	14 , 	11 , 	21 , 	203 , 	55 , 	80 , 	13 , 	5 , 	21 , 	12 , 	100 , 	81 , 	232 , 	72 , 	32 , 	66 , 	26 , 	36 , 	38 , 	43 , 	2 , 	7 , 	34 , 	9 ," 	1,594 ",,,,,,,,,,
Entries," 	2,541 "," 	2,967 "," 	1,583 "," 	1,658 "," 	4,921 "," 	2,011 "," 	2,733 "," 	2,107 "," 	3,827 "," 	1,865 "," 	4,282 "," 	5,173 "," 	2,114 "," 	2,342 "," 	1,855 "," 	1,074 "," 	1,419 "," 	2,181 "," 	2,046 "," 	1,452 "," 	1,960 ", 	953 , 	877 ," 	1,875 "," 	1,980 "," 	7,020 "," 	5,684 "," 	18,763 "," 	6,802 "," 	4,687 "," 	6,253 "," 	3,118 "," 	5,245 "," 	2,810 "," 	2,339 ", 	855 ," 	2,373 ", 	475 ," 	1,568 "," 	125,792 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
