Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Jan 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	57 , 	71 , 	28 , 	35 , 	113 , 	75 , 	66 , 	45 , 	91 , 	79 , 	11 , 	246 , 	86 , 	162 , 	121 , 	46 , 	40 , 	52 , 	28 , 	20 , 	19 , 	9 , 	11 , 	23 , 	63 , 	95 , 	100 , 	375 , 	145 , 	86 , 	114 , 	29 , 	39 , 	28 , 	13 , 	19 , 	62 , 	4 , 	23 ," 	2,728 ",,,CM line," 	10,716 ", 	795 ," 	3,071 ", 	915 , 	716 ," 	1,279 "," 	17,491 "
CL, 	458 , 	73 , 	55 , 	47 , 	80 , 	62 , 	96 , 	47 , 	174 , 	94 , 	707 , 	8 , 	299 , 	271 , 	172 , 	100 , 	160 , 	90 , 	71 , 	89 , 	63 , 	74 , 	55 , 	56 , 	48 , 	681 , 	104 , 	347 , 	170 , 	57 , 	70 , 	53 , 	20 , 	69 , 	28 , 	131 , 	130 , 	34 , 	76 ," 	5,423 ",,,RM line," 	3,176 "," 	1,475 "," 	1,078 "," 	2,770 ", 	391 ," 	1,699 "," 	10,590 "
SL, 	23 , 	42 , 	5 , 	9 , 	42 , 	19 , 	29 , 	30 , 	47 , 	62 , 	78 , 	244 , 	6 , 	65 , 	67 , 	23 , 	25 , 	35 , 	6 , 	5 , 	8 , 	1 , 	2 , 	5 , 	11 , 	65 , 	63 , 	199 , 	71 , 	16 , 	27 , 	10 , 	19 , 	14 , 	13 , 	15 , 	35 , 	1 , 	6 ," 	1,440 ",,,WP line," 	2,941 ", 	576 , 	731 , 	454 ," 	1,868 ", 	907 ," 	7,476 "
BF, 	16 , 	18 , 	5 , 	6 , 	43 , 	21 , 	34 , 	30 , 	79 , 	52 , 	160 , 	270 , 	75 , 	6 , 	84 , 	52 , 	64 , 	71 , 	10 , 	5 , 	5 , 	2 , 	2 , 	5 , 	18 , 	52 , 	48 , 	171 , 	55 , 	16 , 	24 , 	7 , 	17 , 	17 , 	8 , 	33 , 	71 , 	1 , 	13 ," 	1,662 ",,,FT/ED line," 	4,759 "," 	1,770 "," 	1,226 "," 	1,922 ", 	922 ," 	7,210 "," 	17,809 "
HY, 	15 , 	13 , 	6 , 	13 , 	46 , 	13 , 	27 , 	25 , 	57 , 	23 , 	107 , 	144 , 	72 , 	89 , 	4 , 	58 , 	59 , 	115 , 	10 , 	3 , 	6 , 	1 , 	2 , 	3 , 	5 , 	37 , 	22 , 	86 , 	37 , 	13 , 	20 , 	6 , 	12 , 	8 , 	9 , 	11 , 	28 , 	1 , 	9 ," 	1,211 ",,,Entries," 	25,936 "," 	8,484 "," 	16,956 "," 	10,828 "," 	7,430 "," 	17,312 "," 	86,946 "
SH, 	5 , 	11 , 	7 , 	1 , 	17 , 	9 , 	10 , 	12 , 	15 , 	15 , 	40 , 	91 , 	24 , 	52 , 	57 , 	6 , 	38 , 	61 , 	5 , 	2 , 	3 , 	1 , 	1 , 	4 , 	3 , 	25 , 	22 , 	83 , 	20 , 	12 , 	13 , 	4 , 	7 , 	9 , 	8 , 	5 , 	16 , 	2 , 	10 , 	724 ,,,,,,,,,,
UC, 	12 , 	10 , 	8 , 	5 , 	36 , 	8 , 	15 , 	24 , 	38 , 	38 , 	38 , 	148 , 	27 , 	67 , 	67 , 	38 , 	7 , 	81 , 	10 , 	5 , 	3 , 	1 , 	1 , 	3 , 	5 , 	49 , 	36 , 	145 , 	38 , 	10 , 	13 , 	9 , 	10 , 	8 , 	9 , 	5 , 	21 , 	1 , 	6 ," 	1,053 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	16 , 	28 , 	23 , 	16 , 	91 , 	20 , 	26 , 	27 , 	54 , 	43 , 	52 , 	109 , 	39 , 	73 , 	105 , 	52 , 	68 , 	15 , 	10 , 	11 , 	9 , 	5 , 	3 , 	12 , 	5 , 	88 , 	86 , 	260 , 	71 , 	20 , 	23 , 	10 , 	15 , 	21 , 	14 , 	8 , 	26 , 	4 , 	20 ," 	1,573 ",,,Dtwn SF," 	1,220 ",,,,,,
CN, 	19 , 	14 , 	8 , 	11 , 	27 , 	14 , 	29 , 	19 , 	44 , 	6 , 	20 , 	62 , 	7 , 	6 , 	9 , 	5 , 	7 , 	13 , 	8 , 	44 , 	206 , 	43 , 	24 , 	22 , 	4 , 	72 , 	52 , 	139 , 	59 , 	22 , 	44 , 	12 , 	12 , 	22 , 	27 , 	10 , 	5 , 	16 , 	113 ," 	1,270 ",,,OAK," 	6,526 ", 	467 ,,,,,
PH, 	2 , 	7 , 	5 , 	4 , 	20 , 	5 , 	15 , 	15 , 	26 , 	3 , 	15 , 	85 , 	6 , 	5 , 	2 , 	1 , 	5 , 	13 , 	44 , 	7 , 	48 , 	14 , 	8 , 	24 , 	2 , 	73 , 	79 , 	159 , 	61 , 	10 , 	19 , 	11 , 	8 , 	10 , 	22 , 	2 , 	2 , 	5 , 	28 , 	865 ,,,CM line," 	20,780 "," 	1,580 "," 	3,071 ",,,,
WC, 	7 , 	14 , 	4 , 	4 , 	40 , 	7 , 	19 , 	25 , 	42 , 	6 , 	15 , 	68 , 	7 , 	7 , 	4 , 	2 , 	4 , 	9 , 	275 , 	49 , 	6 , 	32 , 	12 , 	41 , 	4 , 	86 , 	87 , 	224 , 	99 , 	13 , 	22 , 	11 , 	10 , 	15 , 	20 , 	1 , 	3 , 	15 , 	49 ," 	1,355 ",,,RM line," 	6,577 "," 	2,840 "," 	1,993 "," 	2,770 ",,,
LF, 	4 , 	3 , 	3 , 	3 , 	26 , 	3 , 	10 , 	12 , 	22 , 	3 , 	7 , 	64 , 	2 , 	2 , 	1 , 	1 , 	1 , 	3 , 	45 , 	12 , 	26 , 	3 , 	9 , 	27 , 	1 , 	55 , 	41 , 	134 , 	48 , 	8 , 	10 , 	6 , 	2 , 	6 , 	9 , 	0 , 	1 , 	4 , 	12 , 	626 ,,,WP line," 	5,986 "," 	1,063 "," 	1,447 ", 	846 ," 	1,868 ",,
OR, 	2 , 	2 , 	3 , 	5 , 	17 , 	3 , 	9 , 	9 , 	16 , 	2 , 	9 , 	60 , 	2 , 	1 , 	2 , 	2 , 	1 , 	2 , 	24 , 	11 , 	13 , 	5 , 	2 , 	28 , 	4 , 	50 , 	41 , 	112 , 	38 , 	8 , 	12 , 	2 , 	6 , 	6 , 	5 , 	-   , 	1 , 	1 , 	3 , 	514 ,,,FT/ED line," 	9,305 "," 	3,442 "," 	2,504 "," 	3,621 "," 	1,829 "," 	7,210 "," 	86,946 "
RR, 	18 , 	17 , 	15 , 	20 , 	15 , 	5 , 	13 , 	21 , 	45 , 	9 , 	21 , 	70 , 	7 , 	11 , 	2 , 	3 , 	3 , 	6 , 	33 , 	18 , 	30 , 	14 , 	19 , 	5 , 	8 , 	135 , 	152 , 	359 , 	153 , 	38 , 	32 , 	12 , 	5 , 	14 , 	12 , 	1 , 	3 , 	7 , 	12 ," 	1,358 ",,,,,,,,,,
OW, 	33 , 	17 , 	4 , 	9 , 	54 , 	24 , 	32 , 	16 , 	30 , 	10 , 	53 , 	52 , 	12 , 	16 , 	6 , 	3 , 	4 , 	4 , 	5 , 	2 , 	3 , 	0 , 	3 , 	4 , 	2 , 	85 , 	95 , 	297 , 	88 , 	34 , 	38 , 	6 , 	9 , 	3 , 	8 , 	1 , 	6 , 	1 , 	8 ," 	1,074 ",,,,,,,,,,
EM, 	84 , 	119 , 	77 , 	107 , 	263 , 	94 , 	120 , 	111 , 	217 , 	91 , 	123 , 	266 , 	82 , 	69 , 	40 , 	32 , 	58 , 	107 , 	90 , 	98 , 	132 , 	63 , 	51 , 	155 , 	89 , 	91 , 	73 , 	131 , 	71 , 	205 , 	251 , 	115 , 	182 , 	99 , 	87 , 	49 , 	183 , 	23 , 	89 ," 	4,389 ",,,,,,,,,,
MT, 	73 , 	102 , 	57 , 	78 , 	163 , 	72 , 	101 , 	87 , 	154 , 	82 , 	101 , 	117 , 	66 , 	53 , 	18 , 	20 , 	51 , 	86 , 	47 , 	67 , 	67 , 	42 , 	40 , 	102 , 	72 , 	45 , 	19 , 	44 , 	40 , 	206 , 	297 , 	235 , 	606 , 	99 , 	101 , 	33 , 	77 , 	17 , 	43 ," 	3,774 ",,,,,,,,,,
PL, 	137 , 	284 , 	188 , 	202 , 	572 , 	191 , 	362 , 	228 , 	457 , 	262 , 	356 , 	378 , 	213 , 	175 , 	97 , 	84 , 	145 , 	238 , 	151 , 	167 , 	252 , 	126 , 	129 , 	364 , 	361 , 	107 , 	41 , 	128 , 	157 , 	951 ," 	1,332 ", 	757 ," 	1,230 ", 	598 , 	430 , 	112 , 	380 , 	54 , 	178 ," 	12,571 ",,,,,,,,,,
CC, 	47 , 	81 , 	53 , 	89 , 	177 , 	91 , 	165 , 	105 , 	157 , 	93 , 	128 , 	173 , 	64 , 	49 , 	40 , 	19 , 	33 , 	81 , 	54 , 	70 , 	93 , 	52 , 	41 , 	119 , 	88 , 	46 , 	27 , 	126 , 	77 , 	463 , 	642 , 	241 , 	535 , 	205 , 	198 , 	35 , 	118 , 	19 , 	52 ," 	4,945 ",,,,,,,,,,
16, 	55 , 	34 , 	17 , 	37 , 	86 , 	47 , 	68 , 	45 , 	57 , 	40 , 	71 , 	82 , 	15 , 	10 , 	11 , 	10 , 	12 , 	21 , 	26 , 	11 , 	14 , 	9 , 	5 , 	51 , 	32 , 	159 , 	172 , 	895 , 	440 , 	43 , 	172 , 	96 , 	225 , 	98 , 	64 , 	5 , 	19 , 	6 , 	20 ," 	3,273 ",,,,,,,,,,
24, 	70 , 	56 , 	18 , 	32 , 	72 , 	44 , 	57 , 	34 , 	64 , 	43 , 	107 , 	107 , 	23 , 	26 , 	22 , 	14 , 	8 , 	19 , 	50 , 	19 , 	19 , 	6 , 	9 , 	49 , 	44 , 	223 , 	262 ," 	1,262 ", 	602 , 	148 , 	67 , 	111 , 	276 , 	127 , 	125 , 	7 , 	25 , 	9 , 	40 ," 	4,292 ",,,,,,,,,,
GP, 	12 , 	18 , 	11 , 	10 , 	24 , 	12 , 	17 , 	13 , 	22 , 	15 , 	22 , 	57 , 	10 , 	8 , 	6 , 	3 , 	8 , 	10 , 	7 , 	12 , 	10 , 	5 , 	3 , 	17 , 	9 , 	105 , 	126 , 	866 , 	206 , 	102 , 	100 , 	23 , 	34 , 	31 , 	55 , 	6 , 	18 , 	3 , 	18 ," 	2,028 ",,,,,,,,,,
BP, 	11 , 	20 , 	3 , 	6 , 	19 , 	7 , 	12 , 	8 , 	28 , 	14 , 	54 , 	47 , 	17 , 	41 , 	4 , 	4 , 	7 , 	8 , 	8 , 	8 , 	5 , 	2 , 	3 , 	7 , 	10 , 	916 , 	326 ," 	1,909 ", 	470 , 	139 , 	188 , 	23 , 	21 , 	13 , 	48 , 	3 , 	7 , 	1 , 	18 ," 	4,429 ",,,,,,,,,,
DC, 	14 , 	18 , 	10 , 	8 , 	38 , 	10 , 	10 , 	11 , 	29 , 	18 , 	20 , 	80 , 	20 , 	15 , 	11 , 	9 , 	11 , 	18 , 	22 , 	13 , 	18 , 	9 , 	4 , 	11 , 	10 , 	97 , 	90 , 	617 , 	197 , 	93 , 	152 , 	31 , 	39 , 	10 , 	42 , 	7 , 	32 , 	5 , 	31 ," 	1,876 ",,,,,,,,,,
CM, 	17 , 	28 , 	8 , 	10 , 	24 , 	12 , 	19 , 	12 , 	38 , 	9 , 	15 , 	34 , 	9 , 	9 , 	11 , 	5 , 	7 , 	7 , 	29 , 	15 , 	15 , 	8 , 	5 , 	13 , 	10 , 	72 , 	86 , 	439 , 	183 , 	65 , 	145 , 	45 , 	78 , 	33 , 	13 , 	3 , 	9 , 	9 , 	47 ," 	1,593 ",,,,,,,,,,
CV, 	1 , 	2 , 	2 , 	1 , 	19 , 	5 , 	4 , 	8 , 	8 , 	15 , 	22 , 	117 , 	16 , 	38 , 	10 , 	6 , 	3 , 	10 , 	1 , 	2 , 	2 , 	1 , 	-   , 	1 , 	2 , 	48 , 	36 , 	106 , 	42 , 	6 , 	7 , 	6 , 	6 , 	7 , 	4 , 	2 , 	35 , 	1 , 	4 , 	601 ,,,,,,,,,,
ED, 	5 , 	8 , 	4 , 	4 , 	33 , 	7 , 	9 , 	9 , 	21 , 	30 , 	57 , 	148 , 	34 , 	69 , 	31 , 	15 , 	18 , 	24 , 	4 , 	2 , 	4 , 	1 , 	1 , 	2 , 	5 , 	137 , 	88 , 	341 , 	115 , 	21 , 	22 , 	18 , 	13 , 	30 , 	14 , 	38 , 	9 , 	-   , 	5 ," 	1,395 ",,,,,,,,,,
NC, 	1 , 	4 , 	2 , 	2 , 	5 , 	2 , 	3 , 	4 , 	11 , 	1 , 	4 , 	35 , 	1 , 	1 , 	2 , 	0 , 	0 , 	2 , 	17 , 	5 , 	12 , 	4 , 	2 , 	8 , 	1 , 	19 , 	17 , 	41 , 	19 , 	5 , 	6 , 	3 , 	2 , 	6 , 	7 , 	-   , 	1 , 	2 , 	22 , 	273 ,,,,,,,,,,
WP, 	16 , 	14 , 	6 , 	7 , 	21 , 	6 , 	40 , 	24 , 	43 , 	4 , 	24 , 	80 , 	6 , 	11 , 	8 , 	10 , 	12 , 	21 , 	143 , 	32 , 	56 , 	10 , 	6 , 	18 , 	8 , 	69 , 	42 , 	173 , 	56 , 	26 , 	45 , 	20 , 	31 , 	31 , 	50 , 	2 , 	7 , 	29 , 	11 ," 	1,216 ",,,,,,,,,,
Entries," 	1,806 "," 	1,829 "," 	1,096 "," 	1,129 "," 	3,490 "," 	1,477 "," 	1,837 "," 	1,442 "," 	2,693 "," 	1,373 "," 	3,065 "," 	4,394 "," 	1,534 "," 	1,708 "," 	1,238 ", 	718 ," 	1,045 "," 	1,568 "," 	1,389 ", 	894 ," 	1,293 ", 	611 , 	510 ," 	1,321 "," 	1,138 "," 	4,673 "," 	3,320 "," 	12,822 "," 	5,120 "," 	3,328 "," 	4,422 "," 	2,074 "," 	3,658 "," 	1,826 "," 	1,649 ", 	599 ," 	1,442 ", 	302 ," 	1,109 "," 	86,946 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
