Exit stations,Entry stations->,,SUNDAY,,,Oct 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
SO, 	28 , 	27 , 	22 , 	30 , 	59 , 	17 , 	41 , 	37 , 	43 , 	10 , 	15 , 	12 , 	10 , 	5 , 	3 , 	2 , 	2 , 	5 , 	21 , 	48 , 	56 , 	35 , 	25 , 	34 , 	52 , 	185 , 	154 , 	669 , 	186 , 	108 , 	58 , 	32 , 	36 , 	91 , 	46 , 	3 , 	29 , 	6 , 	27 , 	20 , 	28 , 	89 , 	112 , 	9 , 	14 , 	1 , 	3 , 	2 , 	2 , 	25 ," 	2,574 ",,,,,,,,,,,
MB, 	7 , 	10 , 	3 , 	10 , 	44 , 	8 , 	10 , 	8 , 	14 , 	1 , 	6 , 	3 , 	2 , 	2 , 	3 , 	1 , 	2 , 	1 , 	0 , 	3 , 	3 , 	3 , 	2 , 	5 , 	8 , 	105 , 	50 , 	161 , 	110 , 	68 , 	54 , 	23 , 	22 , 	50 , 	10 , 	1 , 	2 , 	1 , 	1 , 	6 , 	6 , 	270 , 	28 , 	1 , 	1 , 	0 , 	0 , 	-   , 	0 , 	1 ," 	1,133 ",,,,,,,,,,,
WD, 	1 , 	1 , 	3 , 	0 , 	7 , 	0 , 	4 , 	3 , 	2 , 	15 , 	22 , 	10 , 	18 , 	18 , 	12 , 	7 , 	3 , 	3 , 	0 , 	0 , 	1 , 	-   , 	0 , 	0 , 	2 , 	88 , 	35 , 	69 , 	42 , 	12 , 	5 , 	2 , 	2 , 	6 , 	0 , 	25 , 	11 , 	-   , 	1 , 	0 , 	0 , 	17 , 	1 , 	5 , 	12 , 	1 , 	5 , 	5 , 	-   , 	0 , 	480 ,,,,,,,,,,,
OA, 	5 , 	7 , 	6 , 	8 , 	41 , 	6 , 	6 , 	6 , 	12 , 	8 , 	4 , 	11 , 	2 , 	1 , 	3 , 	2 , 	3 , 	2 , 	5 , 	12 , 	7 , 	7 , 	2 , 	4 , 	4 , 	45 , 	25 , 	63 , 	21 , 	7 , 	8 , 	6 , 	2 , 	2 , 	-   , 	4 , 	15 , 	2 , 	6 , 	0 , 	0 , 	12 , 	1 , 	4 , 	7 , 	1 , 	5 , 	4 , 	-   , 	3 , 	419 ,,,,,,,,,,,
WS, 	6 , 	8 , 	2 , 	2 , 	19 , 	5 , 	7 , 	4 , 	7 , 	8 , 	16 , 	15 , 	10 , 	9 , 	16 , 	13 , 	17 , 	18 , 	2 , 	1 , 	1 , 	0 , 	-   , 	0 , 	5 , 	41 , 	16 , 	28 , 	17 , 	8 , 	4 , 	4 , 	3 , 	4 , 	-   , 	1 , 	5 , 	0 , 	2 , 	1 , 	-   , 	5 , 	-   , 	1 , 	2 , 	11 , 	21 , 	24 , 	1 , 	1 , 	394 ,,,,,,,,,,,
ML, 	7 , 	10 , 	4 , 	7 , 	44 , 	9 , 	9 , 	11 , 	10 , 	12 , 	21 , 	8 , 	20 , 	18 , 	25 , 	19 , 	32 , 	48 , 	4 , 	5 , 	5 , 	1 , 	1 , 	2 , 	4 , 	95 , 	44 , 	112 , 	48 , 	21 , 	9 , 	4 , 	6 , 	7 , 	1 , 	4 , 	15 , 	2 , 	3 , 	0 , 	1 , 	9 , 	0 , 	6 , 	8 , 	26 , 	19 , 	19 , 	0 , 	4 , 	797 ,,,,,,,,,,,
BE, 	10 , 	16 , 	8 , 	9 , 	58 , 	12 , 	16 , 	16 , 	10 , 	24 , 	25 , 	14 , 	19 , 	17 , 	33 , 	19 , 	22 , 	38 , 	4 , 	5 , 	4 , 	1 , 	2 , 	3 , 	6 , 	73 , 	30 , 	72 , 	41 , 	25 , 	11 , 	5 , 	7 , 	9 , 	1 , 	3 , 	15 , 	1 , 	3 , 	1 , 	2 , 	5 , 	0 , 	4 , 	8 , 	29 , 	17 , 	18 , 	1 , 	3 , 	774 ,,,,,,,,,,,
PC, 	3 , 	1 , 	0 , 	1 , 	1 , 	0 , 	5 , 	3 , 	2 , 	1 , 	3 , 	2 , 	1 , 	-   , 	0 , 	0 , 	1 , 	1 , 	23 , 	4 , 	11 , 	4 , 	1 , 	3 , 	3 , 	7 , 	6 , 	20 , 	9 , 	2 , 	4 , 	1 , 	2 , 	3 , 	1 , 	1 , 	1 , 	4 , 	4 , 	1 , 	3 , 	5 , 	-   , 	1 , 	2 , 	-   , 	1 , 	1 , 	2 , 	8 , 	163 ,,,,,,,,,,,
AN, 	4 , 	3 , 	2 , 	2 , 	3 , 	1 , 	14 , 	8 , 	8 , 	0 , 	6 , 	6 , 	2 , 	3 , 	4 , 	2 , 	2 , 	2 , 	31 , 	10 , 	14 , 	4 , 	3 , 	10 , 	4 , 	60 , 	21 , 	65 , 	18 , 	12 , 	9 , 	7 , 	5 , 	8 , 	5 , 	1 , 	1 , 	4 , 	6 , 	4 , 	3 , 	37 , 	2 , 	0 , 	10 , 	2 , 	3 , 	3 , 	8 , 	12 , 	454 ,,,,,,,,,,,
Entries, 	999 ," 	1,178 ", 	748 , 	830 ," 	2,455 ", 	890 ," 	1,472 "," 	1,492 "," 	1,404 "," 	1,158 "," 	1,993 ", 	890 ," 	1,069 "," 	1,028 ", 	779 , 	480 , 	554 , 	670 , 	590 , 	842 ," 	1,002 ", 	578 , 	440 , 	974 ," 	1,624 "," 	5,233 "," 	2,828 "," 	7,464 "," 	3,921 "," 	2,702 "," 	2,384 "," 	1,124 "," 	1,412 "," 	1,528 ", 	539 , 	458 ," 	1,171 ", 	172 , 	521 , 	391 , 	564 ," 	3,557 "," 	1,028 ", 	433 , 	619 , 	410 , 	770 , 	771 , 	168 , 	417 ," 	66,726 ",,,,,,,,,,,
