Exit stations,Entry stations->,,SUNDAY,,,Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	51 , 	40 , 	18 , 	31 , 	108 , 	40 , 	66 , 	83 , 	49 , 	91 , 	23 , 	112 , 	68 , 	95 , 	58 , 	36 , 	23 , 	24 , 	12 , 	9 , 	16 , 	5 , 	5 , 	22 , 	26 , 	145 , 	110 , 	280 , 	148 , 	76 , 	66 , 	16 , 	20 , 	23 , 	4 , 	19 , 	38 , 	2 , 	12 , 	3 , 	6 , 	32 , 	6 , 	31 , 	11 , 	31 , 	-   , 	-   , 	5 , 	6 ," 	2,195 ",,,,,,,,,,,
CL, 	43 , 	55 , 	19 , 	18 , 	41 , 	26 , 	52 , 	61 , 	46 , 	64 , 	101 , 	12 , 	72 , 	71 , 	50 , 	44 , 	38 , 	27 , 	21 , 	16 , 	17 , 	11 , 	9 , 	18 , 	29 , 	89 , 	60 , 	144 , 	86 , 	43 , 	42 , 	24 , 	18 , 	23 , 	3 , 	38 , 	66 , 	6 , 	19 , 	9 , 	7 , 	21 , 	6 , 	34 , 	34 , 	31 , 	-   , 	-   , 	5 , 	19 ," 	1,778 ",,,,,,,,,,,
SL, 	10 , 	20 , 	9 , 	14 , 	43 , 	19 , 	36 , 	55 , 	48 , 	92 , 	80 , 	74 , 	12 , 	52 , 	36 , 	15 , 	19 , 	24 , 	7 , 	5 , 	8 , 	2 , 	1 , 	8 , 	16 , 	97 , 	88 , 	185 , 	90 , 	36 , 	30 , 	14 , 	14 , 	15 , 	2 , 	17 , 	24 , 	3 , 	4 , 	4 , 	5 , 	30 , 	4 , 	18 , 	5 , 	16 , 	-   , 	-   , 	2 , 	6 ," 	1,410 ",,,,,,,,,,,
BF, 	9 , 	18 , 	8 , 	7 , 	39 , 	10 , 	27 , 	44 , 	59 , 	82 , 	97 , 	72 , 	49 , 	13 , 	41 , 	30 , 	24 , 	36 , 	5 , 	3 , 	6 , 	2 , 	4 , 	5 , 	15 , 	98 , 	92 , 	185 , 	74 , 	44 , 	25 , 	13 , 	12 , 	17 , 	5 , 	19 , 	46 , 	1 , 	7 , 	4 , 	2 , 	22 , 	3 , 	37 , 	8 , 	31 , 	-   , 	-   , 	2 , 	3 ," 	1,448 ",,,,,,,,,,,
HY, 	10 , 	18 , 	7 , 	12 , 	44 , 	12 , 	25 , 	39 , 	34 , 	32 , 	65 , 	57 , 	38 , 	44 , 	17 , 	30 , 	34 , 	64 , 	7 , 	5 , 	4 , 	3 , 	0 , 	4 , 	10 , 	50 , 	38 , 	95 , 	40 , 	19 , 	15 , 	6 , 	8 , 	7 , 	3 , 	7 , 	15 , 	2 , 	7 , 	2 , 	2 , 	14 , 	2 , 	13 , 	10 , 	38 , 	-   , 	-   , 	1 , 	6 ," 	1,009 ",,,,,,,,,,,
SH, 	7 , 	11 , 	3 , 	5 , 	13 , 	4 , 	12 , 	16 , 	20 , 	19 , 	34 , 	39 , 	20 , 	30 , 	29 , 	9 , 	13 , 	26 , 	4 , 	5 , 	2 , 	1 , 	1 , 	3 , 	8 , 	35 , 	30 , 	54 , 	29 , 	13 , 	9 , 	3 , 	7 , 	7 , 	2 , 	3 , 	11 , 	1 , 	6 , 	3 , 	3 , 	12 , 	1 , 	9 , 	8 , 	31 , 	-   , 	-   , 	1 , 	3 , 	609 ,,,,,,,,,,,
UC, 	9 , 	9 , 	5 , 	7 , 	36 , 	12 , 	14 , 	22 , 	28 , 	31 , 	26 , 	32 , 	15 , 	23 , 	36 , 	18 , 	15 , 	30 , 	6 , 	3 , 	3 , 	2 , 	2 , 	3 , 	4 , 	60 , 	47 , 	104 , 	42 , 	18 , 	12 , 	6 , 	6 , 	10 , 	1 , 	4 , 	14 , 	1 , 	4 , 	1 , 	2 , 	17 , 	3 , 	5 , 	11 , 	30 , 	-   , 	-   , 	1 , 	3 , 	784 ,,,,,,,,,,,
FM, 	10 , 	11 , 	6 , 	8 , 	46 , 	9 , 	16 , 	22 , 	22 , 	31 , 	29 , 	28 , 	21 , 	36 , 	56 , 	20 , 	24 , 	20 , 	7 , 	6 , 	3 , 	1 , 	1 , 	4 , 	5 , 	70 , 	52 , 	106 , 	46 , 	17 , 	13 , 	6 , 	6 , 	10 , 	5 , 	8 , 	17 , 	1 , 	4 , 	1 , 	1 , 	19 , 	2 , 	6 , 	15 , 	32 , 	-   , 	-   , 	2 , 	5 , 	878 ,,,,,,,,,,,
CN, 	6 , 	13 , 	5 , 	6 , 	21 , 	6 , 	33 , 	28 , 	27 , 	8 , 	14 , 	21 , 	5 , 	6 , 	7 , 	4 , 	3 , 	6 , 	16 , 	43 , 	84 , 	26 , 	13 , 	25 , 	7 , 	98 , 	62 , 	161 , 	68 , 	27 , 	20 , 	12 , 	11 , 	21 , 	6 , 	1 , 	3 , 	17 , 	57 , 	2 , 	6 , 	75 , 	7 , 	3 , 	21 , 	7 , 	-   , 	-   , 	22 , 	29 ," 	1,162 ",,,,,,,,,,,
PH, 	4 , 	6 , 	8 , 	8 , 	26 , 	8 , 	24 , 	25 , 	34 , 	9 , 	7 , 	13 , 	4 , 	2 , 	3 , 	4 , 	3 , 	5 , 	47 , 	10 , 	46 , 	14 , 	10 , 	28 , 	7 , 	128 , 	80 , 	176 , 	115 , 	35 , 	22 , 	16 , 	8 , 	15 , 	5 , 	2 , 	5 , 	8 , 	17 , 	4 , 	9 , 	85 , 	9 , 	1 , 	26 , 	7 , 	-   , 	-   , 	8 , 	15 ," 	1,146 ",,,,,,,,,,,
WC, 	8 , 	11 , 	11 , 	14 , 	34 , 	5 , 	30 , 	36 , 	31 , 	9 , 	14 , 	15 , 	5 , 	8 , 	4 , 	1 , 	4 , 	5 , 	104 , 	48 , 	12 , 	17 , 	16 , 	41 , 	8 , 	165 , 	94 , 	180 , 	133 , 	41 , 	30 , 	17 , 	13 , 	19 , 	3 , 	1 , 	3 , 	12 , 	36 , 	4 , 	7 , 	102 , 	6 , 	1 , 	13 , 	7 , 	-   , 	-   , 	13 , 	29 ," 	1,415 ",,,,,,,,,,,
LF, 	3 , 	2 , 	2 , 	5 , 	21 , 	4 , 	13 , 	21 , 	17 , 	3 , 	5 , 	11 , 	2 , 	1 , 	2 , 	1 , 	1 , 	2 , 	35 , 	16 , 	20 , 	7 , 	5 , 	28 , 	4 , 	76 , 	54 , 	115 , 	93 , 	27 , 	20 , 	10 , 	2 , 	6 , 	1 , 	1 , 	1 , 	3 , 	17 , 	3 , 	3 , 	67 , 	3 , 	0 , 	12 , 	3 , 	-   , 	-   , 	5 , 	6 , 	754 ,,,,,,,,,,,
OR, 	3 , 	3 , 	3 , 	1 , 	15 , 	3 , 	11 , 	16 , 	15 , 	4 , 	4 , 	9 , 	1 , 	3 , 	0 , 	0 , 	1 , 	1 , 	12 , 	11 , 	15 , 	6 , 	6 , 	23 , 	2 , 	82 , 	59 , 	104 , 	77 , 	25 , 	21 , 	5 , 	3 , 	5 , 	3 , 	1 , 	1 , 	3 , 	5 , 	1 , 	2 , 	48 , 	5 , 	1 , 	9 , 	3 , 	-   , 	-   , 	1 , 	3 , 	632 ,,,,,,,,,,,
RR, 	7 , 	17 , 	16 , 	9 , 	21 , 	8 , 	29 , 	54 , 	49 , 	9 , 	18 , 	13 , 	7 , 	4 , 	5 , 	2 , 	4 , 	4 , 	24 , 	34 , 	46 , 	35 , 	25 , 	20 , 	14 , 	220 , 	136 , 	284 , 	240 , 	120 , 	77 , 	37 , 	14 , 	18 , 	5 , 	2 , 	4 , 	5 , 	11 , 	2 , 	8 , 	112 , 	18 , 	2 , 	13 , 	9 , 	-   , 	-   , 	3 , 	12 ," 	1,819 ",,,,,,,,,,,
OW, 	10 , 	9 , 	5 , 	6 , 	33 , 	11 , 	24 , 	41 , 	36 , 	11 , 	26 , 	29 , 	10 , 	13 , 	6 , 	4 , 	3 , 	2 , 	9 , 	6 , 	6 , 	2 , 	0 , 	12 , 	26 , 	362 , 	261 , 	560 , 	329 , 	202 , 	133 , 	28 , 	30 , 	22 , 	6 , 	2 , 	7 , 	1 , 	6 , 	5 , 	10 , 	81 , 	9 , 	2 , 	6 , 	3 , 	-   , 	-   , 	2 , 	8 ," 	2,409 ",,,,,,,,,,,
EM, 	135 , 	200 , 	146 , 	196 , 	411 , 	172 , 	319 , 	375 , 	376 , 	168 , 	198 , 	108 , 	138 , 	119 , 	70 , 	52 , 	74 , 	85 , 	127 , 	182 , 	216 , 	114 , 	110 , 	293 , 	595 , 	106 , 	25 , 	95 , 	66 , 	183 , 	280 , 	126 , 	183 , 	146 , 	51 , 	73 , 	256 , 	39 , 	79 , 	29 , 	39 , 	201 , 	75 , 	79 , 	59 , 	91 , 	-   , 	-   , 	23 , 	54 ," 	7,329 ",,,,,,,,,,,
MT, 	81 , 	115 , 	73 , 	88 , 	240 , 	85 , 	180 , 	207 , 	203 , 	162 , 	169 , 	84 , 	118 , 	125 , 	57 , 	37 , 	75 , 	62 , 	73 , 	96 , 	96 , 	49 , 	49 , 	140 , 	368 , 	23 , 	65 , 	27 , 	49 , 	202 , 	233 , 	155 , 	393 , 	187 , 	68 , 	55 , 	153 , 	29 , 	45 , 	44 , 	52 , 	198 , 	67 , 	57 , 	49 , 	65 , 	-   , 	-   , 	15 , 	37 ," 	5,296 ",,,,,,,,,,,
PL, 	131 , 	246 , 	122 , 	110 , 	326 , 	103 , 	230 , 	257 , 	314 , 	121 , 	189 , 	100 , 	98 , 	115 , 	64 , 	34 , 	61 , 	67 , 	124 , 	128 , 	139 , 	103 , 	82 , 	194 , 	485 , 	90 , 	20 , 	191 , 	78 , 	645 , 	669 , 	382 , 	689 , 	529 , 	159 , 	65 , 	174 , 	43 , 	112 , 	129 , 	142 , 	689 , 	184 , 	56 , 	44 , 	70 , 	-   , 	-   , 	17 , 	55 ," 	9,170 ",,,,,,,,,,,
CC, 	67 , 	98 , 	77 , 	110 , 	193 , 	101 , 	202 , 	217 , 	185 , 	87 , 	141 , 	70 , 	72 , 	51 , 	29 , 	22 , 	31 , 	40 , 	60 , 	93 , 	125 , 	92 , 	69 , 	188 , 	296 , 	39 , 	36 , 	74 , 	100 , 	239 , 	305 , 	176 , 	252 , 	202 , 	78 , 	39 , 	108 , 	19 , 	31 , 	53 , 	77 , 	326 , 	170 , 	39 , 	24 , 	40 , 	-   , 	-   , 	9 , 	31 ," 	5,174 ",,,,,,,,,,,
16, 	54 , 	57 , 	44 , 	61 , 	149 , 	85 , 	161 , 	187 , 	115 , 	59 , 	73 , 	40 , 	29 , 	28 , 	14 , 	10 , 	19 , 	15 , 	20 , 	33 , 	37 , 	29 , 	26 , 	104 , 	199 , 	173 , 	194 , 	672 , 	279 , 	81 , 	89 , 	118 , 	186 , 	167 , 	56 , 	21 , 	39 , 	8 , 	27 , 	40 , 	61 , 	147 , 	89 , 	14 , 	14 , 	25 , 	-   , 	-   , 	4 , 	11 ," 	4,158 ",,,,,,,,,,,
24, 	69 , 	59 , 	28 , 	44 , 	103 , 	60 , 	118 , 	146 , 	99 , 	68 , 	68 , 	38 , 	22 , 	23 , 	21 , 	10 , 	12 , 	14 , 	23 , 	20 , 	35 , 	17 , 	17 , 	68 , 	148 , 	242 , 	211 , 	831 , 	376 , 	105 , 	84 , 	149 , 	212 , 	161 , 	66 , 	8 , 	25 , 	11 , 	25 , 	48 , 	78 , 	166 , 	84 , 	9 , 	16 , 	14 , 	-   , 	-   , 	9 , 	13 ," 	4,268 ",,,,,,,,,,,
GP, 	19 , 	22 , 	12 , 	17 , 	42 , 	14 , 	31 , 	28 , 	38 , 	19 , 	20 , 	22 , 	11 , 	9 , 	5 , 	3 , 	6 , 	7 , 	13 , 	15 , 	16 , 	8 , 	7 , 	31 , 	38 , 	122 , 	117 , 	500 , 	166 , 	130 , 	121 , 	42 , 	22 , 	26 , 	21 , 	7 , 	17 , 	3 , 	8 , 	12 , 	34 , 	103 , 	31 , 	8 , 	10 , 	5 , 	-   , 	-   , 	3 , 	6 ," 	1,959 ",,,,,,,,,,,
BP, 	21 , 	24 , 	9 , 	10 , 	28 , 	11 , 	20 , 	31 , 	38 , 	19 , 	18 , 	18 , 	12 , 	15 , 	5 , 	4 , 	6 , 	5 , 	12 , 	8 , 	11 , 	3 , 	3 , 	10 , 	31 , 	188 , 	222 ," 	1,000 ", 	247 , 	205 , 	187 , 	27 , 	52 , 	28 , 	28 , 	7 , 	15 , 	3 , 	16 , 	12 , 	53 , 	111 , 	44 , 	7 , 	7 , 	7 , 	-   , 	-   , 	3 , 	13 ," 	2,848 ",,,,,,,,,,,
DC, 	20 , 	30 , 	11 , 	10 , 	42 , 	13 , 	22 , 	33 , 	30 , 	18 , 	19 , 	17 , 	17 , 	14 , 	10 , 	6 , 	11 , 	12 , 	16 , 	14 , 	18 , 	7 , 	7 , 	20 , 	30 , 	145 , 	143 , 	658 , 	218 , 	184 , 	143 , 	25 , 	32 , 	26 , 	16 , 	5 , 	33 , 	7 , 	16 , 	17 , 	65 , 	209 , 	56 , 	7 , 	8 , 	13 , 	-   , 	-   , 	4 , 	19 ," 	2,491 ",,,,,,,,,,,
CM, 	6 , 	12 , 	2 , 	3 , 	20 , 	3 , 	8 , 	7 , 	18 , 	5 , 	4 , 	3 , 	3 , 	5 , 	2 , 	3 , 	2 , 	1 , 	6 , 	5 , 	5 , 	1 , 	1 , 	3 , 	6 , 	43 , 	56 , 	203 , 	93 , 	56 , 	61 , 	19 , 	28 , 	15 , 	7 , 	1 , 	3 , 	1 , 	5 , 	6 , 	25 , 	121 , 	20 , 	3 , 	2 , 	2 , 	-   , 	-   , 	0 , 	5 , 	903 ,,,,,,,,,,,
CV, 	4 , 	3 , 	2 , 	2 , 	13 , 	4 , 	5 , 	13 , 	9 , 	34 , 	23 , 	34 , 	17 , 	23 , 	7 , 	5 , 	3 , 	8 , 	1 , 	1 , 	2 , 	2 , 	1 , 	3 , 	5 , 	61 , 	50 , 	97 , 	41 , 	20 , 	10 , 	6 , 	6 , 	8 , 	2 , 	9 , 	33 , 	0 , 	0 , 	1 , 	2 , 	13 , 	1 , 	41 , 	6 , 	5 , 	-   , 	-   , 	1 , 	1 , 	631 ,,,,,,,,,,,
ED, 	4 , 	7 , 	6 , 	5 , 	45 , 	9 , 	16 , 	19 , 	22 , 	43 , 	38 , 	71 , 	19 , 	40 , 	15 , 	11 , 	15 , 	17 , 	5 , 	4 , 	2 , 	1 , 	1 , 	3 , 	9 , 	199 , 	129 , 	267 , 	114 , 	38 , 	26 , 	18 , 	15 , 	18 , 	3 , 	29 , 	13 , 	2 , 	2 , 	3 , 	3 , 	54 , 	4 , 	21 , 	44 , 	19 , 	-   , 	-   , 	4 , 	1 ," 	1,447 ",,,,,,,,,,,
NC, 	1 , 	1 , 	2 , 	1 , 	6 , 	2 , 	5 , 	8 , 	7 , 	1 , 	3 , 	8 , 	4 , 	1 , 	2 , 	1 , 	1 , 	1 , 	16 , 	7 , 	14 , 	3 , 	2 , 	3 , 	2 , 	29 , 	22 , 	53 , 	26 , 	10 , 	8 , 	4 , 	3 , 	6 , 	1 , 	0 , 	1 , 	1 , 	7 , 	2 , 	2 , 	33 , 	2 , 	-   , 	6 , 	1 , 	-   , 	-   , 	4 , 	4 , 	319 ,,,,,,,,,,,
WP, 	6 , 	7 , 	4 , 	3 , 	14 , 	4 , 	21 , 	19 , 	10 , 	3 , 	11 , 	16 , 	4 , 	7 , 	5 , 	5 , 	3 , 	3 , 	58 , 	23 , 	37 , 	17 , 	3 , 	12 , 	8 , 	58 , 	33 , 	121 , 	34 , 	24 , 	30 , 	11 , 	12 , 	13 , 	6 , 	1 , 	2 , 	5 , 	12 , 	3 , 	5 , 	68 , 	4 , 	1 , 	11 , 	5 , 	-   , 	-   , 	3 , 	6 , 	763 ,,,,,,,,,,,
SS, 	9 , 	8 , 	2 , 	2 , 	7 , 	4 , 	6 , 	8 , 	9 , 	4 , 	4 , 	7 , 	2 , 	3 , 	2 , 	2 , 	1 , 	1 , 	5 , 	3 , 	5 , 	2 , 	1 , 	4 , 	12 , 	32 , 	43 , 	152 , 	60 , 	40 , 	41 , 	17 , 	18 , 	22 , 	5 , 	2 , 	4 , 	2 , 	4 , 	6 , 	17 , 	59 , 	9 , 	1 , 	3 , 	2 , 	-   , 	-   , 	1 , 	9 , 	657 ,,,,,,,,,,,
SB, 	8 , 	12 , 	3 , 	7 , 	18 , 	5 , 	8 , 	8 , 	15 , 	6 , 	7 , 	8 , 	2 , 	5 , 	3 , 	4 , 	2 , 	3 , 	8 , 	8 , 	4 , 	3 , 	3 , 	8 , 	8 , 	47 , 	45 , 	175 , 	94 , 	75 , 	72 , 	35 , 	56 , 	63 , 	22 , 	1 , 	4 , 	3 , 	6 , 	15 , 	14 , 	53 , 	15 , 	1 , 	2 , 	2 , 	-   , 	-   , 	5 , 	7 , 	971 ,,,,,,,,,,,
SO, 	23 , 	50 , 	28 , 	35 , 	64 , 	21 , 	57 , 	42 , 	48 , 	12 , 	18 , 	12 , 	18 , 	11 , 	6 , 	6 , 	9 , 	6 , 	46 , 	63 , 	70 , 	41 , 	33 , 	63 , 	64 , 	140 , 	157 , 	558 , 	217 , 	87 , 	75 , 	32 , 	68 , 	117 , 	88 , 	4 , 	37 , 	20 , 	43 , 	29 , 	23 , 	38 , 	96 , 	13 , 	11 , 	4 , 	-   , 	-   , 	10 , 	28 ," 	2,733 ",,,,,,,,,,,
MB, 	8 , 	11 , 	9 , 	8 , 	36 , 	8 , 	7 , 	17 , 	21 , 	4 , 	5 , 	5 , 	3 , 	6 , 	1 , 	1 , 	2 , 	2 , 	5 , 	7 , 	9 , 	4 , 	3 , 	11 , 	11 , 	66 , 	67 , 	210 , 	154 , 	71 , 	61 , 	35 , 	40 , 	42 , 	15 , 	1 , 	5 , 	2 , 	2 , 	8 , 	11 , 	183 , 	26 , 	3 , 	1 , 	1 , 	-   , 	-   , 	2 , 	5 ," 	1,206 ",,,,,,,,,,,
WD, 	3 , 	4 , 	1 , 	2 , 	15 , 	4 , 	5 , 	14 , 	10 , 	30 , 	26 , 	32 , 	23 , 	35 , 	15 , 	7 , 	5 , 	8 , 	2 , 	0 , 	1 , 	0 , 	1 , 	3 , 	3 , 	78 , 	58 , 	89 , 	39 , 	18 , 	8 , 	4 , 	7 , 	8 , 	-   , 	44 , 	21 , 	0 , 	-   , 	1 , 	1 , 	25 , 	2 , 	12 , 	18 , 	7 , 	-   , 	-   , 	0 , 	2 , 	687 ,,,,,,,,,,,
OA, 	3 , 	13 , 	12 , 	10 , 	20 , 	10 , 	8 , 	7 , 	12 , 	8 , 	5 , 	13 , 	2 , 	2 , 	2 , 	2 , 	5 , 	4 , 	7 , 	14 , 	12 , 	5 , 	3 , 	4 , 	1 , 	31 , 	28 , 	44 , 	22 , 	11 , 	6 , 	4 , 	3 , 	4 , 	0 , 	2 , 	19 , 	4 , 	4 , 	1 , 	1 , 	11 , 	1 , 	3 , 	4 , 	3 , 	-   , 	-   , 	1 , 	7 , 	393 ,,,,,,,,,,,
WS, 	8 , 	19 , 	12 , 	15 , 	122 , 	22 , 	24 , 	32 , 	28 , 	36 , 	33 , 	30 , 	23 , 	27 , 	35 , 	23 , 	29 , 	28 , 	8 , 	7 , 	5 , 	4 , 	2 , 	10 , 	7 , 	73 , 	48 , 	98 , 	44 , 	26 , 	15 , 	7 , 	7 , 	9 , 	1 , 	4 , 	16 , 	1 , 	6 , 	1 , 	2 , 	11 , 	1 , 	7 , 	10 , 	20 , 	-   , 	-   , 	2 , 	8 , 	999 ,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	3 , 	1 , 	2 , 	4 , 	3 , 	9 , 	7 , 	7 , 	2 , 	8 , 	5 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	29 , 	13 , 	15 , 	3 , 	1 , 	4 , 	2 , 	15 , 	10 , 	36 , 	13 , 	5 , 	5 , 	3 , 	4 , 	5 , 	3 , 	-   , 	1 , 	3 , 	5 , 	1 , 	3 , 	8 , 	2 , 	-   , 	1 , 	3 , 	-   , 	-   , 	1 , 	8 , 	263 ,,,,,,,,,,,
