Exit stations,Entry stations->,,WEEKDAY,,,Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	22 , 	115 , 	91 , 	71 , 	443 , 	99 , 	149 , 	181 , 	185 , 	51 , 	83 , 	56 , 	34 , 	21 , 	33 , 	15 , 	18 , 	21 , 	21 , 	13 , 	21 , 	5 , 	10 , 	22 , 	27 , 	431 , 	419 , 	467 , 	375 , 	215 , 	213 , 	53 , 	76 , 	122 , 	19 , 	4 , 	13 , 	3 , 	17 , 	17 , 	28 , 	54 , 	24 , 	6 , 	11 , 	17 , 	-   , 	-   , 	11 , 	11 ," 	4,410 ",,,,,,,,,,,,,
EN, 	133 , 	24 , 	89 , 	84 , 	814 , 	130 , 	248 , 	459 , 	551 , 	103 , 	97 , 	75 , 	51 , 	35 , 	77 , 	23 , 	25 , 	32 , 	27 , 	22 , 	26 , 	9 , 	10 , 	32 , 	33 , 	872 , 	912 , 	836 , 	779 , 	298 , 	214 , 	77 , 	126 , 	170 , 	29 , 	10 , 	23 , 	5 , 	10 , 	32 , 	34 , 	113 , 	65 , 	11 , 	27 , 	40 , 	-   , 	-   , 	6 , 	12 ," 	7,913 ",,,,,,,,,,,,,
EP, 	90 , 	78 , 	12 , 	56 , 	737 , 	79 , 	138 , 	296 , 	331 , 	70 , 	47 , 	28 , 	26 , 	14 , 	23 , 	6 , 	13 , 	24 , 	19 , 	18 , 	22 , 	6 , 	6 , 	31 , 	13 , 	558 , 	592 , 	388 , 	449 , 	131 , 	70 , 	29 , 	39 , 	66 , 	5 , 	5 , 	13 , 	4 , 	6 , 	9 , 	14 , 	55 , 	35 , 	5 , 	23 , 	26 , 	-   , 	-   , 	4 , 	6 ," 	4,713 ",,,,,,,,,,,,,
NB, 	73 , 	82 , 	51 , 	11 , 	205 , 	62 , 	95 , 	269 , 	265 , 	61 , 	65 , 	28 , 	29 , 	16 , 	30 , 	10 , 	21 , 	18 , 	19 , 	21 , 	17 , 	8 , 	11 , 	14 , 	13 , 	591 , 	613 , 	349 , 	469 , 	160 , 	91 , 	33 , 	36 , 	41 , 	7 , 	6 , 	11 , 	4 , 	8 , 	6 , 	8 , 	72 , 	31 , 	3 , 	26 , 	22 , 	-   , 	-   , 	3 , 	4 ," 	4,086 ",,,,,,,,,,,,,
BK, 	489 , 	879 , 	752 , 	224 , 	49 , 	344 , 	396 , 	605 , 	558 , 	273 , 	306 , 	162 , 	195 , 	141 , 	152 , 	84 , 	148 , 	135 , 	114 , 	140 , 	112 , 	67 , 	52 , 	46 , 	86 , 	935 , 	935 , 	634 , 	694 , 	323 , 	251 , 	129 , 	117 , 	128 , 	37 , 	58 , 	114 , 	34 , 	71 , 	38 , 	37 , 	114 , 	138 , 	41 , 	54 , 	150 , 	-   , 	-   , 	30 , 	59 ," 	11,631 ",,,,,,,,,,,,,
AS, 	96 , 	122 , 	78 , 	62 , 	311 , 	14 , 	95 , 	268 , 	267 , 	78 , 	103 , 	53 , 	43 , 	33 , 	37 , 	18 , 	32 , 	28 , 	23 , 	24 , 	18 , 	6 , 	6 , 	13 , 	25 , 	704 , 	766 , 	401 , 	524 , 	236 , 	113 , 	33 , 	43 , 	49 , 	8 , 	5 , 	17 , 	6 , 	12 , 	10 , 	14 , 	47 , 	36 , 	9 , 	17 , 	30 , 	-   , 	-   , 	4 , 	11 ," 	4,951 ",,,,,,,,,,,,,
MA, 	167 , 	244 , 	131 , 	88 , 	373 , 	97 , 	53 , 	223 , 	272 , 	88 , 	161 , 	132 , 	113 , 	83 , 	94 , 	50 , 	77 , 	80 , 	141 , 	147 , 	146 , 	59 , 	34 , 	67 , 	46 ," 	1,159 "," 	1,253 ", 	784 , 	917 , 	420 , 	210 , 	87 , 	89 , 	96 , 	28 , 	25 , 	67 , 	41 , 	137 , 	23 , 	26 , 	89 , 	65 , 	25 , 	26 , 	62 , 	-   , 	-   , 	54 , 	103 ," 	8,949 ",,,,,,,,,,,,,
19, 	194 , 	474 , 	298 , 	273 , 	548 , 	270 , 	224 , 	43 , 	63 , 	48 , 	202 , 	163 , 	237 , 	216 , 	198 , 	153 , 	208 , 	251 , 	324 , 	386 , 	329 , 	179 , 	117 , 	191 , 	69 ," 	1,641 "," 	1,765 "," 	1,000 "," 	1,121 ", 	510 , 	346 , 	179 , 	160 , 	161 , 	89 , 	85 , 	235 , 	133 , 	170 , 	71 , 	68 , 	89 , 	128 , 	105 , 	29 , 	228 , 	-   , 	-   , 	62 , 	136 ," 	14,172 ",,,,,,,,,,,,,
12, 	200 , 	554 , 	320 , 	272 , 	477 , 	257 , 	250 , 	58 , 	45 , 	31 , 	225 , 	223 , 	325 , 	321 , 	283 , 	169 , 	231 , 	278 , 	311 , 	465 , 	324 , 	159 , 	108 , 	192 , 	92 ," 	1,352 "," 	1,306 ", 	880 , 	995 , 	364 , 	306 , 	183 , 	189 , 	232 , 	128 , 	105 , 	287 , 	128 , 	225 , 	101 , 	90 , 	116 , 	160 , 	131 , 	48 , 	212 , 	-   , 	-   , 	64 , 	184 ," 	13,957 ",,,,,,,,,,,,,
LM, 	47 , 	95 , 	67 , 	65 , 	261 , 	91 , 	81 , 	51 , 	36 , 	25 , 	188 , 	227 , 	310 , 	250 , 	160 , 	87 , 	124 , 	101 , 	37 , 	26 , 	31 , 	8 , 	8 , 	36 , 	49 ," 	1,000 "," 	1,101 ", 	674 , 	682 , 	282 , 	149 , 	62 , 	97 , 	112 , 	5 , 	113 , 	201 , 	6 , 	23 , 	12 , 	13 , 	29 , 	16 , 	100 , 	18 , 	94 , 	-   , 	-   , 	12 , 	27 ," 	7,287 ",,,,,,,,,,,,,
