Exit stations,Entry stations->,,TOTAL,,,Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	576 ," 	2,602 "," 	2,246 "," 	1,648 "," 	10,016 "," 	2,353 "," 	3,395 "," 	3,869 "," 	3,945 "," 	1,175 "," 	2,101 "," 	1,421 ", 	799 , 	528 , 	769 , 	346 , 	414 , 	505 , 	500 , 	296 , 	475 , 	131 , 	219 , 	531 , 	637 ," 	9,340 "," 	8,990 "," 	11,115 "," 	8,201 "," 	4,856 "," 	4,881 "," 	1,201 "," 	1,700 "," 	2,634 ", 	434 , 	98 , 	317 , 	65 , 	403 , 	400 , 	613 ," 	1,331 ", 	549 , 	140 , 	274 , 	420 , 	-   , 	-   , 	245 , 	285 ," 	99,989 ",,,,,,,,,,,,,
EN," 	2,992 ", 	611 ," 	2,103 "," 	1,915 "," 	18,017 "," 	3,062 "," 	5,385 "," 	9,409 "," 	11,289 "," 	2,208 "," 	2,363 "," 	1,961 "," 	1,170 ", 	854 ," 	1,692 ", 	533 , 	570 , 	721 , 	620 , 	507 , 	636 , 	210 , 	231 , 	739 , 	810 ," 	18,558 "," 	19,023 "," 	19,691 "," 	16,313 "," 	6,449 "," 	4,814 "," 	1,720 "," 	2,708 "," 	3,693 ", 	708 , 	219 , 	514 , 	112 , 	263 , 	703 , 	755 ," 	2,931 "," 	1,338 ", 	245 , 	713 , 	940 , 	-   , 	-   , 	163 , 	315 ," 	173,496 ",,,,,,,,,,,,,
EP," 	2,293 "," 	1,899 ", 	415 ," 	1,419 "," 	17,285 "," 	1,934 "," 	3,139 "," 	6,320 "," 	7,027 "," 	1,629 "," 	1,205 ", 	792 , 	642 , 	399 , 	542 , 	160 , 	334 , 	558 , 	455 , 	407 , 	544 , 	149 , 	152 , 	743 , 	310 ," 	12,138 "," 	12,498 "," 	9,853 "," 	9,834 "," 	3,130 "," 	1,814 ", 	733 , 	883 ," 	1,486 ", 	146 , 	132 , 	318 , 	92 , 	145 , 	202 , 	314 ," 	1,609 ", 	757 , 	131 , 	640 , 	631 , 	-   , 	-   , 	99 , 	152 ," 	108,489 ",,,,,,,,,,,,,
NB," 	1,724 "," 	1,910 "," 	1,297 ", 	362 ," 	4,835 "," 	1,462 "," 	2,234 "," 	5,821 "," 	5,577 "," 	1,447 "," 	1,606 ", 	775 , 	735 , 	395 , 	711 , 	237 , 	455 , 	453 , 	437 , 	482 , 	484 , 	195 , 	241 , 	353 , 	328 ," 	12,926 "," 	12,922 "," 	8,630 "," 	10,618 "," 	3,947 "," 	2,345 ", 	827 , 	831 , 	958 , 	174 , 	133 , 	302 , 	80 , 	186 , 	137 , 	205 ," 	1,948 ", 	706 , 	77 , 	708 , 	560 , 	-   , 	-   , 	62 , 	93 ," 	93,931 ",,,,,,,,,,,,,
BK," 	11,179 "," 	19,457 "," 	17,367 "," 	5,267 "," 	1,504 "," 	8,044 "," 	9,092 "," 	13,679 "," 	12,585 "," 	6,045 "," 	7,183 "," 	3,831 "," 	4,326 "," 	3,237 "," 	3,437 "," 	1,838 "," 	3,323 "," 	3,329 "," 	2,493 "," 	2,958 "," 	2,627 "," 	1,508 "," 	1,196 "," 	1,109 "," 	2,046 "," 	21,740 "," 	20,758 "," 	17,603 "," 	16,608 "," 	8,282 "," 	6,270 "," 	3,051 "," 	2,713 "," 	3,068 ", 	864 ," 	1,278 "," 	2,601 ", 	729 ," 	1,524 ", 	833 , 	898 ," 	3,329 "," 	3,156 ", 	923 ," 	1,511 "," 	4,254 ", 	-   , 	-   , 	635 ," 	1,231 "," 	272,519 ",,,,,,,,,,,,,
AS," 	2,332 "," 	2,827 "," 	1,876 "," 	1,450 "," 	7,271 ", 	414 ," 	2,311 "," 	6,071 "," 	5,748 "," 	1,829 "," 	2,495 "," 	1,325 "," 	1,022 ", 	776 , 	883 , 	421 , 	694 , 	633 , 	523 , 	526 , 	417 , 	165 , 	131 , 	330 , 	631 ," 	14,801 "," 	15,828 "," 	9,463 "," 	11,499 "," 	5,539 "," 	2,843 ", 	825 , 	933 ," 	1,103 ", 	188 , 	140 , 	400 , 	144 , 	289 , 	241 , 	306 ," 	1,312 ", 	775 , 	201 , 	516 , 	774 , 	-   , 	-   , 	85 , 	237 ," 	111,543 ",,,,,,,,,,,,,
MA," 	3,793 "," 	5,326 "," 	2,979 "," 	2,057 "," 	8,626 "," 	2,399 "," 	1,261 "," 	5,041 "," 	5,975 "," 	2,002 "," 	3,869 "," 	3,150 "," 	2,536 "," 	1,865 "," 	2,076 "," 	1,076 "," 	1,635 "," 	1,709 "," 	3,010 "," 	3,064 "," 	3,126 "," 	1,275 ", 	744 ," 	1,631 "," 	1,163 "," 	24,832 "," 	26,059 "," 	18,805 "," 	20,309 "," 	9,998 "," 	5,380 "," 	2,008 "," 	1,965 "," 	2,126 ", 	644 , 	548 ," 	1,439 ", 	847 ," 	2,841 ", 	503 , 	590 ," 	2,554 "," 	1,378 ", 	553 , 	701 ," 	1,403 ", 	-   , 	-   ," 	1,129 "," 	2,131 "," 	200,131 ",,,,,,,,,,,,,
19," 	4,085 "," 	9,658 "," 	6,356 "," 	5,908 "," 	12,303 "," 	6,096 "," 	5,060 "," 	1,105 "," 	1,383 "," 	1,130 "," 	4,689 "," 	3,837 "," 	5,126 "," 	4,541 "," 	4,215 "," 	3,095 "," 	4,215 "," 	5,077 "," 	6,499 "," 	7,766 "," 	6,735 "," 	3,704 "," 	2,436 "," 	4,288 "," 	1,714 "," 	34,410 "," 	36,136 "," 	23,365 "," 	24,597 "," 	12,028 "," 	8,364 "," 	3,910 "," 	3,449 "," 	3,495 "," 	1,776 "," 	1,737 "," 	4,659 "," 	2,609 "," 	3,409 "," 	1,442 "," 	1,412 "," 	2,497 "," 	2,650 "," 	2,113 ", 	727 ," 	4,704 ", 	-   , 	-   ," 	1,248 "," 	2,722 "," 	304,480 ",,,,,,,,,,,,,
12," 	4,224 "," 	11,391 "," 	6,723 "," 	5,696 "," 	10,801 "," 	5,590 "," 	5,448 "," 	1,255 "," 	1,140 ", 	730 ," 	4,852 "," 	4,888 "," 	6,824 "," 	6,702 "," 	5,795 "," 	3,458 "," 	4,713 "," 	5,613 "," 	6,271 "," 	9,272 "," 	6,532 "," 	3,241 "," 	2,259 "," 	4,143 "," 	2,233 "," 	28,497 "," 	27,179 "," 	21,314 "," 	21,624 "," 	8,460 "," 	7,023 "," 	3,981 "," 	4,060 "," 	4,894 "," 	2,612 "," 	2,074 "," 	5,614 "," 	2,532 "," 	4,534 "," 	2,058 "," 	1,871 "," 	3,071 "," 	3,318 "," 	2,569 "," 	1,100 "," 	4,410 ", 	-   , 	-   ," 	1,288 "," 	3,663 "," 	297,540 ",,,,,,,,,,,,,
LM," 	1,074 "," 	2,063 "," 	1,545 "," 	1,559 "," 	5,788 "," 	2,075 "," 	1,892 "," 	1,165 ", 	823 , 	671 ," 	4,594 "," 	5,259 "," 	6,994 "," 	5,851 "," 	3,484 "," 	1,890 "," 	2,690 "," 	2,306 ", 	818 , 	597 , 	706 , 	205 , 	220 , 	814 ," 	1,104 "," 	21,164 "," 	23,009 "," 	16,201 "," 	14,996 "," 	6,633 "," 	3,819 "," 	1,499 "," 	2,136 "," 	2,460 ", 	143 ," 	2,591 "," 	4,482 ", 	143 , 	480 , 	274 , 	317 , 	749 , 	382 ," 	2,222 ", 	487 ," 	2,207 ", 	-   , 	-   , 	269 , 	570 ," 	163,420 ",,,,,,,,,,,,,
