Exit stations,Entry stations->,,SATURDAY,,,Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SO, 	22 , 	60 , 	37 , 	42 , 	81 , 	33 , 	60 , 	46 , 	59 , 	19 , 	31 , 	20 , 	26 , 	20 , 	9 , 	9 , 	9 , 	10 , 	58 , 	67 , 	68 , 	42 , 	34 , 	63 , 	76 , 	144 , 	151 , 	529 , 	230 , 	96 , 	83 , 	50 , 	93 , 	161 , 	104 , 	8 , 	40 , 	25 , 	54 , 	35 , 	33 , 	27 , 	116 , 	9 , 	8 , 	3 , 	-   , 	-   , 	13 , 	44 ," 	3,054 ",,,,,,,,,,
MB, 	9 , 	17 , 	9 , 	14 , 	69 , 	10 , 	15 , 	22 , 	35 , 	7 , 	8 , 	9 , 	6 , 	2 , 	4 , 	4 , 	1 , 	2 , 	9 , 	10 , 	10 , 	8 , 	4 , 	17 , 	20 , 	126 , 	153 , 	343 , 	234 , 	131 , 	105 , 	45 , 	60 , 	78 , 	24 , 	2 , 	4 , 	2 , 	3 , 	13 , 	18 , 	140 , 	21 , 	3 , 	1 , 	1 , 	-   , 	-   , 	2 , 	3 ," 	1,834 ",,,,,,,,,,
WD, 	2 , 	6 , 	6 , 	3 , 	19 , 	4 , 	5 , 	12 , 	8 , 	36 , 	52 , 	76 , 	37 , 	44 , 	27 , 	13 , 	14 , 	10 , 	5 , 	1 , 	1 , 	0 , 	1 , 	2 , 	10 , 	136 , 	97 , 	171 , 	71 , 	32 , 	21 , 	10 , 	10 , 	16 , 	2 , 	59 , 	27 , 	-   , 	-   , 	2 , 	3 , 	18 , 	4 , 	7 , 	15 , 	10 , 	-   , 	-   , 	0 , 	2 ," 	1,112 ",,,,,,,,,,
OA, 	3 , 	12 , 	16 , 	12 , 	33 , 	11 , 	9 , 	8 , 	13 , 	8 , 	5 , 	17 , 	6 , 	3 , 	6 , 	6 , 	6 , 	8 , 	9 , 	16 , 	13 , 	6 , 	5 , 	10 , 	4 , 	28 , 	19 , 	34 , 	18 , 	8 , 	9 , 	6 , 	4 , 	5 , 	2 , 	3 , 	20 , 	2 , 	6 , 	0 , 	-   , 	9 , 	1 , 	6 , 	3 , 	3 , 	-   , 	-   , 	2 , 	5 , 	437 ,,,,,,,,,,
WS, 	9 , 	19 , 	13 , 	18 , 	179 , 	26 , 	28 , 	45 , 	45 , 	36 , 	44 , 	61 , 	29 , 	33 , 	47 , 	37 , 	42 , 	37 , 	9 , 	11 , 	9 , 	4 , 	2 , 	10 , 	11 , 	126 , 	91 , 	167 , 	91 , 	34 , 	28 , 	10 , 	13 , 	19 , 	3 , 	5 , 	22 , 	2 , 	6 , 	1 , 	1 , 	7 , 	2 , 	7 , 	3 , 	17 , 	-   , 	-   , 	4 , 	8 ," 	1,470 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	6 , 	4 , 	2 , 	0 , 	10 , 	3 , 	12 , 	9 , 	9 , 	4 , 	8 , 	11 , 	4 , 	4 , 	3 , 	2 , 	2 , 	1 , 	46 , 	14 , 	21 , 	5 , 	1 , 	8 , 	2 , 	19 , 	13 , 	53 , 	16 , 	10 , 	9 , 	4 , 	7 , 	5 , 	4 , 	0 , 	0 , 	4 , 	7 , 	3 , 	3 , 	14 , 	2 , 	0 , 	3 , 	3 , 	-   , 	-   , 	4 , 	12 , 	387 ,,,,,,,,,,
AN, 	6 , 	10 , 	4 , 	3 , 	12 , 	7 , 	24 , 	16 , 	19 , 	5 , 	14 , 	30 , 	9 , 	5 , 	9 , 	3 , 	4 , 	4 , 	51 , 	19 , 	40 , 	7 , 	4 , 	17 , 	8 , 	75 , 	44 , 	114 , 	60 , 	22 , 	21 , 	10 , 	13 , 	16 , 	6 , 	2 , 	2 , 	7 , 	9 , 	7 , 	7 , 	48 , 	4 , 	2 , 	12 , 	6 , 	-   , 	-   , 	14 , 	8 , 	840 ,,,,,,,,,,
Entries," 	1,828 "," 	2,713 "," 	2,127 "," 	1,952 "," 	6,150 "," 	2,206 "," 	3,494 "," 	4,099 "," 	3,639 "," 	2,774 "," 	3,711 "," 	3,235 "," 	2,310 "," 	2,273 "," 	1,662 ", 	991 ," 	1,251 "," 	1,421 "," 	1,786 "," 	1,695 "," 	2,073 "," 	1,143 ", 	937 ," 	2,506 "," 	4,124 "," 	9,290 "," 	8,015 "," 	17,967 "," 	9,025 "," 	6,733 "," 	6,586 "," 	3,071 "," 	4,730 "," 	3,957 "," 	1,253 "," 	1,047 "," 	2,446 ", 	495 ," 	1,115 ", 	904 ," 	1,269 "," 	4,132 "," 	2,010 "," 	1,068 ", 	574 ," 	1,397 ", 	-   , 	-   , 	368 , 	808 ," 	150,361 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
