Exit stations,Entry stations->,,WEEKDAY,,,Oct 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	28 , 	131 , 	93 , 	77 , 	460 , 	97 , 	148 , 	171 , 	189 , 	53 , 	86 , 	65 , 	42 , 	26 , 	37 , 	18 , 	17 , 	26 , 	25 , 	16 , 	22 , 	4 , 	11 , 	25 , 	26 , 	439 , 	435 , 	494 , 	382 , 	222 , 	207 , 	49 , 	79 , 	134 , 	17 , 	6 , 	13 , 	4 , 	19 , 	16 , 	26 , 	59 , 	27 , 	6 , 	12 , 	19 , 	-   , 	-   , 	14 , 	10 ," 	4,580 ",,,,,,,,,,,,,
EN, 	142 , 	34 , 	98 , 	90 , 	830 , 	132 , 	252 , 	460 , 	559 , 	104 , 	101 , 	109 , 	55 , 	40 , 	79 , 	27 , 	32 , 	42 , 	33 , 	19 , 	25 , 	10 , 	10 , 	29 , 	38 , 	920 , 	917 , 	863 , 	761 , 	300 , 	217 , 	88 , 	129 , 	182 , 	30 , 	10 , 	21 , 	5 , 	15 , 	31 , 	44 , 	124 , 	65 , 	11 , 	36 , 	45 , 	-   , 	-   , 	9 , 	13 ," 	8,183 ",,,,,,,,,,,,,
EP, 	92 , 	94 , 	15 , 	55 , 	731 , 	84 , 	140 , 	296 , 	331 , 	74 , 	51 , 	48 , 	30 , 	17 , 	34 , 	7 , 	15 , 	27 , 	20 , 	18 , 	22 , 	7 , 	5 , 	31 , 	14 , 	587 , 	612 , 	412 , 	453 , 	147 , 	69 , 	32 , 	43 , 	72 , 	4 , 	4 , 	10 , 	4 , 	9 , 	8 , 	14 , 	71 , 	33 , 	5 , 	26 , 	27 , 	-   , 	-   , 	4 , 	4 ," 	4,909 ",,,,,,,,,,,,,
NB, 	81 , 	85 , 	57 , 	20 , 	206 , 	57 , 	97 , 	258 , 	262 , 	62 , 	65 , 	40 , 	29 , 	19 , 	32 , 	8 , 	18 , 	22 , 	22 , 	25 , 	19 , 	8 , 	11 , 	15 , 	14 , 	623 , 	606 , 	357 , 	489 , 	159 , 	98 , 	30 , 	42 , 	49 , 	6 , 	6 , 	15 , 	3 , 	6 , 	8 , 	10 , 	93 , 	33 , 	4 , 	36 , 	26 , 	-   , 	-   , 	5 , 	7 ," 	4,243 ",,,,,,,,,,,,,
BK, 	503 , 	877 , 	752 , 	211 , 	71 , 	336 , 	366 , 	582 , 	547 , 	257 , 	290 , 	178 , 	193 , 	140 , 	143 , 	94 , 	150 , 	140 , 	112 , 	142 , 	119 , 	62 , 	54 , 	44 , 	79 ," 	1,026 ", 	928 , 	705 , 	762 , 	331 , 	261 , 	145 , 	114 , 	136 , 	39 , 	59 , 	123 , 	36 , 	71 , 	34 , 	39 , 	142 , 	141 , 	49 , 	69 , 	168 , 	-   , 	-   , 	38 , 	54 ," 	11,910 ",,,,,,,,,,,,,
AS, 	104 , 	120 , 	82 , 	65 , 	303 , 	19 , 	89 , 	259 , 	246 , 	75 , 	104 , 	66 , 	51 , 	37 , 	36 , 	23 , 	34 , 	28 , 	23 , 	25 , 	20 , 	7 , 	8 , 	12 , 	25 , 	732 , 	751 , 	430 , 	526 , 	244 , 	115 , 	31 , 	46 , 	49 , 	12 , 	9 , 	19 , 	6 , 	11 , 	12 , 	13 , 	54 , 	36 , 	12 , 	25 , 	36 , 	-   , 	-   , 	6 , 	15 ," 	5,051 ",,,,,,,,,,,,,
MA, 	165 , 	250 , 	127 , 	90 , 	347 , 	94 , 	58 , 	233 , 	250 , 	80 , 	165 , 	142 , 	121 , 	87 , 	94 , 	49 , 	80 , 	77 , 	145 , 	175 , 	156 , 	59 , 	40 , 	63 , 	43 ," 	1,190 "," 	1,251 ", 	814 , 	966 , 	415 , 	219 , 	91 , 	89 , 	107 , 	30 , 	30 , 	63 , 	39 , 	147 , 	27 , 	31 , 	120 , 	68 , 	21 , 	30 , 	69 , 	-   , 	-   , 	61 , 	118 ," 	9,183 ",,,,,,,,,,,,,
19, 	188 , 	482 , 	301 , 	271 , 	533 , 	259 , 	221 , 	53 , 	59 , 	39 , 	199 , 	169 , 	248 , 	223 , 	223 , 	147 , 	212 , 	264 , 	298 , 	376 , 	311 , 	172 , 	123 , 	187 , 	69 ," 	1,571 "," 	1,645 ", 	982 ," 	1,096 ", 	488 , 	347 , 	171 , 	163 , 	156 , 	83 , 	82 , 	229 , 	129 , 	185 , 	68 , 	66 , 	98 , 	137 , 	113 , 	36 , 	226 , 	-   , 	-   , 	59 , 	137 ," 	13,893 ",,,,,,,,,,,,,
12, 	208 , 	581 , 	315 , 	264 , 	455 , 	242 , 	236 , 	52 , 	58 , 	30 , 	212 , 	236 , 	351 , 	319 , 	288 , 	185 , 	239 , 	280 , 	322 , 	471 , 	323 , 	157 , 	124 , 	171 , 	85 ," 	1,359 "," 	1,302 ", 	901 ," 	1,009 ", 	363 , 	322 , 	187 , 	198 , 	230 , 	127 , 	118 , 	294 , 	135 , 	237 , 	99 , 	88 , 	137 , 	154 , 	137 , 	57 , 	205 , 	-   , 	-   , 	67 , 	190 ," 	14,117 ",,,,,,,,,,,,,
LM, 	48 , 	103 , 	67 , 	70 , 	251 , 	83 , 	76 , 	41 , 	38 , 	23 , 	166 , 	274 , 	317 , 	259 , 	175 , 	87 , 	117 , 	109 , 	30 , 	27 , 	21 , 	6 , 	9 , 	37 , 	35 , 	993 ," 	1,054 ", 	710 , 	688 , 	278 , 	152 , 	63 , 	97 , 	119 , 	7 , 	124 , 	205 , 	8 , 	22 , 	13 , 	16 , 	37 , 	14 , 	103 , 	24 , 	105 , 	-   , 	-   , 	14 , 	23 ," 	7,336 ",,,,,,,,,,,,,
FV, 	93 , 	97 , 	56 , 	72 , 	291 , 	109 , 	168 , 	200 , 	244 , 	170 , 	29 , 	234 , 	237 , 	193 , 	217 , 	81 , 	86 , 	99 , 	46 , 	19 , 	34 , 	13 , 	34 , 	56 , 	100 , 	964 , 	954 , 	821 , 	837 , 	354 , 	237 , 	67 , 	112 , 	169 , 	12 , 	51 , 	134 , 	7 , 	21 , 	13 , 	21 , 	68 , 	23 , 	71 , 	16 , 	85 , 	-   , 	-   , 	14 , 	20 ," 	8,047 ",,,,,,,,,,,,,
