Exit stations,Entry stations->,,SUNDAY,,,Oct 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
SL, 	17 , 	23 , 	12 , 	14 , 	45 , 	16 , 	34 , 	51 , 	57 , 	107 , 	87 , 	37 , 	16 , 	72 , 	39 , 	17 , 	23 , 	24 , 	8 , 	6 , 	7 , 	2 , 	3 , 	11 , 	11 , 	146 , 	97 , 	198 , 	105 , 	35 , 	26 , 	14 , 	15 , 	20 , 	3 , 	17 , 	29 , 	2 , 	5 , 	3 , 	7 , 	39 , 	4 , 	25 , 	7 , 	31 , 	-   , 	-   , 	2 , 	4 ," 	1,566 ",,,,,,,,,,,
BF, 	10 , 	16 , 	10 , 	7 , 	44 , 	12 , 	33 , 	30 , 	54 , 	98 , 	108 , 	62 , 	68 , 	7 , 	48 , 	25 , 	34 , 	35 , 	8 , 	2 , 	4 , 	2 , 	3 , 	4 , 	15 , 	137 , 	101 , 	187 , 	82 , 	35 , 	18 , 	12 , 	14 , 	15 , 	4 , 	20 , 	51 , 	-   , 	5 , 	3 , 	5 , 	25 , 	2 , 	50 , 	10 , 	30 , 	-   , 	-   , 	2 , 	5 ," 	1,551 ",,,,,,,,,,,
HY, 	13 , 	16 , 	7 , 	8 , 	36 , 	13 , 	28 , 	31 , 	32 , 	38 , 	65 , 	47 , 	40 , 	46 , 	14 , 	28 , 	36 , 	50 , 	10 , 	6 , 	5 , 	2 , 	3 , 	8 , 	5 , 	92 , 	46 , 	133 , 	48 , 	27 , 	16 , 	9 , 	9 , 	14 , 	3 , 	6 , 	25 , 	2 , 	5 , 	2 , 	4 , 	15 , 	3 , 	14 , 	11 , 	44 , 	-   , 	-   , 	2 , 	9 ," 	1,119 ",,,,,,,,,,,
SH, 	7 , 	10 , 	5 , 	4 , 	18 , 	5 , 	9 , 	13 , 	24 , 	22 , 	33 , 	31 , 	23 , 	31 , 	30 , 	9 , 	17 , 	30 , 	4 , 	2 , 	2 , 	-   , 	1 , 	3 , 	6 , 	53 , 	34 , 	81 , 	39 , 	13 , 	12 , 	5 , 	7 , 	6 , 	4 , 	5 , 	16 , 	1 , 	3 , 	2 , 	3 , 	17 , 	1 , 	11 , 	7 , 	27 , 	-   , 	-   , 	1 , 	4 , 	686 ,,,,,,,,,,,
UC, 	8 , 	10 , 	5 , 	7 , 	62 , 	9 , 	20 , 	19 , 	24 , 	34 , 	28 , 	18 , 	18 , 	31 , 	45 , 	18 , 	11 , 	32 , 	5 , 	3 , 	4 , 	1 , 	3 , 	5 , 	5 , 	130 , 	58 , 	111 , 	70 , 	29 , 	10 , 	6 , 	10 , 	12 , 	3 , 	6 , 	20 , 	2 , 	2 , 	3 , 	2 , 	23 , 	4 , 	10 , 	17 , 	29 , 	-   , 	-   , 	1 , 	5 , 	977 ,,,,,,,,,,,
FM, 	12 , 	12 , 	12 , 	12 , 	67 , 	10 , 	19 , 	23 , 	30 , 	39 , 	32 , 	18 , 	20 , 	36 , 	52 , 	34 , 	27 , 	19 , 	6 , 	4 , 	3 , 	2 , 	3 , 	5 , 	3 , 	152 , 	75 , 	131 , 	78 , 	22 , 	14 , 	7 , 	7 , 	14 , 	3 , 	6 , 	22 , 	1 , 	3 , 	1 , 	5 , 	30 , 	1 , 	6 , 	21 , 	37 , 	-   , 	-   , 	1 , 	4 ," 	1,136 ",,,,,,,,,,,
CN, 	10 , 	10 , 	7 , 	6 , 	24 , 	6 , 	23 , 	25 , 	29 , 	10 , 	23 , 	11 , 	6 , 	7 , 	7 , 	2 , 	3 , 	6 , 	21 , 	46 , 	93 , 	32 , 	11 , 	21 , 	6 , 	124 , 	72 , 	133 , 	66 , 	28 , 	19 , 	13 , 	13 , 	16 , 	8 , 	2 , 	4 , 	16 , 	71 , 	6 , 	9 , 	85 , 	7 , 	4 , 	27 , 	7 , 	-   , 	-   , 	31 , 	30 ," 	1,231 ",,,,,,,,,,,
PH, 	6 , 	6 , 	8 , 	5 , 	23 , 	7 , 	23 , 	27 , 	29 , 	4 , 	5 , 	5 , 	5 , 	3 , 	5 , 	3 , 	5 , 	5 , 	37 , 	13 , 	53 , 	12 , 	9 , 	25 , 	5 , 	171 , 	84 , 	124 , 	86 , 	24 , 	17 , 	10 , 	6 , 	12 , 	4 , 	3 , 	2 , 	6 , 	21 , 	4 , 	7 , 	137 , 	4 , 	1 , 	36 , 	8 , 	-   , 	-   , 	8 , 	21 ," 	1,120 ",,,,,,,,,,,
WC, 	6 , 	10 , 	9 , 	10 , 	27 , 	5 , 	24 , 	36 , 	32 , 	6 , 	10 , 	5 , 	8 , 	3 , 	4 , 	3 , 	4 , 	3 , 	100 , 	51 , 	8 , 	20 , 	16 , 	43 , 	8 , 	218 , 	115 , 	148 , 	109 , 	31 , 	25 , 	15 , 	7 , 	14 , 	4 , 	1 , 	2 , 	13 , 	43 , 	3 , 	7 , 	127 , 	6 , 	1 , 	30 , 	8 , 	-   , 	-   , 	18 , 	27 ," 	1,420 ",,,,,,,,,,,
LF, 	3 , 	2 , 	2 , 	1 , 	15 , 	5 , 	14 , 	14 , 	8 , 	2 , 	5 , 	1 , 	3 , 	1 , 	2 , 	1 , 	2 , 	1 , 	36 , 	13 , 	21 , 	6 , 	6 , 	24 , 	3 , 	138 , 	66 , 	69 , 	62 , 	24 , 	15 , 	7 , 	2 , 	7 , 	2 , 	-   , 	1 , 	1 , 	11 , 	1 , 	1 , 	66 , 	2 , 	0 , 	16 , 	2 , 	-   , 	-   , 	4 , 	4 , 	687 ,,,,,,,,,,,
OR, 	3 , 	3 , 	8 , 	5 , 	25 , 	4 , 	12 , 	21 , 	20 , 	7 , 	5 , 	3 , 	3 , 	3 , 	2 , 	2 , 	2 , 	4 , 	13 , 	7 , 	16 , 	6 , 	9 , 	32 , 	4 , 	223 , 	106 , 	184 , 	147 , 	41 , 	24 , 	11 , 	7 , 	12 , 	5 , 	3 , 	1 , 	2 , 	7 , 	1 , 	6 , 	139 , 	7 , 	1 , 	22 , 	8 , 	-   , 	-   , 	1 , 	3 ," 	1,173 ",,,,,,,,,,,
RR, 	8 , 	12 , 	13 , 	7 , 	25 , 	4 , 	30 , 	51 , 	42 , 	13 , 	14 , 	7 , 	7 , 	3 , 	7 , 	3 , 	5 , 	6 , 	21 , 	28 , 	45 , 	25 , 	32 , 	14 , 	12 , 	287 , 	171 , 	276 , 	270 , 	124 , 	89 , 	29 , 	18 , 	19 , 	4 , 	3 , 	5 , 	4 , 	10 , 	3 , 	6 , 	150 , 	14 , 	3 , 	22 , 	11 , 	-   , 	-   , 	4 , 	14 ," 	1,964 ",,,,,,,,,,,
OW, 	11 , 	10 , 	7 , 	8 , 	31 , 	15 , 	29 , 	23 , 	33 , 	11 , 	24 , 	16 , 	7 , 	10 , 	4 , 	3 , 	4 , 	2 , 	6 , 	5 , 	9 , 	2 , 	3 , 	10 , 	34 , 	480 , 	294 , 	592 , 	428 , 	198 , 	127 , 	40 , 	38 , 	28 , 	9 , 	3 , 	7 , 	2 , 	8 , 	7 , 	14 , 	138 , 	10 , 	3 , 	6 , 	3 , 	-   , 	-   , 	3 , 	6 ," 	2,756 ",,,,,,,,,,,
EM, 	181 , 	276 , 	181 , 	235 , 	520 , 	235 , 	397 , 	383 , 	444 , 	188 , 	278 , 	146 , 	205 , 	180 , 	124 , 	73 , 	161 , 	203 , 	162 , 	242 , 	264 , 	187 , 	289 , 	374 , 	723 , 	146 , 	19 , 	102 , 	78 , 	247 , 	322 , 	186 , 	250 , 	277 , 	101 , 	136 , 	436 , 	54 , 	113 , 	80 , 	120 , 	297 , 	230 , 	147 , 	90 , 	200 , 	-   , 	-   , 	24 , 	74 ," 	10,373 ",,,,,,,,,,,
MT, 	83 , 	134 , 	94 , 	99 , 	296 , 	110 , 	191 , 	226 , 	230 , 	106 , 	138 , 	75 , 	95 , 	100 , 	53 , 	42 , 	70 , 	76 , 	69 , 	80 , 	102 , 	57 , 	107 , 	175 , 	324 , 	19 , 	74 , 	18 , 	41 , 	182 , 	218 , 	171 , 	422 , 	199 , 	71 , 	44 , 	129 , 	25 , 	46 , 	50 , 	81 , 	261 , 	77 , 	44 , 	47 , 	77 , 	-   , 	-   , 	16 , 	34 ," 	5,468 ",,,,,,,,,,,
PL, 	151 , 	264 , 	113 , 	125 , 	388 , 	144 , 	269 , 	266 , 	341 , 	165 , 	234 , 	116 , 	145 , 	131 , 	94 , 	69 , 	81 , 	96 , 	99 , 	94 , 	115 , 	59 , 	166 , 	210 , 	567 , 	122 , 	20 , 	203 , 	83 , 	676 , 	701 , 	430 , 	784 , 	604 , 	209 , 	68 , 	227 , 	34 , 	102 , 	133 , 	153 , 	761 , 	221 , 	50 , 	52 , 	109 , 	-   , 	-   , 	23 , 	55 ," 	10,318 ",,,,,,,,,,,
CC, 	68 , 	106 , 	111 , 	161 , 	271 , 	126 , 	263 , 	248 , 	227 , 	112 , 	157 , 	67 , 	88 , 	78 , 	38 , 	30 , 	55 , 	66 , 	59 , 	68 , 	96 , 	58 , 	147 , 	230 , 	411 , 	55 , 	37 , 	68 , 	110 , 	263 , 	346 , 	164 , 	303 , 	255 , 	87 , 	46 , 	149 , 	24 , 	33 , 	74 , 	101 , 	401 , 	184 , 	53 , 	36 , 	64 , 	-   , 	-   , 	15 , 	32 ," 	6,236 ",,,,,,,,,,,
16, 	55 , 	72 , 	53 , 	71 , 	166 , 	90 , 	161 , 	155 , 	125 , 	58 , 	85 , 	33 , 	34 , 	32 , 	25 , 	17 , 	26 , 	18 , 	28 , 	25 , 	27 , 	17 , 	46 , 	106 , 	215 , 	207 , 	177 , 	694 , 	284 , 	92 , 	83 , 	118 , 	196 , 	169 , 	66 , 	15 , 	40 , 	6 , 	25 , 	41 , 	74 , 	241 , 	98 , 	15 , 	18 , 	22 , 	-   , 	-   , 	5 , 	13 ," 	4,433 ",,,,,,,,,,,
24, 	69 , 	58 , 	31 , 	45 , 	120 , 	59 , 	112 , 	125 , 	98 , 	55 , 	83 , 	34 , 	22 , 	21 , 	16 , 	14 , 	12 , 	19 , 	21 , 	18 , 	22 , 	16 , 	29 , 	73 , 	142 , 	287 , 	213 , 	849 , 	398 , 	83 , 	91 , 	149 , 	213 , 	165 , 	52 , 	12 , 	37 , 	7 , 	17 , 	38 , 	76 , 	228 , 	70 , 	12 , 	21 , 	18 , 	-   , 	-   , 	8 , 	9 ," 	4,359 ",,,,,,,,,,,
GP, 	22 , 	23 , 	11 , 	21 , 	58 , 	15 , 	35 , 	39 , 	40 , 	18 , 	22 , 	15 , 	10 , 	8 , 	7 , 	3 , 	7 , 	7 , 	12 , 	11 , 	14 , 	5 , 	14 , 	24 , 	40 , 	170 , 	146 , 	526 , 	174 , 	142 , 	113 , 	31 , 	27 , 	31 , 	19 , 	9 , 	19 , 	3 , 	9 , 	10 , 	40 , 	112 , 	35 , 	3 , 	13 , 	6 , 	-   , 	-   , 	1 , 	6 ," 	2,118 ",,,,,,,,,,,
BP, 	23 , 	22 , 	7 , 	12 , 	34 , 	10 , 	23 , 	33 , 	50 , 	16 , 	24 , 	16 , 	15 , 	14 , 	7 , 	8 , 	9 , 	4 , 	12 , 	8 , 	6 , 	2 , 	8 , 	17 , 	36 , 	220 , 	251 ," 	1,041 ", 	296 , 	195 , 	176 , 	34 , 	51 , 	34 , 	36 , 	8 , 	16 , 	3 , 	10 , 	19 , 	55 , 	126 , 	48 , 	6 , 	10 , 	6 , 	-   , 	-   , 	3 , 	8 ," 	3,062 ",,,,,,,,,,,
DC, 	24 , 	29 , 	15 , 	11 , 	40 , 	11 , 	25 , 	38 , 	45 , 	16 , 	25 , 	14 , 	21 , 	16 , 	7 , 	7 , 	13 , 	15 , 	18 , 	15 , 	16 , 	4 , 	15 , 	18 , 	34 , 	240 , 	192 , 	711 , 	242 , 	176 , 	150 , 	34 , 	35 , 	32 , 	23 , 	11 , 	43 , 	8 , 	20 , 	12 , 	76 , 	237 , 	68 , 	12 , 	14 , 	14 , 	-   , 	-   , 	3 , 	21 ," 	2,860 ",,,,,,,,,,,
CM, 	8 , 	16 , 	4 , 	3 , 	10 , 	1 , 	7 , 	10 , 	15 , 	5 , 	9 , 	4 , 	3 , 	4 , 	3 , 	3 , 	4 , 	3 , 	7 , 	4 , 	5 , 	2 , 	5 , 	3 , 	12 , 	88 , 	60 , 	245 , 	97 , 	59 , 	51 , 	19 , 	28 , 	22 , 	8 , 	1 , 	3 , 	3 , 	8 , 	6 , 	26 , 	135 , 	14 , 	3 , 	2 , 	2 , 	-   , 	-   , 	2 , 	6 ," 	1,033 ",,,,,,,,,,,
CV, 	2 , 	4 , 	3 , 	2 , 	14 , 	4 , 	11 , 	13 , 	9 , 	46 , 	20 , 	25 , 	13 , 	18 , 	7 , 	3 , 	5 , 	6 , 	2 , 	1 , 	1 , 	1 , 	2 , 	1 , 	2 , 	102 , 	52 , 	79 , 	51 , 	15 , 	10 , 	9 , 	6 , 	7 , 	1 , 	6 , 	37 , 	0 , 	1 , 	2 , 	2 , 	12 , 	2 , 	44 , 	8 , 	7 , 	-   , 	-   , 	1 , 	2 , 	665 ,,,,,,,,,,,
ED, 	7 , 	9 , 	4 , 	7 , 	43 , 	8 , 	22 , 	30 , 	27 , 	57 , 	37 , 	32 , 	28 , 	47 , 	19 , 	12 , 	19 , 	17 , 	4 , 	3 , 	2 , 	1 , 	1 , 	5 , 	8 , 	334 , 	141 , 	279 , 	148 , 	41 , 	26 , 	16 , 	22 , 	26 , 	2 , 	31 , 	21 , 	1 , 	2 , 	4 , 	4 , 	101 , 	7 , 	18 , 	74 , 	25 , 	-   , 	-   , 	1 , 	2 ," 	1,767 ",,,,,,,,,,,
NC, 	2 , 	2 , 	1 , 	1 , 	4 , 	1 , 	6 , 	6 , 	3 , 	2 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	17 , 	5 , 	16 , 	2 , 	1 , 	4 , 	2 , 	43 , 	24 , 	41 , 	24 , 	8 , 	9 , 	5 , 	3 , 	4 , 	1 , 	1 , 	1 , 	4 , 	7 , 	1 , 	2 , 	35 , 	1 , 	0 , 	6 , 	2 , 	-   , 	-   , 	5 , 	4 , 	310 ,,,,,,,,,,,
WP, 	8 , 	6 , 	2 , 	2 , 	8 , 	4 , 	17 , 	14 , 	12 , 	5 , 	13 , 	8 , 	7 , 	3 , 	4 , 	5 , 	3 , 	3 , 	62 , 	25 , 	43 , 	7 , 	5 , 	8 , 	5 , 	83 , 	52 , 	112 , 	35 , 	19 , 	17 , 	8 , 	14 , 	12 , 	8 , 	2 , 	1 , 	7 , 	11 , 	4 , 	6 , 	70 , 	4 , 	2 , 	10 , 	5 , 	-   , 	-   , 	6 , 	6 , 	764 ,,,,,,,,,,,
SS, 	8 , 	5 , 	3 , 	4 , 	10 , 	1 , 	6 , 	9 , 	8 , 	3 , 	5 , 	6 , 	4 , 	4 , 	2 , 	2 , 	1 , 	1 , 	6 , 	3 , 	2 , 	1 , 	5 , 	5 , 	9 , 	77 , 	38 , 	159 , 	69 , 	44 , 	33 , 	13 , 	14 , 	20 , 	6 , 	2 , 	8 , 	1 , 	4 , 	6 , 	15 , 	56 , 	10 , 	1 , 	5 , 	2 , 	-   , 	-   , 	3 , 	3 , 	698 ,,,,,,,,,,,
SB, 	11 , 	11 , 	6 , 	4 , 	20 , 	4 , 	10 , 	14 , 	13 , 	7 , 	12 , 	9 , 	6 , 	7 , 	3 , 	4 , 	3 , 	4 , 	9 , 	4 , 	7 , 	2 , 	4 , 	4 , 	14 , 	119 , 	63 , 	199 , 	115 , 	84 , 	70 , 	34 , 	66 , 	75 , 	20 , 	1 , 	3 , 	3 , 	7 , 	16 , 	10 , 	59 , 	17 , 	1 , 	3 , 	2 , 	-   , 	-   , 	3 , 	8 ," 	1,162 ",,,,,,,,,,,
SO, 	31 , 	55 , 	32 , 	41 , 	97 , 	32 , 	77 , 	50 , 	81 , 	12 , 	21 , 	16 , 	19 , 	13 , 	8 , 	8 , 	13 , 	11 , 	47 , 	65 , 	69 , 	39 , 	94 , 	88 , 	74 , 	202 , 	203 , 	678 , 	286 , 	122 , 	94 , 	50 , 	70 , 	136 , 	88 , 	6 , 	56 , 	20 , 	50 , 	41 , 	29 , 	49 , 	106 , 	15 , 	14 , 	10 , 	-   , 	-   , 	5 , 	38 ," 	3,456 ",,,,,,,,,,,
MB, 	9 , 	10 , 	7 , 	9 , 	48 , 	10 , 	13 , 	17 , 	22 , 	5 , 	6 , 	4 , 	6 , 	3 , 	2 , 	1 , 	1 , 	2 , 	7 , 	8 , 	6 , 	3 , 	5 , 	11 , 	15 , 	177 , 	86 , 	257 , 	175 , 	82 , 	56 , 	31 , 	45 , 	53 , 	13 , 	1 , 	7 , 	2 , 	4 , 	9 , 	13 , 	261 , 	33 , 	5 , 	4 , 	2 , 	-   , 	-   , 	1 , 	5 ," 	1,544 ",,,,,,,,,,,
WD, 	2 , 	5 , 	2 , 	3 , 	14 , 	2 , 	10 , 	12 , 	8 , 	27 , 	28 , 	19 , 	30 , 	47 , 	15 , 	12 , 	11 , 	8 , 	2 , 	-   , 	1 , 	1 , 	1 , 	1 , 	3 , 	119 , 	44 , 	85 , 	62 , 	17 , 	11 , 	5 , 	8 , 	10 , 	2 , 	45 , 	23 , 	1 , 	2 , 	-   , 	1 , 	34 , 	3 , 	7 , 	29 , 	10 , 	-   , 	-   , 	1 , 	1 , 	776 ,,,,,,,,,,,
OA, 	5 , 	11 , 	14 , 	14 , 	43 , 	12 , 	11 , 	10 , 	24 , 	10 , 	8 , 	14 , 	3 , 	2 , 	4 , 	2 , 	7 , 	5 , 	9 , 	13 , 	9 , 	5 , 	11 , 	6 , 	4 , 	46 , 	38 , 	70 , 	25 , 	13 , 	7 , 	4 , 	5 , 	6 , 	1 , 	3 , 	25 , 	3 , 	4 , 	1 , 	1 , 	24 , 	1 , 	9 , 	11 , 	3 , 	-   , 	-   , 	1 , 	8 , 	560 ,,,,,,,,,,,
WS, 	9 , 	27 , 	15 , 	20 , 	126 , 	19 , 	26 , 	33 , 	31 , 	38 , 	41 , 	27 , 	28 , 	28 , 	37 , 	25 , 	26 , 	32 , 	4 , 	7 , 	7 , 	2 , 	10 , 	8 , 	8 , 	159 , 	66 , 	133 , 	64 , 	27 , 	15 , 	4 , 	9 , 	19 , 	2 , 	5 , 	28 , 	2 , 	9 , 	2 , 	2 , 	17 , 	2 , 	8 , 	19 , 	12 , 	-   , 	-   , 	2 , 	9 ," 	1,244 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	3 , 	1 , 	1 , 	6 , 	2 , 	10 , 	7 , 	6 , 	1 , 	3 , 	4 , 	2 , 	2 , 	3 , 	1 , 	0 , 	1 , 	32 , 	7 , 	19 , 	2 , 	1 , 	5 , 	3 , 	21 , 	11 , 	34 , 	17 , 	7 , 	6 , 	2 , 	3 , 	4 , 	3 , 	1 , 	1 , 	7 , 	6 , 	2 , 	3 , 	12 , 	1 , 	0 , 	3 , 	2 , 	-   , 	-   , 	1 , 	11 , 	279 ,,,,,,,,,,,
