Exit stations,Entry stations->,,SATURDAY,,,Oct 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SL, 	26 , 	32 , 	15 , 	15 , 	87 , 	22 , 	42 , 	76 , 	71 , 	138 , 	128 , 	75 , 	17 , 	81 , 	55 , 	25 , 	33 , 	28 , 	11 , 	5 , 	8 , 	1 , 	4 , 	14 , 	22 , 	255 , 	199 , 	385 , 	165 , 	81 , 	57 , 	23 , 	31 , 	32 , 	5 , 	20 , 	33 , 	4 , 	7 , 	3 , 	7 , 	32 , 	6 , 	34 , 	8 , 	29 , 	-   , 	-   , 	3 , 	5 ," 	2,450 ",,,,,,,,,,
BF, 	17 , 	29 , 	12 , 	12 , 	96 , 	24 , 	39 , 	61 , 	71 , 	123 , 	132 , 	96 , 	82 , 	13 , 	73 , 	44 , 	44 , 	46 , 	13 , 	5 , 	6 , 	1 , 	4 , 	8 , 	27 , 	227 , 	161 , 	345 , 	149 , 	59 , 	43 , 	17 , 	32 , 	30 , 	7 , 	27 , 	55 , 	1 , 	7 , 	5 , 	7 , 	18 , 	5 , 	50 , 	5 , 	38 , 	-   , 	-   , 	2 , 	8 ," 	2,367 ",,,,,,,,,,
HY, 	17 , 	25 , 	9 , 	18 , 	76 , 	19 , 	36 , 	54 , 	49 , 	51 , 	89 , 	67 , 	59 , 	74 , 	15 , 	59 , 	72 , 	71 , 	13 , 	5 , 	4 , 	2 , 	5 , 	9 , 	14 , 	157 , 	70 , 	189 , 	76 , 	41 , 	29 , 	12 , 	17 , 	17 , 	3 , 	15 , 	26 , 	4 , 	6 , 	2 , 	4 , 	16 , 	6 , 	21 , 	6 , 	47 , 	-   , 	-   , 	3 , 	8 ," 	1,685 ",,,,,,,,,,
SH, 	10 , 	17 , 	4 , 	8 , 	37 , 	9 , 	13 , 	27 , 	29 , 	31 , 	40 , 	49 , 	32 , 	39 , 	49 , 	12 , 	24 , 	40 , 	7 , 	2 , 	2 , 	1 , 	3 , 	3 , 	7 , 	112 , 	60 , 	133 , 	54 , 	23 , 	24 , 	8 , 	8 , 	16 , 	4 , 	7 , 	17 , 	2 , 	4 , 	4 , 	5 , 	13 , 	3 , 	12 , 	7 , 	34 , 	-   , 	-   , 	0 , 	2 ," 	1,042 ",,,,,,,,,,
UC, 	10 , 	11 , 	11 , 	10 , 	86 , 	16 , 	15 , 	36 , 	39 , 	47 , 	43 , 	42 , 	29 , 	43 , 	64 , 	21 , 	13 , 	37 , 	5 , 	2 , 	3 , 	1 , 	3 , 	6 , 	7 , 	235 , 	109 , 	191 , 	85 , 	45 , 	27 , 	11 , 	15 , 	17 , 	3 , 	6 , 	21 , 	1 , 	4 , 	1 , 	2 , 	17 , 	3 , 	14 , 	11 , 	47 , 	-   , 	-   , 	2 , 	4 ," 	1,464 ",,,,,,,,,,
FM, 	11 , 	18 , 	13 , 	16 , 	126 , 	13 , 	30 , 	39 , 	42 , 	52 , 	55 , 	35 , 	28 , 	53 , 	79 , 	38 , 	38 , 	18 , 	8 , 	4 , 	7 , 	1 , 	3 , 	5 , 	8 , 	222 , 	104 , 	203 , 	115 , 	40 , 	23 , 	7 , 	10 , 	22 , 	5 , 	10 , 	23 , 	0 , 	4 , 	1 , 	4 , 	25 , 	3 , 	11 , 	11 , 	55 , 	-   , 	-   , 	3 , 	5 ," 	1,640 ",,,,,,,,,,
CN, 	15 , 	14 , 	12 , 	13 , 	40 , 	11 , 	32 , 	39 , 	46 , 	12 , 	19 , 	18 , 	10 , 	12 , 	14 , 	7 , 	4 , 	11 , 	33 , 	65 , 	124 , 	31 , 	16 , 	37 , 	10 , 	181 , 	108 , 	211 , 	97 , 	54 , 	32 , 	15 , 	17 , 	25 , 	10 , 	4 , 	5 , 	22 , 	98 , 	9 , 	11 , 	77 , 	10 , 	5 , 	21 , 	9 , 	-   , 	-   , 	41 , 	49 ," 	1,750 ",,,,,,,,,,
PH, 	5 , 	8 , 	8 , 	6 , 	50 , 	7 , 	25 , 	44 , 	28 , 	6 , 	9 , 	14 , 	6 , 	2 , 	5 , 	2 , 	4 , 	5 , 	63 , 	26 , 	64 , 	17 , 	10 , 	33 , 	9 , 	248 , 	125 , 	210 , 	122 , 	41 , 	29 , 	12 , 	10 , 	15 , 	5 , 	1 , 	3 , 	13 , 	33 , 	6 , 	5 , 	85 , 	7 , 	1 , 	18 , 	10 , 	-   , 	-   , 	12 , 	21 ," 	1,482 ",,,,,,,,,,
WC, 	8 , 	9 , 	11 , 	15 , 	74 , 	7 , 	34 , 	43 , 	36 , 	6 , 	13 , 	11 , 	10 , 	5 , 	3 , 	4 , 	4 , 	6 , 	145 , 	75 , 	22 , 	22 , 	12 , 	59 , 	9 , 	292 , 	119 , 	198 , 	133 , 	57 , 	34 , 	13 , 	12 , 	21 , 	4 , 	1 , 	3 , 	19 , 	62 , 	3 , 	7 , 	93 , 	8 , 	0 , 	22 , 	7 , 	-   , 	-   , 	23 , 	37 ," 	1,805 ",,,,,,,,,,
LF, 	2 , 	2 , 	4 , 	4 , 	37 , 	3 , 	14 , 	28 , 	18 , 	4 , 	9 , 	4 , 	2 , 	1 , 	2 , 	0 , 	0 , 	2 , 	47 , 	15 , 	23 , 	12 , 	7 , 	32 , 	3 , 	156 , 	80 , 	106 , 	104 , 	27 , 	17 , 	8 , 	6 , 	7 , 	2 , 	1 , 	2 , 	4 , 	15 , 	2 , 	2 , 	53 , 	6 , 	1 , 	9 , 	3 , 	-   , 	-   , 	4 , 	5 , 	887 ,,,,,,,,,,
OR, 	5 , 	7 , 	7 , 	7 , 	80 , 	5 , 	22 , 	52 , 	35 , 	11 , 	14 , 	13 , 	3 , 	4 , 	3 , 	2 , 	2 , 	4 , 	16 , 	9 , 	15 , 	8 , 	14 , 	60 , 	7 , 	346 , 	189 , 	308 , 	200 , 	74 , 	43 , 	21 , 	11 , 	23 , 	5 , 	3 , 	2 , 	3 , 	5 , 	4 , 	6 , 	126 , 	9 , 	1 , 	17 , 	6 , 	-   , 	-   , 	1 , 	5 ," 	1,809 ",,,,,,,,,,
RR, 	14 , 	23 , 	18 , 	14 , 	36 , 	11 , 	32 , 	80 , 	63 , 	17 , 	35 , 	15 , 	15 , 	8 , 	8 , 	4 , 	6 , 	3 , 	34 , 	39 , 	65 , 	37 , 	49 , 	31 , 	19 , 	382 , 	238 , 	394 , 	324 , 	160 , 	111 , 	42 , 	16 , 	30 , 	3 , 	2 , 	5 , 	7 , 	12 , 	3 , 	7 , 	106 , 	25 , 	3 , 	14 , 	8 , 	-   , 	-   , 	6 , 	13 ," 	2,585 ",,,,,,,,,,
OW, 	13 , 	21 , 	6 , 	12 , 	46 , 	20 , 	22 , 	35 , 	47 , 	17 , 	48 , 	33 , 	20 , 	22 , 	15 , 	8 , 	8 , 	8 , 	7 , 	8 , 	7 , 	2 , 	5 , 	19 , 	24 , 	689 , 	459 , 	834 , 	514 , 	309 , 	193 , 	42 , 	49 , 	39 , 	10 , 	10 , 	18 , 	3 , 	11 , 	7 , 	14 , 	77 , 	22 , 	7 , 	5 , 	6 , 	-   , 	-   , 	4 , 	7 ," 	3,796 ",,,,,,,,,,
EM, 	200 , 	414 , 	259 , 	304 , 	829 , 	277 , 	507 , 	547 , 	456 , 	377 , 	410 , 	223 , 	319 , 	278 , 	202 , 	133 , 	272 , 	278 , 	212 , 	318 , 	364 , 	218 , 	449 , 	496 , 	930 , 	123 , 	33 , 	204 , 	158 , 	410 , 	546 , 	337 , 	456 , 	469 , 	141 , 	199 , 	689 , 	81 , 	123 , 	130 , 	143 , 	369 , 	375 , 	276 , 	81 , 	284 , 	-   , 	-   , 	22 , 	93 ," 	15,005 ",,,,,,,,,,
MT, 	135 , 	249 , 	167 , 	201 , 	552 , 	192 , 	359 , 	393 , 	328 , 	294 , 	299 , 	127 , 	230 , 	233 , 	101 , 	74 , 	138 , 	148 , 	123 , 	144 , 	141 , 	82 , 	232 , 	306 , 	626 , 	27 , 	61 , 	47 , 	86 , 	352 , 	457 , 	334 , 	817 , 	391 , 	118 , 	112 , 	248 , 	33 , 	82 , 	85 , 	104 , 	264 , 	157 , 	101 , 	42 , 	141 , 	-   , 	-   , 	13 , 	47 ," 	9,988 ",,,,,,,,,,
PL, 	232 , 	445 , 	237 , 	222 , 	712 , 	276 , 	466 , 	487 , 	436 , 	385 , 	483 , 	224 , 	303 , 	268 , 	159 , 	119 , 	151 , 	168 , 	176 , 	187 , 	176 , 	97 , 	304 , 	378 , 	868 , 	234 , 	63 , 	136 , 	164 ," 	1,086 "," 	1,240 ", 	731 ," 	1,280 ", 	965 , 	281 , 	134 , 	421 , 	57 , 	146 , 	199 , 	216 ," 	1,033 ", 	421 , 	151 , 	81 , 	177 , 	-   , 	-   , 	39 , 	86 ," 	17,291 ",,,,,,,,,,
CC, 	107 , 	210 , 	160 , 	235 , 	476 , 	223 , 	395 , 	418 , 	311 , 	246 , 	309 , 	125 , 	161 , 	134 , 	76 , 	59 , 	88 , 	102 , 	91 , 	106 , 	132 , 	108 , 	210 , 	343 , 	565 , 	119 , 	72 , 	152 , 	70 , 	412 , 	536 , 	269 , 	399 , 	381 , 	121 , 	90 , 	251 , 	28 , 	50 , 	114 , 	128 , 	377 , 	304 , 	114 , 	33 , 	104 , 	-   , 	-   , 	13 , 	46 ," 	9,567 ",,,,,,,,,,
16, 	86 , 	117 , 	82 , 	124 , 	302 , 	150 , 	259 , 	299 , 	173 , 	145 , 	168 , 	81 , 	80 , 	52 , 	37 , 	21 , 	47 , 	41 , 	43 , 	51 , 	57 , 	29 , 	77 , 	175 , 	358 , 	367 , 	340 ," 	1,090 ", 	463 , 	46 , 	160 , 	204 , 	369 , 	280 , 	82 , 	34 , 	85 , 	13 , 	32 , 	71 , 	96 , 	163 , 	185 , 	46 , 	12 , 	52 , 	-   , 	-   , 	7 , 	18 ," 	7,261 ",,,,,,,,,,
24, 	115 , 	108 , 	58 , 	103 , 	205 , 	102 , 	178 , 	215 , 	131 , 	121 , 	166 , 	66 , 	45 , 	48 , 	34 , 	24 , 	18 , 	25 , 	32 , 	27 , 	38 , 	18 , 	53 , 	118 , 	246 , 	454 , 	383 ," 	1,303 ", 	616 , 	159 , 	53 , 	199 , 	314 , 	242 , 	93 , 	20 , 	56 , 	11 , 	33 , 	67 , 	96 , 	149 , 	137 , 	21 , 	18 , 	29 , 	-   , 	-   , 	7 , 	16 ," 	6,765 ",,,,,,,,,,
GP, 	24 , 	33 , 	13 , 	28 , 	105 , 	30 , 	44 , 	69 , 	51 , 	29 , 	35 , 	24 , 	18 , 	15 , 	10 , 	6 , 	12 , 	9 , 	15 , 	11 , 	13 , 	8 , 	19 , 	40 , 	47 , 	263 , 	245 , 	806 , 	257 , 	195 , 	200 , 	29 , 	58 , 	44 , 	33 , 	11 , 	20 , 	3 , 	12 , 	17 , 	50 , 	85 , 	58 , 	8 , 	10 , 	11 , 	-   , 	-   , 	3 , 	10 ," 	3,132 ",,,,,,,,,,
BP, 	26 , 	32 , 	18 , 	18 , 	62 , 	23 , 	41 , 	47 , 	44 , 	29 , 	46 , 	30 , 	31 , 	25 , 	12 , 	6 , 	10 , 	10 , 	13 , 	11 , 	8 , 	3 , 	13 , 	23 , 	45 , 	332 , 	392 ," 	1,567 ", 	367 , 	301 , 	279 , 	54 , 	48 , 	46 , 	46 , 	11 , 	24 , 	2 , 	17 , 	22 , 	80 , 	105 , 	69 , 	10 , 	3 , 	11 , 	-   , 	-   , 	4 , 	9 ," 	4,419 ",,,,,,,,,,
DC, 	39 , 	42 , 	21 , 	19 , 	107 , 	20 , 	33 , 	59 , 	47 , 	34 , 	39 , 	31 , 	32 , 	27 , 	15 , 	16 , 	14 , 	18 , 	21 , 	18 , 	24 , 	6 , 	21 , 	23 , 	40 , 	375 , 	329 ," 	1,111 ", 	388 , 	283 , 	232 , 	45 , 	57 , 	32 , 	20 , 	10 , 	31 , 	7 , 	20 , 	27 , 	84 , 	205 , 	92 , 	15 , 	13 , 	14 , 	-   , 	-   , 	3 , 	10 ," 	4,161 ",,,,,,,,,,
CM, 	10 , 	16 , 	6 , 	6 , 	14 , 	2 , 	9 , 	14 , 	16 , 	4 , 	7 , 	3 , 	4 , 	2 , 	3 , 	3 , 	3 , 	3 , 	9 , 	4 , 	3 , 	1 , 	6 , 	8 , 	10 , 	103 , 	100 , 	316 , 	111 , 	77 , 	77 , 	26 , 	50 , 	19 , 	10 , 	1 , 	6 , 	2 , 	12 , 	7 , 	33 , 	116 , 	26 , 	1 , 	1 , 	3 , 	-   , 	-   , 	3 , 	7 ," 	1,265 ",,,,,,,,,,
CV, 	3 , 	6 , 	6 , 	5 , 	29 , 	8 , 	5 , 	13 , 	15 , 	58 , 	35 , 	24 , 	19 , 	31 , 	13 , 	7 , 	9 , 	9 , 	3 , 	1 , 	1 , 	1 , 	2 , 	2 , 	9 , 	161 , 	85 , 	158 , 	98 , 	31 , 	20 , 	11 , 	13 , 	13 , 	1 , 	10 , 	59 , 	1 , 	1 , 	2 , 	5 , 	19 , 	4 , 	54 , 	7 , 	9 , 	-   , 	-   , 	1 , 	3 ," 	1,074 ",,,,,,,,,,
ED, 	8 , 	12 , 	8 , 	12 , 	106 , 	17 , 	16 , 	37 , 	25 , 	84 , 	81 , 	60 , 	36 , 	56 , 	34 , 	16 , 	24 , 	22 , 	8 , 	2 , 	4 , 	1 , 	1 , 	7 , 	17 , 	555 , 	237 , 	458 , 	260 , 	79 , 	50 , 	26 , 	22 , 	46 , 	8 , 	49 , 	21 , 	1 , 	4 , 	4 , 	6 , 	85 , 	12 , 	29 , 	44 , 	26 , 	-   , 	-   , 	1 , 	2 ," 	2,713 ",,,,,,,,,,
NC, 	2 , 	1 , 	2 , 	1 , 	6 , 	2 , 	7 , 	10 , 	4 , 	1 , 	6 , 	6 , 	3 , 	1 , 	3 , 	2 , 	1 , 	1 , 	20 , 	9 , 	20 , 	5 , 	2 , 	6 , 	3 , 	62 , 	35 , 	64 , 	32 , 	11 , 	8 , 	3 , 	4 , 	10 , 	2 , 	1 , 	0 , 	4 , 	10 , 	1 , 	3 , 	30 , 	5 , 	-   , 	6 , 	3 , 	-   , 	-   , 	8 , 	6 , 	427 ,,,,,,,,,,
WP, 	9 , 	10 , 	3 , 	4 , 	19 , 	2 , 	26 , 	22 , 	22 , 	3 , 	17 , 	15 , 	7 , 	8 , 	6 , 	3 , 	4 , 	3 , 	89 , 	34 , 	46 , 	7 , 	6 , 	14 , 	7 , 	98 , 	61 , 	168 , 	58 , 	31 , 	36 , 	12 , 	20 , 	18 , 	8 , 	1 , 	2 , 	10 , 	18 , 	9 , 	9 , 	66 , 	3 , 	3 , 	10 , 	9 , 	-   , 	-   , 	9 , 	9 ," 	1,050 ",,,,,,,,,,
SS, 	7 , 	9 , 	3 , 	2 , 	19 , 	2 , 	7 , 	11 , 	15 , 	3 , 	8 , 	5 , 	5 , 	3 , 	4 , 	4 , 	3 , 	2 , 	8 , 	5 , 	6 , 	2 , 	7 , 	6 , 	10 , 	114 , 	75 , 	233 , 	91 , 	78 , 	59 , 	21 , 	27 , 	27 , 	8 , 	4 , 	5 , 	2 , 	8 , 	11 , 	23 , 	49 , 	18 , 	4 , 	3 , 	3 , 	-   , 	-   , 	3 , 	6 ," 	1,019 ",,,,,,,,,,
SB, 	9 , 	18 , 	4 , 	9 , 	19 , 	7 , 	11 , 	17 , 	18 , 	10 , 	10 , 	13 , 	6 , 	8 , 	4 , 	7 , 	3 , 	4 , 	11 , 	3 , 	8 , 	2 , 	10 , 	8 , 	12 , 	131 , 	96 , 	248 , 	139 , 	94 , 	95 , 	44 , 	71 , 	104 , 	32 , 	3 , 	4 , 	1 , 	10 , 	26 , 	14 , 	55 , 	24 , 	3 , 	2 , 	1 , 	-   , 	-   , 	3 , 	9 ," 	1,432 ",,,,,,,,,,
SO, 	33 , 	76 , 	41 , 	58 , 	95 , 	28 , 	65 , 	49 , 	62 , 	21 , 	38 , 	26 , 	27 , 	22 , 	13 , 	11 , 	13 , 	16 , 	68 , 	63 , 	66 , 	28 , 	112 , 	79 , 	94 , 	232 , 	206 , 	717 , 	309 , 	126 , 	92 , 	62 , 	98 , 	163 , 	114 , 	10 , 	68 , 	15 , 	59 , 	36 , 	36 , 	46 , 	138 , 	16 , 	15 , 	5 , 	-   , 	-   , 	9 , 	44 ," 	3,816 ",,,,,,,,,,
MB, 	11 , 	20 , 	14 , 	13 , 	104 , 	13 , 	25 , 	28 , 	45 , 	6 , 	12 , 	5 , 	7 , 	6 , 	6 , 	4 , 	3 , 	2 , 	7 , 	8 , 	12 , 	7 , 	11 , 	34 , 	21 , 	266 , 	161 , 	414 , 	274 , 	166 , 	114 , 	56 , 	68 , 	106 , 	27 , 	1 , 	6 , 	3 , 	6 , 	16 , 	21 , 	157 , 	37 , 	4 , 	3 , 	2 , 	-   , 	-   , 	3 , 	6 ," 	2,336 ",,,,,,,,,,
WD, 	4 , 	6 , 	6 , 	10 , 	34 , 	4 , 	9 , 	17 , 	8 , 	38 , 	48 , 	34 , 	33 , 	56 , 	23 , 	13 , 	15 , 	13 , 	5 , 	2 , 	1 , 	-   , 	2 , 	4 , 	10 , 	236 , 	99 , 	177 , 	109 , 	35 , 	23 , 	7 , 	11 , 	18 , 	1 , 	66 , 	24 , 	1 , 	2 , 	4 , 	5 , 	34 , 	6 , 	12 , 	18 , 	13 , 	-   , 	-   , 	1 , 	1 ," 	1,291 ",,,,,,,,,,
OA, 	5 , 	18 , 	18 , 	17 , 	42 , 	10 , 	14 , 	12 , 	18 , 	13 , 	7 , 	20 , 	5 , 	4 , 	7 , 	3 , 	7 , 	10 , 	7 , 	14 , 	9 , 	6 , 	11 , 	11 , 	7 , 	53 , 	35 , 	59 , 	33 , 	13 , 	13 , 	7 , 	6 , 	10 , 	1 , 	4 , 	30 , 	4 , 	8 , 	2 , 	2 , 	14 , 	1 , 	9 , 	7 , 	8 , 	-   , 	-   , 	1 , 	8 , 	621 ,,,,,,,,,,
WS, 	17 , 	29 , 	16 , 	22 , 	272 , 	29 , 	39 , 	63 , 	40 , 	44 , 	61 , 	26 , 	32 , 	37 , 	52 , 	33 , 	41 , 	49 , 	9 , 	11 , 	6 , 	3 , 	7 , 	14 , 	12 , 	243 , 	121 , 	204 , 	108 , 	54 , 	27 , 	11 , 	15 , 	21 , 	3 , 	10 , 	23 , 	2 , 	9 , 	1 , 	1 , 	13 , 	1 , 	11 , 	12 , 	18 , 	-   , 	-   , 	2 , 	7 ," 	1,877 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	11 , 	6 , 	0 , 	1 , 	8 , 	3 , 	13 , 	10 , 	9 , 	2 , 	4 , 	6 , 	4 , 	5 , 	2 , 	1 , 	3 , 	2 , 	48 , 	14 , 	19 , 	4 , 	2 , 	4 , 	4 , 	21 , 	13 , 	43 , 	17 , 	7 , 	11 , 	3 , 	10 , 	6 , 	3 , 	1 , 	0 , 	8 , 	9 , 	2 , 	2 , 	11 , 	2 , 	1 , 	4 , 	2 , 	-   , 	-   , 	2 , 	12 , 	371 ,,,,,,,,,,
