Exit stations,Entry stations->,,SATURDAY,,,Oct 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	64 , 	58 , 	36 , 	217 , 	69 , 	69 , 	45 , 	45 , 	19 , 	58 , 	60 , 	13 , 	24 , 	21 , 	10 , 	10 , 	20 , 	14 , 	3 , 	14 , 	7 , 	3 , 	12 , 	18 , 	96 , 	72 , 	232 , 	107 , 	70 , 	75 , 	21 , 	28 , 	17 , 	9 , 	2 , 	9 , 	2 , 	20 , 	8 , 	10 , 	17 , 	7 , 	2 ," 	1,714 ",,,Eastbay," 	38,333 ",,SF CBD," 	89,140 ",58.7%,,,
EN, 	65 , 	9 , 	67 , 	50 , 	482 , 	102 , 	100 , 	85 , 	111 , 	28 , 	82 , 	157 , 	25 , 	39 , 	29 , 	10 , 	17 , 	37 , 	20 , 	11 , 	17 , 	5 , 	6 , 	23 , 	27 , 	222 , 	181 , 	548 , 	196 , 	83 , 	75 , 	25 , 	45 , 	40 , 	15 , 	6 , 	12 , 	2 , 	29 , 	10 , 	16 , 	42 , 	17 , 	8 ," 	3,170 ",,,Westbay," 	44,645 ",,non-CBD," 	58,213 ",38.4%,,,
EP, 	66 , 	60 , 	7 , 	37 , 	395 , 	59 , 	59 , 	57 , 	76 , 	20 , 	35 , 	102 , 	14 , 	14 , 	8 , 	6 , 	8 , 	20 , 	7 , 	7 , 	14 , 	8 , 	3 , 	24 , 	10 , 	119 , 	85 , 	260 , 	131 , 	52 , 	36 , 	13 , 	10 , 	10 , 	4 , 	5 , 	7 , 	1 , 	9 , 	3 , 	4 , 	32 , 	8 , 	7 ," 	1,907 ",,,Transbay," 	71,087 ",,,,,,,
NB, 	39 , 	50 , 	45 , 	8 , 	160 , 	32 , 	47 , 	68 , 	61 , 	24 , 	41 , 	106 , 	15 , 	15 , 	12 , 	6 , 	8 , 	20 , 	10 , 	8 , 	14 , 	5 , 	7 , 	11 , 	8 , 	188 , 	131 , 	305 , 	226 , 	94 , 	75 , 	17 , 	20 , 	13 , 	3 , 	7 , 	11 , 	2 , 	8 , 	2 , 	3 , 	56 , 	15 , 	4 ," 	1,996 ",,,,,,,,,,,
BK, 	213 , 	484 , 	406 , 	171 , 	23 , 	247 , 	229 , 	251 , 	254 , 	91 , 	198 , 	170 , 	92 , 	100 , 	86 , 	33 , 	78 , 	225 , 	71 , 	85 , 	122 , 	73 , 	62 , 	43 , 	68 , 	559 , 	360 ," 	1,033 ", 	557 , 	272 , 	174 , 	78 , 	65 , 	104 , 	13 , 	32 , 	96 , 	24 , 	102 , 	18 , 	28 , 	97 , 	109 , 	31 ," 	7,621 ",,,,,,,,,,,
AS, 	65 , 	93 , 	42 , 	31 , 	190 , 	6 , 	69 , 	105 , 	100 , 	33 , 	75 , 	95 , 	27 , 	34 , 	23 , 	9 , 	9 , 	22 , 	10 , 	8 , 	12 , 	5 , 	4 , 	14 , 	34 , 	159 , 	125 , 	285 , 	252 , 	137 , 	90 , 	25 , 	16 , 	12 , 	3 , 	4 , 	14 , 	1 , 	13 , 	4 , 	2 , 	28 , 	13 , 	8 ," 	2,303 ",,,,,,,,,,,
MA, 	69 , 	97 , 	57 , 	45 , 	192 , 	68 , 	11 , 	64 , 	86 , 	22 , 	89 , 	164 , 	33 , 	49 , 	38 , 	16 , 	22 , 	31 , 	34 , 	26 , 	35 , 	15 , 	16 , 	32 , 	39 , 	258 , 	193 , 	473 , 	351 , 	205 , 	133 , 	26 , 	36 , 	29 , 	7 , 	8 , 	14 , 	10 , 	66 , 	3 , 	8 , 	48 , 	14 , 	6 ," 	3,232 ",,,,,,,,,,,
19, 	51 , 	91 , 	53 , 	71 , 	219 , 	110 , 	64 , 	15 , 	19 , 	14 , 	69 , 	129 , 	40 , 	52 , 	43 , 	15 , 	16 , 	49 , 	36 , 	34 , 	47 , 	34 , 	19 , 	69 , 	37 , 	246 , 	188 , 	457 , 	371 , 	197 , 	128 , 	48 , 	39 , 	35 , 	12 , 	11 , 	30 , 	13 , 	39 , 	6 , 	13 , 	30 , 	26 , 	6 ," 	3,287 ",,,,,,,,,,,
12, 	46 , 	100 , 	79 , 	58 , 	215 , 	102 , 	84 , 	14 , 	11 , 	14 , 	86 , 	160 , 	60 , 	75 , 	56 , 	34 , 	35 , 	68 , 	52 , 	32 , 	53 , 	20 , 	21 , 	60 , 	69 , 	267 , 	220 , 	516 , 	264 , 	118 , 	86 , 	33 , 	59 , 	41 , 	14 , 	7 , 	19 , 	12 , 	50 , 	9 , 	16 , 	61 , 	32 , 	8 ," 	3,428 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	20 , 	28 , 	23 , 	25 , 	94 , 	39 , 	23 , 	13 , 	14 , 	7 , 	69 , 	170 , 	111 , 	126 , 	45 , 	24 , 	29 , 	52 , 	8 , 	6 , 	10 , 	4 , 	5 , 	11 , 	23 , 	223 , 	177 , 	435 , 	243 , 	123 , 	74 , 	18 , 	35 , 	31 , 	4 , 	48 , 	57 , 	3 , 	9 , 	4 , 	8 , 	14 , 	6 , 	29 ," 	2,512 ",,,Dtwn SF," 	1,877 "," 	7,136 "," 	13,124 "," 	6,842 "," 	5,733 "," 	7,809 "," 	4,792 "," 	47,313 "
