Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jan 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	98 , 	82 , 	46 , 	176 , 	66 , 	66 , 	37 , 	64 , 	13 , 	63 , 	41 , 	17 , 	21 , 	21 , 	6 , 	9 , 	14 , 	26 , 	6 , 	6 , 	3 , 	7 , 	11 , 	20 , 	62 , 	59 , 	178 , 	82 , 	74 , 	96 , 	19 , 	25 , 	23 , 	6 , 	4 , 	9 , 	3 , 	25 , 	5 , 	3 , 	14 , 	7 ," 	1,613 ",,,Eastbay," 	33,025 ",,SF CBD," 	82,613 ",63.1%,,,
EN, 	107 , 	9 , 	71 , 	46 , 	375 , 	102 , 	116 , 	72 , 	135 , 	43 , 	91 , 	109 , 	34 , 	44 , 	29 , 	15 , 	20 , 	43 , 	24 , 	12 , 	14 , 	7 , 	7 , 	17 , 	22 , 	190 , 	195 , 	523 , 	175 , 	63 , 	114 , 	32 , 	46 , 	46 , 	15 , 	7 , 	16 , 	4 , 	29 , 	7 , 	8 , 	30 , 	19 ," 	3,076 ",,,Westbay," 	43,145 ",,non-CBD," 	50,891 ",38.9%,,,
EP, 	105 , 	65 , 	8 , 	38 , 	322 , 	60 , 	49 , 	40 , 	76 , 	27 , 	43 , 	49 , 	14 , 	16 , 	13 , 	6 , 	10 , 	19 , 	11 , 	6 , 	14 , 	7 , 	7 , 	14 , 	7 , 	110 , 	104 , 	273 , 	127 , 	39 , 	33 , 	11 , 	12 , 	15 , 	4 , 	3 , 	11 , 	2 , 	9 , 	2 , 	4 , 	20 , 	10 ," 	1,806 ",,,Transbay," 	60,425 ",,,,,,,
NB, 	47 , 	49 , 	39 , 	7 , 	109 , 	35 , 	45 , 	42 , 	82 , 	33 , 	49 , 	45 , 	13 , 	13 , 	11 , 	4 , 	11 , 	16 , 	12 , 	5 , 	12 , 	4 , 	5 , 	13 , 	11 , 	128 , 	152 , 	306 , 	175 , 	64 , 	62 , 	19 , 	13 , 	15 , 	3 , 	2 , 	6 , 	1 , 	6 , 	1 , 	2 , 	26 , 	6 ," 	1,693 ",,,,,,,,,,,
BK, 	187 , 	381 , 	327 , 	116 , 	18 , 	237 , 	215 , 	161 , 	260 , 	99 , 	156 , 	211 , 	72 , 	72 , 	65 , 	31 , 	47 , 	123 , 	40 , 	54 , 	59 , 	44 , 	34 , 	38 , 	61 , 	272 , 	291 , 	877 , 	384 , 	145 , 	126 , 	49 , 	32 , 	59 , 	8 , 	22 , 	51 , 	5 , 	26 , 	5 , 	5 , 	89 , 	44 ," 	5,592 ",,,,,,,,,,,
AS, 	71 , 	94 , 	50 , 	37 , 	179 , 	7 , 	71 , 	73 , 	96 , 	37 , 	70 , 	75 , 	20 , 	26 , 	18 , 	12 , 	19 , 	17 , 	15 , 	6 , 	13 , 	7 , 	3 , 	17 , 	32 , 	113 , 	109 , 	267 , 	182 , 	91 , 	82 , 	13 , 	15 , 	13 , 	4 , 	3 , 	10 , 	1 , 	9 , 	2 , 	1 , 	17 , 	10 ," 	2,004 ",,,,,,,,,,,
MA, 	72 , 	101 , 	53 , 	40 , 	192 , 	71 , 	9 , 	42 , 	80 , 	25 , 	95 , 	110 , 	41 , 	60 , 	47 , 	23 , 	19 , 	28 , 	36 , 	31 , 	30 , 	11 , 	12 , 	30 , 	42 , 	201 , 	203 , 	493 , 	262 , 	127 , 	106 , 	20 , 	27 , 	24 , 	5 , 	7 , 	16 , 	5 , 	49 , 	4 , 	3 , 	24 , 	10 ," 	2,878 ",,,,,,,,,,,
19, 	32 , 	72 , 	46 , 	45 , 	156 , 	72 , 	48 , 	7 , 	21 , 	16 , 	57 , 	73 , 	27 , 	51 , 	41 , 	19 , 	24 , 	38 , 	35 , 	25 , 	42 , 	13 , 	8 , 	32 , 	39 , 	103 , 	113 , 	264 , 	175 , 	73 , 	58 , 	21 , 	18 , 	29 , 	3 , 	5 , 	21 , 	5 , 	36 , 	3 , 	2 , 	11 , 	8 ," 	1,980 ",,,,,,,,,,,
12, 	59 , 	137 , 	82 , 	77 , 	238 , 	105 , 	77 , 	22 , 	10 , 	19 , 	105 , 	130 , 	91 , 	101 , 	71 , 	39 , 	48 , 	85 , 	61 , 	55 , 	59 , 	24 , 	26 , 	67 , 	70 , 	207 , 	212 , 	544 , 	244 , 	87 , 	78 , 	40 , 	64 , 	47 , 	17 , 	11 , 	30 , 	10 , 	71 , 	5 , 	6 , 	20 , 	17 ," 	3,562 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	15 , 	42 , 	29 , 	32 , 	93 , 	38 , 	27 , 	13 , 	18 , 	5 , 	72 , 	86 , 	107 , 	98 , 	44 , 	18 , 	48 , 	80 , 	8 , 	16 , 	13 , 	9 , 	7 , 	12 , 	23 , 	141 , 	176 , 	379 , 	162 , 	60 , 	52 , 	25 , 	32 , 	17 , 	12 , 	50 , 	86 , 	2 , 	12 , 	7 , 	10 , 	19 , 	13 ," 	2,203 ",,,Dtwn SF," 	1,749 "," 	5,345 "," 	14,519 "," 	5,478 "," 	5,722 "," 	7,463 "," 	2,537 "," 	40,276 "
