Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Jan 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	76 , 	60 , 	30 , 	113 , 	52 , 	51 , 	23 , 	50 , 	25 , 	48 , 	41 , 	15 , 	20 , 	12 , 	5 , 	8 , 	18 , 	14 , 	2 , 	8 , 	2 , 	6 , 	6 , 	17 , 	43 , 	42 , 	126 , 	70 , 	50 , 	69 , 	13 , 	22 , 	19 , 	4 , 	3 , 	7 , 	1 , 	16 , 	3 , 	4 , 	16 , 	6 ," 	1,217 ",,,Eastbay," 	23,479 ",,SF CBD," 	57,445 ",62.3%,,,
EN, 	81 , 	11 , 	52 , 	38 , 	253 , 	93 , 	78 , 	40 , 	88 , 	37 , 	59 , 	66 , 	17 , 	27 , 	22 , 	13 , 	15 , 	39 , 	13 , 	8 , 	9 , 	4 , 	3 , 	13 , 	15 , 	104 , 	91 , 	336 , 	116 , 	46 , 	77 , 	24 , 	24 , 	28 , 	14 , 	5 , 	11 , 	3 , 	25 , 	8 , 	6 , 	25 , 	9 ," 	2,042 ",,,Westbay," 	31,616 ",,non-CBD," 	36,793 ",39.9%,,,
EP, 	65 , 	47 , 	5 , 	28 , 	196 , 	46 , 	38 , 	28 , 	58 , 	29 , 	28 , 	33 , 	16 , 	6 , 	7 , 	5 , 	6 , 	19 , 	7 , 	3 , 	7 , 	4 , 	4 , 	12 , 	6 , 	65 , 	66 , 	185 , 	107 , 	23 , 	16 , 	7 , 	5 , 	10 , 	2 , 	1 , 	7 , 	2 , 	6 , 	1 , 	3 , 	33 , 	6 ," 	1,243 ",,,Transbay," 	42,154 ",,,,,,,
NB, 	31 , 	44 , 	30 , 	4 , 	61 , 	33 , 	35 , 	26 , 	49 , 	29 , 	24 , 	42 , 	11 , 	11 , 	8 , 	2 , 	4 , 	12 , 	5 , 	5 , 	7 , 	3 , 	5 , 	11 , 	3 , 	94 , 	78 , 	185 , 	120 , 	42 , 	43 , 	9 , 	5 , 	10 , 	3 , 	3 , 	6 , 	1 , 	5 , 	2 , 	1 , 	38 , 	8 ," 	1,144 ",,,,,,,,,,,
BK, 	131 , 	247 , 	192 , 	56 , 	12 , 	145 , 	138 , 	113 , 	162 , 	67 , 	87 , 	280 , 	44 , 	40 , 	42 , 	20 , 	40 , 	177 , 	24 , 	20 , 	29 , 	13 , 	15 , 	25 , 	40 , 	228 , 	178 , 	620 , 	278 , 	105 , 	88 , 	36 , 	23 , 	37 , 	6 , 	15 , 	45 , 	8 , 	15 , 	5 , 	3 , 	117 , 	49 ," 	4,011 ",,,,,,,,,,,
AS, 	62 , 	86 , 	39 , 	33 , 	128 , 	5 , 	65 , 	59 , 	71 , 	42 , 	55 , 	67 , 	13 , 	25 , 	14 , 	6 , 	22 , 	23 , 	10 , 	7 , 	11 , 	6 , 	5 , 	10 , 	21 , 	79 , 	83 , 	211 , 	151 , 	89 , 	65 , 	11 , 	15 , 	10 , 	4 , 	5 , 	11 , 	1 , 	13 , 	2 , 	2 , 	28 , 	7 ," 	1,669 ",,,,,,,,,,,
MA, 	51 , 	80 , 	29 , 	35 , 	124 , 	67 , 	6 , 	26 , 	67 , 	21 , 	61 , 	85 , 	24 , 	41 , 	28 , 	17 , 	13 , 	23 , 	23 , 	21 , 	21 , 	9 , 	9 , 	28 , 	29 , 	124 , 	130 , 	344 , 	192 , 	101 , 	71 , 	21 , 	21 , 	14 , 	4 , 	7 , 	10 , 	5 , 	46 , 	3 , 	2 , 	25 , 	6 ," 	2,058 ",,,,,,,,,,,
19, 	29 , 	41 , 	37 , 	36 , 	118 , 	55 , 	28 , 	8 , 	14 , 	14 , 	41 , 	53 , 	16 , 	28 , 	20 , 	13 , 	12 , 	22 , 	21 , 	12 , 	21 , 	6 , 	7 , 	24 , 	20 , 	73 , 	80 , 	197 , 	131 , 	69 , 	47 , 	19 , 	12 , 	17 , 	5 , 	6 , 	14 , 	0 , 	20 , 	5 , 	1 , 	12 , 	10 ," 	1,411 ",,,,,,,,,,,
12, 	42 , 	78 , 	54 , 	49 , 	148 , 	69 , 	57 , 	9 , 	9 , 	15 , 	59 , 	86 , 	64 , 	61 , 	51 , 	25 , 	38 , 	65 , 	40 , 	31 , 	47 , 	20 , 	16 , 	40 , 	39 , 	135 , 	161 , 	421 , 	178 , 	62 , 	55 , 	27 , 	35 , 	32 , 	13 , 	6 , 	14 , 	5 , 	44 , 	4 , 	5 , 	36 , 	12 ," 	2,451 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	28 , 	33 , 	29 , 	29 , 	59 , 	44 , 	20 , 	13 , 	13 , 	5 , 	94 , 	65 , 	80 , 	73 , 	32 , 	20 , 	36 , 	53 , 	8 , 	11 , 	17 , 	4 , 	6 , 	11 , 	38 , 	113 , 	121 , 	330 , 	156 , 	74 , 	70 , 	31 , 	27 , 	18 , 	7 , 	34 , 	69 , 	3 , 	8 , 	8 , 	4 , 	30 , 	15 ," 	1,934 ",,,Dtwn SF," 	1,115 "," 	3,792 "," 	10,132 "," 	3,521 "," 	3,435 "," 	5,034 "," 	2,016 "," 	27,030 "
