Exit stations,Entry stations->,,SUNDAY,,,Dec 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	9 , 	30 , 	29 , 	12 , 	73 , 	15 , 	23 , 	17 , 	21 , 	12 , 	15 , 	16 , 	6 , 	5 , 	5 , 	4 , 	2 , 	2 , 	5 , 	3 , 	4 , 	2 , 	2 , 	7 , 	7 , 	54 , 	30 , 	118 , 	43 , 	28 , 	33 , 	9 , 	7 , 	13 , 	6 , 	1 , 	4 , 	2 , 	2 , 	6 , 	6 , 	18 , 	7 , 	1 , 	6 , 	4 , 	3 , 	8 , 	4 , 	4 , 	738 ,,,,,,,,,,,
UC, 	4 , 	7 , 	1 , 	3 , 	13 , 	2 , 	5 , 	11 , 	7 , 	12 , 	11 , 	10 , 	12 , 	13 , 	31 , 	13 , 	9 , 	16 , 	2 , 	1 , 	1 , 	0 , 	-   , 	2 , 	2 , 	38 , 	21 , 	67 , 	23 , 	9 , 	5 , 	4 , 	2 , 	5 , 	1 , 	2 , 	6 , 	1 , 	1 , 	2 , 	1 , 	8 , 	0 , 	3 , 	8 , 	17 , 	22 , 	17 , 	-   , 	3 , 	447 ,,,,,,,,,,,
FM, 	3 , 	5 , 	2 , 	2 , 	17 , 	3 , 	7 , 	6 , 	8 , 	9 , 	14 , 	6 , 	11 , 	17 , 	35 , 	16 , 	17 , 	9 , 	5 , 	1 , 	1 , 	-   , 	0 , 	2 , 	5 , 	48 , 	29 , 	69 , 	31 , 	11 , 	6 , 	4 , 	4 , 	5 , 	1 , 	2 , 	8 , 	0 , 	2 , 	0 , 	-   , 	17 , 	-   , 	4 , 	11 , 	12 , 	33 , 	27 , 	0 , 	5 , 	523 ,,,,,,,,,,,
CN, 	7 , 	6 , 	4 , 	3 , 	9 , 	2 , 	15 , 	12 , 	10 , 	3 , 	9 , 	4 , 	4 , 	6 , 	3 , 	1 , 	2 , 	2 , 	15 , 	14 , 	55 , 	29 , 	7 , 	11 , 	4 , 	47 , 	29 , 	86 , 	42 , 	15 , 	14 , 	6 , 	8 , 	10 , 	2 , 	1 , 	1 , 	6 , 	32 , 	3 , 	2 , 	37 , 	1 , 	1 , 	8 , 	3 , 	4 , 	6 , 	24 , 	17 , 	634 ,,,,,,,,,,,
PH, 	5 , 	4 , 	3 , 	2 , 	10 , 	3 , 	11 , 	9 , 	12 , 	3 , 	3 , 	3 , 	3 , 	3 , 	1 , 	2 , 	2 , 	2 , 	17 , 	9 , 	23 , 	10 , 	3 , 	14 , 	3 , 	64 , 	35 , 	113 , 	40 , 	21 , 	11 , 	7 , 	5 , 	10 , 	2 , 	1 , 	1 , 	2 , 	12 , 	1 , 	3 , 	47 , 	1 , 	1 , 	16 , 	1 , 	3 , 	4 , 	6 , 	10 , 	571 ,,,,,,,,,,,
WC, 	4 , 	6 , 	9 , 	3 , 	11 , 	3 , 	21 , 	18 , 	14 , 	1 , 	7 , 	3 , 	3 , 	3 , 	2 , 	2 , 	1 , 	1 , 	62 , 	23 , 	11 , 	10 , 	7 , 	22 , 	2 , 	79 , 	51 , 	139 , 	62 , 	20 , 	13 , 	8 , 	5 , 	7 , 	3 , 	1 , 	3 , 	4 , 	25 , 	2 , 	4 , 	60 , 	3 , 	1 , 	13 , 	-   , 	4 , 	2 , 	9 , 	13 , 	772 ,,,,,,,,,,,
LF, 	3 , 	3 , 	1 , 	3 , 	7 , 	2 , 	7 , 	9 , 	5 , 	-   , 	4 , 	-   , 	1 , 	-   , 	2 , 	-   , 	1 , 	-   , 	36 , 	12 , 	12 , 	4 , 	2 , 	12 , 	1 , 	43 , 	27 , 	72 , 	38 , 	16 , 	6 , 	4 , 	2 , 	5 , 	1 , 	0 , 	0 , 	1 , 	4 , 	1 , 	1 , 	33 , 	1 , 	0 , 	6 , 	0 , 	5 , 	1 , 	4 , 	3 , 	395 ,,,,,,,,,,,
OR, 	1 , 	1 , 	1 , 	1 , 	6 , 	1 , 	4 , 	11 , 	6 , 	0 , 	3 , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	1 , 	5 , 	3 , 	5 , 	5 , 	6 , 	12 , 	0 , 	39 , 	20 , 	73 , 	21 , 	13 , 	7 , 	4 , 	2 , 	2 , 	1 , 	0 , 	-   , 	0 , 	2 , 	1 , 	1 , 	25 , 	3 , 	-   , 	3 , 	-   , 	3 , 	2 , 	2 , 	0 , 	295 ,,,,,,,,,,,
RR, 	6 , 	3 , 	5 , 	1 , 	5 , 	2 , 	14 , 	30 , 	16 , 	3 , 	6 , 	3 , 	4 , 	3 , 	2 , 	1 , 	1 , 	1 , 	13 , 	14 , 	24 , 	15 , 	10 , 	15 , 	11 , 	87 , 	61 , 	136 , 	71 , 	36 , 	31 , 	11 , 	8 , 	10 , 	1 , 	1 , 	1 , 	2 , 	6 , 	1 , 	3 , 	41 , 	4 , 	1 , 	7 , 	1 , 	3 , 	3 , 	2 , 	6 , 	733 ,,,,,,,,,,,
OW, 	6 , 	7 , 	2 , 	6 , 	17 , 	7 , 	18 , 	13 , 	12 , 	8 , 	26 , 	11 , 	5 , 	9 , 	7 , 	2 , 	2 , 	3 , 	2 , 	3 , 	4 , 	2 , 	2 , 	9 , 	10 , 	162 , 	112 , 	302 , 	159 , 	86 , 	54 , 	12 , 	9 , 	9 , 	3 , 	2 , 	7 , 	0 , 	2 , 	2 , 	5 , 	48 , 	6 , 	2 , 	7 , 	1 , 	2 , 	3 , 	1 , 	5 ," 	1,188 ",,,,,,,,,,,
EM, 	68 , 	89 , 	47 , 	79 , 	155 , 	61 , 	104 , 	113 , 	105 , 	83 , 	101 , 	54 , 	75 , 	62 , 	44 , 	29 , 	40 , 	49 , 	50 , 	72 , 	82 , 	41 , 	43 , 	91 , 	191 , 	50 , 	7 , 	67 , 	34 , 	105 , 	115 , 	57 , 	82 , 	76 , 	27 , 	33 , 	111 , 	14 , 	42 , 	18 , 	23 , 	133 , 	47 , 	43 , 	28 , 	23 , 	81 , 	46 , 	9 , 	31 ," 	3,226 ",,,,,,,,,,,
MT, 	43 , 	60 , 	37 , 	51 , 	119 , 	46 , 	90 , 	98 , 	100 , 	64 , 	68 , 	29 , 	57 , 	58 , 	24 , 	20 , 	19 , 	38 , 	39 , 	53 , 	53 , 	28 , 	19 , 	69 , 	139 , 	7 , 	33 , 	22 , 	24 , 	95 , 	120 , 	63 , 	129 , 	79 , 	31 , 	29 , 	49 , 	8 , 	34 , 	15 , 	20 , 	139 , 	36 , 	22 , 	22 , 	15 , 	59 , 	40 , 	6 , 	19 ," 	2,533 ",,,,,,,,,,,
PL, 	88 , 	152 , 	91 , 	89 , 	203 , 	72 , 	124 , 	126 , 	151 , 	126 , 	144 , 	72 , 	119 , 	110 , 	55 , 	44 , 	58 , 	55 , 	78 , 	81 , 	112 , 	66 , 	64 , 	107 , 	278 , 	76 , 	11 , 	95 , 	80 , 	366 , 	424 , 	219 , 	353 , 	303 , 	96 , 	60 , 	169 , 	24 , 	60 , 	66 , 	75 , 	367 , 	126 , 	52 , 	28 , 	23 , 	122 , 	64 , 	11 , 	49 ," 	5,981 ",,,,,,,,,,,
CC, 	34 , 	56 , 	37 , 	58 , 	108 , 	64 , 	94 , 	96 , 	97 , 	73 , 	107 , 	46 , 	59 , 	46 , 	19 , 	14 , 	22 , 	27 , 	33 , 	40 , 	65 , 	37 , 	27 , 	71 , 	152 , 	37 , 	18 , 	61 , 	52 , 	131 , 	170 , 	101 , 	101 , 	115 , 	30 , 	27 , 	73 , 	12 , 	27 , 	34 , 	53 , 	159 , 	76 , 	23 , 	16 , 	11 , 	31 , 	32 , 	4 , 	12 ," 	2,879 ",,,,,,,,,,,
16, 	33 , 	40 , 	20 , 	30 , 	51 , 	31 , 	56 , 	63 , 	47 , 	41 , 	43 , 	22 , 	21 , 	13 , 	8 , 	9 , 	10 , 	10 , 	18 , 	23 , 	21 , 	15 , 	11 , 	42 , 	88 , 	94 , 	92 , 	388 , 	141 , 	26 , 	48 , 	62 , 	87 , 	92 , 	38 , 	11 , 	28 , 	2 , 	11 , 	20 , 	34 , 	106 , 	50 , 	8 , 	9 , 	5 , 	15 , 	17 , 	1 , 	11 ," 	2,154 ",,,,,,,,,,,
24, 	34 , 	25 , 	12 , 	17 , 	42 , 	29 , 	47 , 	50 , 	33 , 	31 , 	37 , 	20 , 	19 , 	14 , 	9 , 	5 , 	7 , 	3 , 	13 , 	11 , 	11 , 	8 , 	7 , 	29 , 	64 , 	112 , 	90 , 	479 , 	182 , 	43 , 	26 , 	62 , 	65 , 	86 , 	34 , 	5 , 	13 , 	6 , 	20 , 	17 , 	38 , 	81 , 	28 , 	4 , 	10 , 	1 , 	9 , 	9 , 	3 , 	8 ," 	2,003 ",,,,,,,,,,,
GP, 	9 , 	9 , 	7 , 	11 , 	22 , 	8 , 	12 , 	18 , 	11 , 	9 , 	11 , 	7 , 	6 , 	4 , 	3 , 	1 , 	2 , 	2 , 	5 , 	5 , 	5 , 	5 , 	5 , 	12 , 	15 , 	54 , 	46 , 	261 , 	97 , 	67 , 	49 , 	11 , 	7 , 	24 , 	10 , 	6 , 	7 , 	2 , 	6 , 	9 , 	12 , 	49 , 	20 , 	2 , 	6 , 	1 , 	6 , 	2 , 	0 , 	4 , 	956 ,,,,,,,,,,,
BP, 	10 , 	14 , 	5 , 	5 , 	12 , 	7 , 	10 , 	12 , 	13 , 	11 , 	8 , 	9 , 	7 , 	6 , 	3 , 	5 , 	3 , 	4 , 	8 , 	6 , 	3 , 	3 , 	2 , 	6 , 	12 , 	77 , 	66 , 	426 , 	92 , 	71 , 	60 , 	10 , 	13 , 	17 , 	13 , 	3 , 	7 , 	1 , 	8 , 	11 , 	24 , 	51 , 	21 , 	2 , 	3 , 	4 , 	4 , 	4 , 	2 , 	6 ," 	1,175 ",,,,,,,,,,,
DC, 	12 , 	9 , 	4 , 	4 , 	14 , 	4 , 	12 , 	11 , 	7 , 	12 , 	14 , 	9 , 	10 , 	7 , 	4 , 	5 , 	2 , 	3 , 	12 , 	8 , 	7 , 	5 , 	3 , 	6 , 	15 , 	72 , 	59 , 	383 , 	132 , 	93 , 	84 , 	23 , 	15 , 	14 , 	12 , 	6 , 	15 , 	1 , 	10 , 	10 , 	31 , 	106 , 	32 , 	7 , 	7 , 	4 , 	5 , 	7 , 	3 , 	8 ," 	1,331 ",,,,,,,,,,,
CM, 	5 , 	7 , 	1 , 	1 , 	2 , 	2 , 	3 , 	3 , 	7 , 	1 , 	2 , 	1 , 	1 , 	3 , 	2 , 	1 , 	1 , 	2 , 	3 , 	1 , 	2 , 	-   , 	1 , 	2 , 	5 , 	22 , 	22 , 	119 , 	42 , 	37 , 	32 , 	12 , 	15 , 	9 , 	2 , 	-   , 	2 , 	1 , 	4 , 	1 , 	13 , 	60 , 	12 , 	-   , 	1 , 	-   , 	1 , 	2 , 	0 , 	4 , 	465 ,,,,,,,,,,,
CV, 	1 , 	3 , 	1 , 	2 , 	4 , 	1 , 	2 , 	2 , 	2 , 	16 , 	10 , 	4 , 	10 , 	12 , 	4 , 	3 , 	3 , 	2 , 	1 , 	-   , 	1 , 	-   , 	1 , 	1 , 	3 , 	33 , 	20 , 	73 , 	32 , 	11 , 	6 , 	5 , 	3 , 	4 , 	1 , 	4 , 	16 , 	1 , 	1 , 	1 , 	1 , 	5 , 	-   , 	17 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	322 ,,,,,,,,,,,
ED, 	2 , 	4 , 	3 , 	4 , 	11 , 	3 , 	8 , 	5 , 	6 , 	20 , 	30 , 	13 , 	17 , 	20 , 	9 , 	5 , 	5 , 	7 , 	3 , 	1 , 	1 , 	1 , 	-   , 	0 , 	7 , 	108 , 	67 , 	197 , 	69 , 	23 , 	13 , 	8 , 	10 , 	17 , 	2 , 	14 , 	14 , 	0 , 	1 , 	3 , 	1 , 	46 , 	4 , 	5 , 	27 , 	7 , 	15 , 	10 , 	1 , 	3 , 	847 ,,,,,,,,,,,
NC, 	1 , 	0 , 	1 , 	1 , 	2 , 	1 , 	5 , 	2 , 	1 , 	1 , 	2 , 	1 , 	1 , 	2 , 	1 , 	-   , 	0 , 	0 , 	7 , 	3 , 	5 , 	1 , 	-   , 	2 , 	1 , 	11 , 	10 , 	30 , 	12 , 	5 , 	5 , 	1 , 	1 , 	1 , 	2 , 	0 , 	1 , 	4 , 	5 , 	-   , 	1 , 	14 , 	1 , 	-   , 	4 , 	-   , 	2 , 	1 , 	2 , 	2 , 	147 ,,,,,,,,,,,
WP, 	2 , 	4 , 	5 , 	1 , 	3 , 	1 , 	11 , 	8 , 	9 , 	1 , 	4 , 	3 , 	2 , 	3 , 	2 , 	1 , 	1 , 	1 , 	34 , 	11 , 	30 , 	5 , 	2 , 	5 , 	3 , 	34 , 	30 , 	77 , 	27 , 	14 , 	11 , 	7 , 	7 , 	6 , 	4 , 	0 , 	2 , 	5 , 	9 , 	2 , 	4 , 	42 , 	2 , 	-   , 	10 , 	2 , 	2 , 	2 , 	5 , 	6 , 	456 ,,,,,,,,,,,
SS, 	6 , 	4 , 	1 , 	1 , 	6 , 	0 , 	1 , 	3 , 	3 , 	1 , 	3 , 	3 , 	1 , 	1 , 	1 , 	1 , 	2 , 	-   , 	5 , 	2 , 	3 , 	1 , 	0 , 	1 , 	2 , 	17 , 	16 , 	90 , 	40 , 	22 , 	22 , 	9 , 	11 , 	10 , 	2 , 	1 , 	4 , 	1 , 	3 , 	3 , 	8 , 	20 , 	4 , 	0 , 	1 , 	-   , 	1 , 	0 , 	1 , 	5 , 	336 ,,,,,,,,,,,
SB, 	8 , 	7 , 	2 , 	1 , 	7 , 	3 , 	2 , 	4 , 	5 , 	4 , 	2 , 	4 , 	2 , 	2 , 	1 , 	1 , 	1 , 	0 , 	5 , 	3 , 	3 , 	1 , 	2 , 	3 , 	7 , 	21 , 	19 , 	95 , 	60 , 	35 , 	37 , 	12 , 	27 , 	30 , 	9 , 	1 , 	2 , 	1 , 	3 , 	10 , 	7 , 	39 , 	4 , 	1 , 	2 , 	2 , 	0 , 	1 , 	1 , 	3 , 	492 ,,,,,,,,,,,
SO, 	28 , 	28 , 	22 , 	32 , 	88 , 	27 , 	35 , 	30 , 	38 , 	11 , 	10 , 	9 , 	7 , 	4 , 	6 , 	2 , 	5 , 	9 , 	30 , 	42 , 	48 , 	27 , 	18 , 	42 , 	43 , 	111 , 	111 , 	421 , 	124 , 	87 , 	50 , 	35 , 	38 , 	67 , 	37 , 	3 , 	33 , 	8 , 	28 , 	12 , 	24 , 	81 , 	125 , 	7 , 	12 , 	4 , 	9 , 	4 , 	3 , 	19 ," 	2,086 ",,,,,,,,,,,
MB, 	10 , 	7 , 	5 , 	4 , 	20 , 	5 , 	9 , 	7 , 	10 , 	2 , 	3 , 	2 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	2 , 	3 , 	2 , 	2 , 	1 , 	4 , 	7 , 	42 , 	30 , 	153 , 	77 , 	44 , 	30 , 	16 , 	25 , 	27 , 	10 , 	0 , 	5 , 	1 , 	2 , 	4 , 	4 , 	171 , 	16 , 	1 , 	2 , 	-   , 	0 , 	1 , 	1 , 	4 , 	775 ,,,,,,,,,,,
WD, 	2 , 	3 , 	2 , 	1 , 	6 , 	1 , 	4 , 	2 , 	1 , 	13 , 	13 , 	4 , 	14 , 	19 , 	8 , 	4 , 	2 , 	4 , 	1 , 	0 , 	1 , 	0 , 	-   , 	1 , 	3 , 	43 , 	26 , 	73 , 	27 , 	10 , 	5 , 	1 , 	5 , 	4 , 	0 , 	21 , 	12 , 	0 , 	1 , 	1 , 	1 , 	13 , 	1 , 	5 , 	11 , 	2 , 	8 , 	6 , 	1 , 	0 , 	378 ,,,,,,,,,,,
OA, 	4 , 	8 , 	10 , 	12 , 	38 , 	8 , 	5 , 	9 , 	6 , 	12 , 	3 , 	10 , 	2 , 	3 , 	2 , 	3 , 	4 , 	4 , 	6 , 	9 , 	6 , 	4 , 	2 , 	4 , 	3 , 	36 , 	24 , 	53 , 	20 , 	12 , 	3 , 	5 , 	3 , 	5 , 	1 , 	2 , 	14 , 	1 , 	5 , 	1 , 	2 , 	12 , 	1 , 	4 , 	6 , 	-   , 	9 , 	3 , 	1 , 	5 , 	401 ,,,,,,,,,,,
WS, 	8 , 	7 , 	2 , 	1 , 	9 , 	4 , 	3 , 	8 , 	5 , 	11 , 	14 , 	10 , 	9 , 	11 , 	13 , 	11 , 	13 , 	10 , 	2 , 	1 , 	1 , 	1 , 	-   , 	0 , 	5 , 	22 , 	12 , 	25 , 	14 , 	7 , 	2 , 	2 , 	3 , 	2 , 	0 , 	1 , 	5 , 	0 , 	3 , 	-   , 	0 , 	7 , 	-   , 	1 , 	2 , 	6 , 	19 , 	13 , 	2 , 	2 , 	306 ,,,,,,,,,,,
ML, 	8 , 	10 , 	4 , 	6 , 	24 , 	8 , 	10 , 	10 , 	10 , 	10 , 	18 , 	10 , 	15 , 	12 , 	20 , 	15 , 	24 , 	34 , 	6 , 	4 , 	4 , 	4 , 	4 , 	2 , 	4 , 	85 , 	56 , 	154 , 	39 , 	14 , 	9 , 	7 , 	5 , 	7 , 	0 , 	4 , 	15 , 	2 , 	3 , 	1 , 	1 , 	8 , 	1 , 	6 , 	11 , 	24 , 	16 , 	8 , 	1 , 	3 , 	751 ,,,,,,,,,,,
BE, 	5 , 	8 , 	4 , 	6 , 	38 , 	8 , 	11 , 	14 , 	11 , 	13 , 	18 , 	16 , 	15 , 	12 , 	19 , 	14 , 	21 , 	24 , 	3 , 	5 , 	2 , 	0 , 	1 , 	3 , 	6 , 	42 , 	32 , 	83 , 	40 , 	16 , 	10 , 	4 , 	6 , 	7 , 	1 , 	1 , 	10 , 	0 , 	2 , 	0 , 	1 , 	6 , 	1 , 	6 , 	8 , 	16 , 	8 , 	13 , 	1 , 	5 , 	590 ,,,,,,,,,,,
