Exit stations,Entry stations->,,SATURDAY,,,Dec 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	20 , 	35 , 	33 , 	13 , 	109 , 	20 , 	30 , 	16 , 	27 , 	7 , 	21 , 	18 , 	6 , 	6 , 	6 , 	3 , 	3 , 	3 , 	6 , 	9 , 	7 , 	2 , 	4 , 	7 , 	10 , 	53 , 	40 , 	141 , 	53 , 	44 , 	49 , 	8 , 	15 , 	11 , 	6 , 	2 , 	3 , 	0 , 	2 , 	5 , 	8 , 	22 , 	8 , 	1 , 	3 , 	6 , 	6 , 	5 , 	3 , 	3 , 	917 ,,,,,,,,,,
CV, 	2 , 	2 , 	1 , 	1 , 	5 , 	1 , 	1 , 	2 , 	4 , 	22 , 	15 , 	6 , 	12 , 	16 , 	5 , 	2 , 	2 , 	4 , 	2 , 	0 , 	2 , 	0 , 	-   , 	1 , 	3 , 	41 , 	34 , 	104 , 	40 , 	11 , 	6 , 	7 , 	5 , 	5 , 	1 , 	10 , 	23 , 	1 , 	1 , 	-   , 	3 , 	5 , 	1 , 	23 , 	4 , 	0 , 	2 , 	1 , 	0 , 	1 , 	437 ,,,,,,,,,,
ED, 	4 , 	7 , 	4 , 	2 , 	18 , 	6 , 	9 , 	9 , 	5 , 	25 , 	36 , 	28 , 	18 , 	28 , 	14 , 	5 , 	9 , 	12 , 	3 , 	3 , 	3 , 	1 , 	0 , 	2 , 	8 , 	155 , 	83 , 	260 , 	103 , 	35 , 	17 , 	8 , 	7 , 	16 , 	2 , 	21 , 	27 , 	0 , 	0 , 	1 , 	3 , 	53 , 	3 , 	14 , 	22 , 	6 , 	15 , 	14 , 	0 , 	2 ," 	1,123 ",,,,,,,,,,
NC, 	0 , 	2 , 	1 , 	1 , 	2 , 	0 , 	5 , 	3 , 	4 , 	-   , 	1 , 	-   , 	1 , 	0 , 	1 , 	1 , 	1 , 	0 , 	9 , 	4 , 	7 , 	1 , 	1 , 	6 , 	0 , 	17 , 	15 , 	41 , 	23 , 	8 , 	4 , 	3 , 	3 , 	3 , 	2 , 	1 , 	0 , 	5 , 	6 , 	1 , 	2 , 	17 , 	1 , 	0 , 	2 , 	0 , 	1 , 	1 , 	4 , 	3 , 	213 ,,,,,,,,,,
WP, 	6 , 	5 , 	2 , 	2 , 	6 , 	2 , 	15 , 	13 , 	14 , 	4 , 	7 , 	8 , 	4 , 	5 , 	2 , 	3 , 	1 , 	2 , 	42 , 	17 , 	42 , 	9 , 	4 , 	11 , 	5 , 	48 , 	41 , 	135 , 	39 , 	17 , 	21 , 	10 , 	13 , 	12 , 	7 , 	1 , 	1 , 	5 , 	13 , 	2 , 	6 , 	41 , 	2 , 	0 , 	8 , 	3 , 	2 , 	3 , 	6 , 	8 , 	677 ,,,,,,,,,,
SS, 	3 , 	4 , 	2 , 	2 , 	4 , 	1 , 	3 , 	3 , 	6 , 	2 , 	4 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	0 , 	4 , 	2 , 	3 , 	2 , 	1 , 	3 , 	3 , 	27 , 	18 , 	99 , 	54 , 	32 , 	32 , 	7 , 	14 , 	17 , 	5 , 	1 , 	1 , 	1 , 	4 , 	8 , 	11 , 	29 , 	6 , 	0 , 	2 , 	0 , 	0 , 	0 , 	0 , 	3 , 	434 ,,,,,,,,,,
SB, 	9 , 	10 , 	1 , 	2 , 	8 , 	5 , 	4 , 	4 , 	6 , 	3 , 	5 , 	5 , 	3 , 	3 , 	1 , 	1 , 	1 , 	1 , 	6 , 	3 , 	4 , 	1 , 	1 , 	3 , 	8 , 	40 , 	26 , 	136 , 	72 , 	49 , 	49 , 	22 , 	31 , 	37 , 	12 , 	2 , 	4 , 	2 , 	6 , 	12 , 	13 , 	51 , 	8 , 	1 , 	1 , 	0 , 	1 , 	1 , 	2 , 	6 , 	685 ,,,,,,,,,,
SO, 	27 , 	31 , 	23 , 	33 , 	111 , 	29 , 	45 , 	37 , 	41 , 	10 , 	18 , 	8 , 	9 , 	5 , 	6 , 	3 , 	3 , 	7 , 	37 , 	58 , 	53 , 	34 , 	26 , 	62 , 	45 , 	100 , 	95 , 	368 , 	128 , 	89 , 	56 , 	48 , 	43 , 	83 , 	43 , 	4 , 	43 , 	12 , 	36 , 	17 , 	35 , 	63 , 	158 , 	8 , 	10 , 	5 , 	6 , 	7 , 	2 , 	30 ," 	2,251 ",,,,,,,,,,
MB, 	8 , 	9 , 	3 , 	5 , 	33 , 	4 , 	10 , 	12 , 	12 , 	3 , 	3 , 	3 , 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	3 , 	2 , 	4 , 	2 , 	0 , 	3 , 	6 , 	57 , 	42 , 	160 , 	110 , 	50 , 	46 , 	23 , 	27 , 	39 , 	9 , 	1 , 	4 , 	0 , 	0 , 	4 , 	5 , 	196 , 	26 , 	1 , 	1 , 	0 , 	1 , 	-   , 	2 , 	3 , 	940 ,,,,,,,,,,
WD, 	1 , 	2 , 	3 , 	2 , 	5 , 	1 , 	6 , 	4 , 	2 , 	17 , 	15 , 	9 , 	15 , 	24 , 	10 , 	8 , 	7 , 	3 , 	0 , 	1 , 	0 , 	1 , 	0 , 	1 , 	4 , 	54 , 	31 , 	103 , 	43 , 	13 , 	8 , 	4 , 	3 , 	7 , 	1 , 	24 , 	11 , 	-   , 	1 , 	1 , 	2 , 	16 , 	1 , 	6 , 	8 , 	2 , 	4 , 	7 , 	0 , 	0 , 	493 ,,,,,,,,,,
OA, 	4 , 	8 , 	7 , 	7 , 	56 , 	8 , 	9 , 	7 , 	6 , 	6 , 	4 , 	14 , 	3 , 	3 , 	4 , 	3 , 	4 , 	4 , 	5 , 	10 , 	7 , 	3 , 	2 , 	6 , 	3 , 	23 , 	17 , 	27 , 	18 , 	5 , 	7 , 	4 , 	4 , 	5 , 	1 , 	2 , 	14 , 	2 , 	4 , 	1 , 	0 , 	14 , 	2 , 	5 , 	6 , 	3 , 	6 , 	4 , 	1 , 	4 , 	369 ,,,,,,,,,,
WS, 	6 , 	8 , 	3 , 	2 , 	14 , 	3 , 	5 , 	10 , 	5 , 	10 , 	17 , 	11 , 	13 , 	12 , 	19 , 	16 , 	16 , 	14 , 	2 , 	1 , 	1 , 	0 , 	0 , 	1 , 	4 , 	36 , 	19 , 	40 , 	18 , 	6 , 	4 , 	2 , 	3 , 	3 , 	0 , 	1 , 	3 , 	1 , 	3 , 	0 , 	2 , 	6 , 	-   , 	1 , 	1 , 	6 , 	19 , 	16 , 	1 , 	1 , 	388 ,,,,,,,,,,
ML, 	4 , 	10 , 	5 , 	5 , 	33 , 	6 , 	11 , 	8 , 	13 , 	16 , 	11 , 	8 , 	12 , 	9 , 	21 , 	16 , 	25 , 	34 , 	5 , 	4 , 	3 , 	1 , 	1 , 	3 , 	2 , 	75 , 	37 , 	100 , 	37 , 	12 , 	7 , 	7 , 	8 , 	8 , 	0 , 	2 , 	15 , 	1 , 	1 , 	1 , 	1 , 	7 , 	1 , 	2 , 	8 , 	28 , 	16 , 	13 , 	1 , 	1 , 	654 ,,,,,,,,,,
BE, 	7 , 	13 , 	7 , 	7 , 	52 , 	8 , 	14 , 	17 , 	12 , 	17 , 	20 , 	12 , 	16 , 	12 , 	17 , 	11 , 	22 , 	28 , 	6 , 	6 , 	3 , 	1 , 	1 , 	3 , 	6 , 	65 , 	34 , 	95 , 	45 , 	17 , 	13 , 	5 , 	7 , 	8 , 	2 , 	1 , 	13 , 	0 , 	3 , 	1 , 	0 , 	7 , 	0 , 	4 , 	6 , 	24 , 	8 , 	13 , 	1 , 	3 , 	696 ,,,,,,,,,,
PC, 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	4 , 	4 , 	4 , 	1 , 	0 , 	4 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	22 , 	5 , 	12 , 	3 , 	3 , 	2 , 	3 , 	5 , 	6 , 	22 , 	8 , 	4 , 	2 , 	1 , 	3 , 	3 , 	1 , 	-   , 	0 , 	4 , 	3 , 	1 , 	3 , 	3 , 	1 , 	0 , 	1 , 	1 , 	0 , 	0 , 	1 , 	8 , 	161 ,,,,,,,,,,
AN, 	6 , 	5 , 	1 , 	1 , 	5 , 	2 , 	12 , 	9 , 	9 , 	2 , 	6 , 	8 , 	3 , 	2 , 	5 , 	2 , 	2 , 	4 , 	24 , 	16 , 	20 , 	4 , 	1 , 	10 , 	5 , 	34 , 	26 , 	79 , 	26 , 	8 , 	11 , 	7 , 	8 , 	11 , 	5 , 	1 , 	3 , 	3 , 	7 , 	4 , 	4 , 	34 , 	3 , 	1 , 	7 , 	2 , 	3 , 	4 , 	7 , 	11 , 	475 ,,,,,,,,,,
Entries, 	961 ," 	1,257 ", 	810 , 	765 ," 	2,151 ", 	781 ," 	1,443 "," 	1,605 "," 	1,551 "," 	1,002 "," 	1,539 ", 	827 ," 	1,072 "," 	1,025 ", 	745 , 	454 , 	554 , 	658 , 	882 , 	829 ," 	1,060 ", 	590 , 	435 ," 	1,028 "," 	1,754 "," 	4,044 "," 	2,858 "," 	9,030 "," 	3,928 "," 	2,732 "," 	2,567 "," 	1,309 "," 	1,700 "," 	1,654 ", 	568 , 	442 ," 	1,149 ", 	211 , 	592 , 	411 , 	616 ," 	2,733 ", 	970 , 	462 , 	423 , 	493 , 	643 , 	661 , 	166 , 	418 ," 	66,558 ",,,,,,,,,,
