Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Jul 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	54 , 	59 , 	36 , 	123 , 	80 , 	58 , 	24 , 	57 , 	21 , 	64 , 	54 , 	13 , 	16 , 	18 , 	6 , 	7 , 	20 , 	17 , 	5 , 	6 , 	2 , 	5 , 	4 , 	15 , 	89 , 	48 , 	135 , 	71 , 	52 , 	78 , 	15 , 	26 , 	16 , 	7 , 	1 , 	8 , 	4 , 	21 , 	5 , 	3 , 	12 , 	7 ," 	1,364 ",,,Eastbay," 	26,687 ",,SF CBD," 	68,090 ",64.8%,,,
EN, 	62 , 	7 , 	56 , 	36 , 	187 , 	75 , 	65 , 	31 , 	104 , 	31 , 	50 , 	171 , 	15 , 	22 , 	19 , 	10 , 	13 , 	28 , 	16 , 	6 , 	15 , 	4 , 	4 , 	9 , 	10 , 	202 , 	122 , 	287 , 	156 , 	39 , 	63 , 	21 , 	33 , 	28 , 	14 , 	3 , 	15 , 	2 , 	24 , 	4 , 	5 , 	36 , 	9 ," 	2,101 ",,,Westbay," 	32,993 ",,non-CBD," 	39,855 ",37.9%,,,
EP, 	63 , 	44 , 	3 , 	25 , 	201 , 	49 , 	31 , 	17 , 	63 , 	16 , 	17 , 	81 , 	9 , 	10 , 	5 , 	3 , 	9 , 	18 , 	8 , 	8 , 	9 , 	5 , 	4 , 	13 , 	6 , 	128 , 	69 , 	161 , 	90 , 	24 , 	20 , 	10 , 	7 , 	12 , 	4 , 	4 , 	8 , 	1 , 	5 , 	1 , 	0 , 	36 , 	7 ," 	1,299 ",,,Transbay," 	51,265 ",,,,,,,
NB, 	37 , 	32 , 	23 , 	5 , 	59 , 	31 , 	33 , 	25 , 	61 , 	17 , 	27 , 	92 , 	9 , 	11 , 	9 , 	4 , 	8 , 	20 , 	9 , 	5 , 	14 , 	4 , 	2 , 	9 , 	6 , 	175 , 	99 , 	190 , 	132 , 	43 , 	39 , 	17 , 	11 , 	10 , 	6 , 	2 , 	11 , 	2 , 	7 , 	3 , 	1 , 	35 , 	7 ," 	1,335 ",,,SFO Ext," 	10,317 ",,,,,,,
BK, 	135 , 	173 , 	207 , 	58 , 	12 , 	128 , 	103 , 	117 , 	165 , 	61 , 	79 , 	180 , 	36 , 	41 , 	34 , 	17 , 	34 , 	125 , 	27 , 	30 , 	35 , 	15 , 	16 , 	23 , 	21 , 	382 , 	204 , 	538 , 	295 , 	92 , 	75 , 	33 , 	22 , 	39 , 	8 , 	16 , 	45 , 	4 , 	13 , 	5 , 	5 , 	86 , 	38 ," 	3,768 ",,,Extensions," 	13,492 ",,,,,,,
AS, 	84 , 	69 , 	45 , 	31 , 	99 , 	5 , 	61 , 	56 , 	102 , 	36 , 	57 , 	91 , 	22 , 	22 , 	22 , 	11 , 	14 , 	25 , 	7 , 	6 , 	13 , 	4 , 	4 , 	14 , 	19 , 	115 , 	86 , 	168 , 	142 , 	66 , 	63 , 	12 , 	14 , 	7 , 	3 , 	7 , 	12 , 	3 , 	15 , 	1 , 	2 , 	24 , 	9 ," 	1,664 ",,,,,,,,,,,
MA, 	54 , 	52 , 	25 , 	28 , 	95 , 	63 , 	8 , 	27 , 	71 , 	15 , 	55 , 	125 , 	24 , 	31 , 	35 , 	17 , 	13 , 	27 , 	33 , 	13 , 	23 , 	5 , 	7 , 	19 , 	23 , 	206 , 	126 , 	310 , 	196 , 	95 , 	75 , 	23 , 	19 , 	12 , 	3 , 	6 , 	17 , 	5 , 	49 , 	2 , 	4 , 	47 , 	7 ," 	2,084 ",,,,,,,,,,,
19, 	20 , 	32 , 	20 , 	25 , 	121 , 	52 , 	22 , 	5 , 	15 , 	11 , 	36 , 	66 , 	14 , 	28 , 	20 , 	7 , 	10 , 	24 , 	18 , 	7 , 	19 , 	11 , 	6 , 	22 , 	18 , 	103 , 	88 , 	181 , 	130 , 	60 , 	42 , 	9 , 	9 , 	8 , 	6 , 	6 , 	9 , 	3 , 	17 , 	2 , 	2 , 	15 , 	7 ," 	1,320 ",,,,,,,,,,,
12, 	59 , 	81 , 	53 , 	49 , 	158 , 	102 , 	60 , 	12 , 	10 , 	14 , 	92 , 	119 , 	90 , 	103 , 	62 , 	28 , 	40 , 	88 , 	41 , 	27 , 	35 , 	21 , 	16 , 	42 , 	36 , 	205 , 	178 , 	465 , 	242 , 	74 , 	68 , 	27 , 	39 , 	36 , 	18 , 	14 , 	29 , 	11 , 	34 , 	9 , 	4 , 	49 , 	19 ," 	2,953 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	23 , 	29 , 	16 , 	18 , 	63 , 	34 , 	21 , 	8 , 	11 , 	3 , 	96 , 	103 , 	85 , 	75 , 	35 , 	25 , 	24 , 	52 , 	9 , 	5 , 	12 , 	1 , 	3 , 	12 , 	15 , 	138 , 	96 , 	275 , 	138 , 	71 , 	48 , 	14 , 	19 , 	20 , 	6 , 	21 , 	42 , 	1 , 	8 , 	2 , 	0 , 	10 , 	5 ," 	1,689 ",,,Dtwn SF," 	1,422 "," 	4,122 "," 	10,347 "," 	4,086 "," 	4,983 "," 	7,371 "," 	2,881 "," 	32,331 "
FV, 	57 , 	59 , 	24 , 	27 , 	76 , 	63 , 	59 , 	45 , 	105 , 	77 , 	15 , 	151 , 	113 , 	170 , 	103 , 	46 , 	41 , 	67 , 	27 , 	12 , 	15 , 	6 , 	8 , 	15 , 	61 , 	214 , 	119 , 	309 , 	144 , 	89 , 	103 , 	17 , 	29 , 	22 , 	8 , 	22 , 	66 , 	3 , 	29 , 	4 , 	5 , 	29 , 	7 ," 	2,654 ",,,OAK," 	3,948 ", 	512 , 	961 ," 	1,344 ", 	565 ," 	1,958 ", 	207 ," 	9,287 "
CL, 	66 , 	160 , 	76 , 	78 , 	113 , 	86 , 	116 , 	69 , 	119 , 	101 , 	145 , 	12 , 	127 , 	163 , 	116 , 	85 , 	116 , 	267 , 	90 , 	79 , 	80 , 	50 , 	42 , 	59 , 	53 , 	278 , 	194 , 	506 , 	281 , 	87 , 	86 , 	37 , 	36 , 	55 , 	11 , 	88 , 	513 , 	38 , 	122 , 	12 , 	9 , 	49 , 	20 ," 	4,884 ",,,CM line," 	10,214 ", 	941 ," 	3,248 ", 	994 , 	779 ," 	1,294 "," 	1,022 "," 	17,470 "
SL, 	18 , 	15 , 	7 , 	9 , 	38 , 	27 , 	25 , 	20 , 	87 , 	88 , 	106 , 	121 , 	7 , 	77 , 	54 , 	24 , 	27 , 	41 , 	9 , 	7 , 	9 , 	2 , 	4 , 	6 , 	17 , 	152 , 	78 , 	211 , 	102 , 	27 , 	27 , 	13 , 	20 , 	17 , 	8 , 	17 , 	37 , 	2 , 	9 , 	3 , 	3 , 	19 , 	4 ," 	1,588 ",,,RM line," 	4,083 "," 	1,427 "," 	1,022 "," 	2,397 ", 	471 ," 	1,795 ", 	337 ," 	11,194 "
BF, 	18 , 	19 , 	9 , 	9 , 	38 , 	21 , 	33 , 	32 , 	98 , 	81 , 	171 , 	165 , 	80 , 	8 , 	72 , 	64 , 	63 , 	91 , 	15 , 	7 , 	4 , 	4 , 	3 , 	7 , 	23 , 	170 , 	77 , 	194 , 	98 , 	14 , 	29 , 	10 , 	17 , 	15 , 	5 , 	32 , 	120 , 	2 , 	14 , 	4 , 	2 , 	11 , 	4 ," 	1,948 ",,,WP line," 	4,849 ", 	618 , 	820 , 	480 ," 	2,032 "," 	1,051 ", 	549 ," 	9,849 "
HY, 	17 , 	20 , 	9 , 	8 , 	34 , 	19 , 	37 , 	27 , 	65 , 	37 , 	103 , 	115 , 	60 , 	80 , 	7 , 	55 , 	61 , 	119 , 	9 , 	3 , 	7 , 	2 , 	2 , 	9 , 	12 , 	120 , 	45 , 	114 , 	45 , 	19 , 	20 , 	8 , 	12 , 	11 , 	3 , 	9 , 	36 , 	3 , 	10 , 	3 , 	3 , 	11 , 	3 ," 	1,385 ",,,FT/ED line," 	7,194 "," 	2,049 "," 	1,265 "," 	1,694 "," 	1,032 "," 	7,264 ", 	416 ," 	20,497 "
SH, 	10 , 	12 , 	4 , 	6 , 	21 , 	9 , 	17 , 	11 , 	34 , 	18 , 	50 , 	77 , 	29 , 	62 , 	47 , 	3 , 	26 , 	58 , 	7 , 	4 , 	3 , 	1 , 	1 , 	4 , 	5 , 	84 , 	31 , 	83 , 	42 , 	13 , 	17 , 	7 , 	10 , 	10 , 	5 , 	7 , 	17 , 	1 , 	11 , 	1 , 	1 , 	5 , 	2 , 	860 ,,,SFIA," 	2,591 ", 	156 , 	801 , 	242 , 	357 , 	291 , 	469 ," 	4,437 "
UC, 	7 , 	16 , 	10 , 	5 , 	29 , 	15 , 	19 , 	13 , 	44 , 	25 , 	45 , 	109 , 	34 , 	67 , 	70 , 	29 , 	9 , 	79 , 	10 , 	4 , 	3 , 	3 , 	2 , 	6 , 	4 , 	171 , 	71 , 	146 , 	62 , 	15 , 	13 , 	10 , 	10 , 	11 , 	5 , 	4 , 	20 , 	3 , 	14 , 	3 , 	1 , 	18 , 	4 ," 	1,231 ",,,Entries," 	34,301 "," 	9,823 "," 	18,462 "," 	11,238 "," 	10,218 "," 	21,023 "," 	5,880 "," 	105,064 "
