Exit stations,Entry stations->,,SUNDAY,,,Aug 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	14 , 	30 , 	29 , 	15 , 	113 , 	18 , 	29 , 	22 , 	18 , 	21 , 	31 , 	43 , 	11 , 	5 , 	7 , 	3 , 	2 , 	3 , 	7 , 	5 , 	6 , 	4 , 	2 , 	5 , 	5 , 	67 , 	34 , 	98 , 	36 , 	35 , 	32 , 	7 , 	9 , 	9 , 	3 , 	2 , 	3 , 	1 , 	2 , 	2 , 	7 , 	22 , 	8 , 	1 , 	6 , 	5 , 	3 , 	8 , 	3 , 	3 , 	844 ,,,,,,,,,,,
EN, 	38 , 	17 , 	25 , 	23 , 	101 , 	32 , 	36 , 	32 , 	39 , 	17 , 	32 , 	85 , 	10 , 	12 , 	16 , 	5 , 	7 , 	8 , 	7 , 	3 , 	7 , 	3 , 	2 , 	5 , 	8 , 	94 , 	52 , 	169 , 	52 , 	49 , 	26 , 	12 , 	13 , 	11 , 	9 , 	2 , 	5 , 	-   , 	4 , 	3 , 	10 , 	46 , 	7 , 	2 , 	18 , 	6 , 	9 , 	13 , 	1 , 	4 ," 	1,176 ",,,,,,,,,,,
EP, 	33 , 	19 , 	13 , 	13 , 	104 , 	22 , 	23 , 	30 , 	30 , 	12 , 	15 , 	59 , 	4 , 	2 , 	3 , 	5 , 	2 , 	4 , 	6 , 	3 , 	5 , 	4 , 	1 , 	4 , 	4 , 	67 , 	38 , 	78 , 	41 , 	21 , 	12 , 	7 , 	6 , 	7 , 	1 , 	1 , 	3 , 	0 , 	2 , 	1 , 	3 , 	26 , 	3 , 	3 , 	12 , 	1 , 	6 , 	6 , 	0 , 	2 , 	760 ,,,,,,,,,,,
NB, 	17 , 	22 , 	17 , 	11 , 	28 , 	15 , 	16 , 	30 , 	24 , 	12 , 	16 , 	39 , 	6 , 	4 , 	6 , 	6 , 	6 , 	7 , 	3 , 	4 , 	7 , 	4 , 	1 , 	3 , 	4 , 	79 , 	52 , 	83 , 	54 , 	33 , 	25 , 	12 , 	5 , 	7 , 	1 , 	3 , 	3 , 	1 , 	3 , 	1 , 	2 , 	41 , 	8 , 	1 , 	24 , 	3 , 	7 , 	13 , 	-   , 	2 , 	769 ,,,,,,,,,,,
BK, 	113 , 	108 , 	109 , 	32 , 	53 , 	60 , 	57 , 	127 , 	79 , 	42 , 	49 , 	97 , 	26 , 	21 , 	27 , 	19 , 	19 , 	26 , 	10 , 	12 , 	17 , 	8 , 	8 , 	5 , 	15 , 	233 , 	183 , 	230 , 	153 , 	71 , 	46 , 	27 , 	15 , 	24 , 	13 , 	9 , 	29 , 	4 , 	3 , 	6 , 	5 , 	94 , 	37 , 	7 , 	61 , 	24 , 	52 , 	74 , 	1 , 	3 ," 	2,535 ",,,,,,,,,,,
AS, 	17 , 	28 , 	22 , 	14 , 	44 , 	12 , 	19 , 	26 , 	23 , 	16 , 	25 , 	42 , 	10 , 	7 , 	8 , 	6 , 	3 , 	5 , 	2 , 	3 , 	2 , 	1 , 	1 , 	3 , 	11 , 	67 , 	41 , 	67 , 	58 , 	41 , 	25 , 	8 , 	6 , 	5 , 	1 , 	2 , 	5 , 	1 , 	2 , 	2 , 	2 , 	30 , 	4 , 	2 , 	13 , 	3 , 	6 , 	11 , 	-   , 	2 , 	749 ,,,,,,,,,,,
MA, 	31 , 	40 , 	21 , 	22 , 	57 , 	19 , 	22 , 	28 , 	33 , 	17 , 	36 , 	87 , 	18 , 	14 , 	12 , 	6 , 	6 , 	7 , 	16 , 	19 , 	23 , 	11 , 	8 , 	15 , 	10 , 	134 , 	80 , 	159 , 	120 , 	88 , 	45 , 	21 , 	15 , 	15 , 	3 , 	2 , 	6 , 	4 , 	13 , 	3 , 	3 , 	66 , 	7 , 	2 , 	27 , 	5 , 	9 , 	14 , 	3 , 	15 ," 	1,429 ",,,,,,,,,,,
19, 	19 , 	28 , 	21 , 	34 , 	125 , 	24 , 	28 , 	20 , 	9 , 	8 , 	23 , 	70 , 	19 , 	19 , 	16 , 	8 , 	7 , 	5 , 	13 , 	9 , 	20 , 	7 , 	8 , 	27 , 	23 , 	165 , 	94 , 	182 , 	136 , 	98 , 	54 , 	21 , 	14 , 	21 , 	4 , 	1 , 	6 , 	4 , 	6 , 	2 , 	4 , 	74 , 	9 , 	3 , 	26 , 	6 , 	9 , 	13 , 	2 , 	6 ," 	1,548 ",,,,,,,,,,,
12, 	28 , 	41 , 	29 , 	27 , 	81 , 	21 , 	42 , 	14 , 	38 , 	8 , 	21 , 	73 , 	20 , 	23 , 	18 , 	8 , 	10 , 	11 , 	19 , 	19 , 	26 , 	11 , 	10 , 	33 , 	15 , 	152 , 	92 , 	227 , 	141 , 	98 , 	49 , 	21 , 	23 , 	21 , 	6 , 	1 , 	6 , 	4 , 	11 , 	5 , 	7 , 	66 , 	14 , 	2 , 	20 , 	8 , 	14 , 	15 , 	4 , 	10 ," 	1,656 ",,,,,,,,,,,
LM, 	25 , 	17 , 	14 , 	10 , 	46 , 	22 , 	18 , 	9 , 	8 , 	24 , 	61 , 	148 , 	57 , 	48 , 	26 , 	16 , 	10 , 	16 , 	5 , 	4 , 	3 , 	2 , 	3 , 	3 , 	17 , 	119 , 	89 , 	135 , 	74 , 	52 , 	38 , 	18 , 	12 , 	14 , 	1 , 	24 , 	42 , 	0 , 	3 , 	1 , 	1 , 	16 , 	3 , 	18 , 	22 , 	12 , 	12 , 	26 , 	0 , 	2 ," 	1,338 ",,,,,,,,,,,
FV, 	29 , 	30 , 	14 , 	15 , 	56 , 	23 , 	35 , 	23 , 	20 , 	57 , 	22 , 	134 , 	58 , 	66 , 	54 , 	22 , 	14 , 	14 , 	10 , 	8 , 	6 , 	3 , 	3 , 	10 , 	28 , 	108 , 	73 , 	155 , 	97 , 	51 , 	41 , 	10 , 	11 , 	15 , 	2 , 	14 , 	27 , 	1 , 	7 , 	2 , 	4 , 	25 , 	2 , 	20 , 	9 , 	12 , 	14 , 	29 , 	3 , 	9 ," 	1,490 ",,,,,,,,,,,
