Exit stations,Entry stations->,,SUNDAY,,,Aug 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	14 , 	30 , 	29 , 	15 , 	113 , 	18 , 	29 , 	22 , 	18 , 	21 , 	31 , 	43 , 	11 , 	5 , 	7 , 	3 , 	2 , 	3 , 	7 , 	5 , 	6 , 	4 , 	2 , 	5 , 	5 , 	67 , 	34 , 	98 , 	36 , 	35 , 	32 , 	7 , 	9 , 	9 , 	3 , 	2 , 	3 , 	1 , 	2 , 	2 , 	7 , 	22 , 	8 , 	1 , 	6 , 	5 , 	3 , 	8 , 	3 , 	3 , 	844 ,,,,,,,,,,,
CL, 	41 , 	89 , 	56 , 	46 , 	87 , 	45 , 	82 , 	75 , 	73 , 	114 , 	129 , 	33 , 	166 , 	136 , 	94 , 	74 , 	73 , 	88 , 	52 , 	53 , 	52 , 	38 , 	35 , 	40 , 	40 , 	165 , 	148 , 	193 , 	97 , 	52 , 	50 , 	32 , 	28 , 	67 , 	4 , 	77 , 	397 , 	29 , 	33 , 	12 , 	6 , 	20 , 	19 , 	94 , 	49 , 	69 , 	90 , 	149 , 	8 , 	41 ," 	3,737 ",,,,,,,,,,,
SL, 	12 , 	12 , 	2 , 	8 , 	26 , 	11 , 	20 , 	26 , 	23 , 	58 , 	55 , 	169 , 	19 , 	37 , 	36 , 	17 , 	10 , 	17 , 	4 , 	3 , 	4 , 	1 , 	1 , 	4 , 	13 , 	76 , 	69 , 	114 , 	59 , 	24 , 	17 , 	6 , 	7 , 	10 , 	1 , 	11 , 	24 , 	2 , 	3 , 	2 , 	3 , 	17 , 	1 , 	15 , 	9 , 	9 , 	7 , 	13 , 	1 , 	2 ," 	1,081 ",,,,,,,,,,,
BF, 	6 , 	7 , 	2 , 	3 , 	22 , 	6 , 	21 , 	19 , 	27 , 	45 , 	71 , 	139 , 	36 , 	14 , 	31 , 	18 , 	11 , 	17 , 	9 , 	2 , 	5 , 	0 , 	1 , 	1 , 	11 , 	75 , 	77 , 	128 , 	44 , 	17 , 	16 , 	4 , 	8 , 	6 , 	1 , 	16 , 	29 , 	1 , 	2 , 	1 , 	3 , 	13 , 	1 , 	21 , 	9 , 	15 , 	10 , 	16 , 	1 , 	4 ," 	1,035 ",,,,,,,,,,,
HY, 	6 , 	14 , 	3 , 	6 , 	28 , 	8 , 	13 , 	14 , 	19 , 	19 , 	52 , 	106 , 	41 , 	32 , 	15 , 	22 , 	19 , 	26 , 	3 , 	4 , 	2 , 	3 , 	1 , 	3 , 	8 , 	40 , 	22 , 	55 , 	23 , 	12 , 	6 , 	3 , 	4 , 	8 , 	3 , 	6 , 	16 , 	1 , 	4 , 	2 , 	4 , 	8 , 	1 , 	9 , 	7 , 	21 , 	23 , 	24 , 	1 , 	5 , 	769 ,,,,,,,,,,,
SH, 	2 , 	6 , 	5 , 	7 , 	17 , 	5 , 	8 , 	10 , 	9 , 	13 , 	22 , 	64 , 	18 , 	17 , 	19 , 	6 , 	8 , 	15 , 	2 , 	1 , 	4 , 	1 , 	2 , 	1 , 	3 , 	38 , 	30 , 	49 , 	17 , 	13 , 	8 , 	3 , 	5 , 	5 , 	-   , 	4 , 	7 , 	1 , 	2 , 	1 , 	1 , 	6 , 	2 , 	8 , 	7 , 	15 , 	10 , 	15 , 	1 , 	1 , 	507 ,,,,,,,,,,,
UC, 	2 , 	6 , 	1 , 	3 , 	25 , 	4 , 	6 , 	11 , 	10 , 	11 , 	14 , 	66 , 	11 , 	14 , 	22 , 	6 , 	12 , 	28 , 	3 , 	1 , 	2 , 	1 , 	1 , 	1 , 	2 , 	39 , 	27 , 	35 , 	18 , 	10 , 	4 , 	4 , 	2 , 	4 , 	0 , 	5 , 	4 , 	1 , 	1 , 	0 , 	0 , 	6 , 	-   , 	2 , 	6 , 	23 , 	22 , 	27 , 	0 , 	1 , 	499 ,,,,,,,,,,,
FM, 	4 , 	5 , 	3 , 	3 , 	27 , 	7 , 	10 , 	6 , 	11 , 	9 , 	17 , 	86 , 	19 , 	17 , 	32 , 	14 , 	29 , 	21 , 	5 , 	1 , 	2 , 	0 , 	0 , 	4 , 	4 , 	58 , 	39 , 	40 , 	31 , 	11 , 	5 , 	5 , 	6 , 	4 , 	2 , 	6 , 	8 , 	1 , 	2 , 	1 , 	1 , 	12 , 	1 , 	3 , 	8 , 	23 , 	45 , 	46 , 	1 , 	2 , 	695 ,,,,,,,,,,,
CN, 	7 , 	12 , 	5 , 	3 , 	13 , 	2 , 	17 , 	13 , 	15 , 	7 , 	11 , 	42 , 	3 , 	7 , 	3 , 	2 , 	1 , 	5 , 	20 , 	18 , 	73 , 	35 , 	11 , 	20 , 	3 , 	83 , 	39 , 	84 , 	42 , 	23 , 	17 , 	5 , 	6 , 	11 , 	3 , 	2 , 	1 , 	9 , 	44 , 	4 , 	3 , 	46 , 	2 , 	1 , 	11 , 	1 , 	2 , 	4 , 	29 , 	28 , 	844 ,,,,,,,,,,,
PH, 	4 , 	2 , 	2 , 	4 , 	10 , 	4 , 	14 , 	15 , 	17 , 	3 , 	7 , 	51 , 	2 , 	1 , 	3 , 	1 , 	1 , 	1 , 	20 , 	18 , 	30 , 	11 , 	5 , 	26 , 	3 , 	104 , 	44 , 	88 , 	50 , 	20 , 	14 , 	6 , 	5 , 	8 , 	1 , 	1 , 	1 , 	2 , 	17 , 	3 , 	4 , 	56 , 	1 , 	-   , 	18 , 	1 , 	2 , 	3 , 	6 , 	14 , 	719 ,,,,,,,,,,,
WC, 	4 , 	6 , 	3 , 	6 , 	18 , 	6 , 	18 , 	23 , 	23 , 	5 , 	7 , 	50 , 	3 , 	5 , 	1 , 	4 , 	2 , 	1 , 	85 , 	32 , 	14 , 	14 , 	10 , 	42 , 	5 , 	114 , 	54 , 	99 , 	70 , 	30 , 	13 , 	10 , 	4 , 	10 , 	4 , 	1 , 	1 , 	9 , 	29 , 	4 , 	4 , 	63 , 	4 , 	0 , 	17 , 	1 , 	1 , 	5 , 	11 , 	17 , 	954 ,,,,,,,,,,,
LF, 	3 , 	3 , 	3 , 	2 , 	5 , 	3 , 	11 , 	8 , 	9 , 	1 , 	4 , 	27 , 	1 , 	0 , 	2 , 	0 , 	1 , 	0 , 	44 , 	15 , 	19 , 	10 , 	5 , 	22 , 	1 , 	67 , 	32 , 	52 , 	41 , 	15 , 	4 , 	6 , 	4 , 	4 , 	1 , 	0 , 	1 , 	3 , 	9 , 	1 , 	0 , 	43 , 	2 , 	-   , 	7 , 	-   , 	1 , 	1 , 	5 , 	5 , 	500 ,,,,,,,,,,,
OR, 	1 , 	1 , 	1 , 	2 , 	6 , 	1 , 	5 , 	8 , 	8 , 	3 , 	2 , 	32 , 	1 , 	2 , 	0 , 	1 , 	-   , 	1 , 	6 , 	8 , 	11 , 	5 , 	6 , 	13 , 	-   , 	63 , 	21 , 	46 , 	33 , 	13 , 	5 , 	6 , 	3 , 	2 , 	2 , 	1 , 	2 , 	1 , 	2 , 	1 , 	1 , 	27 , 	2 , 	0 , 	5 , 	1 , 	-   , 	2 , 	1 , 	3 , 	363 ,,,,,,,,,,,
RR, 	5 , 	9 , 	7 , 	4 , 	4 , 	2 , 	12 , 	31 , 	22 , 	5 , 	12 , 	38 , 	4 , 	3 , 	3 , 	1 , 	1 , 	4 , 	19 , 	22 , 	38 , 	19 , 	20 , 	14 , 	7 , 	131 , 	82 , 	135 , 	89 , 	60 , 	31 , 	16 , 	4 , 	7 , 	4 , 	1 , 	2 , 	5 , 	7 , 	2 , 	4 , 	60 , 	7 , 	1 , 	9 , 	2 , 	3 , 	3 , 	1 , 	9 , 	970 ,,,,,,,,,,,
OW, 	11 , 	9 , 	6 , 	4 , 	23 , 	13 , 	17 , 	20 , 	23 , 	14 , 	35 , 	39 , 	11 , 	7 , 	8 , 	5 , 	4 , 	3 , 	6 , 	5 , 	10 , 	2 , 	2 , 	11 , 	25 , 	203 , 	124 , 	276 , 	162 , 	106 , 	58 , 	19 , 	16 , 	14 , 	5 , 	4 , 	13 , 	1 , 	5 , 	1 , 	5 , 	60 , 	9 , 	3 , 	10 , 	2 , 	2 , 	6 , 	3 , 	8 ," 	1,423 ",,,,,,,,,,,
EM, 	79 , 	112 , 	72 , 	104 , 	303 , 	88 , 	157 , 	175 , 	167 , 	111 , 	125 , 	215 , 	88 , 	87 , 	46 , 	42 , 	46 , 	66 , 	86 , 	112 , 	118 , 	77 , 	77 , 	143 , 	223 , 	150 , 	14 , 	60 , 	43 , 	144 , 	138 , 	84 , 	98 , 	97 , 	34 , 	46 , 	241 , 	28 , 	50 , 	31 , 	42 , 	185 , 	67 , 	65 , 	66 , 	25 , 	58 , 	53 , 	9 , 	52 ," 	4,792 ",,,,,,,,,,,
MT, 	45 , 	67 , 	47 , 	71 , 	320 , 	48 , 	103 , 	109 , 	133 , 	147 , 	134 , 	181 , 	103 , 	101 , 	46 , 	45 , 	38 , 	62 , 	48 , 	56 , 	61 , 	35 , 	28 , 	96 , 	212 , 	29 , 	83 , 	51 , 	38 , 	111 , 	115 , 	75 , 	169 , 	106 , 	42 , 	59 , 	142 , 	13 , 	35 , 	24 , 	29 , 	217 , 	49 , 	47 , 	62 , 	25 , 	46 , 	52 , 	7 , 	27 ," 	3,983 ",,,,,,,,,,,
PL, 	97 , 	134 , 	66 , 	73 , 	215 , 	64 , 	125 , 	126 , 	161 , 	91 , 	102 , 	149 , 	68 , 	81 , 	36 , 	38 , 	19 , 	29 , 	69 , 	80 , 	84 , 	49 , 	47 , 	104 , 	219 , 	53 , 	12 , 	192 , 	38 , 	293 , 	326 , 	183 , 	308 , 	280 , 	106 , 	33 , 	112 , 	22 , 	65 , 	64 , 	95 , 	622 , 	101 , 	30 , 	31 , 	15 , 	35 , 	31 , 	16 , 	50 ," 	5,434 ",,,,,,,,,,,
CC, 	31 , 	47 , 	36 , 	56 , 	134 , 	58 , 	127 , 	115 , 	116 , 	59 , 	89 , 	79 , 	47 , 	40 , 	20 , 	11 , 	18 , 	33 , 	47 , 	47 , 	84 , 	43 , 	36 , 	84 , 	139 , 	33 , 	20 , 	38 , 	117 , 	105 , 	122 , 	77 , 	121 , 	108 , 	50 , 	25 , 	70 , 	9 , 	30 , 	37 , 	58 , 	231 , 	100 , 	36 , 	21 , 	17 , 	21 , 	39 , 	5 , 	23 ," 	3,106 ",,,,,,,,,,,
16, 	34 , 	39 , 	20 , 	35 , 	76 , 	41 , 	87 , 	92 , 	73 , 	57 , 	52 , 	57 , 	23 , 	18 , 	11 , 	11 , 	7 , 	15 , 	24 , 	16 , 	31 , 	13 , 	14 , 	53 , 	107 , 	121 , 	74 , 	332 , 	120 , 	71 , 	37 , 	63 , 	87 , 	114 , 	53 , 	12 , 	33 , 	7 , 	13 , 	26 , 	45 , 	165 , 	63 , 	11 , 	13 , 	8 , 	10 , 	16 , 	5 , 	7 ," 	2,506 ",,,,,,,,,,,
24, 	38 , 	31 , 	13 , 	25 , 	47 , 	29 , 	53 , 	48 , 	52 , 	35 , 	41 , 	46 , 	17 , 	14 , 	10 , 	9 , 	5 , 	7 , 	18 , 	16 , 	18 , 	4 , 	7 , 	26 , 	65 , 	128 , 	83 , 	358 , 	147 , 	35 , 	70 , 	59 , 	66 , 	86 , 	31 , 	6 , 	17 , 	4 , 	14 , 	31 , 	50 , 	139 , 	47 , 	7 , 	13 , 	3 , 	5 , 	9 , 	4 , 	11 ," 	2,089 ",,,,,,,,,,,
GP, 	10 , 	17 , 	7 , 	9 , 	25 , 	11 , 	20 , 	22 , 	23 , 	12 , 	12 , 	40 , 	5 , 	4 , 	4 , 	3 , 	2 , 	4 , 	8 , 	8 , 	9 , 	4 , 	9 , 	14 , 	19 , 	88 , 	60 , 	212 , 	84 , 	70 , 	54 , 	35 , 	8 , 	21 , 	20 , 	3 , 	10 , 	1 , 	7 , 	7 , 	21 , 	75 , 	27 , 	3 , 	10 , 	3 , 	2 , 	4 , 	-   , 	5 ," 	1,127 ",,,,,,,,,,,
BP, 	10 , 	14 , 	6 , 	7 , 	17 , 	8 , 	11 , 	12 , 	16 , 	13 , 	11 , 	33 , 	10 , 	6 , 	3 , 	4 , 	3 , 	3 , 	7 , 	3 , 	5 , 	1 , 	2 , 	6 , 	18 , 	88 , 	82 , 	411 , 	116 , 	80 , 	71 , 	9 , 	28 , 	13 , 	25 , 	2 , 	6 , 	0 , 	12 , 	15 , 	28 , 	70 , 	27 , 	2 , 	6 , 	2 , 	6 , 	5 , 	2 , 	6 ," 	1,333 ",,,,,,,,,,,
DC, 	11 , 	10 , 	8 , 	7 , 	25 , 	8 , 	10 , 	13 , 	12 , 	11 , 	19 , 	71 , 	10 , 	6 , 	4 , 	5 , 	5 , 	5 , 	11 , 	7 , 	7 , 	3 , 	2 , 	9 , 	15 , 	93 , 	65 , 	368 , 	134 , 	98 , 	78 , 	24 , 	20 , 	34 , 	13 , 	4 , 	17 , 	3 , 	9 , 	11 , 	38 , 	130 , 	61 , 	4 , 	9 , 	3 , 	5 , 	6 , 	2 , 	8 ," 	1,526 ",,,,,,,,,,,
CM, 	4 , 	6 , 	1 , 	2 , 	8 , 	0 , 	4 , 	3 , 	5 , 	1 , 	2 , 	2 , 	1 , 	2 , 	2 , 	1 , 	0 , 	2 , 	4 , 	1 , 	4 , 	0 , 	1 , 	2 , 	7 , 	28 , 	26 , 	128 , 	60 , 	43 , 	30 , 	20 , 	25 , 	16 , 	10 , 	1 , 	1 , 	1 , 	5 , 	3 , 	14 , 	80 , 	15 , 	0 , 	2 , 	0 , 	-   , 	1 , 	1 , 	7 , 	579 ,,,,,,,,,,,
CV, 	1 , 	2 , 	1 , 	2 , 	7 , 	0 , 	3 , 	3 , 	2 , 	23 , 	17 , 	76 , 	19 , 	17 , 	8 , 	5 , 	2 , 	3 , 	2 , 	1 , 	1 , 	-   , 	-   , 	1 , 	4 , 	50 , 	35 , 	54 , 	32 , 	6 , 	6 , 	3 , 	1 , 	5 , 	1 , 	5 , 	24 , 	0 , 	0 , 	1 , 	2 , 	8 , 	1 , 	25 , 	4 , 	0 , 	1 , 	3 , 	1 , 	1 , 	464 ,,,,,,,,,,,
ED, 	4 , 	3 , 	3 , 	3 , 	30 , 	6 , 	7 , 	11 , 	6 , 	32 , 	29 , 	363 , 	24 , 	24 , 	9 , 	8 , 	7 , 	6 , 	2 , 	1 , 	2 , 	2 , 	1 , 	2 , 	13 , 	205 , 	115 , 	156 , 	75 , 	37 , 	15 , 	8 , 	8 , 	15 , 	1 , 	23 , 	31 , 	1 , 	0 , 	2 , 	2 , 	50 , 	3 , 	12 , 	42 , 	5 , 	10 , 	12 , 	-   , 	2 ," 	1,416 ",,,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	1 , 	4 , 	-   , 	4 , 	4 , 	4 , 	1 , 	1 , 	25 , 	1 , 	0 , 	1 , 	-   , 	1 , 	0 , 	8 , 	5 , 	5 , 	3 , 	0 , 	3 , 	1 , 	26 , 	13 , 	24 , 	9 , 	6 , 	3 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	9 , 	1 , 	1 , 	18 , 	-   , 	-   , 	4 , 	-   , 	1 , 	1 , 	3 , 	3 , 	200 ,,,,,,,,,,,
WP, 	4 , 	5 , 	1 , 	2 , 	4 , 	1 , 	14 , 	6 , 	9 , 	4 , 	4 , 	29 , 	2 , 	3 , 	2 , 	1 , 	1 , 	2 , 	54 , 	19 , 	29 , 	10 , 	2 , 	8 , 	4 , 	38 , 	31 , 	83 , 	25 , 	12 , 	19 , 	7 , 	7 , 	7 , 	5 , 	1 , 	-   , 	10 , 	10 , 	3 , 	4 , 	42 , 	3 , 	0 , 	9 , 	1 , 	2 , 	3 , 	6 , 	6 , 	550 ,,,,,,,,,,,
SS, 	2 , 	3 , 	1 , 	1 , 	10 , 	1 , 	3 , 	3 , 	5 , 	1 , 	3 , 	6 , 	2 , 	0 , 	0 , 	1 , 	1 , 	1 , 	3 , 	3 , 	4 , 	2 , 	0 , 	2 , 	3 , 	32 , 	21 , 	82 , 	43 , 	27 , 	26 , 	9 , 	14 , 	15 , 	5 , 	2 , 	2 , 	1 , 	5 , 	7 , 	10 , 	45 , 	7 , 	-   , 	2 , 	-   , 	-   , 	2 , 	0 , 	3 , 	414 ,,,,,,,,,,,
SB, 	7 , 	12 , 	4 , 	3 , 	7 , 	2 , 	3 , 	3 , 	8 , 	2 , 	5 , 	6 , 	2 , 	3 , 	2 , 	3 , 	-   , 	0 , 	3 , 	5 , 	6 , 	0 , 	1 , 	2 , 	8 , 	43 , 	22 , 	116 , 	64 , 	40 , 	40 , 	19 , 	31 , 	37 , 	12 , 	2 , 	1 , 	1 , 	5 , 	9 , 	8 , 	58 , 	10 , 	1 , 	2 , 	0 , 	1 , 	0 , 	1 , 	3 , 	621 ,,,,,,,,,,,
SO, 	18 , 	29 , 	21 , 	28 , 	62 , 	16 , 	31 , 	32 , 	43 , 	9 , 	9 , 	11 , 	6 , 	8 , 	4 , 	6 , 	1 , 	8 , 	38 , 	33 , 	45 , 	27 , 	25 , 	37 , 	40 , 	161 , 	169 , 	716 , 	152 , 	95 , 	45 , 	39 , 	48 , 	87 , 	58 , 	4 , 	27 , 	11 , 	29 , 	23 , 	25 , 	98 , 	111 , 	7 , 	15 , 	1 , 	2 , 	2 , 	2 , 	31 ," 	2,538 ",,,,,,,,,,,
MB, 	6 , 	8 , 	3 , 	7 , 	37 , 	6 , 	9 , 	8 , 	11 , 	1 , 	3 , 	17 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	2 , 	2 , 	3 , 	2 , 	1 , 	5 , 	6 , 	60 , 	36 , 	122 , 	84 , 	54 , 	33 , 	20 , 	26 , 	53 , 	12 , 	1 , 	3 , 	2 , 	2 , 	7 , 	9 , 	230 , 	26 , 	1 , 	2 , 	1 , 	-   , 	-   , 	1 , 	2 , 	923 ,,,,,,,,,,,
WD, 	2 , 	3 , 	3 , 	1 , 	9 , 	1 , 	3 , 	2 , 	4 , 	18 , 	17 , 	100 , 	15 , 	21 , 	8 , 	7 , 	3 , 	3 , 	0 , 	-   , 	-   , 	0 , 	-   , 	1 , 	3 , 	61 , 	36 , 	44 , 	39 , 	13 , 	4 , 	4 , 	2 , 	3 , 	0 , 	22 , 	14 , 	-   , 	0 , 	0 , 	1 , 	13 , 	1 , 	14 , 	14 , 	2 , 	4 , 	4 , 	-   , 	1 , 	516 ,,,,,,,,,,,
OA, 	3 , 	11 , 	7 , 	10 , 	28 , 	4 , 	13 , 	6 , 	10 , 	9 , 	6 , 	32 , 	3 , 	6 , 	2 , 	2 , 	2 , 	4 , 	6 , 	9 , 	10 , 	5 , 	2 , 	3 , 	4 , 	49 , 	47 , 	74 , 	17 , 	10 , 	7 , 	5 , 	4 , 	2 , 	1 , 	1 , 	19 , 	2 , 	5 , 	1 , 	1 , 	14 , 	1 , 	4 , 	15 , 	2 , 	4 , 	4 , 	1 , 	6 , 	484 ,,,,,,,,,,,
WS, 	7 , 	4 , 	3 , 	2 , 	16 , 	3 , 	6 , 	4 , 	8 , 	11 , 	13 , 	67 , 	10 , 	14 , 	16 , 	14 , 	19 , 	19 , 	2 , 	-   , 	1 , 	0 , 	1 , 	1 , 	2 , 	24 , 	11 , 	17 , 	21 , 	5 , 	2 , 	3 , 	2 , 	3 , 	-   , 	1 , 	3 , 	-   , 	2 , 	-   , 	1 , 	6 , 	-   , 	3 , 	3 , 	7 , 	24 , 	22 , 	1 , 	1 , 	399 ,,,,,,,,,,,
ML, 	4 , 	8 , 	4 , 	7 , 	39 , 	7 , 	8 , 	10 , 	11 , 	7 , 	11 , 	71 , 	10 , 	15 , 	20 , 	9 , 	21 , 	44 , 	1 , 	2 , 	1 , 	2 , 	1 , 	2 , 	1 , 	49 , 	27 , 	41 , 	23 , 	7 , 	7 , 	3 , 	4 , 	4 , 	-   , 	1 , 	9 , 	1 , 	3 , 	1 , 	-   , 	5 , 	0 , 	3 , 	8 , 	21 , 	22 , 	14 , 	1 , 	1 , 	563 ,,,,,,,,,,,
BE, 	8 , 	15 , 	7 , 	13 , 	63 , 	10 , 	14 , 	13 , 	14 , 	22 , 	26 , 	127 , 	18 , 	18 , 	28 , 	18 , 	26 , 	43 , 	4 , 	6 , 	6 , 	1 , 	2 , 	3 , 	4 , 	50 , 	36 , 	58 , 	32 , 	18 , 	7 , 	4 , 	6 , 	8 , 	1 , 	2 , 	14 , 	2 , 	1 , 	1 , 	0 , 	4 , 	1 , 	4 , 	6 , 	31 , 	13 , 	23 , 	2 , 	4 , 	830 ,,,,,,,,,,,
