Exit stations,Entry stations->,,SATURDAY,,,Aug 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	17 , 	39 , 	39 , 	23 , 	145 , 	33 , 	45 , 	26 , 	33 , 	11 , 	32 , 	40 , 	11 , 	4 , 	10 , 	5 , 	2 , 	4 , 	7 , 	5 , 	7 , 	7 , 	2 , 	6 , 	12 , 	86 , 	50 , 	164 , 	51 , 	54 , 	72 , 	10 , 	20 , 	14 , 	8 , 	1 , 	3 , 	1 , 	2 , 	5 , 	10 , 	28 , 	8 , 	1 , 	5 , 	11 , 	5 , 	7 , 	4 , 	4 ," 	1,183 ",,,,,,,,,,
CL, 	40 , 	78 , 	48 , 	54 , 	67 , 	49 , 	79 , 	83 , 	77 , 	108 , 	127 , 	41 , 	155 , 	133 , 	98 , 	75 , 	72 , 	109 , 	50 , 	55 , 	60 , 	44 , 	26 , 	43 , 	47 , 	177 , 	101 , 	242 , 	112 , 	48 , 	65 , 	26 , 	23 , 	44 , 	5 , 	67 , 	395 , 	26 , 	30 , 	8 , 	13 , 	15 , 	12 , 	121 , 	23 , 	88 , 	73 , 	103 , 	5 , 	34 ," 	3,667 ",,,,,,,,,,
SL, 	14 , 	14 , 	9 , 	10 , 	41 , 	11 , 	29 , 	28 , 	44 , 	62 , 	82 , 	161 , 	17 , 	51 , 	41 , 	23 , 	16 , 	27 , 	5 , 	3 , 	5 , 	1 , 	1 , 	6 , 	13 , 	115 , 	84 , 	203 , 	78 , 	38 , 	36 , 	9 , 	17 , 	17 , 	4 , 	21 , 	31 , 	1 , 	5 , 	3 , 	5 , 	18 , 	3 , 	24 , 	4 , 	16 , 	11 , 	24 , 	2 , 	9 ," 	1,485 ",,,,,,,,,,
BF, 	6 , 	13 , 	5 , 	6 , 	32 , 	11 , 	20 , 	26 , 	41 , 	65 , 	96 , 	141 , 	53 , 	13 , 	43 , 	25 , 	15 , 	24 , 	8 , 	2 , 	5 , 	1 , 	1 , 	3 , 	20 , 	109 , 	78 , 	198 , 	69 , 	31 , 	24 , 	8 , 	13 , 	8 , 	5 , 	17 , 	40 , 	2 , 	5 , 	1 , 	5 , 	13 , 	3 , 	30 , 	5 , 	16 , 	14 , 	20 , 	2 , 	2 ," 	1,386 ",,,,,,,,,,
HY, 	11 , 	15 , 	8 , 	4 , 	28 , 	10 , 	19 , 	23 , 	28 , 	27 , 	56 , 	95 , 	50 , 	43 , 	20 , 	26 , 	25 , 	43 , 	5 , 	3 , 	4 , 	2 , 	1 , 	3 , 	13 , 	63 , 	32 , 	77 , 	30 , 	27 , 	18 , 	6 , 	7 , 	7 , 	3 , 	6 , 	19 , 	1 , 	3 , 	2 , 	3 , 	5 , 	2 , 	9 , 	3 , 	31 , 	26 , 	24 , 	2 , 	6 , 	971 ,,,,,,,,,,
SH, 	8 , 	8 , 	7 , 	8 , 	28 , 	4 , 	8 , 	12 , 	18 , 	12 , 	27 , 	60 , 	25 , 	23 , 	30 , 	12 , 	12 , 	19 , 	2 , 	3 , 	3 , 	0 , 	1 , 	2 , 	4 , 	62 , 	35 , 	68 , 	30 , 	18 , 	11 , 	2 , 	4 , 	11 , 	2 , 	6 , 	10 , 	1 , 	3 , 	1 , 	1 , 	9 , 	3 , 	7 , 	3 , 	22 , 	13 , 	20 , 	1 , 	1 , 	677 ,,,,,,,,,,
UC, 	3 , 	9 , 	2 , 	6 , 	28 , 	6 , 	9 , 	9 , 	12 , 	12 , 	16 , 	63 , 	14 , 	15 , 	30 , 	12 , 	18 , 	46 , 	4 , 	2 , 	2 , 	1 , 	0 , 	2 , 	3 , 	61 , 	31 , 	62 , 	35 , 	10 , 	12 , 	3 , 	5 , 	5 , 	2 , 	3 , 	8 , 	-   , 	2 , 	-   , 	1 , 	10 , 	1 , 	4 , 	6 , 	27 , 	30 , 	34 , 	1 , 	2 , 	669 ,,,,,,,,,,
FM, 	4 , 	7 , 	4 , 	8 , 	44 , 	7 , 	12 , 	10 , 	13 , 	12 , 	29 , 	100 , 	23 , 	23 , 	42 , 	18 , 	44 , 	22 , 	5 , 	3 , 	2 , 	1 , 	0 , 	3 , 	3 , 	76 , 	31 , 	82 , 	38 , 	22 , 	9 , 	8 , 	7 , 	8 , 	2 , 	7 , 	10 , 	1 , 	3 , 	2 , 	1 , 	8 , 	0 , 	4 , 	9 , 	27 , 	55 , 	49 , 	-   , 	3 , 	898 ,,,,,,,,,,
CN, 	9 , 	12 , 	7 , 	10 , 	22 , 	4 , 	23 , 	19 , 	27 , 	4 , 	11 , 	47 , 	6 , 	8 , 	6 , 	2 , 	2 , 	5 , 	19 , 	28 , 	97 , 	42 , 	11 , 	21 , 	7 , 	114 , 	56 , 	125 , 	63 , 	32 , 	22 , 	10 , 	10 , 	14 , 	7 , 	1 , 	2 , 	11 , 	56 , 	7 , 	5 , 	47 , 	7 , 	1 , 	10 , 	3 , 	2 , 	8 , 	27 , 	30 ," 	1,112 ",,,,,,,,,,
PH, 	6 , 	3 , 	3 , 	5 , 	20 , 	7 , 	16 , 	21 , 	20 , 	4 , 	7 , 	43 , 	4 , 	3 , 	2 , 	1 , 	1 , 	3 , 	32 , 	17 , 	35 , 	20 , 	6 , 	36 , 	4 , 	125 , 	69 , 	125 , 	64 , 	25 , 	17 , 	12 , 	6 , 	9 , 	3 , 	1 , 	2 , 	7 , 	23 , 	4 , 	6 , 	59 , 	4 , 	1 , 	13 , 	2 , 	2 , 	7 , 	8 , 	18 , 	928 ,,,,,,,,,,
WC, 	6 , 	10 , 	10 , 	9 , 	30 , 	5 , 	31 , 	33 , 	31 , 	4 , 	10 , 	56 , 	6 , 	6 , 	3 , 	4 , 	2 , 	3 , 	116 , 	37 , 	16 , 	19 , 	12 , 	40 , 	9 , 	153 , 	96 , 	137 , 	94 , 	47 , 	17 , 	9 , 	11 , 	10 , 	3 , 	1 , 	1 , 	13 , 	41 , 	6 , 	6 , 	63 , 	5 , 	1 , 	13 , 	1 , 	2 , 	5 , 	15 , 	24 ," 	1,274 ",,,,,,,,,,
LF, 	6 , 	5 , 	2 , 	3 , 	14 , 	1 , 	12 , 	8 , 	17 , 	0 , 	4 , 	34 , 	2 , 	-   , 	2 , 	-   , 	1 , 	2 , 	53 , 	28 , 	28 , 	13 , 	4 , 	26 , 	2 , 	80 , 	47 , 	86 , 	46 , 	20 , 	11 , 	8 , 	5 , 	5 , 	1 , 	-   , 	0 , 	3 , 	10 , 	3 , 	3 , 	40 , 	4 , 	-   , 	5 , 	1 , 	1 , 	1 , 	5 , 	5 , 	653 ,,,,,,,,,,
OR, 	1 , 	2 , 	2 , 	2 , 	12 , 	2 , 	11 , 	13 , 	11 , 	2 , 	5 , 	19 , 	3 , 	-   , 	1 , 	-   , 	1 , 	1 , 	11 , 	9 , 	9 , 	5 , 	9 , 	14 , 	2 , 	79 , 	39 , 	59 , 	41 , 	15 , 	9 , 	5 , 	2 , 	3 , 	0 , 	1 , 	1 , 	1 , 	5 , 	1 , 	2 , 	24 , 	3 , 	-   , 	5 , 	-   , 	1 , 	1 , 	2 , 	2 , 	440 ,,,,,,,,,,
RR, 	9 , 	10 , 	11 , 	8 , 	8 , 	4 , 	22 , 	33 , 	41 , 	6 , 	19 , 	39 , 	7 , 	3 , 	3 , 	3 , 	2 , 	4 , 	21 , 	34 , 	44 , 	25 , 	21 , 	22 , 	13 , 	195 , 	121 , 	188 , 	126 , 	91 , 	46 , 	20 , 	9 , 	15 , 	3 , 	2 , 	3 , 	4 , 	13 , 	3 , 	4 , 	58 , 	8 , 	2 , 	7 , 	1 , 	2 , 	4 , 	3 , 	10 ," 	1,342 ",,,,,,,,,,
OW, 	12 , 	11 , 	4 , 	6 , 	25 , 	16 , 	27 , 	25 , 	37 , 	13 , 	37 , 	42 , 	16 , 	16 , 	11 , 	6 , 	3 , 	5 , 	8 , 	5 , 	13 , 	8 , 	3 , 	18 , 	32 , 	295 , 	192 , 	401 , 	214 , 	147 , 	88 , 	23 , 	23 , 	19 , 	7 , 	5 , 	12 , 	2 , 	6 , 	3 , 	8 , 	48 , 	8 , 	3 , 	6 , 	5 , 	6 , 	10 , 	2 , 	5 ," 	1,933 ",,,,,,,,,,
EM, 	93 , 	162 , 	124 , 	147 , 	544 , 	135 , 	243 , 	254 , 	264 , 	159 , 	169 , 	180 , 	137 , 	115 , 	85 , 	75 , 	67 , 	90 , 	133 , 	148 , 	176 , 	116 , 	113 , 	223 , 	346 , 	142 , 	20 , 	133 , 	73 , 	248 , 	266 , 	169 , 	199 , 	154 , 	61 , 	71 , 	301 , 	35 , 	76 , 	57 , 	64 , 	246 , 	110 , 	107 , 	51 , 	44 , 	82 , 	86 , 	14 , 	75 ," 	7,178 ",,,,,,,,,,
MT, 	67 , 	121 , 	71 , 	109 , 	417 , 	101 , 	170 , 	173 , 	199 , 	114 , 	134 , 	139 , 	115 , 	112 , 	38 , 	37 , 	43 , 	45 , 	73 , 	85 , 	101 , 	58 , 	46 , 	167 , 	261 , 	23 , 	54 , 	23 , 	46 , 	160 , 	230 , 	130 , 	300 , 	159 , 	57 , 	50 , 	124 , 	20 , 	63 , 	42 , 	52 , 	247 , 	64 , 	54 , 	28 , 	24 , 	44 , 	47 , 	12 , 	37 ," 	5,080 ",,,,,,,,,,
PL, 	140 , 	216 , 	120 , 	103 , 	361 , 	107 , 	183 , 	210 , 	227 , 	162 , 	217 , 	227 , 	160 , 	155 , 	70 , 	66 , 	50 , 	69 , 	107 , 	120 , 	133 , 	81 , 	60 , 	164 , 	405 , 	126 , 	19 , 	126 , 	69 , 	490 , 	552 , 	290 , 	515 , 	424 , 	147 , 	77 , 	229 , 	43 , 	107 , 	94 , 	137 , 	824 , 	181 , 	63 , 	53 , 	32 , 	51 , 	75 , 	23 , 	64 ," 	8,716 ",,,,,,,,,,
CC, 	57 , 	72 , 	54 , 	79 , 	216 , 	90 , 	175 , 	178 , 	157 , 	97 , 	180 , 	115 , 	78 , 	59 , 	39 , 	27 , 	20 , 	49 , 	53 , 	76 , 	102 , 	59 , 	51 , 	120 , 	226 , 	79 , 	45 , 	87 , 	71 , 	163 , 	222 , 	116 , 	154 , 	171 , 	71 , 	43 , 	119 , 	17 , 	34 , 	63 , 	78 , 	240 , 	147 , 	54 , 	22 , 	21 , 	40 , 	59 , 	8 , 	30 ," 	4,573 ",,,,,,,,,,
16, 	49 , 	53 , 	36 , 	56 , 	157 , 	66 , 	139 , 	142 , 	140 , 	77 , 	95 , 	52 , 	37 , 	30 , 	23 , 	18 , 	13 , 	19 , 	29 , 	25 , 	41 , 	25 , 	20 , 	95 , 	164 , 	233 , 	157 , 	541 , 	186 , 	51 , 	82 , 	114 , 	148 , 	170 , 	74 , 	16 , 	58 , 	6 , 	20 , 	32 , 	59 , 	165 , 	98 , 	16 , 	13 , 	10 , 	17 , 	23 , 	6 , 	17 ," 	3,905 ",,,,,,,,,,
24, 	63 , 	65 , 	28 , 	40 , 	85 , 	41 , 	88 , 	104 , 	82 , 	47 , 	82 , 	62 , 	28 , 	20 , 	19 , 	16 , 	11 , 	14 , 	20 , 	17 , 	23 , 	14 , 	9 , 	49 , 	93 , 	228 , 	160 , 	658 , 	255 , 	67 , 	32 , 	110 , 	130 , 	131 , 	67 , 	9 , 	25 , 	4 , 	22 , 	44 , 	62 , 	86 , 	73 , 	9 , 	9 , 	7 , 	14 , 	14 , 	5 , 	17 ," 	3,347 ",,,,,,,,,,
GP, 	13 , 	13 , 	12 , 	16 , 	39 , 	13 , 	24 , 	26 , 	35 , 	17 , 	16 , 	27 , 	8 , 	8 , 	6 , 	2 , 	3 , 	4 , 	7 , 	11 , 	8 , 	7 , 	6 , 	16 , 	30 , 	148 , 	97 , 	350 , 	114 , 	117 , 	98 , 	19 , 	20 , 	26 , 	22 , 	5 , 	11 , 	3 , 	8 , 	12 , 	22 , 	59 , 	36 , 	4 , 	6 , 	1 , 	6 , 	6 , 	2 , 	7 ," 	1,558 ",,,,,,,,,,
BP, 	18 , 	19 , 	5 , 	9 , 	32 , 	8 , 	12 , 	14 , 	29 , 	16 , 	18 , 	16 , 	16 , 	11 , 	7 , 	4 , 	4 , 	7 , 	7 , 	5 , 	10 , 	4 , 	2 , 	9 , 	23 , 	154 , 	134 , 	600 , 	134 , 	112 , 	118 , 	16 , 	19 , 	20 , 	28 , 	6 , 	7 , 	3 , 	8 , 	19 , 	45 , 	65 , 	39 , 	5 , 	3 , 	2 , 	3 , 	7 , 	2 , 	9 ," 	1,856 ",,,,,,,,,,
DC, 	17 , 	23 , 	10 , 	11 , 	33 , 	13 , 	14 , 	19 , 	25 , 	13 , 	25 , 	38 , 	14 , 	11 , 	9 , 	10 , 	4 , 	6 , 	10 , 	10 , 	10 , 	5 , 	3 , 	12 , 	22 , 	151 , 	119 , 	527 , 	191 , 	174 , 	134 , 	31 , 	26 , 	28 , 	11 , 	7 , 	19 , 	1 , 	8 , 	22 , 	52 , 	146 , 	57 , 	6 , 	3 , 	4 , 	4 , 	8 , 	4 , 	8 ," 	2,101 ",,,,,,,,,,
CM, 	6 , 	9 , 	2 , 	5 , 	9 , 	3 , 	4 , 	7 , 	10 , 	1 , 	5 , 	2 , 	2 , 	3 , 	2 , 	2 , 	1 , 	2 , 	7 , 	4 , 	5 , 	2 , 	1 , 	1 , 	8 , 	46 , 	38 , 	179 , 	69 , 	63 , 	62 , 	20 , 	32 , 	15 , 	7 , 	1 , 	3 , 	1 , 	9 , 	5 , 	17 , 	85 , 	16 , 	1 , 	2 , 	-   , 	-   , 	-   , 	2 , 	4 , 	773 ,,,,,,,,,,
CV, 	1 , 	5 , 	2 , 	3 , 	12 , 	2 , 	2 , 	5 , 	5 , 	29 , 	24 , 	62 , 	20 , 	19 , 	6 , 	4 , 	4 , 	5 , 	2 , 	1 , 	1 , 	0 , 	-   , 	1 , 	3 , 	65 , 	47 , 	90 , 	40 , 	13 , 	11 , 	4 , 	7 , 	8 , 	2 , 	8 , 	34 , 	-   , 	1 , 	1 , 	3 , 	6 , 	1 , 	29 , 	5 , 	1 , 	3 , 	4 , 	1 , 	1 , 	597 ,,,,,,,,,,
ED, 	4 , 	8 , 	4 , 	3 , 	38 , 	8 , 	11 , 	11 , 	10 , 	36 , 	42 , 	386 , 	29 , 	34 , 	15 , 	8 , 	7 , 	8 , 	2 , 	2 , 	1 , 	1 , 	1 , 	2 , 	11 , 	259 , 	125 , 	246 , 	98 , 	49 , 	27 , 	14 , 	9 , 	18 , 	1 , 	36 , 	38 , 	-   , 	3 , 	2 , 	2 , 	50 , 	3 , 	12 , 	26 , 	6 , 	14 , 	18 , 	1 , 	2 ," 	1,737 ",,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	2 , 	5 , 	1 , 	3 , 	4 , 	5 , 	2 , 	1 , 	23 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	11 , 	4 , 	8 , 	2 , 	1 , 	6 , 	0 , 	28 , 	20 , 	42 , 	11 , 	9 , 	7 , 	4 , 	3 , 	2 , 	1 , 	1 , 	0 , 	3 , 	5 , 	1 , 	1 , 	19 , 	2 , 	-   , 	4 , 	-   , 	1 , 	2 , 	5 , 	5 , 	256 ,,,,,,,,,,
WP, 	3 , 	6 , 	2 , 	3 , 	9 , 	1 , 	19 , 	8 , 	15 , 	3 , 	8 , 	25 , 	4 , 	8 , 	5 , 	4 , 	2 , 	2 , 	61 , 	25 , 	48 , 	13 , 	3 , 	12 , 	6 , 	68 , 	40 , 	129 , 	42 , 	28 , 	23 , 	7 , 	15 , 	10 , 	10 , 	1 , 	2 , 	8 , 	18 , 	4 , 	5 , 	39 , 	3 , 	1 , 	7 , 	3 , 	4 , 	5 , 	6 , 	8 , 	775 ,,,,,,,,,,
SS, 	6 , 	5 , 	2 , 	2 , 	6 , 	2 , 	5 , 	5 , 	7 , 	2 , 	4 , 	3 , 	2 , 	4 , 	2 , 	2 , 	-   , 	1 , 	8 , 	5 , 	8 , 	4 , 	1 , 	4 , 	2 , 	46 , 	36 , 	109 , 	50 , 	34 , 	37 , 	10 , 	20 , 	22 , 	4 , 	1 , 	3 , 	1 , 	2 , 	8 , 	19 , 	42 , 	13 , 	1 , 	4 , 	-   , 	1 , 	1 , 	1 , 	4 , 	553 ,,,,,,,,,,
SB, 	8 , 	17 , 	4 , 	5 , 	15 , 	3 , 	7 , 	10 , 	11 , 	7 , 	8 , 	14 , 	6 , 	7 , 	4 , 	1 , 	1 , 	1 , 	7 , 	4 , 	6 , 	3 , 	1 , 	5 , 	11 , 	55 , 	42 , 	163 , 	85 , 	58 , 	65 , 	28 , 	45 , 	52 , 	17 , 	3 , 	4 , 	1 , 	6 , 	18 , 	19 , 	57 , 	11 , 	1 , 	2 , 	-   , 	2 , 	1 , 	3 , 	5 , 	901 ,,,,,,,,,,
SO, 	26 , 	36 , 	29 , 	33 , 	101 , 	20 , 	37 , 	30 , 	47 , 	8 , 	17 , 	14 , 	15 , 	12 , 	5 , 	6 , 	1 , 	9 , 	38 , 	47 , 	51 , 	27 , 	24 , 	49 , 	46 , 	174 , 	145 , 	755 , 	178 , 	117 , 	61 , 	46 , 	62 , 	121 , 	69 , 	5 , 	26 , 	13 , 	42 , 	22 , 	32 , 	90 , 	147 , 	6 , 	15 , 	3 , 	5 , 	2 , 	5 , 	37 ," 	2,897 ",,,,,,,,,,
MB, 	10 , 	9 , 	3 , 	9 , 	58 , 	7 , 	11 , 	16 , 	18 , 	3 , 	6 , 	7 , 	2 , 	3 , 	2 , 	2 , 	1 , 	0 , 	5 , 	2 , 	3 , 	2 , 	3 , 	5 , 	9 , 	84 , 	48 , 	153 , 	104 , 	70 , 	54 , 	32 , 	37 , 	67 , 	16 , 	2 , 	2 , 	1 , 	2 , 	7 , 	12 , 	181 , 	40 , 	2 , 	1 , 	1 , 	-   , 	1 , 	1 , 	3 ," 	1,113 ",,,,,,,,,,
WD, 	1 , 	2 , 	5 , 	2 , 	17 , 	2 , 	3 , 	6 , 	4 , 	19 , 	25 , 	119 , 	23 , 	32 , 	11 , 	6 , 	5 , 	5 , 	1 , 	2 , 	-   , 	0 , 	0 , 	3 , 	4 , 	95 , 	47 , 	77 , 	44 , 	22 , 	9 , 	4 , 	5 , 	9 , 	2 , 	30 , 	14 , 	-   , 	0 , 	0 , 	2 , 	12 , 	2 , 	17 , 	11 , 	1 , 	5 , 	5 , 	-   , 	1 , 	707 ,,,,,,,,,,
OA, 	2 , 	11 , 	8 , 	8 , 	39 , 	8 , 	8 , 	7 , 	7 , 	8 , 	5 , 	23 , 	1 , 	3 , 	4 , 	2 , 	2 , 	3 , 	6 , 	7 , 	9 , 	5 , 	6 , 	5 , 	3 , 	39 , 	21 , 	54 , 	16 , 	8 , 	6 , 	5 , 	2 , 	6 , 	-   , 	2 , 	15 , 	2 , 	3 , 	0 , 	1 , 	13 , 	2 , 	5 , 	6 , 	2 , 	8 , 	3 , 	1 , 	6 , 	413 ,,,,,,,,,,
WS, 	6 , 	4 , 	2 , 	4 , 	23 , 	5 , 	6 , 	7 , 	8 , 	10 , 	16 , 	77 , 	13 , 	15 , 	19 , 	14 , 	21 , 	22 , 	2 , 	2 , 	1 , 	-   , 	0 , 	2 , 	4 , 	38 , 	13 , 	38 , 	21 , 	8 , 	6 , 	3 , 	4 , 	4 , 	-   , 	2 , 	3 , 	0 , 	3 , 	1 , 	0 , 	4 , 	1 , 	1 , 	2 , 	10 , 	27 , 	27 , 	2 , 	2 , 	498 ,,,,,,,,,,
ML, 	4 , 	8 , 	5 , 	13 , 	81 , 	9 , 	12 , 	12 , 	14 , 	16 , 	15 , 	64 , 	10 , 	14 , 	24 , 	8 , 	25 , 	57 , 	3 , 	4 , 	2 , 	1 , 	1 , 	3 , 	5 , 	82 , 	41 , 	74 , 	41 , 	21 , 	9 , 	7 , 	5 , 	6 , 	1 , 	2 , 	16 , 	0 , 	2 , 	1 , 	1 , 	6 , 	0 , 	3 , 	5 , 	30 , 	23 , 	15 , 	2 , 	1 , 	795 ,,,,,,,,,,
BE, 	8 , 	16 , 	8 , 	15 , 	79 , 	14 , 	20 , 	18 , 	21 , 	27 , 	31 , 	106 , 	27 , 	23 , 	29 , 	24 , 	36 , 	49 , 	7 , 	7 , 	3 , 	1 , 	2 , 	5 , 	8 , 	64 , 	42 , 	94 , 	57 , 	25 , 	20 , 	6 , 	11 , 	22 , 	1 , 	4 , 	18 , 	2 , 	6 , 	2 , 	2 , 	5 , 	2 , 	5 , 	7 , 	34 , 	16 , 	36 , 	1 , 	5 ," 	1,065 ",,,,,,,,,,
