Exit stations,Entry stations->,,WEEKDAY,,,Apr 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
FV, 	92 , 	92 , 	44 , 	73 , 	288 , 	94 , 	167 , 	192 , 	225 , 	156 , 	25 , 	288 , 	210 , 	189 , 	190 , 	80 , 	75 , 	89 , 	44 , 	23 , 	41 , 	15 , 	20 , 	49 , 	91 , 	962 ," 	1,018 ", 	880 , 	849 , 	351 , 	223 , 	76 , 	107 , 	154 , 	10 , 	53 , 	119 , 	7 , 	26 , 	13 , 	25 , 	67 , 	26 , 	57 , 	14 , 	76 , 	-   , 	-   , 	13 , 	19 ," 	7,997 ",,,,,,,,,,,,,
CL, 	79 , 	146 , 	60 , 	65 , 	185 , 	93 , 	175 , 	232 , 	306 , 	243 , 	253 , 	34 , 	179 , 	189 , 	169 , 	98 , 	126 , 	135 , 	67 , 	70 , 	63 , 	39 , 	33 , 	55 , 	101 , 	680 , 	678 , 	615 , 	491 , 	177 , 	146 , 	85 , 	84 , 	158 , 	19 , 	71 , 	219 , 	21 , 	46 , 	23 , 	29 , 	46 , 	35 , 	106 , 	29 , 	188 , 	-   , 	-   , 	25 , 	47 ," 	7,217 ",,,,,,,,,,,,,
SL, 	38 , 	62 , 	27 , 	24 , 	188 , 	46 , 	118 , 	233 , 	353 , 	298 , 	220 , 	185 , 	16 , 	113 , 	144 , 	60 , 	79 , 	101 , 	31 , 	26 , 	23 , 	9 , 	9 , 	20 , 	38 , 	755 , 	864 , 	641 , 	558 , 	189 , 	99 , 	48 , 	79 , 	123 , 	9 , 	39 , 	102 , 	7 , 	12 , 	14 , 	14 , 	51 , 	11 , 	56 , 	9 , 	79 , 	-   , 	-   , 	9 , 	15 ," 	6,242 ",,,,,,,,,,,,,
BF, 	21 , 	34 , 	13 , 	19 , 	129 , 	32 , 	93 , 	213 , 	309 , 	243 , 	180 , 	196 , 	109 , 	17 , 	94 , 	56 , 	80 , 	135 , 	21 , 	10 , 	11 , 	3 , 	2 , 	11 , 	29 , 	685 , 	712 , 	558 , 	478 , 	147 , 	88 , 	33 , 	59 , 	91 , 	10 , 	44 , 	132 , 	5 , 	8 , 	12 , 	16 , 	29 , 	10 , 	63 , 	7 , 	77 , 	-   , 	-   , 	5 , 	7 ," 	5,337 ",,,,,,,,,,,,,
HY, 	30 , 	71 , 	25 , 	28 , 	120 , 	36 , 	93 , 	213 , 	273 , 	145 , 	191 , 	172 , 	133 , 	91 , 	16 , 	91 , 	187 , 	221 , 	31 , 	15 , 	19 , 	7 , 	4 , 	16 , 	33 , 	493 , 	526 , 	367 , 	311 , 	104 , 	61 , 	32 , 	37 , 	65 , 	5 , 	17 , 	71 , 	10 , 	25 , 	5 , 	11 , 	23 , 	6 , 	32 , 	10 , 	126 , 	-   , 	-   , 	9 , 	22 ," 	4,626 ",,,,,,,,,,,,,
SH, 	17 , 	20 , 	7 , 	8 , 	71 , 	22 , 	55 , 	140 , 	164 , 	78 , 	74 , 	90 , 	57 , 	58 , 	76 , 	11 , 	86 , 	83 , 	9 , 	7 , 	11 , 	2 , 	2 , 	5 , 	14 , 	426 , 	399 , 	249 , 	252 , 	83 , 	46 , 	18 , 	20 , 	51 , 	5 , 	13 , 	35 , 	2 , 	7 , 	6 , 	7 , 	18 , 	4 , 	20 , 	8 , 	104 , 	-   , 	-   , 	2 , 	3 ," 	2,945 ",,,,,,,,,,,,,
UC, 	18 , 	32 , 	16 , 	19 , 	138 , 	36 , 	64 , 	203 , 	227 , 	112 , 	78 , 	123 , 	85 , 	76 , 	178 , 	66 , 	20 , 	177 , 	12 , 	13 , 	16 , 	3 , 	3 , 	9 , 	13 , 	906 , 	822 , 	389 , 	370 , 	99 , 	36 , 	13 , 	22 , 	66 , 	6 , 	12 , 	61 , 	2 , 	7 , 	4 , 	4 , 	23 , 	3 , 	26 , 	15 , 	96 , 	-   , 	-   , 	5 , 	11 ," 	4,734 ",,,,,,,,,,,,,
FM, 	24 , 	42 , 	22 , 	22 , 	153 , 	27 , 	81 , 	260 , 	263 , 	102 , 	95 , 	138 , 	107 , 	142 , 	217 , 	122 , 	141 , 	32 , 	13 , 	18 , 	11 , 	7 , 	6 , 	14 , 	11 ," 	1,363 "," 	1,137 ", 	452 , 	378 , 	120 , 	38 , 	20 , 	23 , 	59 , 	4 , 	21 , 	46 , 	3 , 	9 , 	5 , 	9 , 	35 , 	3 , 	23 , 	20 , 	108 , 	-   , 	-   , 	5 , 	9 ," 	5,960 ",,,,,,,,,,,,,
CN, 	20 , 	26 , 	23 , 	20 , 	110 , 	24 , 	137 , 	272 , 	326 , 	32 , 	41 , 	66 , 	28 , 	22 , 	32 , 	10 , 	14 , 	13 , 	25 , 	102 , 	228 , 	84 , 	40 , 	80 , 	15 , 	852 , 	854 , 	521 , 	467 , 	156 , 	88 , 	50 , 	59 , 	112 , 	26 , 	5 , 	11 , 	46 , 	147 , 	25 , 	23 , 	142 , 	32 , 	4 , 	35 , 	18 , 	-   , 	-   , 	89 , 	101 ," 	5,653 ",,,,,,,,,,,,,
PH, 	16 , 	21 , 	15 , 	23 , 	148 , 	21 , 	170 , 	371 , 	439 , 	20 , 	19 , 	69 , 	24 , 	10 , 	15 , 	6 , 	11 , 	18 , 	93 , 	27 , 	100 , 	50 , 	32 , 	118 , 	16 ," 	1,699 "," 	1,699 ", 	679 , 	650 , 	192 , 	85 , 	90 , 	50 , 	81 , 	15 , 	3 , 	5 , 	40 , 	82 , 	26 , 	33 , 	182 , 	22 , 	2 , 	47 , 	17 , 	-   , 	-   , 	32 , 	48 ," 	7,630 ",,,,,,,,,,,,,
WC, 	26 , 	29 , 	26 , 	22 , 	125 , 	23 , 	149 , 	312 , 	324 , 	27 , 	38 , 	60 , 	25 , 	12 , 	20 , 	11 , 	13 , 	13 , 	241 , 	112 , 	23 , 	59 , 	36 , 	142 , 	20 ," 	1,328 "," 	1,328 ", 	519 , 	483 , 	129 , 	73 , 	52 , 	44 , 	64 , 	14 , 	5 , 	4 , 	48 , 	124 , 	22 , 	22 , 	189 , 	27 , 	2 , 	41 , 	14 , 	-   , 	-   , 	45 , 	90 ," 	6,553 ",,,,,,,,,,,,,
LF, 	9 , 	8 , 	7 , 	6 , 	58 , 	6 , 	56 , 	165 , 	147 , 	5 , 	15 , 	39 , 	8 , 	3 , 	7 , 	2 , 	2 , 	6 , 	95 , 	55 , 	56 , 	12 , 	14 , 	69 , 	4 , 	866 , 	810 , 	270 , 	287 , 	72 , 	40 , 	19 , 	14 , 	27 , 	5 , 	1 , 	2 , 	8 , 	25 , 	5 , 	8 , 	98 , 	13 , 	0 , 	24 , 	6 , 	-   , 	-   , 	14 , 	16 ," 	3,481 ",,,,,,,,,,,,,
OR, 	8 , 	14 , 	6 , 	8 , 	42 , 	9 , 	42 , 	114 , 	127 , 	10 , 	17 , 	30 , 	8 , 	2 , 	4 , 	2 , 	3 , 	6 , 	33 , 	31 , 	37 , 	18 , 	16 , 	47 , 	2 , 	774 , 	686 , 	235 , 	239 , 	56 , 	29 , 	27 , 	16 , 	20 , 	2 , 	3 , 	2 , 	7 , 	11 , 	6 , 	7 , 	81 , 	12 , 	0 , 	16 , 	6 , 	-   , 	-   , 	8 , 	10 ," 	2,888 ",,,,,,,,,,,,,
RR, 	22 , 	29 , 	27 , 	16 , 	43 , 	8 , 	58 , 	199 , 	185 , 	30 , 	46 , 	49 , 	19 , 	8 , 	15 , 	6 , 	11 , 	15 , 	76 , 	115 , 	143 , 	63 , 	53 , 	18 , 	19 ," 	1,082 "," 	1,128 ", 	567 , 	648 , 	218 , 	102 , 	53 , 	51 , 	41 , 	4 , 	4 , 	10 , 	21 , 	40 , 	11 , 	12 , 	138 , 	25 , 	5 , 	17 , 	12 , 	-   , 	-   , 	19 , 	34 ," 	5,513 ",,,,,,,,,,,,,
OW, 	26 , 	30 , 	13 , 	16 , 	67 , 	21 , 	43 , 	60 , 	97 , 	26 , 	93 , 	97 , 	36 , 	35 , 	25 , 	12 , 	13 , 	11 , 	12 , 	12 , 	18 , 	4 , 	3 , 	19 , 	23 ," 	1,801 "," 	1,552 "," 	1,074 ", 	905 , 	376 , 	208 , 	61 , 	74 , 	64 , 	12 , 	12 , 	26 , 	6 , 	14 , 	17 , 	21 , 	105 , 	38 , 	9 , 	8 , 	11 , 	-   , 	-   , 	7 , 	18 ," 	7,231 ",,,,,,,,,,,,,
EM, 	501 ," 	1,006 ", 	714 , 	740 ," 	1,113 ", 	935 ," 	1,386 "," 	1,924 "," 	1,724 "," 	1,242 "," 	1,207 ", 	739 , 	989 , 	878 , 	634 , 	529 ," 	1,064 "," 	1,567 "," 	1,061 "," 	2,098 "," 	1,603 "," 	1,013 ", 	920 ," 	1,247 "," 	2,278 ", 	204 , 	122 , 	519 , 	684 ," 	1,232 "," 	1,960 "," 	1,310 "," 	1,677 "," 	1,421 ", 	907 , 	662 ," 	2,505 ", 	424 , 	639 , 	647 , 	644 , 	413 ," 	1,124 ", 	963 , 	169 , 	864 , 	-   , 	-   , 	153 , 	489 ," 	48,840 ",,,,,,,,,,,,,
MT, 	525 , 	920 , 	663 , 	656 , 	897 , 	802 ," 	1,233 "," 	1,557 "," 	1,207 "," 	1,166 "," 	1,076 ", 	646 , 	903 , 	777 , 	586 , 	455 , 	870 ," 	1,163 ", 	913 ," 	1,749 "," 	1,262 ", 	748 , 	630 ," 	1,049 "," 	1,813 ", 	143 , 	189 , 	181 , 	649 ," 	1,485 "," 	2,436 "," 	1,736 "," 	2,669 "," 	2,084 "," 	1,195 ", 	575 ," 	1,856 ", 	402 , 	582 , 	853 , 	813 , 	448 ," 	1,568 ", 	707 , 	112 , 	848 , 	-   , 	-   , 	137 , 	370 ," 	46,303 ",,,,,,,,,,,,,
PL, 	418 , 	632 , 	320 , 	322 , 	579 , 	376 , 	656 , 	811 , 	777 , 	594 , 	712 , 	530 , 	513 , 	443 , 	295 , 	210 , 	311 , 	356 , 	404 , 	526 , 	394 , 	215 , 	181 , 	436 ," 	1,017 ", 	760 , 	299 , 	142 , 	335 ," 	1,207 "," 	1,579 "," 	1,037 "," 	1,983 "," 	1,208 ", 	539 , 	234 , 	685 , 	193 , 	337 , 	382 , 	402 ," 	1,113 ", 	643 , 	262 , 	120 , 	275 , 	-   , 	-   , 	106 , 	247 ," 	26,113 ",,,,,,,,,,,,,
CC, 	325 , 	611 , 	384 , 	418 , 	598 , 	486 , 	775 , 	903 , 	761 , 	629 , 	754 , 	416 , 	482 , 	414 , 	294 , 	239 , 	329 , 	341 , 	407 , 	548 , 	406 , 	252 , 	203 , 	542 , 	922 , 	671 , 	590 , 	318 , 	106 , 	587 , 	946 , 	779 ," 	1,319 ", 	845 , 	514 , 	237 , 	604 , 	207 , 	320 , 	392 , 	374 , 	417 , 	620 , 	240 , 	56 , 	261 , 	-   , 	-   , 	77 , 	226 ," 	23,144 ",,,,,,,,,,,,,
16, 	161 , 	233 , 	113 , 	138 , 	308 , 	227 , 	361 , 	425 , 	316 , 	248 , 	309 , 	160 , 	155 , 	137 , 	94 , 	76 , 	85 , 	96 , 	115 , 	158 , 	95 , 	54 , 	50 , 	180 , 	379 ," 	1,269 "," 	1,553 "," 	1,434 ", 	665 , 	39 , 	184 , 	303 , 	630 , 	331 , 	163 , 	62 , 	195 , 	61 , 	133 , 	144 , 	138 , 	182 , 	250 , 	70 , 	25 , 	80 , 	-   , 	-   , 	31 , 	96 ," 	12,711 ",,,,,,,,,,,,,
24, 	169 , 	168 , 	65 , 	86 , 	229 , 	111 , 	199 , 	302 , 	269 , 	138 , 	208 , 	143 , 	90 , 	72 , 	56 , 	40 , 	33 , 	32 , 	78 , 	75 , 	64 , 	34 , 	27 , 	91 , 	212 ," 	1,700 "," 	2,054 "," 	1,899 "," 	1,017 ", 	206 , 	36 , 	258 , 	543 , 	266 , 	115 , 	26 , 	73 , 	31 , 	87 , 	95 , 	116 , 	161 , 	204 , 	38 , 	20 , 	32 , 	-   , 	-   , 	23 , 	50 ," 	12,040 ",,,,,,,,,,,,,
GP, 	46 , 	70 , 	28 , 	28 , 	123 , 	35 , 	77 , 	159 , 	175 , 	50 , 	70 , 	86 , 	42 , 	29 , 	29 , 	12 , 	11 , 	17 , 	41 , 	47 , 	37 , 	12 , 	17 , 	43 , 	67 ," 	1,141 "," 	1,404 "," 	1,177 ", 	701 , 	307 , 	254 , 	21 , 	123 , 	67 , 	49 , 	12 , 	61 , 	18 , 	36 , 	32 , 	63 , 	101 , 	117 , 	22 , 	14 , 	12 , 	-   , 	-   , 	11 , 	33 ," 	7,125 ",,,,,,,,,,,,,
BP, 	70 , 	94 , 	36 , 	37 , 	99 , 	40 , 	78 , 	122 , 	156 , 	74 , 	92 , 	77 , 	67 , 	48 , 	34 , 	20 , 	16 , 	17 , 	46 , 	40 , 	37 , 	11 , 	13 , 	45 , 	84 ," 	1,402 "," 	1,812 "," 	2,298 "," 	1,190 ", 	569 , 	509 , 	122 , 	35 , 	95 , 	68 , 	28 , 	58 , 	11 , 	44 , 	67 , 	107 , 	121 , 	139 , 	25 , 	9 , 	15 , 	-   , 	-   , 	14 , 	47 ," 	10,236 ",,,,,,,,,,,,,
DC, 	110 , 	178 , 	65 , 	46 , 	127 , 	49 , 	94 , 	150 , 	220 , 	122 , 	161 , 	167 , 	121 , 	90 , 	72 , 	56 , 	68 , 	66 , 	112 , 	82 , 	63 , 	28 , 	23 , 	40 , 	80 ," 	1,343 "," 	1,786 "," 	1,405 ", 	819 , 	335 , 	303 , 	66 , 	116 , 	30 , 	44 , 	39 , 	129 , 	51 , 	86 , 	79 , 	136 , 	208 , 	267 , 	53 , 	15 , 	47 , 	-   , 	-   , 	29 , 	88 ," 	9,863 ",,,,,,,,,,,,,
CM, 	15 , 	25 , 	5 , 	7 , 	44 , 	9 , 	23 , 	69 , 	118 , 	10 , 	8 , 	14 , 	8 , 	8 , 	4 , 	5 , 	5 , 	4 , 	26 , 	13 , 	14 , 	6 , 	2 , 	3 , 	13 , 	883 ," 	1,037 ", 	616 , 	483 , 	157 , 	116 , 	45 , 	74 , 	40 , 	11 , 	3 , 	14 , 	3 , 	15 , 	22 , 	49 , 	141 , 	87 , 	4 , 	3 , 	2 , 	-   , 	-   , 	5 , 	16 ," 	4,282 ",,,,,,,,,,,,,
CV, 	5 , 	7 , 	6 , 	7 , 	47 , 	8 , 	23 , 	78 , 	117 , 	115 , 	47 , 	78 , 	36 , 	44 , 	18 , 	15 , 	16 , 	19 , 	5 , 	3 , 	5 , 	1 , 	3 , 	4 , 	11 , 	523 , 	566 , 	294 , 	259 , 	82 , 	31 , 	18 , 	23 , 	44 , 	3 , 	10 , 	94 , 	1 , 	1 , 	4 , 	7 , 	22 , 	6 , 	59 , 	8 , 	17 , 	-   , 	-   , 	1 , 	1 ," 	2,788 ",,,,,,,,,,,,,
ED, 	14 , 	25 , 	11 , 	11 , 	114 , 	20 , 	67 , 	222 , 	259 , 	176 , 	125 , 	212 , 	99 , 	130 , 	62 , 	40 , 	59 , 	46 , 	10 , 	5 , 	4 , 	2 , 	2 , 	10 , 	27 ," 	2,078 "," 	1,836 ", 	763 , 	658 , 	244 , 	83 , 	68 , 	68 , 	127 , 	16 , 	100 , 	37 , 	2 , 	3 , 	25 , 	16 , 	120 , 	16 , 	47 , 	65 , 	37 , 	-   , 	-   , 	2 , 	3 ," 	8,163 ",,,,,,,,,,,,,
NC, 	3 , 	5 , 	4 , 	4 , 	28 , 	6 , 	46 , 	123 , 	129 , 	9 , 	7 , 	20 , 	7 , 	3 , 	9 , 	2 , 	2 , 	3 , 	43 , 	32 , 	47 , 	8 , 	5 , 	21 , 	6 , 	332 , 	362 , 	210 , 	219 , 	68 , 	36 , 	18 , 	17 , 	44 , 	2 , 	1 , 	1 , 	8 , 	22 , 	9 , 	14 , 	50 , 	4 , 	1 , 	11 , 	7 , 	-   , 	-   , 	12 , 	21 ," 	2,041 ",,,,,,,,,,,,,
WP, 	19 , 	15 , 	6 , 	9 , 	73 , 	12 , 	143 , 	178 , 	220 , 	28 , 	27 , 	38 , 	13 , 	8 , 	22 , 	7 , 	6 , 	8 , 	152 , 	81 , 	121 , 	25 , 	15 , 	42 , 	16 , 	528 , 	510 , 	458 , 	406 , 	153 , 	107 , 	50 , 	57 , 	92 , 	14 , 	1 , 	3 , 	21 , 	23 , 	23 , 	27 , 	116 , 	18 , 	2 , 	20 , 	16 , 	-   , 	-   , 	16 , 	26 ," 	3,973 ",,,,,,,,,,,,,
SS, 	13 , 	27 , 	5 , 	8 , 	35 , 	8 , 	27 , 	68 , 	87 , 	13 , 	12 , 	23 , 	11 , 	13 , 	7 , 	5 , 	3 , 	5 , 	23 , 	26 , 	20 , 	6 , 	6 , 	12 , 	21 , 	618 , 	760 , 	432 , 	384 , 	133 , 	106 , 	32 , 	74 , 	77 , 	21 , 	6 , 	26 , 	7 , 	18 , 	13 , 	30 , 	59 , 	61 , 	6 , 	3 , 	4 , 	-   , 	-   , 	6 , 	19 ," 	3,379 ",,,,,,,,,,,,,
SB, 	21 , 	32 , 	12 , 	10 , 	37 , 	14 , 	28 , 	69 , 	83 , 	19 , 	24 , 	26 , 	11 , 	14 , 	10 , 	7 , 	5 , 	8 , 	21 , 	31 , 	20 , 	9 , 	7 , 	12 , 	23 , 	644 , 	736 , 	460 , 	363 , 	145 , 	127 , 	70 , 	118 , 	141 , 	43 , 	6 , 	13 , 	12 , 	23 , 	34 , 	12 , 	55 , 	53 , 	4 , 	5 , 	4 , 	-   , 	-   , 	10 , 	20 ," 	3,653 ",,,,,,,,,,,,,
SO, 	56 , 	120 , 	70 , 	89 , 	135 , 	61 , 	103 , 	98 , 	120 , 	43 , 	65 , 	42 , 	47 , 	27 , 	17 , 	17 , 	18 , 	31 , 	144 , 	184 , 	172 , 	97 , 	87 , 	132 , 	124 , 	387 , 	404 , 	793 , 	332 , 	158 , 	133 , 	88 , 	123 , 	189 , 	133 , 	20 , 	109 , 	50 , 	121 , 	52 , 	48 , 	63 , 	214 , 	31 , 	17 , 	16 , 	-   , 	-   , 	19 , 	89 ," 	5,687 ",,,,,,,,,,,,,
MB, 	24 , 	75 , 	27 , 	34 , 	132 , 	29 , 	61 , 	123 , 	139 , 	17 , 	20 , 	28 , 	10 , 	7 , 	7 , 	3 , 	3 , 	2 , 	29 , 	19 , 	22 , 	11 , 	11 , 	22 , 	37 ," 	1,060 "," 	1,348 ", 	647 , 	543 , 	219 , 	187 , 	114 , 	151 , 	261 , 	83 , 	5 , 	17 , 	3 , 	16 , 	62 , 	35 , 	234 , 	44 , 	5 , 	5 , 	2 , 	-   , 	-   , 	7 , 	14 ," 	5,958 ",,,,,,,,,,,,,
WD, 	6 , 	14 , 	8 , 	7 , 	41 , 	13 , 	26 , 	114 , 	129 , 	91 , 	55 , 	107 , 	53 , 	63 , 	33 , 	19 , 	28 , 	22 , 	3 , 	2 , 	2 , 	1 , 	1 , 	5 , 	10 , 	848 , 	742 , 	334 , 	282 , 	97 , 	38 , 	29 , 	30 , 	58 , 	4 , 	68 , 	44 , 	1 , 	3 , 	6 , 	5 , 	40 , 	5 , 	11 , 	31 , 	19 , 	-   , 	-   , 	1 , 	1 ," 	3,547 ",,,,,,,,,,,,,
OA, 	11 , 	35 , 	29 , 	33 , 	61 , 	22 , 	24 , 	37 , 	43 , 	15 , 	10 , 	30 , 	7 , 	5 , 	8 , 	7 , 	15 , 	18 , 	28 , 	45 , 	36 , 	19 , 	14 , 	15 , 	8 , 	169 , 	138 , 	97 , 	68 , 	26 , 	21 , 	14 , 	9 , 	14 , 	3 , 	6 , 	60 , 	10 , 	19 , 	3 , 	4 , 	21 , 	5 , 	26 , 	5 , 	13 , 	-   , 	-   , 	3 , 	17 ," 	1,324 ",,,,,,,,,,,,,
WS, 	17 , 	45 , 	21 , 	22 , 	163 , 	33 , 	60 , 	196 , 	172 , 	102 , 	78 , 	180 , 	77 , 	81 , 	119 , 	96 , 	95 , 	98 , 	16 , 	16 , 	14 , 	6 , 	6 , 	12 , 	12 , 	738 , 	802 , 	319 , 	280 , 	91 , 	30 , 	16 , 	20 , 	48 , 	3 , 	16 , 	34 , 	8 , 	15 , 	5 , 	2 , 	19 , 	3 , 	16 , 	14 , 	31 , 	-   , 	-   , 	7 , 	14 ," 	4,261 ",,,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,,,
