Exit stations,Entry stations->,,TOTAL,,,Apr 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	550 ," 	2,645 "," 	2,270 "," 	1,713 "," 	10,543 "," 	2,309 "," 	3,255 "," 	3,846 "," 	4,133 "," 	1,144 "," 	2,282 "," 	1,906 ", 	895 , 	592 , 	728 , 	396 , 	434 , 	628 , 	458 , 	369 , 	600 , 	170 , 	207 , 	608 , 	611 ," 	9,750 "," 	9,950 "," 	12,382 "," 	8,297 "," 	4,624 "," 	5,103 "," 	1,171 "," 	1,927 "," 	2,489 ", 	408 , 	120 , 	370 , 	111 , 	492 , 	287 , 	440 ," 	1,461 ", 	633 , 	158 , 	346 , 	459 , 	-   , 	-   , 	242 , 	244 ," 	104,756 ",,,,,,,,,,,,,
EN," 	2,772 ", 	725 ," 	1,960 "," 	2,094 "," 	19,744 "," 	3,374 "," 	6,055 "," 	10,260 "," 	12,696 "," 	2,525 "," 	2,463 "," 	3,841 "," 	1,512 ", 	997 ," 	1,678 ", 	471 , 	795 , 	955 , 	772 , 	452 , 	695 , 	212 , 	306 , 	712 , 	881 ," 	21,672 "," 	22,210 "," 	22,395 "," 	18,073 "," 	7,167 "," 	5,125 "," 	2,119 "," 	2,918 "," 	3,917 ", 	778 , 	178 , 	591 , 	129 , 	279 , 	664 , 	899 ," 	3,475 "," 	1,644 ", 	335 ," 	1,054 "," 	1,111 ", 	-   , 	-   , 	226 , 	277 ," 	196,183 ",,,,,,,,,,,,,
EP," 	2,210 "," 	1,937 ", 	477 ," 	1,469 "," 	18,101 "," 	1,998 "," 	3,099 "," 	6,697 "," 	7,968 "," 	1,628 "," 	1,199 "," 	1,730 ", 	764 , 	373 , 	592 , 	214 , 	422 , 	637 , 	558 , 	388 , 	622 , 	246 , 	141 , 	670 , 	357 ," 	14,157 "," 	15,197 "," 	11,200 "," 	10,688 "," 	3,502 "," 	1,888 ", 	766 ," 	1,058 "," 	1,559 ", 	149 , 	124 , 	304 , 	80 , 	204 , 	151 , 	286 ," 	1,995 ", 	715 , 	169 , 	826 , 	641 , 	-   , 	-   , 	51 , 	98 ," 	120,305 ",,,,,,,,,,,,,
NB," 	1,773 "," 	2,010 "," 	1,347 ", 	456 ," 	4,849 "," 	1,440 "," 	2,099 "," 	6,090 "," 	5,916 "," 	1,336 "," 	1,635 "," 	1,812 ", 	598 , 	522 , 	699 , 	220 , 	505 , 	547 , 	487 , 	505 , 	583 , 	197 , 	215 , 	351 , 	374 ," 	15,797 "," 	16,158 "," 	10,410 "," 	12,435 "," 	4,307 "," 	2,557 ", 	903 ," 	1,074 "," 	1,249 ", 	160 , 	158 , 	327 , 	108 , 	194 , 	175 , 	257 ," 	2,539 ", 	889 , 	158 ," 	1,050 ", 	639 , 	-   , 	-   , 	81 , 	127 ," 	108,318 ",,,,,,,,,,,,,
BK," 	11,144 "," 	20,570 "," 	18,100 "," 	5,404 "," 	1,442 "," 	8,789 "," 	8,937 "," 	13,416 "," 	13,027 "," 	6,054 "," 	7,366 "," 	5,173 "," 	4,697 "," 	3,284 "," 	3,340 "," 	1,991 "," 	3,750 "," 	4,106 "," 	2,586 "," 	3,695 "," 	3,106 "," 	1,624 "," 	1,193 "," 	1,048 "," 	1,909 "," 	25,323 "," 	23,682 "," 	20,970 "," 	20,009 "," 	9,403 "," 	6,859 "," 	3,823 "," 	3,142 "," 	3,469 "," 	1,039 "," 	1,233 "," 	2,957 ", 	731 ," 	1,634 "," 	1,010 "," 	1,051 "," 	4,246 "," 	3,593 "," 	1,040 "," 	2,268 "," 	4,659 ", 	-   , 	-   , 	656 ," 	1,105 "," 	299,653 ",,,,,,,,,,,,,
AS," 	2,437 "," 	3,141 "," 	2,060 "," 	1,630 "," 	7,814 ", 	459 ," 	2,142 "," 	6,037 "," 	6,014 "," 	1,775 "," 	2,543 "," 	2,360 "," 	1,046 ", 	875 , 	817 , 	510 , 	799 , 	665 , 	576 , 	559 , 	542 , 	186 , 	187 , 	258 , 	634 ," 	17,383 "," 	17,893 "," 	11,649 "," 	12,686 "," 	6,339 "," 	2,999 ", 	895 ," 	1,114 "," 	1,122 ", 	212 , 	187 , 	410 , 	137 , 	284 , 	244 , 	348 ," 	1,702 ", 	746 , 	311 , 	750 , 	926 , 	-   , 	-   , 	106 , 	208 ," 	124,717 ",,,,,,,,,,,,,
MA," 	3,557 "," 	5,943 "," 	2,714 "," 	2,025 "," 	8,608 "," 	2,299 "," 	1,072 "," 	5,273 "," 	5,325 "," 	1,642 "," 	4,007 "," 	4,425 "," 	2,759 "," 	2,234 "," 	2,260 "," 	1,317 "," 	1,545 "," 	1,924 "," 	3,308 "," 	3,978 "," 	3,324 "," 	1,353 "," 	1,005 "," 	1,490 "," 	1,170 "," 	27,435 "," 	29,640 "," 	21,094 "," 	21,690 "," 	10,317 "," 	5,734 "," 	2,138 "," 	2,168 "," 	2,227 ", 	624 , 	547 ," 	1,681 "," 	1,024 "," 	3,245 ", 	613 , 	689 ," 	3,102 "," 	1,448 ", 	487 , 	806 ," 	1,523 ", 	-   , 	-   ," 	1,138 "," 	2,708 "," 	216,635 ",,,,,,,,,,,,,
19," 	4,087 "," 	10,488 "," 	6,878 "," 	6,113 "," 	12,424 "," 	5,921 "," 	5,005 ", 	984 ," 	1,143 "," 	1,016 "," 	4,271 "," 	5,145 "," 	5,294 "," 	4,815 "," 	4,743 "," 	3,199 "," 	4,538 "," 	5,764 "," 	6,273 "," 	8,548 "," 	6,967 "," 	3,897 "," 	2,627 "," 	3,960 "," 	1,677 "," 	34,615 "," 	36,468 "," 	23,914 "," 	25,893 "," 	12,093 "," 	8,571 "," 	4,051 "," 	3,440 "," 	3,587 "," 	1,700 "," 	1,703 "," 	5,088 "," 	2,881 "," 	4,025 "," 	1,623 "," 	1,625 "," 	2,729 "," 	3,071 "," 	2,408 ", 	938 ," 	4,563 ", 	-   , 	-   ," 	1,378 "," 	3,008 "," 	315,149 ",,,,,,,,,,,,,
12," 	4,772 "," 	12,900 "," 	7,796 "," 	6,051 "," 	11,199 "," 	5,831 "," 	5,108 "," 	1,075 ", 	977 , 	854 ," 	5,192 "," 	6,713 "," 	8,061 "," 	7,257 "," 	6,678 "," 	3,983 "," 	5,438 "," 	6,171 "," 	7,237 "," 	10,473 "," 	6,863 "," 	3,445 "," 	2,779 "," 	4,090 "," 	2,280 "," 	32,179 "," 	31,405 "," 	25,339 "," 	24,096 "," 	9,191 "," 	7,824 "," 	4,775 "," 	4,632 "," 	5,500 "," 	2,890 "," 	2,892 "," 	6,047 "," 	3,075 "," 	5,057 "," 	2,074 "," 	2,052 "," 	3,689 "," 	3,655 "," 	2,928 "," 	1,328 "," 	4,346 ", 	-   , 	-   ," 	1,354 "," 	4,093 "," 	333,644 ",,,,,,,,,,,,,
LM," 	1,028 "," 	2,233 "," 	1,540 "," 	1,328 "," 	6,149 "," 	1,811 "," 	1,605 "," 	1,082 ", 	922 , 	446 ," 	4,174 "," 	7,681 "," 	7,255 "," 	6,360 "," 	3,757 "," 	2,065 "," 	2,896 "," 	2,624 ", 	829 , 	576 , 	683 , 	174 , 	231 , 	787 , 	845 ," 	22,565 "," 	24,814 "," 	18,298 "," 	16,278 "," 	6,798 "," 	4,071 "," 	1,500 "," 	2,235 "," 	2,786 ", 	189 ," 	2,942 "," 	4,606 ", 	181 , 	633 , 	285 , 	448 , 	956 , 	383 ," 	2,088 ", 	669 ," 	2,623 ", 	-   , 	-   , 	198 , 	571 ," 	175,198 ",,,,,,,,,,,,,
