Exit stations,Entry stations->,,SUNDAY,,,Apr 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	40 , 	46 , 	26 , 	30 , 	103 , 	47 , 	61 , 	51 , 	43 , 	81 , 	20 , 	145 , 	76 , 	112 , 	67 , 	24 , 	30 , 	29 , 	15 , 	10 , 	18 , 	10 , 	7 , 	20 , 	33 , 	166 , 	138 , 	303 , 	162 , 	88 , 	74 , 	24 , 	24 , 	31 , 	4 , 	27 , 	40 , 	4 , 	13 , 	3 , 	8 , 	40 , 	5 , 	33 , 	12 , 	37 , 	-   , 	-   , 	6 , 	8 ," 	2,391 ",,,,,,,,,,,
CL, 	37 , 	88 , 	48 , 	46 , 	76 , 	53 , 	80 , 	97 , 	85 , 	111 , 	125 , 	12 , 	134 , 	134 , 	86 , 	64 , 	84 , 	85 , 	20 , 	32 , 	40 , 	32 , 	28 , 	54 , 	39 , 	218 , 	135 , 	298 , 	145 , 	71 , 	73 , 	45 , 	30 , 	81 , 	7 , 	61 , 	154 , 	8 , 	23 , 	16 , 	16 , 	23 , 	15 , 	73 , 	31 , 	139 , 	-   , 	-   , 	1 , 	18 ," 	3,366 ",,,,,,,,,,,
SL, 	15 , 	22 , 	12 , 	13 , 	41 , 	16 , 	27 , 	40 , 	51 , 	96 , 	80 , 	136 , 	10 , 	58 , 	35 , 	20 , 	23 , 	31 , 	8 , 	9 , 	12 , 	4 , 	1 , 	11 , 	18 , 	108 , 	102 , 	247 , 	106 , 	42 , 	29 , 	11 , 	14 , 	23 , 	3 , 	19 , 	26 , 	2 , 	3 , 	3 , 	5 , 	38 , 	4 , 	25 , 	10 , 	21 , 	-   , 	-   , 	2 , 	7 ," 	1,635 ",,,,,,,,,,,
BF, 	9 , 	17 , 	8 , 	10 , 	40 , 	17 , 	27 , 	29 , 	48 , 	91 , 	115 , 	136 , 	54 , 	11 , 	51 , 	29 , 	27 , 	42 , 	7 , 	3 , 	4 , 	3 , 	1 , 	6 , 	15 , 	115 , 	97 , 	214 , 	90 , 	38 , 	24 , 	12 , 	19 , 	16 , 	6 , 	19 , 	48 , 	1 , 	5 , 	2 , 	6 , 	28 , 	5 , 	42 , 	8 , 	25 , 	-   , 	-   , 	2 , 	5 ," 	1,622 ",,,,,,,,,,,
HY, 	14 , 	20 , 	7 , 	10 , 	39 , 	13 , 	22 , 	25 , 	34 , 	31 , 	68 , 	93 , 	42 , 	44 , 	8 , 	34 , 	38 , 	60 , 	8 , 	5 , 	5 , 	2 , 	3 , 	4 , 	12 , 	73 , 	43 , 	123 , 	49 , 	28 , 	17 , 	8 , 	15 , 	13 , 	2 , 	10 , 	19 , 	1 , 	5 , 	2 , 	5 , 	17 , 	1 , 	14 , 	13 , 	28 , 	-   , 	-   , 	1 , 	8 ," 	1,131 ",,,,,,,,,,,
SH, 	5 , 	9 , 	4 , 	4 , 	17 , 	5 , 	11 , 	15 , 	17 , 	21 , 	29 , 	64 , 	22 , 	32 , 	32 , 	8 , 	14 , 	27 , 	4 , 	4 , 	2 , 	1 , 	1 , 	2 , 	6 , 	58 , 	34 , 	76 , 	30 , 	18 , 	13 , 	3 , 	8 , 	9 , 	4 , 	3 , 	12 , 	-   , 	3 , 	3 , 	4 , 	11 , 	2 , 	8 , 	8 , 	26 , 	-   , 	-   , 	1 , 	5 , 	688 ,,,,,,,,,,,
UC, 	5 , 	9 , 	7 , 	10 , 	50 , 	7 , 	13 , 	15 , 	29 , 	33 , 	30 , 	89 , 	23 , 	27 , 	42 , 	17 , 	11 , 	27 , 	3 , 	4 , 	3 , 	1 , 	-   , 	2 , 	3 , 	88 , 	70 , 	126 , 	63 , 	21 , 	16 , 	7 , 	10 , 	13 , 	2 , 	6 , 	22 , 	2 , 	3 , 	3 , 	2 , 	22 , 	2 , 	12 , 	13 , 	25 , 	-   , 	-   , 	2 , 	4 , 	988 ,,,,,,,,,,,
FM, 	9 , 	18 , 	13 , 	8 , 	58 , 	10 , 	15 , 	17 , 	24 , 	28 , 	31 , 	77 , 	26 , 	38 , 	57 , 	30 , 	30 , 	15 , 	5 , 	5 , 	4 , 	1 , 	1 , 	5 , 	7 , 	139 , 	77 , 	136 , 	71 , 	24 , 	13 , 	9 , 	11 , 	16 , 	3 , 	5 , 	15 , 	1 , 	3 , 	1 , 	3 , 	26 , 	1 , 	7 , 	22 , 	31 , 	-   , 	-   , 	1 , 	3 ," 	1,143 ",,,,,,,,,,,
CN, 	6 , 	12 , 	6 , 	3 , 	22 , 	7 , 	23 , 	21 , 	25 , 	6 , 	11 , 	22 , 	7 , 	9 , 	6 , 	4 , 	4 , 	3 , 	11 , 	26 , 	84 , 	32 , 	11 , 	24 , 	6 , 	90 , 	76 , 	121 , 	70 , 	31 , 	22 , 	12 , 	16 , 	17 , 	8 , 	3 , 	3 , 	15 , 	56 , 	9 , 	10 , 	74 , 	9 , 	1 , 	19 , 	12 , 	-   , 	-   , 	27 , 	33 ," 	1,120 ",,,,,,,,,,,
PH, 	9 , 	5 , 	6 , 	9 , 	33 , 	7 , 	30 , 	26 , 	33 , 	6 , 	9 , 	30 , 	8 , 	4 , 	5 , 	1 , 	5 , 	6 , 	27 , 	10 , 	49 , 	19 , 	11 , 	39 , 	7 , 	204 , 	127 , 	215 , 	130 , 	40 , 	29 , 	15 , 	13 , 	17 , 	4 , 	3 , 	3 , 	6 , 	14 , 	6 , 	11 , 	161 , 	9 , 	0 , 	42 , 	11 , 	-   , 	-   , 	6 , 	12 ," 	1,468 ",,,,,,,,,,,
WC, 	10 , 	8 , 	12 , 	12 , 	38 , 	10 , 	31 , 	26 , 	34 , 	10 , 	15 , 	38 , 	11 , 	4 , 	4 , 	6 , 	3 , 	4 , 	89 , 	48 , 	13 , 	19 , 	12 , 	68 , 	10 , 	263 , 	154 , 	250 , 	169 , 	56 , 	32 , 	20 , 	16 , 	16 , 	6 , 	1 , 	2 , 	7 , 	35 , 	4 , 	6 , 	149 , 	10 , 	2 , 	33 , 	7 , 	-   , 	-   , 	13 , 	24 ," 	1,804 ",,,,,,,,,,,
LF, 	2 , 	3 , 	6 , 	4 , 	22 , 	6 , 	14 , 	18 , 	18 , 	2 , 	7 , 	33 , 	2 , 	1 , 	2 , 	1 , 	1 , 	2 , 	30 , 	19 , 	22 , 	9 , 	6 , 	26 , 	4 , 	150 , 	95 , 	141 , 	115 , 	29 , 	18 , 	9 , 	4 , 	8 , 	1 , 	-   , 	1 , 	4 , 	12 , 	0 , 	3 , 	78 , 	4 , 	-   , 	19 , 	2 , 	-   , 	-   , 	7 , 	6 , 	961 ,,,,,,,,,,,
OR, 	4 , 	5 , 	3 , 	3 , 	14 , 	3 , 	14 , 	13 , 	14 , 	3 , 	5 , 	29 , 	1 , 	2 , 	1 , 	1 , 	1 , 	2 , 	11 , 	11 , 	11 , 	7 , 	6 , 	30 , 	3 , 	131 , 	67 , 	115 , 	82 , 	27 , 	19 , 	5 , 	4 , 	5 , 	1 , 	1 , 	1 , 	1 , 	4 , 	1 , 	1 , 	72 , 	4 , 	1 , 	15 , 	3 , 	-   , 	-   , 	1 , 	3 , 	757 ,,,,,,,,,,,
RR, 	12 , 	9 , 	14 , 	8 , 	18 , 	6 , 	25 , 	41 , 	46 , 	10 , 	19 , 	57 , 	7 , 	3 , 	5 , 	2 , 	4 , 	4 , 	22 , 	39 , 	64 , 	30 , 	28 , 	11 , 	15 , 	218 , 	154 , 	297 , 	241 , 	136 , 	68 , 	36 , 	18 , 	19 , 	4 , 	2 , 	8 , 	4 , 	11 , 	4 , 	6 , 	116 , 	16 , 	2 , 	23 , 	16 , 	-   , 	-   , 	4 , 	11 ," 	1,906 ",,,,,,,,,,,
OW, 	9 , 	16 , 	6 , 	9 , 	32 , 	17 , 	21 , 	32 , 	33 , 	16 , 	22 , 	33 , 	13 , 	12 , 	9 , 	7 , 	7 , 	4 , 	6 , 	8 , 	8 , 	3 , 	2 , 	12 , 	26 , 	453 , 	301 , 	657 , 	346 , 	236 , 	138 , 	33 , 	35 , 	31 , 	6 , 	4 , 	6 , 	2 , 	8 , 	6 , 	12 , 	104 , 	11 , 	3 , 	8 , 	5 , 	-   , 	-   , 	5 , 	8 ," 	2,774 ",,,,,,,,,,,
EM, 	115 , 	221 , 	141 , 	171 , 	363 , 	159 , 	254 , 	261 , 	322 , 	154 , 	200 , 	258 , 	130 , 	130 , 	81 , 	63 , 	102 , 	145 , 	119 , 	236 , 	293 , 	179 , 	143 , 	254 , 	529 , 	117 , 	12 , 	111 , 	73 , 	208 , 	270 , 	173 , 	230 , 	192 , 	70 , 	101 , 	509 , 	57 , 	91 , 	49 , 	60 , 	246 , 	93 , 	127 , 	90 , 	114 , 	-   , 	-   , 	19 , 	69 ," 	8,098 ",,,,,,,,,,,
MT, 	98 , 	145 , 	105 , 	128 , 	307 , 	108 , 	214 , 	213 , 	264 , 	133 , 	159 , 	147 , 	113 , 	136 , 	54 , 	47 , 	88 , 	96 , 	87 , 	134 , 	157 , 	94 , 	68 , 	180 , 	379 , 	12 , 	72 , 	30 , 	44 , 	205 , 	231 , 	178 , 	471 , 	220 , 	70 , 	60 , 	177 , 	26 , 	71 , 	48 , 	58 , 	226 , 	87 , 	51 , 	52 , 	77 , 	-   , 	-   , 	14 , 	44 ," 	6,172 ",,,,,,,,,,,
PL, 	169 , 	245 , 	146 , 	146 , 	363 , 	160 , 	265 , 	269 , 	339 , 	190 , 	258 , 	296 , 	181 , 	175 , 	93 , 	65 , 	91 , 	116 , 	85 , 	175 , 	227 , 	126 , 	94 , 	242 , 	638 , 	122 , 	30 , 	179 , 	100 , 	680 , 	771 , 	469 , 	802 , 	605 , 	178 , 	93 , 	254 , 	54 , 	114 , 	130 , 	161 , 	796 , 	241 , 	85 , 	62 , 	121 , 	-   , 	-   , 	23 , 	64 ," 	11,282 ",,,,,,,,,,,
CC, 	67 , 	110 , 	97 , 	148 , 	258 , 	135 , 	223 , 	213 , 	214 , 	117 , 	175 , 	131 , 	88 , 	80 , 	47 , 	30 , 	66 , 	77 , 	70 , 	126 , 	155 , 	110 , 	84 , 	218 , 	383 , 	58 , 	38 , 	97 , 	99 , 	257 , 	324 , 	209 , 	278 , 	269 , 	78 , 	55 , 	149 , 	19 , 	46 , 	64 , 	102 , 	337 , 	184 , 	46 , 	37 , 	56 , 	-   , 	-   , 	10 , 	45 ," 	6,275 ",,,,,,,,,,,
16, 	60 , 	51 , 	39 , 	75 , 	175 , 	98 , 	163 , 	177 , 	146 , 	74 , 	87 , 	73 , 	40 , 	33 , 	19 , 	11 , 	21 , 	21 , 	28 , 	36 , 	48 , 	28 , 	26 , 	119 , 	256 , 	201 , 	169 , 	741 , 	291 , 	92 , 	85 , 	152 , 	209 , 	157 , 	64 , 	16 , 	45 , 	9 , 	23 , 	46 , 	70 , 	171 , 	93 , 	15 , 	20 , 	20 , 	-   , 	-   , 	6 , 	13 ," 	4,604 ",,,,,,,,,,,
24, 	66 , 	49 , 	35 , 	58 , 	123 , 	56 , 	99 , 	123 , 	104 , 	58 , 	87 , 	69 , 	25 , 	25 , 	18 , 	13 , 	18 , 	16 , 	21 , 	31 , 	37 , 	19 , 	20 , 	66 , 	154 , 	272 , 	212 , 	898 , 	363 , 	90 , 	103 , 	127 , 	163 , 	134 , 	44 , 	12 , 	33 , 	7 , 	30 , 	38 , 	81 , 	154 , 	75 , 	15 , 	28 , 	11 , 	-   , 	-   , 	6 , 	15 ," 	4,296 ",,,,,,,,,,,
GP, 	20 , 	23 , 	11 , 	21 , 	63 , 	22 , 	32 , 	33 , 	42 , 	20 , 	22 , 	41 , 	12 , 	10 , 	9 , 	3 , 	6 , 	7 , 	13 , 	16 , 	20 , 	9 , 	7 , 	30 , 	45 , 	168 , 	138 , 	568 , 	197 , 	140 , 	122 , 	39 , 	29 , 	39 , 	22 , 	5 , 	19 , 	3 , 	12 , 	14 , 	37 , 	101 , 	30 , 	4 , 	11 , 	6 , 	-   , 	-   , 	2 , 	8 ," 	2,244 ",,,,,,,,,,,
BP, 	22 , 	24 , 	8 , 	17 , 	34 , 	12 , 	24 , 	24 , 	43 , 	20 , 	29 , 	31 , 	14 , 	18 , 	14 , 	6 , 	8 , 	9 , 	19 , 	10 , 	13 , 	6 , 	4 , 	15 , 	35 , 	237 , 	251 ," 	1,081 ", 	259 , 	188 , 	166 , 	37 , 	54 , 	30 , 	28 , 	7 , 	17 , 	5 , 	10 , 	19 , 	55 , 	105 , 	46 , 	8 , 	6 , 	7 , 	-   , 	-   , 	3 , 	13 ," 	3,084 ",,,,,,,,,,,
DC, 	24 , 	27 , 	13 , 	13 , 	47 , 	14 , 	20 , 	26 , 	41 , 	18 , 	23 , 	78 , 	20 , 	21 , 	8 , 	10 , 	9 , 	13 , 	24 , 	19 , 	22 , 	10 , 	9 , 	15 , 	35 , 	206 , 	158 , 	727 , 	254 , 	154 , 	136 , 	34 , 	27 , 	25 , 	17 , 	7 , 	39 , 	6 , 	19 , 	18 , 	64 , 	199 , 	59 , 	10 , 	17 , 	16 , 	-   , 	-   , 	4 , 	16 ," 	2,764 ",,,,,,,,,,,
CM, 	8 , 	13 , 	4 , 	5 , 	9 , 	3 , 	8 , 	8 , 	15 , 	5 , 	3 , 	9 , 	3 , 	4 , 	3 , 	2 , 	3 , 	2 , 	8 , 	6 , 	8 , 	2 , 	3 , 	4 , 	7 , 	68 , 	54 , 	242 , 	78 , 	47 , 	55 , 	17 , 	27 , 	18 , 	7 , 	3 , 	5 , 	2 , 	6 , 	3 , 	21 , 	115 , 	19 , 	2 , 	3 , 	1 , 	-   , 	-   , 	1 , 	5 , 	938 ,,,,,,,,,,,
CV, 	2 , 	3 , 	1 , 	3 , 	11 , 	3 , 	6 , 	12 , 	10 , 	48 , 	20 , 	60 , 	18 , 	24 , 	6 , 	5 , 	4 , 	7 , 	2 , 	1 , 	2 , 	1 , 	1 , 	2 , 	5 , 	83 , 	53 , 	115 , 	50 , 	17 , 	9 , 	8 , 	5 , 	10 , 	2 , 	4 , 	38 , 	1 , 	2 , 	2 , 	4 , 	14 , 	1 , 	38 , 	4 , 	5 , 	-   , 	-   , 	2 , 	1 , 	720 ,,,,,,,,,,,
ED, 	5 , 	7 , 	8 , 	13 , 	43 , 	9 , 	19 , 	17 , 	21 , 	52 , 	40 , 	152 , 	26 , 	46 , 	14 , 	14 , 	19 , 	13 , 	5 , 	3 , 	1 , 	1 , 	1 , 	8 , 	10 , 	420 , 	180 , 	330 , 	148 , 	46 , 	32 , 	16 , 	14 , 	30 , 	3 , 	32 , 	18 , 	0 , 	2 , 	4 , 	5 , 	88 , 	6 , 	15 , 	46 , 	22 , 	-   , 	-   , 	1 , 	2 ," 	2,000 ",,,,,,,,,,,
NC, 	1 , 	2 , 	1 , 	2 , 	7 , 	2 , 	4 , 	6 , 	6 , 	1 , 	3 , 	7 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	10 , 	5 , 	11 , 	2 , 	2 , 	4 , 	1 , 	51 , 	26 , 	53 , 	23 , 	6 , 	8 , 	4 , 	3 , 	7 , 	2 , 	0 , 	-   , 	4 , 	8 , 	3 , 	1 , 	29 , 	2 , 	-   , 	9 , 	3 , 	-   , 	-   , 	3 , 	10 , 	332 ,,,,,,,,,,,
WP, 	8 , 	7 , 	3 , 	1 , 	11 , 	4 , 	21 , 	12 , 	21 , 	3 , 	10 , 	19 , 	5 , 	8 , 	4 , 	4 , 	3 , 	3 , 	56 , 	20 , 	37 , 	12 , 	1 , 	8 , 	7 , 	76 , 	57 , 	139 , 	47 , 	22 , 	22 , 	9 , 	13 , 	19 , 	7 , 	3 , 	1 , 	6 , 	13 , 	8 , 	7 , 	59 , 	5 , 	1 , 	16 , 	4 , 	-   , 	-   , 	7 , 	10 , 	832 ,,,,,,,,,,,
SS, 	6 , 	9 , 	2 , 	2 , 	10 , 	2 , 	6 , 	7 , 	7 , 	3 , 	5 , 	15 , 	3 , 	2 , 	3 , 	3 , 	5 , 	0 , 	7 , 	5 , 	5 , 	1 , 	1 , 	5 , 	9 , 	54 , 	44 , 	173 , 	61 , 	48 , 	42 , 	12 , 	16 , 	21 , 	4 , 	1 , 	3 , 	2 , 	8 , 	8 , 	17 , 	41 , 	12 , 	1 , 	2 , 	3 , 	-   , 	-   , 	3 , 	5 , 	700 ,,,,,,,,,,,
SB, 	8 , 	12 , 	2 , 	5 , 	15 , 	5 , 	8 , 	10 , 	9 , 	7 , 	12 , 	17 , 	3 , 	7 , 	2 , 	3 , 	2 , 	4 , 	7 , 	8 , 	9 , 	5 , 	2 , 	5 , 	12 , 	66 , 	47 , 	200 , 	113 , 	73 , 	83 , 	36 , 	59 , 	63 , 	21 , 	1 , 	6 , 	3 , 	10 , 	17 , 	10 , 	57 , 	13 , 	2 , 	3 , 	2 , 	-   , 	-   , 	2 , 	6 ," 	1,067 ",,,,,,,,,,,
SO, 	31 , 	53 , 	32 , 	54 , 	90 , 	26 , 	66 , 	37 , 	58 , 	16 , 	25 , 	22 , 	15 , 	13 , 	7 , 	5 , 	8 , 	14 , 	48 , 	89 , 	98 , 	69 , 	49 , 	78 , 	73 , 	218 , 	177 , 	808 , 	214 , 	105 , 	77 , 	52 , 	55 , 	123 , 	65 , 	8 , 	44 , 	17 , 	53 , 	31 , 	24 , 	34 , 	109 , 	16 , 	15 , 	9 , 	-   , 	-   , 	6 , 	39 ," 	3,364 ",,,,,,,,,,,
MB, 	7 , 	15 , 	7 , 	12 , 	44 , 	12 , 	17 , 	12 , 	22 , 	4 , 	5 , 	16 , 	5 , 	5 , 	3 , 	1 , 	2 , 	1 , 	9 , 	8 , 	12 , 	3 , 	3 , 	14 , 	11 , 	82 , 	74 , 	265 , 	171 , 	76 , 	66 , 	29 , 	42 , 	49 , 	10 , 	1 , 	7 , 	2 , 	4 , 	9 , 	11 , 	233 , 	30 , 	2 , 	4 , 	1 , 	-   , 	-   , 	4 , 	3 ," 	1,419 ",,,,,,,,,,,
WD, 	2 , 	3 , 	2 , 	3 , 	10 , 	2 , 	9 , 	9 , 	8 , 	24 , 	34 , 	76 , 	26 , 	41 , 	15 , 	7 , 	10 , 	8 , 	1 , 	1 , 	1 , 	1 , 	0 , 	2 , 	2 , 	114 , 	53 , 	109 , 	52 , 	17 , 	11 , 	8 , 	8 , 	11 , 	1 , 	35 , 	18 , 	-   , 	1 , 	1 , 	2 , 	43 , 	3 , 	7 , 	22 , 	4 , 	-   , 	-   , 	1 , 	1 , 	811 ,,,,,,,,,,,
OA, 	4 , 	11 , 	14 , 	12 , 	45 , 	10 , 	8 , 	8 , 	20 , 	5 , 	4 , 	19 , 	4 , 	1 , 	2 , 	4 , 	5 , 	7 , 	8 , 	18 , 	14 , 	5 , 	5 , 	5 , 	3 , 	56 , 	24 , 	87 , 	22 , 	9 , 	11 , 	3 , 	3 , 	6 , 	3 , 	2 , 	19 , 	5 , 	8 , 	1 , 	3 , 	20 , 	1 , 	9 , 	4 , 	5 , 	-   , 	-   , 	3 , 	6 , 	547 ,,,,,,,,,,,
WS, 	9 , 	28 , 	15 , 	18 , 	100 , 	23 , 	22 , 	20 , 	30 , 	39 , 	31 , 	138 , 	20 , 	26 , 	31 , 	25 , 	26 , 	30 , 	8 , 	8 , 	10 , 	3 , 	4 , 	8 , 	8 , 	101 , 	59 , 	132 , 	61 , 	24 , 	15 , 	6 , 	8 , 	10 , 	2 , 	6 , 	20 , 	2 , 	7 , 	1 , 	1 , 	12 , 	1 , 	8 , 	13 , 	11 , 	-   , 	-   , 	1 , 	10 ," 	1,186 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	5 , 	1 , 	2 , 	3 , 	2 , 	10 , 	8 , 	3 , 	1 , 	6 , 	7 , 	5 , 	2 , 	2 , 	1 , 	3 , 	2 , 	34 , 	9 , 	14 , 	4 , 	4 , 	3 , 	5 , 	14 , 	12 , 	28 , 	12 , 	7 , 	7 , 	3 , 	3 , 	6 , 	2 , 	1 , 	1 , 	5 , 	7 , 	2 , 	4 , 	7 , 	2 , 	0 , 	1 , 	2 , 	-   , 	-   , 	5 , 	8 , 	271 ,,,,,,,,,,,
