Exit stations,Entry stations->,,SATURDAY,,,Apr 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
BF, 	12 , 	28 , 	6 , 	15 , 	92 , 	22 , 	35 , 	54 , 	84 , 	117 , 	145 , 	155 , 	84 , 	11 , 	65 , 	39 , 	40 , 	53 , 	12 , 	5 , 	6 , 	2 , 	1 , 	8 , 	25 , 	196 , 	174 , 	360 , 	148 , 	69 , 	43 , 	17 , 	28 , 	30 , 	7 , 	24 , 	62 , 	3 , 	10 , 	4 , 	9 , 	19 , 	6 , 	55 , 	4 , 	33 , 	-   , 	-   , 	4 , 	5 ," 	2,415 ",,,,,,,,,,
HY, 	20 , 	30 , 	6 , 	14 , 	75 , 	18 , 	27 , 	43 , 	44 , 	49 , 	98 , 	113 , 	53 , 	64 , 	10 , 	60 , 	58 , 	75 , 	10 , 	7 , 	9 , 	1 , 	2 , 	10 , 	18 , 	111 , 	85 , 	191 , 	100 , 	46 , 	30 , 	13 , 	12 , 	21 , 	6 , 	10 , 	25 , 	2 , 	8 , 	3 , 	5 , 	14 , 	2 , 	24 , 	6 , 	44 , 	-   , 	-   , 	2 , 	9 ," 	1,677 ",,,,,,,,,,
SH, 	10 , 	10 , 	5 , 	7 , 	44 , 	7 , 	21 , 	17 , 	28 , 	23 , 	40 , 	62 , 	32 , 	41 , 	50 , 	10 , 	23 , 	33 , 	4 , 	2 , 	7 , 	2 , 	1 , 	4 , 	6 , 	80 , 	59 , 	125 , 	52 , 	28 , 	21 , 	4 , 	9 , 	18 , 	4 , 	6 , 	15 , 	1 , 	5 , 	3 , 	7 , 	14 , 	2 , 	11 , 	5 , 	37 , 	-   , 	-   , 	1 , 	2 , 	990 ,,,,,,,,,,
UC, 	9 , 	17 , 	11 , 	11 , 	94 , 	13 , 	20 , 	29 , 	38 , 	47 , 	40 , 	112 , 	33 , 	44 , 	59 , 	24 , 	13 , 	32 , 	7 , 	4 , 	5 , 	2 , 	4 , 	8 , 	7 , 	154 , 	100 , 	223 , 	113 , 	41 , 	25 , 	13 , 	13 , 	21 , 	3 , 	8 , 	21 , 	1 , 	5 , 	2 , 	3 , 	18 , 	2 , 	14 , 	10 , 	42 , 	-   , 	-   , 	2 , 	3 ," 	1,514 ",,,,,,,,,,
FM, 	11 , 	15 , 	15 , 	13 , 	126 , 	15 , 	24 , 	35 , 	35 , 	41 , 	54 , 	132 , 	38 , 	47 , 	81 , 	39 , 	36 , 	21 , 	7 , 	6 , 	7 , 	4 , 	1 , 	9 , 	10 , 	186 , 	113 , 	246 , 	130 , 	58 , 	26 , 	11 , 	13 , 	20 , 	3 , 	9 , 	25 , 	1 , 	4 , 	2 , 	2 , 	24 , 	3 , 	8 , 	20 , 	51 , 	-   , 	-   , 	1 , 	3 ," 	1,774 ",,,,,,,,,,
CN, 	15 , 	18 , 	10 , 	6 , 	42 , 	12 , 	34 , 	29 , 	37 , 	9 , 	15 , 	46 , 	10 , 	13 , 	11 , 	6 , 	6 , 	8 , 	21 , 	40 , 	108 , 	44 , 	16 , 	36 , 	13 , 	159 , 	98 , 	233 , 	115 , 	50 , 	39 , 	18 , 	21 , 	20 , 	13 , 	2 , 	5 , 	22 , 	84 , 	8 , 	9 , 	74 , 	14 , 	2 , 	12 , 	8 , 	-   , 	-   , 	37 , 	39 ," 	1,681 ",,,,,,,,,,
PH, 	12 , 	8 , 	9 , 	9 , 	66 , 	12 , 	42 , 	54 , 	60 , 	8 , 	13 , 	42 , 	8 , 	7 , 	6 , 	4 , 	4 , 	6 , 	35 , 	18 , 	74 , 	26 , 	13 , 	56 , 	11 , 	316 , 	188 , 	333 , 	183 , 	62 , 	39 , 	18 , 	11 , 	29 , 	11 , 	2 , 	5 , 	9 , 	29 , 	6 , 	11 , 	121 , 	13 , 	1 , 	28 , 	12 , 	-   , 	-   , 	11 , 	14 ," 	2,049 ",,,,,,,,,,
WC, 	11 , 	17 , 	16 , 	18 , 	80 , 	11 , 	43 , 	52 , 	60 , 	13 , 	20 , 	46 , 	11 , 	5 , 	7 , 	5 , 	5 , 	5 , 	135 , 	70 , 	18 , 	27 , 	20 , 	75 , 	12 , 	339 , 	221 , 	377 , 	232 , 	73 , 	58 , 	26 , 	17 , 	21 , 	8 , 	1 , 	4 , 	16 , 	59 , 	10 , 	13 , 	137 , 	18 , 	1 , 	27 , 	11 , 	-   , 	-   , 	23 , 	38 ," 	2,507 ",,,,,,,,,,
LF, 	4 , 	5 , 	6 , 	8 , 	37 , 	7 , 	16 , 	28 , 	22 , 	4 , 	11 , 	35 , 	3 , 	1 , 	1 , 	1 , 	2 , 	5 , 	44 , 	31 , 	34 , 	14 , 	9 , 	44 , 	6 , 	228 , 	121 , 	217 , 	157 , 	44 , 	29 , 	13 , 	7 , 	9 , 	4 , 	1 , 	1 , 	5 , 	13 , 	2 , 	2 , 	70 , 	6 , 	1 , 	13 , 	5 , 	-   , 	-   , 	8 , 	4 ," 	1,331 ",,,,,,,,,,
OR, 	4 , 	5 , 	5 , 	5 , 	34 , 	3 , 	17 , 	20 , 	24 , 	3 , 	8 , 	34 , 	2 , 	2 , 	3 , 	1 , 	3 , 	2 , 	14 , 	12 , 	22 , 	11 , 	10 , 	36 , 	4 , 	173 , 	108 , 	198 , 	123 , 	40 , 	31 , 	10 , 	8 , 	9 , 	1 , 	1 , 	2 , 	1 , 	4 , 	3 , 	2 , 	69 , 	6 , 	0 , 	8 , 	2 , 	-   , 	-   , 	5 , 	3 ," 	1,085 ",,,,,,,,,,
RR, 	16 , 	19 , 	18 , 	12 , 	38 , 	6 , 	29 , 	69 , 	60 , 	15 , 	37 , 	50 , 	13 , 	9 , 	6 , 	3 , 	8 , 	5 , 	33 , 	56 , 	70 , 	48 , 	37 , 	25 , 	15 , 	305 , 	218 , 	427 , 	301 , 	152 , 	120 , 	35 , 	17 , 	23 , 	5 , 	2 , 	6 , 	10 , 	12 , 	5 , 	5 , 	100 , 	19 , 	1 , 	14 , 	9 , 	-   , 	-   , 	6 , 	15 ," 	2,497 ",,,,,,,,,,
OW, 	13 , 	21 , 	10 , 	16 , 	45 , 	21 , 	26 , 	34 , 	47 , 	15 , 	48 , 	60 , 	23 , 	22 , 	17 , 	4 , 	6 , 	10 , 	8 , 	11 , 	12 , 	2 , 	2 , 	16 , 	21 , 	639 , 	484 , 	916 , 	524 , 	326 , 	195 , 	45 , 	47 , 	40 , 	7 , 	8 , 	18 , 	2 , 	9 , 	10 , 	11 , 	78 , 	18 , 	6 , 	3 , 	11 , 	-   , 	-   , 	4 , 	7 ," 	3,909 ",,,,,,,,,,
EM, 	181 , 	380 , 	198 , 	301 , 	661 , 	247 , 	414 , 	459 , 	426 , 	339 , 	407 , 	322 , 	275 , 	248 , 	148 , 	96 , 	174 , 	234 , 	187 , 	385 , 	407 , 	276 , 	211 , 	388 , 	858 , 	116 , 	28 , 	248 , 	151 , 	430 , 	523 , 	298 , 	460 , 	376 , 	102 , 	193 , 	755 , 	101 , 	140 , 	88 , 	97 , 	314 , 	223 , 	254 , 	84 , 	194 , 	-   , 	-   , 	29 , 	112 ," 	13,531 ",,,,,,,,,,
MT, 	140 , 	299 , 	178 , 	198 , 	528 , 	206 , 	309 , 	350 , 	331 , 	301 , 	331 , 	204 , 	228 , 	222 , 	120 , 	82 , 	146 , 	144 , 	135 , 	246 , 	247 , 	141 , 	108 , 	297 , 	681 , 	42 , 	79 , 	50 , 	84 , 	393 , 	479 , 	334 , 	825 , 	408 , 	117 , 	127 , 	337 , 	53 , 	120 , 	87 , 	89 , 	250 , 	178 , 	119 , 	50 , 	138 , 	-   , 	-   , 	19 , 	61 ," 	10,604 ",,,,,,,,,,
PL, 	246 , 	448 , 	244 , 	228 , 	707 , 	231 , 	424 , 	440 , 	483 , 	408 , 	505 , 	371 , 	352 , 	290 , 	160 , 	111 , 	210 , 	208 , 	197 , 	283 , 	340 , 	204 , 	187 , 	370 , 	912 , 	283 , 	58 , 	146 , 	188 ," 	1,174 "," 	1,341 ", 	782 ," 	1,349 "," 	1,048 ", 	263 , 	170 , 	488 , 	88 , 	187 , 	213 , 	242 ," 	1,002 ", 	479 , 	184 , 	95 , 	188 , 	-   , 	-   , 	36 , 	124 ," 	18,680 ",,,,,,,,,,
CC, 	107 , 	216 , 	144 , 	206 , 	466 , 	200 , 	329 , 	323 , 	284 , 	236 , 	308 , 	190 , 	181 , 	134 , 	100 , 	64 , 	108 , 	138 , 	100 , 	169 , 	210 , 	150 , 	127 , 	284 , 	559 , 	154 , 	71 , 	180 , 	85 , 	417 , 	512 , 	275 , 	401 , 	401 , 	113 , 	95 , 	318 , 	49 , 	73 , 	88 , 	133 , 	319 , 	324 , 	101 , 	35 , 	127 , 	-   , 	-   , 	16 , 	54 ," 	9,667 ",,,,,,,,,,
16, 	83 , 	118 , 	66 , 	134 , 	306 , 	161 , 	260 , 	292 , 	176 , 	170 , 	210 , 	113 , 	78 , 	67 , 	51 , 	31 , 	50 , 	61 , 	53 , 	60 , 	84 , 	54 , 	49 , 	147 , 	363 , 	394 , 	347 ," 	1,250 ", 	462 , 	69 , 	193 , 	212 , 	336 , 	257 , 	88 , 	36 , 	117 , 	18 , 	39 , 	67 , 	101 , 	136 , 	217 , 	42 , 	15 , 	59 , 	-   , 	-   , 	7 , 	29 ," 	7,724 ",,,,,,,,,,
24, 	101 , 	114 , 	52 , 	73 , 	215 , 	92 , 	166 , 	198 , 	132 , 	121 , 	165 , 	87 , 	64 , 	38 , 	36 , 	21 , 	24 , 	27 , 	38 , 	39 , 	54 , 	30 , 	31 , 	112 , 	230 , 	442 , 	384 ," 	1,466 ", 	579 , 	180 , 	57 , 	231 , 	331 , 	261 , 	85 , 	21 , 	48 , 	17 , 	38 , 	69 , 	111 , 	115 , 	148 , 	16 , 	16 , 	23 , 	-   , 	-   , 	9 , 	20 ," 	6,919 ",,,,,,,,,,
GP, 	22 , 	32 , 	19 , 	24 , 	83 , 	34 , 	40 , 	56 , 	51 , 	32 , 	38 , 	44 , 	17 , 	18 , 	12 , 	3 , 	6 , 	11 , 	20 , 	20 , 	22 , 	11 , 	6 , 	38 , 	45 , 	263 , 	243 , 	865 , 	261 , 	197 , 	202 , 	22 , 	54 , 	45 , 	27 , 	9 , 	26 , 	4 , 	16 , 	15 , 	46 , 	66 , 	55 , 	7 , 	10 , 	7 , 	-   , 	-   , 	2 , 	7 ," 	3,147 ",,,,,,,,,,
BP, 	27 , 	34 , 	14 , 	14 , 	73 , 	17 , 	26 , 	38 , 	52 , 	36 , 	38 , 	39 , 	27 , 	22 , 	12 , 	9 , 	12 , 	9 , 	15 , 	13 , 	20 , 	9 , 	6 , 	17 , 	45 , 	342 , 	374 ," 	1,606 ", 	350 , 	278 , 	306 , 	44 , 	37 , 	45 , 	35 , 	7 , 	22 , 	4 , 	16 , 	20 , 	80 , 	93 , 	58 , 	8 , 	5 , 	11 , 	-   , 	-   , 	5 , 	10 ," 	4,370 ",,,,,,,,,,
DC, 	31 , 	42 , 	22 , 	22 , 	106 , 	18 , 	29 , 	45 , 	46 , 	44 , 	48 , 	72 , 	28 , 	26 , 	16 , 	14 , 	16 , 	19 , 	17 , 	27 , 	21 , 	8 , 	9 , 	21 , 	50 , 	332 , 	321 ," 	1,167 ", 	365 , 	268 , 	257 , 	42 , 	61 , 	32 , 	27 , 	12 , 	37 , 	6 , 	21 , 	26 , 	94 , 	183 , 	78 , 	17 , 	13 , 	20 , 	-   , 	-   , 	5 , 	15 ," 	4,187 ",,,,,,,,,,
CM, 	8 , 	19 , 	4 , 	4 , 	12 , 	2 , 	9 , 	12 , 	13 , 	5 , 	5 , 	10 , 	5 , 	7 , 	4 , 	4 , 	3 , 	1 , 	10 , 	9 , 	9 , 	4 , 	3 , 	4 , 	8 , 	78 , 	84 , 	309 , 	104 , 	71 , 	67 , 	23 , 	43 , 	27 , 	11 , 	2 , 	4 , 	2 , 	10 , 	9 , 	40 , 	116 , 	25 , 	1 , 	2 , 	3 , 	-   , 	-   , 	3 , 	6 ," 	1,206 ",,,,,,,,,,
CV, 	3 , 	3 , 	4 , 	4 , 	26 , 	4 , 	6 , 	8 , 	15 , 	58 , 	29 , 	85 , 	20 , 	32 , 	13 , 	7 , 	11 , 	8 , 	2 , 	2 , 	1 , 	1 , 	0 , 	2 , 	11 , 	150 , 	90 , 	217 , 	96 , 	34 , 	26 , 	12 , 	9 , 	13 , 	3 , 	9 , 	58 , 	1 , 	2 , 	3 , 	5 , 	17 , 	5 , 	52 , 	5 , 	9 , 	-   , 	-   , 	-   , 	1 ," 	1,165 ",,,,,,,,,,
ED, 	8 , 	13 , 	8 , 	10 , 	104 , 	9 , 	13 , 	19 , 	21 , 	62 , 	71 , 	282 , 	41 , 	62 , 	27 , 	15 , 	24 , 	23 , 	6 , 	4 , 	6 , 	2 , 	1 , 	9 , 	16 , 	645 , 	287 , 	533 , 	307 , 	101 , 	48 , 	25 , 	25 , 	44 , 	5 , 	49 , 	25 , 	1 , 	2 , 	4 , 	5 , 	96 , 	11 , 	30 , 	48 , 	24 , 	-   , 	-   , 	1 , 	1 ," 	3,170 ",,,,,,,,,,
NC, 	2 , 	2 , 	2 , 	2 , 	11 , 	3 , 	8 , 	5 , 	11 , 	1 , 	4 , 	17 , 	2 , 	2 , 	1 , 	1 , 	2 , 	2 , 	18 , 	10 , 	18 , 	4 , 	2 , 	9 , 	2 , 	80 , 	44 , 	102 , 	48 , 	18 , 	16 , 	5 , 	6 , 	8 , 	1 , 	-   , 	1 , 	4 , 	13 , 	2 , 	2 , 	30 , 	3 , 	-   , 	4 , 	3 , 	-   , 	-   , 	4 , 	6 , 	533 ,,,,,,,,,,
WP, 	10 , 	10 , 	4 , 	2 , 	17 , 	5 , 	32 , 	19 , 	27 , 	5 , 	17 , 	26 , 	6 , 	6 , 	5 , 	4 , 	6 , 	4 , 	86 , 	29 , 	56 , 	12 , 	6 , 	17 , 	8 , 	119 , 	94 , 	204 , 	83 , 	39 , 	45 , 	13 , 	18 , 	24 , 	10 , 	2 , 	1 , 	11 , 	15 , 	7 , 	9 , 	60 , 	6 , 	1 , 	12 , 	6 , 	-   , 	-   , 	11 , 	11 ," 	1,212 ",,,,,,,,,,
SS, 	5 , 	9 , 	5 , 	2 , 	17 , 	4 , 	8 , 	13 , 	12 , 	5 , 	7 , 	10 , 	6 , 	4 , 	4 , 	4 , 	2 , 	1 , 	7 , 	7 , 	10 , 	2 , 	3 , 	4 , 	9 , 	69 , 	74 , 	245 , 	81 , 	59 , 	63 , 	15 , 	19 , 	23 , 	10 , 	3 , 	4 , 	2 , 	7 , 	14 , 	21 , 	36 , 	15 , 	2 , 	4 , 	1 , 	-   , 	-   , 	3 , 	8 , 	931 ,,,,,,,,,,
SB, 	7 , 	18 , 	7 , 	5 , 	24 , 	5 , 	9 , 	12 , 	17 , 	14 , 	11 , 	10 , 	6 , 	7 , 	6 , 	6 , 	4 , 	2 , 	8 , 	12 , 	12 , 	3 , 	1 , 	4 , 	14 , 	94 , 	74 , 	276 , 	134 , 	91 , 	118 , 	34 , 	75 , 	95 , 	41 , 	3 , 	5 , 	2 , 	13 , 	28 , 	11 , 	43 , 	18 , 	1 , 	1 , 	2 , 	-   , 	-   , 	2 , 	5 ," 	1,384 ",,,,,,,,,,
SO, 	40 , 	64 , 	41 , 	51 , 	100 , 	30 , 	47 , 	42 , 	63 , 	14 , 	35 , 	25 , 	25 , 	21 , 	9 , 	6 , 	11 , 	17 , 	61 , 	101 , 	86 , 	58 , 	39 , 	80 , 	61 , 	189 , 	165 , 	731 , 	229 , 	106 , 	80 , 	55 , 	86 , 	149 , 	101 , 	10 , 	57 , 	21 , 	55 , 	33 , 	35 , 	34 , 	148 , 	22 , 	15 , 	9 , 	-   , 	-   , 	7 , 	38 ," 	3,492 ",,,,,,,,,,
MB, 	11 , 	22 , 	11 , 	12 , 	96 , 	13 , 	22 , 	21 , 	38 , 	9 , 	10 , 	22 , 	5 , 	5 , 	4 , 	2 , 	1 , 	1 , 	10 , 	10 , 	14 , 	5 , 	5 , 	17 , 	18 , 	178 , 	137 , 	468 , 	292 , 	156 , 	141 , 	50 , 	64 , 	86 , 	27 , 	3 , 	8 , 	3 , 	7 , 	16 , 	17 , 	178 , 	34 , 	3 , 	4 , 	0 , 	-   , 	-   , 	3 , 	8 ," 	2,262 ",,,,,,,,,,
WD, 	2 , 	6 , 	3 , 	4 , 	32 , 	4 , 	7 , 	6 , 	10 , 	36 , 	45 , 	137 , 	35 , 	55 , 	25 , 	12 , 	13 , 	11 , 	3 , 	1 , 	2 , 	2 , 	1 , 	3 , 	8 , 	244 , 	112 , 	208 , 	111 , 	36 , 	15 , 	14 , 	10 , 	20 , 	2 , 	53 , 	23 , 	1 , 	1 , 	1 , 	1 , 	29 , 	6 , 	9 , 	15 , 	10 , 	-   , 	-   , 	0 , 	1 ," 	1,376 ",,,,,,,,,,
OA, 	5 , 	20 , 	20 , 	20 , 	55 , 	9 , 	11 , 	11 , 	13 , 	10 , 	6 , 	23 , 	6 , 	5 , 	4 , 	2 , 	9 , 	12 , 	10 , 	27 , 	15 , 	6 , 	9 , 	8 , 	5 , 	59 , 	32 , 	75 , 	34 , 	12 , 	17 , 	10 , 	6 , 	9 , 	2 , 	4 , 	21 , 	5 , 	10 , 	1 , 	1 , 	19 , 	1 , 	10 , 	3 , 	8 , 	-   , 	-   , 	0 , 	7 , 	663 ,,,,,,,,,,
WS, 	9 , 	28 , 	15 , 	19 , 	222 , 	31 , 	35 , 	46 , 	43 , 	46 , 	50 , 	214 , 	27 , 	37 , 	40 , 	29 , 	44 , 	58 , 	10 , 	10 , 	10 , 	3 , 	3 , 	13 , 	12 , 	179 , 	111 , 	200 , 	125 , 	48 , 	22 , 	11 , 	15 , 	23 , 	3 , 	7 , 	24 , 	1 , 	6 , 	2 , 	2 , 	15 , 	0 , 	13 , 	14 , 	15 , 	-   , 	-   , 	3 , 	7 ," 	1,895 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	7 , 	6 , 	2 , 	1 , 	6 , 	3 , 	15 , 	7 , 	6 , 	1 , 	6 , 	9 , 	3 , 	5 , 	3 , 	3 , 	1 , 	1 , 	42 , 	14 , 	20 , 	8 , 	5 , 	6 , 	3 , 	23 , 	14 , 	43 , 	17 , 	7 , 	12 , 	3 , 	7 , 	8 , 	3 , 	0 , 	1 , 	3 , 	10 , 	1 , 	3 , 	10 , 	4 , 	1 , 	3 , 	5 , 	-   , 	-   , 	5 , 	13 , 	375 ,,,,,,,,,,
