Exit stations,Entry stations->,,SATURDAY,,,Aug 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
MT, 	149 , 	241 , 	182 , 	196 , 	523 , 	198 , 	326 , 	319 , 	340 , 	280 , 	306 , 	231 , 	217 , 	211 , 	99 , 	77 , 	135 , 	167 , 	113 , 	128 , 	132 , 	64 , 	251 , 	304 , 	615 , 	43 , 	63 , 	49 , 	82 , 	369 , 	474 , 	330 , 	803 , 	397 , 	113 , 	117 , 	288 , 	36 , 	77 , 	91 , 	106 , 	308 , 	173 , 	127 , 	43 , 	128 , 	-   , 	-   , 	19 , 	45 ," 	10,084 ",,,,,,,,,,
PL, 	268 , 	471 , 	233 , 	207 , 	701 , 	204 , 	429 , 	402 , 	448 , 	381 , 	483 , 	430 , 	312 , 	271 , 	134 , 	115 , 	164 , 	176 , 	168 , 	171 , 	155 , 	91 , 	345 , 	346 , 	791 , 	252 , 	51 , 	133 , 	156 ," 	1,055 "," 	1,162 ", 	712 ," 	1,297 ", 	964 , 	281 , 	138 , 	468 , 	65 , 	154 , 	211 , 	226 ," 	1,311 ", 	414 , 	168 , 	89 , 	176 , 	-   , 	-   , 	41 , 	94 ," 	17,513 ",,,,,,,,,,
CC, 	112 , 	187 , 	130 , 	182 , 	349 , 	170 , 	314 , 	309 , 	265 , 	224 , 	286 , 	186 , 	149 , 	125 , 	77 , 	52 , 	80 , 	103 , 	94 , 	113 , 	155 , 	91 , 	256 , 	272 , 	499 , 	129 , 	70 , 	170 , 	75 , 	370 , 	466 , 	248 , 	384 , 	352 , 	115 , 	65 , 	262 , 	24 , 	55 , 	103 , 	139 , 	426 , 	322 , 	105 , 	36 , 	106 , 	-   , 	-   , 	12 , 	44 ," 	8,854 ",,,,,,,,,,
16, 	85 , 	96 , 	65 , 	115 , 	253 , 	143 , 	247 , 	239 , 	174 , 	143 , 	164 , 	107 , 	59 , 	53 , 	38 , 	24 , 	36 , 	43 , 	36 , 	44 , 	47 , 	21 , 	79 , 	149 , 	318 , 	380 , 	341 ," 	1,110 ", 	414 , 	51 , 	159 , 	191 , 	325 , 	249 , 	87 , 	29 , 	95 , 	7 , 	31 , 	62 , 	91 , 	177 , 	179 , 	39 , 	12 , 	50 , 	-   , 	-   , 	7 , 	22 ," 	6,889 ",,,,,,,,,,
24, 	100 , 	98 , 	45 , 	86 , 	171 , 	87 , 	148 , 	181 , 	120 , 	103 , 	158 , 	110 , 	53 , 	41 , 	27 , 	22 , 	19 , 	27 , 	31 , 	30 , 	26 , 	15 , 	52 , 	100 , 	202 , 	459 , 	382 ," 	1,303 ", 	526 , 	148 , 	39 , 	169 , 	292 , 	254 , 	85 , 	24 , 	50 , 	11 , 	31 , 	69 , 	114 , 	135 , 	150 , 	21 , 	17 , 	27 , 	-   , 	-   , 	8 , 	13 ," 	6,379 ",,,,,,,,,,
GP, 	31 , 	35 , 	17 , 	25 , 	81 , 	27 , 	44 , 	55 , 	54 , 	27 , 	37 , 	47 , 	22 , 	15 , 	10 , 	5 , 	13 , 	10 , 	18 , 	13 , 	15 , 	6 , 	22 , 	46 , 	46 , 	268 , 	242 , 	778 , 	220 , 	179 , 	166 , 	23 , 	43 , 	44 , 	30 , 	8 , 	26 , 	3 , 	13 , 	16 , 	36 , 	85 , 	65 , 	7 , 	9 , 	10 , 	-   , 	-   , 	2 , 	7 ," 	3,003 ",,,,,,,,,,
BP, 	34 , 	33 , 	14 , 	14 , 	56 , 	20 , 	25 , 	35 , 	51 , 	32 , 	44 , 	42 , 	22 , 	25 , 	10 , 	9 , 	11 , 	10 , 	15 , 	6 , 	11 , 	2 , 	12 , 	13 , 	44 , 	346 , 	381 ," 	1,593 ", 	325 , 	242 , 	250 , 	49 , 	27 , 	37 , 	42 , 	13 , 	27 , 	3 , 	15 , 	17 , 	77 , 	109 , 	62 , 	9 , 	9 , 	9 , 	-   , 	-   , 	5 , 	10 ," 	4,248 ",,,,,,,,,,
DC, 	24 , 	46 , 	19 , 	19 , 	75 , 	17 , 	28 , 	37 , 	45 , 	36 , 	42 , 	82 , 	35 , 	23 , 	14 , 	14 , 	15 , 	16 , 	17 , 	17 , 	15 , 	6 , 	17 , 	20 , 	41 , 	332 , 	311 ," 	1,150 ", 	341 , 	258 , 	238 , 	41 , 	49 , 	29 , 	24 , 	15 , 	39 , 	5 , 	17 , 	27 , 	82 , 	203 , 	91 , 	12 , 	14 , 	17 , 	-   , 	-   , 	7 , 	18 ," 	4,039 ",,,,,,,,,,
CM, 	8 , 	17 , 	7 , 	5 , 	14 , 	5 , 	8 , 	10 , 	20 , 	3 , 	7 , 	11 , 	4 , 	3 , 	3 , 	3 , 	5 , 	1 , 	6 , 	5 , 	3 , 	3 , 	6 , 	4 , 	10 , 	96 , 	88 , 	299 , 	110 , 	68 , 	72 , 	27 , 	45 , 	23 , 	9 , 	1 , 	3 , 	2 , 	8 , 	8 , 	30 , 	119 , 	28 , 	3 , 	2 , 	3 , 	-   , 	-   , 	2 , 	7 ," 	1,218 ",,,,,,,,,,
CV, 	3 , 	6 , 	5 , 	6 , 	28 , 	6 , 	10 , 	15 , 	16 , 	59 , 	30 , 	172 , 	19 , 	29 , 	10 , 	7 , 	9 , 	11 , 	2 , 	1 , 	1 , 	0 , 	3 , 	4 , 	7 , 	140 , 	87 , 	162 , 	72 , 	29 , 	21 , 	10 , 	13 , 	18 , 	2 , 	5 , 	63 , 	1 , 	1 , 	2 , 	4 , 	19 , 	4 , 	49 , 	7 , 	9 , 	-   , 	-   , 	1 , 	2 ," 	1,182 ",,,,,,,,,,
ED, 	12 , 	11 , 	5 , 	8 , 	123 , 	17 , 	17 , 	21 , 	24 , 	79 , 	79 , 	719 , 	49 , 	70 , 	28 , 	17 , 	25 , 	29 , 	5 , 	5 , 	4 , 	0 , 	3 , 	7 , 	17 , 	611 , 	269 , 	486 , 	255 , 	85 , 	61 , 	24 , 	29 , 	47 , 	6 , 	50 , 	44 , 	1 , 	2 , 	6 , 	6 , 	107 , 	12 , 	32 , 	51 , 	35 , 	-   , 	-   , 	1 , 	3 ," 	3,598 ",,,,,,,,,,
NC, 	3 , 	1 , 	1 , 	2 , 	6 , 	1 , 	6 , 	4 , 	7 , 	1 , 	3 , 	34 , 	2 , 	0 , 	2 , 	1 , 	2 , 	1 , 	22 , 	9 , 	19 , 	3 , 	2 , 	10 , 	2 , 	46 , 	29 , 	62 , 	27 , 	7 , 	11 , 	2 , 	4 , 	5 , 	2 , 	1 , 	0 , 	7 , 	10 , 	2 , 	3 , 	22 , 	3 , 	0 , 	6 , 	3 , 	-   , 	-   , 	6 , 	6 , 	405 ,,,,,,,,,,
WP, 	11 , 	11 , 	4 , 	2 , 	16 , 	5 , 	28 , 	15 , 	22 , 	3 , 	14 , 	43 , 	8 , 	7 , 	5 , 	3 , 	4 , 	4 , 	83 , 	32 , 	56 , 	8 , 	6 , 	16 , 	7 , 	89 , 	51 , 	167 , 	60 , 	30 , 	36 , 	13 , 	19 , 	18 , 	10 , 	1 , 	2 , 	9 , 	13 , 	4 , 	10 , 	60 , 	5 , 	2 , 	11 , 	8 , 	-   , 	-   , 	10 , 	13 ," 	1,056 ",,,,,,,,,,
SS, 	7 , 	9 , 	5 , 	3 , 	14 , 	4 , 	6 , 	7 , 	20 , 	3 , 	7 , 	16 , 	4 , 	5 , 	2 , 	2 , 	3 , 	2 , 	6 , 	5 , 	3 , 	2 , 	8 , 	5 , 	7 , 	73 , 	73 , 	234 , 	98 , 	56 , 	56 , 	16 , 	20 , 	21 , 	7 , 	4 , 	6 , 	2 , 	5 , 	11 , 	27 , 	46 , 	21 , 	1 , 	2 , 	1 , 	-   , 	-   , 	3 , 	5 , 	945 ,,,,,,,,,,
SB, 	9 , 	15 , 	4 , 	4 , 	21 , 	6 , 	13 , 	10 , 	19 , 	9 , 	16 , 	16 , 	7 , 	5 , 	3 , 	5 , 	5 , 	5 , 	10 , 	5 , 	5 , 	2 , 	7 , 	7 , 	12 , 	106 , 	81 , 	251 , 	137 , 	96 , 	100 , 	44 , 	82 , 	88 , 	35 , 	3 , 	6 , 	3 , 	9 , 	26 , 	17 , 	49 , 	21 , 	3 , 	1 , 	4 , 	-   , 	-   , 	3 , 	8 ," 	1,393 ",,,,,,,,,,
SO, 	40 , 	77 , 	53 , 	68 , 	165 , 	45 , 	86 , 	52 , 	81 , 	24 , 	35 , 	27 , 	30 , 	21 , 	14 , 	12 , 	20 , 	15 , 	53 , 	55 , 	55 , 	32 , 	121 , 	97 , 	85 , 	211 , 	196 , 	867 , 	289 , 	123 , 	104 , 	68 , 	108 , 	176 , 	108 , 	10 , 	68 , 	20 , 	56 , 	39 , 	35 , 	43 , 	184 , 	22 , 	14 , 	5 , 	-   , 	-   , 	10 , 	42 ," 	4,162 ",,,,,,,,,,
MB, 	12 , 	22 , 	16 , 	16 , 	90 , 	16 , 	26 , 	29 , 	41 , 	10 , 	15 , 	24 , 	5 , 	6 , 	4 , 	2 , 	2 , 	3 , 	9 , 	6 , 	11 , 	5 , 	16 , 	20 , 	23 , 	183 , 	145 , 	416 , 	263 , 	151 , 	130 , 	60 , 	76 , 	98 , 	33 , 	3 , 	8 , 	3 , 	7 , 	23 , 	17 , 	195 , 	38 , 	4 , 	4 , 	1 , 	-   , 	-   , 	2 , 	6 ," 	2,294 ",,,,,,,,,,
WD, 	3 , 	4 , 	4 , 	6 , 	44 , 	4 , 	9 , 	12 , 	12 , 	41 , 	38 , 	243 , 	44 , 	57 , 	26 , 	13 , 	12 , 	8 , 	2 , 	2 , 	1 , 	-   , 	1 , 	3 , 	6 , 	221 , 	96 , 	195 , 	108 , 	31 , 	18 , 	9 , 	13 , 	17 , 	2 , 	53 , 	28 , 	-   , 	4 , 	2 , 	3 , 	29 , 	6 , 	12 , 	20 , 	11 , 	-   , 	-   , 	-   , 	1 ," 	1,472 ",,,,,,,,,,
OA, 	5 , 	16 , 	25 , 	23 , 	53 , 	11 , 	14 , 	10 , 	13 , 	13 , 	7 , 	32 , 	6 , 	2 , 	6 , 	5 , 	9 , 	14 , 	9 , 	12 , 	11 , 	6 , 	13 , 	6 , 	7 , 	48 , 	31 , 	68 , 	37 , 	11 , 	18 , 	10 , 	10 , 	11 , 	1 , 	5 , 	29 , 	4 , 	5 , 	2 , 	1 , 	14 , 	2 , 	9 , 	2 , 	8 , 	-   , 	-   , 	1 , 	6 , 	662 ,,,,,,,,,,
WS, 	15 , 	35 , 	19 , 	24 , 	211 , 	31 , 	35 , 	41 , 	48 , 	50 , 	46 , 	267 , 	32 , 	40 , 	51 , 	37 , 	45 , 	57 , 	11 , 	11 , 	8 , 	4 , 	7 , 	15 , 	9 , 	208 , 	108 , 	208 , 	107 , 	50 , 	30 , 	10 , 	13 , 	20 , 	3 , 	9 , 	33 , 	2 , 	7 , 	2 , 	2 , 	17 , 	1 , 	11 , 	10 , 	21 , 	-   , 	-   , 	3 , 	8 ," 	2,031 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	5 , 	5 , 	2 , 	0 , 	7 , 	4 , 	15 , 	7 , 	5 , 	2 , 	8 , 	9 , 	4 , 	3 , 	3 , 	1 , 	1 , 	2 , 	51 , 	12 , 	20 , 	3 , 	3 , 	7 , 	4 , 	24 , 	13 , 	43 , 	12 , 	6 , 	9 , 	2 , 	7 , 	5 , 	3 , 	1 , 	1 , 	7 , 	10 , 	2 , 	5 , 	13 , 	1 , 	1 , 	4 , 	4 , 	-   , 	-   , 	4 , 	15 , 	376 ,,,,,,,,,,
