Exit stations,Entry stations->,,SUNDAY,,,Aug 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	56 , 	49 , 	29 , 	31 , 	106 , 	53 , 	66 , 	53 , 	68 , 	97 , 	17 , 	235 , 	72 , 	106 , 	63 , 	32 , 	27 , 	34 , 	15 , 	7 , 	14 , 	7 , 	9 , 	25 , 	32 , 	164 , 	119 , 	316 , 	164 , 	85 , 	67 , 	23 , 	21 , 	26 , 	4 , 	25 , 	50 , 	3 , 	12 , 	5 , 	8 , 	40 , 	6 , 	31 , 	19 , 	31 , 	-   , 	-   , 	4 , 	6 ," 	2,527 ",,,,,,,,,,,
CL, 	69 , 	153 , 	100 , 	115 , 	84 , 	78 , 	137 , 	114 , 	117 , 	173 , 	202 , 	14 , 	232 , 	193 , 	135 , 	74 , 	124 , 	139 , 	73 , 	75 , 	85 , 	50 , 	118 , 	82 , 	49 , 	198 , 	108 , 	286 , 	161 , 	66 , 	79 , 	52 , 	26 , 	57 , 	8 , 	141 , 	562 , 	42 , 	39 , 	10 , 	15 , 	34 , 	18 , 	210 , 	55 , 	224 , 	-   , 	-   , 	6 , 	38 ," 	5,214 ",,,,,,,,,,,
SL, 	18 , 	27 , 	16 , 	12 , 	50 , 	16 , 	40 , 	47 , 	60 , 	125 , 	84 , 	224 , 	12 , 	61 , 	45 , 	19 , 	28 , 	34 , 	7 , 	4 , 	4 , 	1 , 	4 , 	8 , 	16 , 	148 , 	94 , 	225 , 	100 , 	40 , 	34 , 	13 , 	20 , 	23 , 	2 , 	16 , 	28 , 	3 , 	7 , 	2 , 	6 , 	31 , 	4 , 	28 , 	14 , 	27 , 	-   , 	-   , 	4 , 	7 ," 	1,833 ",,,,,,,,,,,
BF, 	12 , 	18 , 	12 , 	14 , 	35 , 	16 , 	28 , 	36 , 	67 , 	104 , 	115 , 	186 , 	54 , 	9 , 	54 , 	30 , 	29 , 	35 , 	9 , 	2 , 	6 , 	3 , 	1 , 	9 , 	23 , 	119 , 	86 , 	191 , 	73 , 	34 , 	17 , 	15 , 	16 , 	14 , 	2 , 	24 , 	61 , 	2 , 	5 , 	2 , 	7 , 	26 , 	4 , 	42 , 	11 , 	27 , 	-   , 	-   , 	2 , 	4 ," 	1,686 ",,,,,,,,,,,
HY, 	13 , 	16 , 	8 , 	11 , 	41 , 	18 , 	23 , 	21 , 	35 , 	44 , 	72 , 	134 , 	42 , 	49 , 	10 , 	34 , 	38 , 	55 , 	10 , 	4 , 	5 , 	2 , 	2 , 	5 , 	9 , 	71 , 	49 , 	141 , 	54 , 	21 , 	19 , 	11 , 	9 , 	12 , 	4 , 	11 , 	18 , 	2 , 	8 , 	3 , 	6 , 	17 , 	2 , 	15 , 	12 , 	37 , 	-   , 	-   , 	2 , 	3 ," 	1,225 ",,,,,,,,,,,
SH, 	7 , 	11 , 	4 , 	6 , 	11 , 	8 , 	13 , 	13 , 	22 , 	25 , 	31 , 	77 , 	20 , 	38 , 	34 , 	4 , 	19 , 	31 , 	5 , 	3 , 	4 , 	1 , 	1 , 	1 , 	6 , 	50 , 	32 , 	80 , 	32 , 	15 , 	12 , 	3 , 	6 , 	6 , 	2 , 	6 , 	15 , 	1 , 	3 , 	2 , 	4 , 	16 , 	2 , 	7 , 	12 , 	29 , 	-   , 	-   , 	1 , 	2 , 	728 ,,,,,,,,,,,
UC, 	8 , 	10 , 	8 , 	9 , 	43 , 	11 , 	16 , 	12 , 	33 , 	40 , 	36 , 	118 , 	19 , 	32 , 	44 , 	22 , 	14 , 	38 , 	4 , 	4 , 	4 , 	2 , 	2 , 	5 , 	8 , 	93 , 	62 , 	114 , 	61 , 	24 , 	14 , 	7 , 	8 , 	16 , 	2 , 	5 , 	23 , 	2 , 	5 , 	2 , 	3 , 	27 , 	3 , 	13 , 	21 , 	35 , 	-   , 	-   , 	1 , 	7 ," 	1,085 ",,,,,,,,,,,
FM, 	10 , 	17 , 	13 , 	12 , 	72 , 	13 , 	19 , 	19 , 	37 , 	30 , 	32 , 	135 , 	28 , 	38 , 	56 , 	35 , 	41 , 	23 , 	7 , 	4 , 	3 , 	2 , 	3 , 	4 , 	4 , 	123 , 	58 , 	121 , 	65 , 	24 , 	14 , 	8 , 	8 , 	15 , 	2 , 	8 , 	23 , 	2 , 	3 , 	1 , 	3 , 	35 , 	2 , 	8 , 	17 , 	40 , 	-   , 	-   , 	0 , 	4 ," 	1,239 ",,,,,,,,,,,
CN, 	11 , 	13 , 	8 , 	6 , 	23 , 	7 , 	21 , 	22 , 	32 , 	9 , 	15 , 	68 , 	8 , 	7 , 	6 , 	5 , 	6 , 	4 , 	18 , 	38 , 	91 , 	31 , 	11 , 	25 , 	11 , 	124 , 	67 , 	143 , 	82 , 	30 , 	23 , 	15 , 	9 , 	16 , 	6 , 	3 , 	9 , 	17 , 	74 , 	5 , 	8 , 	91 , 	12 , 	6 , 	29 , 	10 , 	-   , 	-   , 	31 , 	33 ," 	1,331 ",,,,,,,,,,,
PH, 	4 , 	6 , 	9 , 	7 , 	21 , 	3 , 	23 , 	16 , 	33 , 	4 , 	7 , 	71 , 	6 , 	3 , 	4 , 	3 , 	2 , 	5 , 	32 , 	17 , 	45 , 	17 , 	7 , 	32 , 	3 , 	138 , 	69 , 	154 , 	100 , 	31 , 	19 , 	12 , 	7 , 	14 , 	4 , 	2 , 	4 , 	9 , 	24 , 	3 , 	8 , 	116 , 	7 , 	1 , 	26 , 	9 , 	-   , 	-   , 	9 , 	21 ," 	1,164 ",,,,,,,,,,,
WC, 	5 , 	6 , 	12 , 	11 , 	32 , 	4 , 	33 , 	26 , 	36 , 	10 , 	14 , 	76 , 	6 , 	6 , 	2 , 	4 , 	4 , 	5 , 	94 , 	51 , 	8 , 	16 , 	10 , 	50 , 	7 , 	202 , 	102 , 	155 , 	142 , 	53 , 	21 , 	11 , 	7 , 	20 , 	4 , 	2 , 	2 , 	12 , 	43 , 	5 , 	9 , 	136 , 	6 , 	1 , 	26 , 	5 , 	-   , 	-   , 	16 , 	27 ," 	1,529 ",,,,,,,,,,,
LF, 	2 , 	2 , 	4 , 	4 , 	14 , 	2 , 	10 , 	13 , 	13 , 	4 , 	6 , 	48 , 	2 , 	1 , 	2 , 	1 , 	1 , 	2 , 	38 , 	15 , 	18 , 	5 , 	3 , 	21 , 	-   , 	105 , 	50 , 	85 , 	73 , 	19 , 	16 , 	6 , 	5 , 	4 , 	1 , 	0 , 	1 , 	2 , 	12 , 	2 , 	2 , 	66 , 	3 , 	-   , 	14 , 	3 , 	-   , 	-   , 	5 , 	5 , 	704 ,,,,,,,,,,,
OR, 	4 , 	6 , 	4 , 	5 , 	14 , 	4 , 	18 , 	20 , 	21 , 	5 , 	7 , 	101 , 	2 , 	3 , 	2 , 	1 , 	2 , 	3 , 	11 , 	10 , 	13 , 	4 , 	10 , 	33 , 	6 , 	208 , 	109 , 	182 , 	145 , 	43 , 	25 , 	17 , 	10 , 	11 , 	3 , 	1 , 	4 , 	3 , 	6 , 	2 , 	5 , 	128 , 	8 , 	2 , 	20 , 	6 , 	-   , 	-   , 	2 , 	4 ," 	1,248 ",,,,,,,,,,,
RR, 	9 , 	14 , 	15 , 	6 , 	13 , 	8 , 	30 , 	36 , 	52 , 	9 , 	16 , 	80 , 	6 , 	8 , 	6 , 	2 , 	4 , 	5 , 	19 , 	28 , 	45 , 	24 , 	36 , 	18 , 	21 , 	276 , 	167 , 	304 , 	236 , 	120 , 	80 , 	36 , 	18 , 	21 , 	2 , 	5 , 	5 , 	5 , 	8 , 	3 , 	8 , 	151 , 	16 , 	2 , 	21 , 	13 , 	-   , 	-   , 	5 , 	11 ," 	2,017 ",,,,,,,,,,,
OW, 	9 , 	15 , 	11 , 	11 , 	33 , 	17 , 	19 , 	25 , 	40 , 	13 , 	23 , 	36 , 	10 , 	13 , 	9 , 	3 , 	6 , 	4 , 	8 , 	3 , 	6 , 	2 , 	6 , 	19 , 	27 , 	477 , 	309 , 	661 , 	359 , 	225 , 	135 , 	44 , 	41 , 	25 , 	7 , 	2 , 	6 , 	1 , 	9 , 	6 , 	12 , 	130 , 	16 , 	5 , 	8 , 	4 , 	-   , 	-   , 	3 , 	6 ," 	2,853 ",,,,,,,,,,,
EM, 	172 , 	269 , 	194 , 	264 , 	702 , 	245 , 	445 , 	429 , 	512 , 	222 , 	267 , 	366 , 	202 , 	163 , 	111 , 	75 , 	121 , 	169 , 	163 , 	204 , 	289 , 	148 , 	271 , 	401 , 	807 , 	125 , 	20 , 	117 , 	77 , 	216 , 	312 , 	181 , 	211 , 	215 , 	73 , 	112 , 	440 , 	52 , 	99 , 	47 , 	76 , 	317 , 	123 , 	146 , 	106 , 	146 , 	-   , 	-   , 	22 , 	75 ," 	10,516 ",,,,,,,,,,,
MT, 	87 , 	156 , 	100 , 	132 , 	323 , 	126 , 	215 , 	211 , 	276 , 	132 , 	144 , 	117 , 	123 , 	113 , 	58 , 	39 , 	73 , 	71 , 	63 , 	72 , 	102 , 	41 , 	120 , 	169 , 	381 , 	22 , 	92 , 	29 , 	42 , 	199 , 	233 , 	178 , 	437 , 	192 , 	81 , 	48 , 	138 , 	27 , 	56 , 	48 , 	61 , 	294 , 	78 , 	51 , 	47 , 	73 , 	-   , 	-   , 	16 , 	30 ," 	5,911 ",,,,,,,,,,,
PL, 	162 , 	257 , 	124 , 	120 , 	380 , 	133 , 	267 , 	230 , 	351 , 	176 , 	259 , 	228 , 	152 , 	132 , 	91 , 	60 , 	75 , 	92 , 	108 , 	110 , 	120 , 	66 , 	163 , 	211 , 	560 , 	122 , 	32 , 	241 , 	86 , 	700 , 	810 , 	463 , 	824 , 	614 , 	221 , 	64 , 	245 , 	45 , 	108 , 	153 , 	181 , 	966 , 	260 , 	81 , 	67 , 	106 , 	-   , 	-   , 	32 , 	65 ," 	11,107 ",,,,,,,,,,,
CC, 	70 , 	108 , 	72 , 	100 , 	208 , 	120 , 	217 , 	209 , 	213 , 	94 , 	157 , 	112 , 	84 , 	58 , 	43 , 	21 , 	51 , 	56 , 	63 , 	93 , 	122 , 	68 , 	134 , 	200 , 	340 , 	59 , 	39 , 	91 , 	115 , 	239 , 	296 , 	178 , 	280 , 	224 , 	93 , 	43 , 	134 , 	16 , 	37 , 	64 , 	93 , 	441 , 	151 , 	53 , 	37 , 	58 , 	-   , 	-   , 	10 , 	30 ," 	5,791 ",,,,,,,,,,,
16, 	54 , 	66 , 	40 , 	77 , 	154 , 	89 , 	159 , 	151 , 	137 , 	65 , 	84 , 	70 , 	37 , 	28 , 	17 , 	13 , 	18 , 	22 , 	28 , 	27 , 	42 , 	16 , 	53 , 	110 , 	225 , 	201 , 	172 , 	752 , 	247 , 	109 , 	84 , 	107 , 	187 , 	140 , 	59 , 	20 , 	49 , 	8 , 	19 , 	38 , 	71 , 	220 , 	82 , 	14 , 	20 , 	25 , 	-   , 	-   , 	4 , 	13 ," 	4,416 ",,,,,,,,,,,
24, 	69 , 	62 , 	31 , 	51 , 	96 , 	60 , 	114 , 	122 , 	112 , 	66 , 	77 , 	66 , 	27 , 	23 , 	15 , 	15 , 	13 , 	17 , 	22 , 	18 , 	31 , 	14 , 	26 , 	67 , 	149 , 	267 , 	202 , 	905 , 	349 , 	88 , 	103 , 	158 , 	228 , 	183 , 	59 , 	8 , 	35 , 	8 , 	26 , 	46 , 	96 , 	258 , 	97 , 	14 , 	24 , 	17 , 	-   , 	-   , 	7 , 	11 ," 	4,546 ",,,,,,,,,,,
GP, 	21 , 	23 , 	15 , 	21 , 	44 , 	18 , 	33 , 	28 , 	46 , 	14 , 	24 , 	42 , 	12 , 	13 , 	10 , 	4 , 	6 , 	8 , 	14 , 	16 , 	15 , 	5 , 	18 , 	27 , 	52 , 	168 , 	143 , 	564 , 	166 , 	131 , 	114 , 	49 , 	39 , 	35 , 	24 , 	7 , 	24 , 	5 , 	11 , 	10 , 	37 , 	130 , 	44 , 	8 , 	15 , 	5 , 	-   , 	-   , 	2 , 	7 ," 	2,258 ",,,,,,,,,,,
BP, 	26 , 	28 , 	14 , 	15 , 	40 , 	12 , 	24 , 	29 , 	53 , 	25 , 	23 , 	21 , 	16 , 	17 , 	7 , 	5 , 	8 , 	11 , 	15 , 	8 , 	9 , 	4 , 	11 , 	19 , 	38 , 	226 , 	229 ," 	1,111 ", 	261 , 	188 , 	162 , 	36 , 	44 , 	33 , 	35 , 	10 , 	24 , 	3 , 	11 , 	15 , 	67 , 	125 , 	51 , 	6 , 	8 , 	7 , 	-   , 	-   , 	3 , 	12 ," 	3,139 ",,,,,,,,,,,
DC, 	14 , 	29 , 	11 , 	13 , 	35 , 	16 , 	29 , 	30 , 	37 , 	23 , 	23 , 	49 , 	17 , 	14 , 	13 , 	11 , 	9 , 	11 , 	17 , 	11 , 	16 , 	5 , 	12 , 	13 , 	29 , 	206 , 	158 , 	739 , 	222 , 	179 , 	141 , 	29 , 	32 , 	27 , 	19 , 	8 , 	32 , 	6 , 	15 , 	20 , 	65 , 	241 , 	70 , 	9 , 	12 , 	11 , 	-   , 	-   , 	4 , 	11 ," 	2,735 ",,,,,,,,,,,
CM, 	6 , 	16 , 	5 , 	2 , 	9 , 	2 , 	7 , 	7 , 	17 , 	5 , 	4 , 	8 , 	3 , 	5 , 	4 , 	3 , 	3 , 	2 , 	7 , 	4 , 	6 , 	2 , 	2 , 	4 , 	7 , 	72 , 	78 , 	279 , 	90 , 	61 , 	48 , 	23 , 	28 , 	18 , 	8 , 	1 , 	5 , 	2 , 	6 , 	6 , 	26 , 	110 , 	20 , 	2 , 	3 , 	1 , 	-   , 	-   , 	1 , 	7 ," 	1,030 ",,,,,,,,,,,
CV, 	3 , 	3 , 	3 , 	4 , 	12 , 	3 , 	8 , 	9 , 	14 , 	49 , 	28 , 	131 , 	15 , 	23 , 	8 , 	4 , 	5 , 	8 , 	2 , 	1 , 	1 , 	0 , 	3 , 	4 , 	6 , 	80 , 	42 , 	91 , 	45 , 	19 , 	12 , 	6 , 	6 , 	4 , 	2 , 	6 , 	37 , 	1 , 	2 , 	2 , 	3 , 	14 , 	1 , 	50 , 	7 , 	9 , 	-   , 	-   , 	1 , 	1 , 	781 ,,,,,,,,,,,
ED, 	8 , 	8 , 	4 , 	7 , 	56 , 	10 , 	19 , 	20 , 	33 , 	56 , 	41 , 	519 , 	29 , 	49 , 	15 , 	16 , 	21 , 	24 , 	9 , 	4 , 	2 , 	2 , 	2 , 	4 , 	12 , 	363 , 	146 , 	313 , 	135 , 	43 , 	32 , 	18 , 	22 , 	26 , 	7 , 	35 , 	27 , 	1 , 	2 , 	3 , 	6 , 	104 , 	6 , 	23 , 	67 , 	24 , 	-   , 	-   , 	-   , 	3 ," 	2,370 ",,,,,,,,,,,
NC, 	2 , 	2 , 	0 , 	1 , 	4 , 	1 , 	6 , 	5 , 	6 , 	2 , 	4 , 	39 , 	2 , 	2 , 	1 , 	1 , 	2 , 	0 , 	18 , 	6 , 	15 , 	2 , 	1 , 	5 , 	2 , 	32 , 	18 , 	56 , 	19 , 	9 , 	7 , 	4 , 	4 , 	7 , 	2 , 	1 , 	1 , 	4 , 	7 , 	2 , 	3 , 	33 , 	2 , 	-   , 	8 , 	1 , 	-   , 	-   , 	4 , 	6 , 	353 ,,,,,,,,,,,
WP, 	7 , 	9 , 	2 , 	3 , 	6 , 	5 , 	25 , 	16 , 	10 , 	5 , 	14 , 	30 , 	7 , 	6 , 	3 , 	4 , 	5 , 	4 , 	64 , 	29 , 	47 , 	10 , 	2 , 	13 , 	9 , 	73 , 	53 , 	124 , 	37 , 	18 , 	21 , 	9 , 	14 , 	12 , 	9 , 	1 , 	2 , 	8 , 	12 , 	4 , 	3 , 	65 , 	6 , 	2 , 	13 , 	4 , 	-   , 	-   , 	10 , 	7 , 	832 ,,,,,,,,,,,
SS, 	10 , 	9 , 	3 , 	2 , 	8 , 	3 , 	5 , 	8 , 	8 , 	5 , 	5 , 	10 , 	3 , 	5 , 	1 , 	3 , 	2 , 	2 , 	5 , 	2 , 	3 , 	2 , 	5 , 	6 , 	9 , 	52 , 	39 , 	185 , 	73 , 	48 , 	42 , 	13 , 	15 , 	20 , 	7 , 	2 , 	2 , 	2 , 	5 , 	6 , 	16 , 	52 , 	15 , 	1 , 	6 , 	2 , 	-   , 	-   , 	4 , 	3 , 	729 ,,,,,,,,,,,
SB, 	8 , 	12 , 	7 , 	7 , 	18 , 	6 , 	13 , 	10 , 	12 , 	7 , 	11 , 	15 , 	5 , 	6 , 	3 , 	3 , 	3 , 	4 , 	9 , 	8 , 	8 , 	2 , 	6 , 	7 , 	14 , 	83 , 	53 , 	219 , 	116 , 	69 , 	74 , 	35 , 	71 , 	67 , 	28 , 	2 , 	6 , 	1 , 	11 , 	13 , 	12 , 	67 , 	15 , 	2 , 	3 , 	2 , 	-   , 	-   , 	2 , 	6 ," 	1,152 ",,,,,,,,,,,
SO, 	37 , 	62 , 	41 , 	60 , 	101 , 	33 , 	83 , 	50 , 	73 , 	16 , 	27 , 	20 , 	15 , 	14 , 	8 , 	7 , 	13 , 	14 , 	49 , 	70 , 	65 , 	44 , 	93 , 	99 , 	86 , 	228 , 	214 , 	906 , 	275 , 	114 , 	87 , 	50 , 	75 , 	134 , 	92 , 	9 , 	55 , 	20 , 	51 , 	35 , 	30 , 	35 , 	127 , 	17 , 	18 , 	9 , 	-   , 	-   , 	10 , 	41 ," 	3,805 ",,,,,,,,,,,
MB, 	9 , 	13 , 	9 , 	12 , 	50 , 	9 , 	14 , 	16 , 	24 , 	6 , 	8 , 	14 , 	3 , 	6 , 	2 , 	2 , 	3 , 	1 , 	7 , 	7 , 	7 , 	6 , 	8 , 	12 , 	18 , 	95 , 	72 , 	287 , 	147 , 	85 , 	65 , 	35 , 	50 , 	61 , 	14 , 	1 , 	7 , 	2 , 	7 , 	9 , 	12 , 	297 , 	27 , 	3 , 	2 , 	2 , 	-   , 	-   , 	1 , 	5 ," 	1,546 ",,,,,,,,,,,
WD, 	4 , 	3 , 	3 , 	3 , 	18 , 	3 , 	7 , 	9 , 	10 , 	33 , 	29 , 	204 , 	29 , 	44 , 	16 , 	7 , 	12 , 	9 , 	4 , 	1 , 	1 , 	-   , 	2 , 	1 , 	6 , 	115 , 	60 , 	110 , 	65 , 	20 , 	16 , 	7 , 	6 , 	11 , 	2 , 	43 , 	17 , 	-   , 	3 , 	1 , 	2 , 	39 , 	3 , 	8 , 	27 , 	10 , 	-   , 	-   , 	0 , 	1 ," 	1,020 ",,,,,,,,,,,
OA, 	5 , 	16 , 	16 , 	16 , 	28 , 	10 , 	8 , 	12 , 	18 , 	7 , 	5 , 	32 , 	4 , 	2 , 	3 , 	3 , 	7 , 	5 , 	9 , 	17 , 	13 , 	4 , 	9 , 	9 , 	4 , 	46 , 	36 , 	67 , 	25 , 	11 , 	6 , 	6 , 	4 , 	5 , 	1 , 	5 , 	29 , 	4 , 	5 , 	2 , 	2 , 	15 , 	3 , 	11 , 	4 , 	7 , 	-   , 	-   , 	1 , 	8 , 	560 ,,,,,,,,,,,
WS, 	12 , 	23 , 	13 , 	19 , 	123 , 	22 , 	26 , 	24 , 	35 , 	47 , 	36 , 	217 , 	24 , 	24 , 	31 , 	30 , 	27 , 	38 , 	8 , 	9 , 	7 , 	1 , 	5 , 	9 , 	6 , 	113 , 	62 , 	136 , 	69 , 	31 , 	15 , 	5 , 	9 , 	14 , 	2 , 	7 , 	25 , 	2 , 	5 , 	2 , 	1 , 	16 , 	1 , 	11 , 	15 , 	15 , 	-   , 	-   , 	2 , 	7 ," 	1,377 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	4 , 	2 , 	4 , 	4 , 	2 , 	12 , 	7 , 	5 , 	3 , 	4 , 	7 , 	4 , 	1 , 	2 , 	1 , 	2 , 	1 , 	39 , 	10 , 	17 , 	3 , 	2 , 	4 , 	1 , 	19 , 	9 , 	42 , 	12 , 	4 , 	7 , 	3 , 	3 , 	3 , 	3 , 	1 , 	1 , 	4 , 	7 , 	2 , 	3 , 	12 , 	1 , 	1 , 	4 , 	5 , 	-   , 	-   , 	3 , 	9 , 	295 ,,,,,,,,,,,
