Exit stations,Entry stations->,,WEEKDAY,,,Aug 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	27 , 	116 , 	85 , 	69 , 	420 , 	94 , 	143 , 	159 , 	179 , 	48 , 	92 , 	67 , 	44 , 	21 , 	31 , 	20 , 	16 , 	24 , 	24 , 	15 , 	19 , 	5 , 	9 , 	23 , 	27 , 	440 , 	424 , 	511 , 	384 , 	214 , 	210 , 	47 , 	75 , 	69 , 	19 , 	6 , 	12 , 	4 , 	18 , 	17 , 	24 , 	66 , 	27 , 	8 , 	16 , 	18 , 	-   , 	-   , 	11 , 	10 ," 	4,405 ",,,,,,,,,,,,,
EN, 	122 , 	23 , 	82 , 	76 , 	733 , 	132 , 	246 , 	419 , 	549 , 	97 , 	99 , 	109 , 	57 , 	37 , 	66 , 	25 , 	34 , 	37 , 	32 , 	20 , 	26 , 	9 , 	10 , 	28 , 	35 , 	939 , 	924 , 	877 , 	753 , 	284 , 	202 , 	83 , 	113 , 	96 , 	31 , 	10 , 	25 , 	4 , 	13 , 	31 , 	38 , 	145 , 	67 , 	12 , 	36 , 	45 , 	-   , 	-   , 	11 , 	10 ," 	7,852 ",,,,,,,,,,,,,
EP, 	87 , 	83 , 	14 , 	49 , 	655 , 	77 , 	138 , 	277 , 	320 , 	57 , 	49 , 	51 , 	33 , 	16 , 	27 , 	7 , 	17 , 	24 , 	19 , 	17 , 	22 , 	7 , 	6 , 	29 , 	12 , 	579 , 	631 , 	415 , 	426 , 	142 , 	66 , 	31 , 	39 , 	39 , 	4 , 	5 , 	10 , 	4 , 	8 , 	9 , 	12 , 	85 , 	35 , 	5 , 	30 , 	24 , 	-   , 	-   , 	4 , 	5 ," 	4,699 ",,,,,,,,,,,,,
NB, 	70 , 	70 , 	52 , 	19 , 	168 , 	54 , 	87 , 	239 , 	244 , 	50 , 	62 , 	45 , 	27 , 	18 , 	28 , 	9 , 	17 , 	25 , 	23 , 	22 , 	21 , 	6 , 	9 , 	15 , 	15 , 	658 , 	646 , 	369 , 	462 , 	174 , 	95 , 	32 , 	33 , 	31 , 	7 , 	7 , 	14 , 	4 , 	8 , 	7 , 	9 , 	109 , 	32 , 	7 , 	37 , 	26 , 	-   , 	-   , 	3 , 	6 ," 	4,171 ",,,,,,,,,,,,,
BK, 	454 , 	796 , 	650 , 	182 , 	58 , 	322 , 	349 , 	522 , 	525 , 	223 , 	279 , 	169 , 	182 , 	110 , 	131 , 	75 , 	152 , 	164 , 	107 , 	137 , 	118 , 	64 , 	54 , 	38 , 	79 ," 	1,074 "," 	1,013 ", 	792 , 	728 , 	327 , 	242 , 	145 , 	108 , 	106 , 	37 , 	56 , 	135 , 	31 , 	69 , 	34 , 	39 , 	188 , 	159 , 	55 , 	72 , 	187 , 	-   , 	-   , 	32 , 	50 ," 	11,617 ",,,,,,,,,,,,,
AS, 	100 , 	121 , 	80 , 	58 , 	287 , 	20 , 	86 , 	241 , 	238 , 	59 , 	99 , 	74 , 	48 , 	33 , 	36 , 	19 , 	35 , 	28 , 	23 , 	22 , 	21 , 	8 , 	7 , 	12 , 	25 , 	736 , 	746 , 	430 , 	496 , 	234 , 	108 , 	39 , 	42 , 	30 , 	10 , 	8 , 	17 , 	6 , 	12 , 	9 , 	14 , 	65 , 	34 , 	13 , 	26 , 	35 , 	-   , 	-   , 	8 , 	10 ," 	4,906 ",,,,,,,,,,,,,
MA, 	153 , 	244 , 	125 , 	83 , 	325 , 	94 , 	45 , 	208 , 	235 , 	66 , 	149 , 	145 , 	120 , 	87 , 	86 , 	43 , 	75 , 	77 , 	152 , 	170 , 	145 , 	63 , 	35 , 	60 , 	49 ," 	1,193 "," 	1,268 ", 	820 , 	881 , 	409 , 	215 , 	84 , 	84 , 	71 , 	28 , 	31 , 	67 , 	45 , 	140 , 	27 , 	32 , 	134 , 	65 , 	21 , 	30 , 	61 , 	-   , 	-   , 	52 , 	119 ," 	8,910 ",,,,,,,,,,,,,
19, 	175 , 	456 , 	277 , 	253 , 	495 , 	244 , 	202 , 	43 , 	49 , 	36 , 	162 , 	172 , 	220 , 	211 , 	211 , 	133 , 	196 , 	241 , 	274 , 	368 , 	303 , 	168 , 	112 , 	165 , 	64 ," 	1,509 "," 	1,618 ", 	946 ," 	1,026 ", 	459 , 	319 , 	165 , 	146 , 	132 , 	74 , 	79 , 	222 , 	121 , 	168 , 	66 , 	65 , 	106 , 	132 , 	112 , 	35 , 	219 , 	-   , 	-   , 	56 , 	126 ," 	13,128 ",,,,,,,,,,,,,
12, 	200 , 	571 , 	312 , 	250 , 	455 , 	235 , 	227 , 	44 , 	44 , 	32 , 	222 , 	247 , 	355 , 	320 , 	286 , 	179 , 	230 , 	266 , 	309 , 	446 , 	310 , 	163 , 	116 , 	175 , 	83 ," 	1,351 "," 	1,329 ", 	926 , 	969 , 	364 , 	305 , 	188 , 	198 , 	212 , 	118 , 	118 , 	283 , 	123 , 	232 , 	96 , 	90 , 	151 , 	152 , 	131 , 	43 , 	195 , 	-   , 	-   , 	62 , 	181 ," 	13,890 ",,,,,,,,,,,,,
LM, 	44 , 	94 , 	52 , 	48 , 	205 , 	62 , 	65 , 	36 , 	34 , 	20 , 	145 , 	238 , 	288 , 	230 , 	149 , 	82 , 	107 , 	106 , 	30 , 	23 , 	23 , 	8 , 	9 , 	28 , 	32 , 	976 ," 	1,045 ", 	707 , 	669 , 	267 , 	147 , 	65 , 	87 , 	74 , 	6 , 	120 , 	198 , 	6 , 	23 , 	10 , 	14 , 	41 , 	15 , 	95 , 	21 , 	91 , 	-   , 	-   , 	10 , 	23 ," 	6,867 ",,,,,,,,,,,,,
