Exit stations,Entry stations->,,TOTAL,,,Aug 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	446 ," 	2,875 "," 	2,262 "," 	1,839 "," 	10,169 "," 	2,551 "," 	3,288 "," 	3,763 "," 	4,794 "," 	1,044 "," 	2,305 "," 	2,271 ", 	944 , 	591 , 	805 , 	530 , 	394 , 	836 , 	445 , 	395 , 	573 , 	140 , 	194 , 	575 , 	646 ," 	10,352 "," 	9,581 "," 	11,692 "," 	8,636 "," 	4,513 "," 	4,569 "," 	1,174 "," 	1,651 "," 	1,531 ", 	425 , 	156 , 	403 , 	122 , 	550 , 	357 , 	535 ," 	1,626 ", 	751 , 	149 , 	453 , 	329 , 	-   , 	-   , 	199 , 	264 ," 	104,693 ",,,,,,,,,,,,,
EN," 	3,105 ", 	723 ," 	2,261 "," 	2,299 "," 	20,380 "," 	3,703 "," 	6,144 "," 	10,985 "," 	13,539 "," 	2,675 "," 	3,062 "," 	4,909 "," 	1,509 "," 	1,169 "," 	1,812 ", 	640 , 	846 ," 	1,575 ", 	735 , 	446 , 	839 , 	234 , 	310 , 	770 , 	884 ," 	24,268 "," 	24,470 "," 	23,360 "," 	18,602 "," 	7,245 "," 	5,463 "," 	2,281 "," 	2,905 "," 	2,654 ", 	736 , 	255 , 	695 , 	140 , 	434 , 	764 ," 	1,054 "," 	3,516 "," 	1,723 ", 	358 ," 	1,230 ", 	822 , 	-   , 	-   , 	152 , 	310 ," 	208,991 ",,,,,,,,,,,,,
EP," 	2,365 "," 	2,194 ", 	507 ," 	1,431 "," 	17,325 "," 	2,265 "," 	3,282 "," 	7,209 "," 	8,016 "," 	1,678 "," 	1,380 "," 	2,588 ", 	835 , 	543 , 	713 , 	234 , 	505 ," 	1,008 ", 	416 , 	501 , 	693 , 	224 , 	166 , 	689 , 	359 ," 	14,941 "," 	15,912 "," 	10,979 "," 	10,461 "," 	3,497 "," 	1,886 ", 	899 , 	926 , 	936 , 	171 , 	113 , 	394 , 	101 , 	217 , 	220 , 	299 ," 	2,328 ", 	712 , 	196 ," 	1,008 ", 	378 , 	-   , 	-   , 	91 , 	109 ," 	123,900 ",,,,,,,,,,,,,
NB," 	1,808 "," 	2,090 "," 	1,343 ", 	666 ," 	4,180 "," 	1,547 "," 	2,122 "," 	6,240 "," 	5,995 "," 	1,378 "," 	1,678 "," 	2,390 ", 	801 , 	423 , 	630 , 	251 , 	479 , 	743 , 	497 , 	485 , 	718 , 	217 , 	211 , 	366 , 	290 ," 	16,603 "," 	16,459 "," 	10,282 "," 	10,982 "," 	4,228 "," 	2,568 ", 	831 , 	820 , 	805 , 	155 , 	152 , 	405 , 	117 , 	251 , 	205 , 	265 ," 	2,994 "," 	1,057 ", 	188 ," 	1,213 ", 	508 , 	-   , 	-   , 	158 , 	182 ," 	108,976 ",,,,,,,,,,,,,
BK," 	11,456 "," 	22,054 "," 	17,548 "," 	4,788 "," 	1,682 "," 	8,661 "," 	8,566 "," 	14,534 "," 	13,129 "," 	6,062 "," 	7,148 "," 	5,144 "," 	4,430 "," 	3,328 "," 	3,304 "," 	1,943 "," 	4,149 "," 	6,005 "," 	2,651 "," 	4,016 "," 	3,281 "," 	1,827 "," 	1,251 "," 	1,036 "," 	1,900 "," 	27,502 "," 	24,917 "," 	21,984 "," 	18,924 "," 	8,490 "," 	6,699 "," 	3,773 "," 	3,098 "," 	3,052 ", 	864 ," 	1,354 "," 	3,515 ", 	866 ," 	1,834 ", 	893 ," 	1,069 "," 	5,404 "," 	4,343 "," 	1,513 "," 	2,347 "," 	3,300 ", 	-   , 	-   , 	604 ," 	1,177 "," 	307,415 ",,,,,,,,,,,,,
AS," 	2,697 "," 	3,467 "," 	2,233 "," 	1,553 "," 	7,515 ", 	650 ," 	2,367 "," 	6,320 "," 	6,123 "," 	1,654 "," 	2,704 "," 	2,942 "," 	1,359 ", 	962 , 	910 , 	479 , 	896 ," 	1,068 ", 	619 , 	713 , 	600 , 	263 , 	173 , 	305 , 	641 ," 	17,851 "," 	18,361 "," 	11,456 "," 	12,182 "," 	5,840 "," 	3,365 "," 	1,016 "," 	1,058 ", 	933 , 	244 , 	257 , 	524 , 	179 , 	401 , 	216 , 	360 ," 	1,981 ", 	924 , 	391 , 	875 , 	692 , 	-   , 	-   , 	120 , 	403 ," 	128,842 ",,,,,,,,,,,,,
MA," 	3,824 "," 	6,250 "," 	3,000 "," 	2,068 "," 	8,409 "," 	2,495 "," 	1,215 "," 	4,661 "," 	5,629 "," 	1,675 "," 	4,278 "," 	5,050 "," 	3,076 "," 	2,394 "," 	2,200 "," 	1,356 "," 	1,758 "," 	2,816 "," 	3,823 "," 	4,368 "," 	3,813 "," 	1,347 "," 	1,132 "," 	1,557 "," 	1,215 "," 	27,226 "," 	27,826 "," 	20,429 "," 	20,901 "," 	9,743 "," 	5,603 "," 	2,053 "," 	1,999 "," 	1,578 ", 	554 , 	597 ," 	1,706 "," 	1,068 "," 	3,508 ", 	743 , 	820 ," 	3,163 "," 	1,646 ", 	736 , 	965 ," 	1,028 ", 	-   , 	-   , 	970 ," 	2,964 "," 	217,235 ",,,,,,,,,,,,,
19," 	4,264 "," 	11,324 "," 	7,287 "," 	6,456 "," 	13,535 "," 	6,476 "," 	4,700 "," 	1,109 "," 	1,400 "," 	1,129 "," 	4,557 "," 	5,884 "," 	5,860 "," 	5,374 "," 	4,904 "," 	3,557 "," 	5,349 "," 	7,833 "," 	7,042 "," 	9,673 "," 	8,173 "," 	4,066 "," 	2,820 "," 	4,059 "," 	1,592 "," 	33,916 "," 	35,906 "," 	22,927 "," 	24,668 "," 	11,154 "," 	8,337 "," 	4,216 "," 	3,546 "," 	3,339 "," 	1,669 "," 	1,707 "," 	5,677 "," 	3,181 "," 	4,333 "," 	1,673 "," 	1,755 "," 	2,625 "," 	3,116 "," 	2,779 "," 	1,208 "," 	2,720 ", 	-   , 	-   ," 	1,191 "," 	3,250 "," 	323,316 ",,,,,,,,,,,,,
12," 	5,338 "," 	13,890 "," 	7,706 "," 	6,246 "," 	11,293 "," 	5,987 "," 	5,408 "," 	1,196 "," 	1,461 "," 	1,013 "," 	5,309 "," 	7,293 "," 	8,373 "," 	8,378 "," 	7,189 "," 	4,373 "," 	6,103 "," 	7,929 "," 	7,455 "," 	10,209 "," 	7,253 "," 	3,491 "," 	3,085 "," 	4,140 "," 	2,373 "," 	32,074 "," 	31,083 "," 	22,842 "," 	22,426 "," 	8,548 "," 	7,856 "," 	4,842 "," 	5,253 "," 	5,046 "," 	3,068 "," 	2,883 "," 	6,329 "," 	3,120 "," 	5,443 "," 	2,234 "," 	2,106 "," 	3,676 "," 	3,806 "," 	3,037 "," 	1,325 "," 	2,582 ", 	-   , 	-   ," 	1,275 "," 	4,199 "," 	337,544 ",,,,,,,,,,,,,
LM," 	1,062 "," 	2,445 "," 	1,643 "," 	1,241 "," 	5,584 "," 	1,785 "," 	1,725 "," 	1,014 ", 	898 , 	805 ," 	4,115 "," 	8,388 "," 	7,949 "," 	6,644 "," 	3,656 "," 	2,077 "," 	3,135 "," 	3,164 ", 	925 , 	681 , 	788 , 	239 , 	208 , 	715 , 	918 ," 	23,389 "," 	25,060 "," 	18,324 "," 	15,795 "," 	6,867 "," 	4,103 "," 	1,834 "," 	2,320 "," 	2,093 ", 	196 ," 	3,186 "," 	5,373 ", 	188 , 	620 , 	346 , 	336 ," 	1,139 ", 	473 ," 	2,365 ", 	802 ," 	2,917 ", 	-   , 	-   , 	210 , 	530 ," 	180,270 ",,,,,,,,,,,,,
