Exit stations,Entry stations->,,SATURDAY,,,Aug 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	15 , 	43 , 	59 , 	33 , 	188 , 	49 , 	58 , 	41 , 	53 , 	13 , 	47 , 	53 , 	20 , 	12 , 	18 , 	9 , 	9 , 	17 , 	11 , 	6 , 	10 , 	2 , 	6 , 	15 , 	10 , 	129 , 	89 , 	218 , 	99 , 	70 , 	75 , 	17 , 	27 , 	23 , 	4 , 	4 , 	4 , 	2 , 	15 , 	3 , 	10 , 	35 , 	11 , 	4 , 	13 , 	6 , 	-   , 	-   , 	6 , 	7 ," 	1,661 ",,,,,,,,,,
EN, 	52 , 	40 , 	58 , 	46 , 	327 , 	75 , 	95 , 	98 , 	103 , 	31 , 	75 , 	121 , 	31 , 	26 , 	31 , 	8 , 	22 , 	28 , 	14 , 	6 , 	18 , 	8 , 	7 , 	13 , 	10 , 	278 , 	194 , 	482 , 	162 , 	93 , 	92 , 	33 , 	43 , 	32 , 	17 , 	4 , 	12 , 	3 , 	10 , 	8 , 	15 , 	80 , 	20 , 	7 , 	33 , 	20 , 	-   , 	-   , 	5 , 	8 ," 	2,987 ",,,,,,,,,,
EP, 	65 , 	52 , 	24 , 	41 , 	315 , 	59 , 	55 , 	71 , 	89 , 	25 , 	42 , 	72 , 	15 , 	14 , 	12 , 	7 , 	10 , 	26 , 	9 , 	10 , 	13 , 	7 , 	5 , 	20 , 	3 , 	176 , 	116 , 	243 , 	108 , 	54 , 	40 , 	17 , 	13 , 	16 , 	4 , 	3 , 	9 , 	1 , 	5 , 	4 , 	5 , 	50 , 	11 , 	5 , 	34 , 	10 , 	-   , 	-   , 	0 , 	3 ," 	1,986 ",,,,,,,,,,
NB, 	37 , 	43 , 	35 , 	37 , 	95 , 	37 , 	33 , 	74 , 	61 , 	25 , 	39 , 	73 , 	20 , 	10 , 	15 , 	5 , 	8 , 	16 , 	10 , 	9 , 	15 , 	6 , 	4 , 	8 , 	7 , 	216 , 	133 , 	224 , 	159 , 	83 , 	60 , 	19 , 	9 , 	13 , 	4 , 	3 , 	9 , 	2 , 	6 , 	2 , 	4 , 	69 , 	13 , 	6 , 	25 , 	12 , 	-   , 	-   , 	4 , 	3 ," 	1,793 ",,,,,,,,,,
BK, 	203 , 	353 , 	311 , 	115 , 	87 , 	160 , 	158 , 	305 , 	198 , 	118 , 	140 , 	113 , 	69 , 	57 , 	52 , 	30 , 	64 , 	103 , 	38 , 	43 , 	49 , 	31 , 	26 , 	22 , 	29 , 	474 , 	271 , 	584 , 	316 , 	184 , 	123 , 	53 , 	47 , 	54 , 	8 , 	23 , 	57 , 	8 , 	22 , 	12 , 	18 , 	129 , 	63 , 	20 , 	59 , 	91 , 	-   , 	-   , 	6 , 	20 ," 	5,510 ",,,,,,,,,,
AS, 	58 , 	74 , 	53 , 	34 , 	138 , 	36 , 	41 , 	99 , 	85 , 	34 , 	63 , 	64 , 	25 , 	19 , 	18 , 	6 , 	11 , 	25 , 	12 , 	8 , 	10 , 	6 , 	3 , 	4 , 	10 , 	157 , 	107 , 	181 , 	139 , 	100 , 	67 , 	17 , 	14 , 	13 , 	3 , 	5 , 	8 , 	2 , 	7 , 	3 , 	3 , 	36 , 	11 , 	5 , 	23 , 	14 , 	-   , 	-   , 	3 , 	8 ," 	1,858 ",,,,,,,,,,
MA, 	72 , 	99 , 	53 , 	46 , 	179 , 	65 , 	60 , 	65 , 	84 , 	25 , 	102 , 	128 , 	44 , 	44 , 	30 , 	18 , 	16 , 	32 , 	46 , 	36 , 	49 , 	20 , 	14 , 	36 , 	18 , 	296 , 	187 , 	327 , 	238 , 	129 , 	100 , 	28 , 	22 , 	20 , 	4 , 	7 , 	16 , 	9 , 	32 , 	5 , 	8 , 	57 , 	18 , 	6 , 	23 , 	18 , 	-   , 	-   , 	14 , 	28 ," 	2,969 ",,,,,,,,,,
19, 	49 , 	93 , 	78 , 	80 , 	320 , 	104 , 	86 , 	39 , 	36 , 	39 , 	89 , 	123 , 	65 , 	51 , 	44 , 	19 , 	35 , 	49 , 	45 , 	59 , 	73 , 	35 , 	33 , 	82 , 	17 , 	229 , 	168 , 	302 , 	229 , 	125 , 	105 , 	40 , 	28 , 	28 , 	7 , 	14 , 	49 , 	10 , 	24 , 	8 , 	8 , 	37 , 	21 , 	18 , 	33 , 	30 , 	-   , 	-   , 	9 , 	23 ," 	3,279 ",,,,,,,,,,
12, 	58 , 	99 , 	82 , 	56 , 	158 , 	83 , 	74 , 	15 , 	74 , 	32 , 	91 , 	117 , 	93 , 	102 , 	72 , 	28 , 	51 , 	67 , 	44 , 	45 , 	47 , 	24 , 	20 , 	45 , 	33 , 	229 , 	158 , 	311 , 	182 , 	85 , 	83 , 	33 , 	38 , 	29 , 	11 , 	20 , 	32 , 	7 , 	29 , 	8 , 	16 , 	47 , 	20 , 	12 , 	21 , 	40 , 	-   , 	-   , 	6 , 	18 ," 	3,037 ",,,,,,,,,,
LM, 	12 , 	33 , 	30 , 	30 , 	120 , 	39 , 	30 , 	11 , 	12 , 	61 , 	109 , 	201 , 	146 , 	152 , 	55 , 	28 , 	56 , 	61 , 	10 , 	12 , 	16 , 	7 , 	4 , 	16 , 	12 , 	226 , 	158 , 	298 , 	157 , 	107 , 	73 , 	23 , 	27 , 	29 , 	1 , 	79 , 	97 , 	1 , 	9 , 	4 , 	3 , 	20 , 	8 , 	45 , 	18 , 	41 , 	-   , 	-   , 	1 , 	7 ," 	2,690 ",,,,,,,,,,
