Exit stations,Entry stations->,,SUNDAY,,,Aug 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	43 , 	52 , 	25 , 	34 , 	90 , 	49 , 	62 , 	50 , 	59 , 	102 , 	30 , 	198 , 	96 , 	127 , 	81 , 	31 , 	25 , 	55 , 	18 , 	15 , 	17 , 	8 , 	5 , 	19 , 	23 , 	196 , 	131 , 	319 , 	192 , 	77 , 	79 , 	18 , 	25 , 	26 , 	3 , 	27 , 	58 , 	4 , 	10 , 	4 , 	7 , 	45 , 	6 , 	38 , 	15 , 	20 , 	-   , 	-   , 	4 , 	10 ," 	2,624 ",,,,,,,,,,,
CL, 	45 , 	120 , 	65 , 	63 , 	73 , 	59 , 	94 , 	79 , 	81 , 	146 , 	172 , 	16 , 	163 , 	160 , 	106 , 	51 , 	75 , 	110 , 	54 , 	59 , 	49 , 	52 , 	34 , 	59 , 	32 , 	164 , 	90 , 	224 , 	129 , 	49 , 	60 , 	35 , 	28 , 	41 , 	4 , 	88 , 	265 , 	21 , 	36 , 	6 , 	9 , 	24 , 	11 , 	101 , 	50 , 	95 , 	-   , 	-   , 	9 , 	33 ," 	3,580 ",,,,,,,,,,,
SL, 	15 , 	21 , 	13 , 	10 , 	48 , 	18 , 	31 , 	44 , 	58 , 	127 , 	105 , 	161 , 	13 , 	69 , 	42 , 	23 , 	24 , 	44 , 	6 , 	10 , 	9 , 	2 , 	3 , 	10 , 	13 , 	119 , 	91 , 	195 , 	101 , 	32 , 	30 , 	15 , 	16 , 	22 , 	4 , 	19 , 	35 , 	4 , 	7 , 	3 , 	5 , 	37 , 	4 , 	26 , 	13 , 	12 , 	-   , 	-   , 	1 , 	8 ," 	1,712 ",,,,,,,,,,,
BF, 	12 , 	23 , 	11 , 	9 , 	35 , 	16 , 	33 , 	41 , 	60 , 	105 , 	123 , 	151 , 	67 , 	14 , 	61 , 	33 , 	31 , 	72 , 	11 , 	5 , 	4 , 	2 , 	2 , 	6 , 	14 , 	109 , 	87 , 	225 , 	80 , 	34 , 	30 , 	13 , 	16 , 	19 , 	6 , 	29 , 	50 , 	3 , 	7 , 	3 , 	6 , 	24 , 	5 , 	48 , 	12 , 	18 , 	-   , 	-   , 	1 , 	5 ," 	1,764 ",,,,,,,,,,,
HY, 	10 , 	21 , 	8 , 	7 , 	41 , 	13 , 	27 , 	26 , 	37 , 	42 , 	87 , 	107 , 	42 , 	60 , 	10 , 	28 , 	40 , 	77 , 	9 , 	2 , 	7 , 	2 , 	1 , 	4 , 	9 , 	58 , 	48 , 	113 , 	48 , 	23 , 	17 , 	9 , 	13 , 	10 , 	0 , 	10 , 	17 , 	2 , 	7 , 	3 , 	3 , 	17 , 	2 , 	15 , 	14 , 	21 , 	-   , 	-   , 	2 , 	7 ," 	1,168 ",,,,,,,,,,,
SH, 	6 , 	8 , 	6 , 	5 , 	19 , 	8 , 	9 , 	13 , 	18 , 	25 , 	31 , 	49 , 	23 , 	35 , 	28 , 	7 , 	18 , 	40 , 	5 , 	2 , 	3 , 	0 , 	1 , 	4 , 	3 , 	48 , 	29 , 	75 , 	31 , 	16 , 	11 , 	2 , 	11 , 	12 , 	3 , 	9 , 	13 , 	3 , 	5 , 	3 , 	5 , 	11 , 	2 , 	12 , 	9 , 	14 , 	-   , 	-   , 	2 , 	2 , 	686 ,,,,,,,,,,,
UC, 	6 , 	14 , 	7 , 	4 , 	49 , 	9 , 	12 , 	17 , 	34 , 	41 , 	24 , 	67 , 	22 , 	34 , 	43 , 	20 , 	15 , 	49 , 	4 , 	4 , 	2 , 	2 , 	2 , 	6 , 	2 , 	103 , 	52 , 	115 , 	56 , 	15 , 	15 , 	7 , 	9 , 	13 , 	3 , 	6 , 	22 , 	2 , 	3 , 	1 , 	4 , 	25 , 	2 , 	10 , 	20 , 	11 , 	-   , 	-   , 	2 , 	6 , 	982 ,,,,,,,,,,,
FM, 	14 , 	27 , 	19 , 	14 , 	91 , 	26 , 	24 , 	37 , 	40 , 	42 , 	53 , 	100 , 	38 , 	71 , 	76 , 	42 , 	52 , 	19 , 	12 , 	12 , 	8 , 	4 , 	2 , 	10 , 	6 , 	150 , 	83 , 	151 , 	84 , 	28 , 	22 , 	10 , 	19 , 	15 , 	2 , 	13 , 	33 , 	2 , 	10 , 	2 , 	4 , 	32 , 	1 , 	12 , 	37 , 	22 , 	-   , 	-   , 	2 , 	8 ," 	1,579 ",,,,,,,,,,,
CN, 	12 , 	12 , 	9 , 	5 , 	28 , 	9 , 	25 , 	29 , 	31 , 	13 , 	15 , 	53 , 	8 , 	10 , 	5 , 	5 , 	5 , 	9 , 	13 , 	33 , 	99 , 	37 , 	16 , 	27 , 	6 , 	118 , 	67 , 	148 , 	85 , 	27 , 	21 , 	15 , 	16 , 	18 , 	8 , 	3 , 	5 , 	16 , 	74 , 	6 , 	12 , 	86 , 	11 , 	2 , 	32 , 	4 , 	-   , 	-   , 	30 , 	35 ," 	1,351 ",,,,,,,,,,,
PH, 	4 , 	5 , 	8 , 	4 , 	32 , 	10 , 	27 , 	35 , 	25 , 	6 , 	10 , 	58 , 	9 , 	7 , 	4 , 	2 , 	4 , 	9 , 	31 , 	17 , 	52 , 	18 , 	8 , 	43 , 	5 , 	188 , 	83 , 	160 , 	101 , 	31 , 	22 , 	13 , 	13 , 	15 , 	6 , 	1 , 	3 , 	8 , 	26 , 	4 , 	4 , 	137 , 	11 , 	1 , 	42 , 	3 , 	-   , 	-   , 	9 , 	15 ," 	1,323 ",,,,,,,,,,,
WC, 	7 , 	8 , 	12 , 	13 , 	41 , 	10 , 	31 , 	51 , 	31 , 	12 , 	14 , 	51 , 	6 , 	5 , 	5 , 	3 , 	4 , 	7 , 	115 , 	62 , 	23 , 	28 , 	17 , 	65 , 	5 , 	248 , 	131 , 	188 , 	148 , 	47 , 	21 , 	19 , 	13 , 	19 , 	4 , 	2 , 	2 , 	17 , 	45 , 	5 , 	5 , 	136 , 	14 , 	1 , 	40 , 	4 , 	-   , 	-   , 	14 , 	29 ," 	1,774 ",,,,,,,,,,,
LF, 	3 , 	3 , 	4 , 	4 , 	18 , 	4 , 	18 , 	25 , 	19 , 	6 , 	8 , 	46 , 	2 , 	1 , 	3 , 	0 , 	2 , 	4 , 	37 , 	19 , 	29 , 	19 , 	6 , 	22 , 	1 , 	124 , 	65 , 	91 , 	80 , 	23 , 	14 , 	13 , 	4 , 	7 , 	2 , 	1 , 	4 , 	2 , 	8 , 	2 , 	2 , 	78 , 	6 , 	1 , 	13 , 	2 , 	-   , 	-   , 	6 , 	7 , 	854 ,,,,,,,,,,,
OR, 	5 , 	3 , 	3 , 	3 , 	22 , 	3 , 	14 , 	19 , 	22 , 	2 , 	4 , 	33 , 	1 , 	4 , 	2 , 	1 , 	2 , 	4 , 	14 , 	9 , 	19 , 	8 , 	9 , 	25 , 	1 , 	127 , 	59 , 	112 , 	95 , 	30 , 	16 , 	6 , 	4 , 	9 , 	2 , 	1 , 	2 , 	2 , 	5 , 	1 , 	2 , 	66 , 	4 , 	1 , 	12 , 	3 , 	-   , 	-   , 	4 , 	2 , 	791 ,,,,,,,,,,,
RR, 	10 , 	13 , 	16 , 	8 , 	22 , 	5 , 	29 , 	48 , 	44 , 	15 , 	20 , 	62 , 	8 , 	3 , 	5 , 	4 , 	4 , 	9 , 	28 , 	41 , 	65 , 	32 , 	27 , 	32 , 	9 , 	213 , 	117 , 	213 , 	172 , 	71 , 	50 , 	23 , 	18 , 	14 , 	4 , 	4 , 	7 , 	8 , 	10 , 	4 , 	5 , 	102 , 	13 , 	2 , 	19 , 	7 , 	-   , 	-   , 	3 , 	11 ," 	1,643 ",,,,,,,,,,,
OW, 	5 , 	9 , 	4 , 	4 , 	19 , 	10 , 	14 , 	20 , 	22 , 	13 , 	15 , 	27 , 	10 , 	11 , 	5 , 	3 , 	3 , 	3 , 	2 , 	4 , 	5 , 	1 , 	1 , 	8 , 	18 , 	655 , 	429 , 	909 , 	573 , 	340 , 	250 , 	79 , 	57 , 	66 , 	15 , 	5 , 	4 , 	2 , 	6 , 	13 , 	26 , 	296 , 	36 , 	4 , 	4 , 	1 , 	-   , 	-   , 	1 , 	6 ," 	4,007 ",,,,,,,,,,,
EM, 	112 , 	222 , 	137 , 	178 , 	451 , 	156 , 	227 , 	185 , 	219 , 	164 , 	211 , 	199 , 	128 , 	134 , 	69 , 	54 , 	114 , 	171 , 	137 , 	205 , 	276 , 	146 , 	148 , 	238 , 	816 , 	78 , 	28 , 	170 , 	102 , 	276 , 	350 , 	242 , 	298 , 	232 , 	87 , 	99 , 	471 , 	63 , 	106 , 	61 , 	96 , 	373 , 	191 , 	139 , 	84 , 	103 , 	-   , 	-   , 	16 , 	71 ," 	8,827 ",,,,,,,,,,,
MT, 	67 , 	139 , 	99 , 	97 , 	244 , 	88 , 	153 , 	129 , 	149 , 	154 , 	138 , 	107 , 	98 , 	111 , 	56 , 	34 , 	60 , 	93 , 	71 , 	108 , 	125 , 	72 , 	65 , 	125 , 	512 , 	20 , 	46 , 	36 , 	51 , 	238 , 	287 , 	226 , 	599 , 	241 , 	91 , 	55 , 	177 , 	39 , 	59 , 	50 , 	61 , 	312 , 	111 , 	53 , 	57 , 	52 , 	-   , 	-   , 	10 , 	37 ," 	5,994 ",,,,,,,,,,,
PL, 	143 , 	272 , 	126 , 	123 , 	402 , 	128 , 	207 , 	172 , 	215 , 	205 , 	286 , 	208 , 	164 , 	190 , 	103 , 	64 , 	99 , 	124 , 	131 , 	126 , 	153 , 	68 , 	79 , 	169 , 	849 , 	166 , 	43 , 	112 , 	138 , 	802 , 	918 , 	593 ," 	1,014 ", 	770 , 	197 , 	90 , 	269 , 	46 , 	132 , 	161 , 	188 ," 	1,059 ", 	314 , 	98 , 	73 , 	77 , 	-   , 	-   , 	21 , 	58 ," 	12,139 ",,,,,,,,,,,
CC, 	75 , 	109 , 	73 , 	89 , 	203 , 	109 , 	195 , 	154 , 	121 , 	129 , 	191 , 	116 , 	83 , 	72 , 	44 , 	32 , 	58 , 	79 , 	72 , 	95 , 	145 , 	84 , 	88 , 	147 , 	559 , 	101 , 	54 , 	130 , 	70 , 	257 , 	330 , 	217 , 	357 , 	288 , 	84 , 	51 , 	167 , 	24 , 	48 , 	78 , 	91 , 	444 , 	236 , 	67 , 	55 , 	47 , 	-   , 	-   , 	7 , 	39 ," 	6,356 ",,,,,,,,,,,
16, 	46 , 	54 , 	33 , 	53 , 	126 , 	69 , 	106 , 	109 , 	69 , 	73 , 	79 , 	49 , 	28 , 	34 , 	24 , 	14 , 	20 , 	31 , 	26 , 	29 , 	40 , 	22 , 	28 , 	62 , 	334 , 	270 , 	223 , 	863 , 	278 , 	50 , 	107 , 	146 , 	228 , 	143 , 	61 , 	14 , 	44 , 	9 , 	19 , 	33 , 	72 , 	197 , 	116 , 	19 , 	26 , 	15 , 	-   , 	-   , 	3 , 	11 ," 	4,499 ",,,,,,,,,,,
24, 	52 , 	58 , 	31 , 	38 , 	94 , 	55 , 	79 , 	76 , 	51 , 	55 , 	89 , 	52 , 	30 , 	22 , 	15 , 	13 , 	13 , 	22 , 	26 , 	28 , 	28 , 	12 , 	17 , 	49 , 	251 , 	345 , 	228 ," 	1,067 ", 	404 , 	103 , 	59 , 	129 , 	206 , 	146 , 	50 , 	10 , 	32 , 	3 , 	28 , 	37 , 	83 , 	203 , 	102 , 	10 , 	25 , 	11 , 	-   , 	-   , 	7 , 	12 ," 	4,551 ",,,,,,,,,,,
GP, 	15 , 	27 , 	12 , 	18 , 	42 , 	18 , 	26 , 	26 , 	22 , 	19 , 	21 , 	35 , 	11 , 	10 , 	7 , 	4 , 	9 , 	9 , 	15 , 	17 , 	20 , 	10 , 	6 , 	23 , 	84 , 	223 , 	169 , 	704 , 	191 , 	141 , 	141 , 	30 , 	36 , 	36 , 	23 , 	5 , 	27 , 	4 , 	15 , 	9 , 	46 , 	124 , 	45 , 	5 , 	14 , 	5 , 	-   , 	-   , 	1 , 	11 ," 	2,506 ",,,,,,,,,,,
BP, 	25 , 	33 , 	9 , 	10 , 	43 , 	11 , 	20 , 	20 , 	28 , 	23 , 	28 , 	25 , 	13 , 	22 , 	10 , 	6 , 	8 , 	11 , 	12 , 	10 , 	16 , 	4 , 	6 , 	14 , 	71 , 	326 , 	302 ," 	1,414 ", 	336 , 	196 , 	197 , 	41 , 	51 , 	32 , 	29 , 	5 , 	25 , 	4 , 	15 , 	17 , 	74 , 	113 , 	55 , 	6 , 	14 , 	12 , 	-   , 	-   , 	3 , 	11 ," 	3,748 ",,,,,,,,,,,
DC, 	19 , 	25 , 	10 , 	7 , 	32 , 	11 , 	17 , 	19 , 	22 , 	20 , 	27 , 	29 , 	17 , 	17 , 	10 , 	11 , 	14 , 	16 , 	18 , 	9 , 	18 , 	6 , 	8 , 	16 , 	58 , 	228 , 	205 , 	906 , 	262 , 	162 , 	136 , 	32 , 	38 , 	31 , 	15 , 	12 , 	38 , 	6 , 	18 , 	18 , 	66 , 	188 , 	87 , 	7 , 	19 , 	10 , 	-   , 	-   , 	2 , 	13 ," 	2,944 ",,,,,,,,,,,
CM, 	7 , 	13 , 	2 , 	2 , 	7 , 	3 , 	6 , 	6 , 	13 , 	5 , 	3 , 	6 , 	2 , 	5 , 	2 , 	1 , 	2 , 	4 , 	7 , 	5 , 	8 , 	3 , 	1 , 	2 , 	18 , 	73 , 	69 , 	266 , 	89 , 	47 , 	55 , 	25 , 	30 , 	17 , 	8 , 	1 , 	4 , 	3 , 	11 , 	4 , 	26 , 	117 , 	27 , 	1 , 	3 , 	1 , 	-   , 	-   , 	1 , 	6 ," 	1,013 ",,,,,,,,,,,
CV, 	4 , 	3 , 	2 , 	4 , 	16 , 	4 , 	4 , 	9 , 	8 , 	61 , 	25 , 	87 , 	18 , 	31 , 	9 , 	6 , 	4 , 	11 , 	5 , 	1 , 	2 , 	0 , 	2 , 	3 , 	5 , 	95 , 	43 , 	100 , 	52 , 	14 , 	9 , 	7 , 	7 , 	13 , 	1 , 	8 , 	40 , 	1 , 	3 , 	1 , 	2 , 	14 , 	2 , 	52 , 	10 , 	4 , 	-   , 	-   , 	-   , 	2 , 	802 ,,,,,,,,,,,
ED, 	10 , 	12 , 	7 , 	6 , 	52 , 	11 , 	14 , 	25 , 	14 , 	57 , 	54 , 	251 , 	34 , 	46 , 	17 , 	13 , 	24 , 	35 , 	7 , 	3 , 	3 , 	4 , 	2 , 	4 , 	9 , 	445 , 	164 , 	333 , 	175 , 	44 , 	29 , 	24 , 	28 , 	33 , 	4 , 	35 , 	38 , 	1 , 	3 , 	2 , 	2 , 	97 , 	7 , 	22 , 	79 , 	12 , 	-   , 	-   , 	0 , 	3 ," 	2,287 ",,,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	1 , 	7 , 	3 , 	11 , 	8 , 	5 , 	3 , 	4 , 	18 , 	3 , 	2 , 	2 , 	2 , 	1 , 	3 , 	14 , 	7 , 	15 , 	2 , 	2 , 	7 , 	2 , 	57 , 	29 , 	53 , 	26 , 	8 , 	6 , 	3 , 	3 , 	6 , 	3 , 	1 , 	1 , 	9 , 	12 , 	3 , 	1 , 	33 , 	2 , 	1 , 	10 , 	2 , 	-   , 	-   , 	5 , 	6 , 	398 ,,,,,,,,,,,
WP, 	6 , 	8 , 	5 , 	3 , 	14 , 	6 , 	28 , 	15 , 	18 , 	2 , 	12 , 	25 , 	8 , 	7 , 	6 , 	5 , 	2 , 	6 , 	76 , 	29 , 	48 , 	10 , 	6 , 	10 , 	6 , 	85 , 	38 , 	138 , 	52 , 	14 , 	28 , 	13 , 	15 , 	19 , 	9 , 	3 , 	2 , 	10 , 	14 , 	3 , 	6 , 	78 , 	5 , 	1 , 	18 , 	5 , 	-   , 	-   , 	6 , 	10 , 	925 ,,,,,,,,,,,
SS, 	6 , 	9 , 	1 , 	1 , 	8 , 	3 , 	3 , 	2 , 	5 , 	4 , 	7 , 	7 , 	3 , 	2 , 	2 , 	5 , 	1 , 	3 , 	4 , 	4 , 	4 , 	1 , 	2 , 	3 , 	14 , 	59 , 	39 , 	181 , 	67 , 	33 , 	36 , 	14 , 	17 , 	20 , 	6 , 	1 , 	4 , 	4 , 	8 , 	7 , 	20 , 	60 , 	12 , 	3 , 	5 , 	1 , 	-   , 	-   , 	1 , 	6 , 	705 ,,,,,,,,,,,
SB, 	9 , 	13 , 	4 , 	5 , 	13 , 	5 , 	8 , 	7 , 	9 , 	4 , 	9 , 	7 , 	5 , 	6 , 	2 , 	4 , 	3 , 	3 , 	11 , 	6 , 	8 , 	4 , 	2 , 	3 , 	27 , 	101 , 	49 , 	218 , 	97 , 	70 , 	85 , 	38 , 	80 , 	65 , 	25 , 	3 , 	6 , 	2 , 	6 , 	21 , 	13 , 	62 , 	23 , 	1 , 	4 , 	1 , 	-   , 	-   , 	1 , 	7 ," 	1,150 ",,,,,,,,,,,
SO, 	27 , 	51 , 	30 , 	36 , 	96 , 	27 , 	47 , 	27 , 	50 , 	15 , 	23 , 	14 , 	12 , 	8 , 	7 , 	7 , 	7 , 	12 , 	56 , 	64 , 	77 , 	39 , 	38 , 	61 , 	171 , 	264 , 	228 , 	991 , 	282 , 	112 , 	101 , 	54 , 	48 , 	111 , 	80 , 	6 , 	55 , 	19 , 	45 , 	24 , 	35 , 	81 , 	113 , 	13 , 	15 , 	5 , 	-   , 	-   , 	5 , 	28 ," 	3,710 ",,,,,,,,,,,
MB, 	13 , 	12 , 	11 , 	12 , 	59 , 	9 , 	15 , 	14 , 	21 , 	8 , 	6 , 	8 , 	4 , 	5 , 	4 , 	1 , 	2 , 	3 , 	11 , 	9 , 	14 , 	3 , 	5 , 	13 , 	33 , 	175 , 	111 , 	363 , 	211 , 	96 , 	86 , 	40 , 	58 , 	62 , 	14 , 	1 , 	12 , 	1 , 	5 , 	12 , 	20 , 	271 , 	29 , 	2 , 	8 , 	1 , 	-   , 	-   , 	2 , 	7 ," 	1,878 ",,,,,,,,,,,
WD, 	1 , 	6 , 	4 , 	3 , 	24 , 	4 , 	5 , 	13 , 	4 , 	32 , 	43 , 	103 , 	30 , 	55 , 	18 , 	11 , 	12 , 	13 , 	2 , 	1 , 	1 , 	1 , 	0 , 	2 , 	4 , 	142 , 	55 , 	113 , 	78 , 	18 , 	10 , 	5 , 	7 , 	11 , 	1 , 	48 , 	26 , 	0 , 	2 , 	1 , 	1 , 	40 , 	3 , 	12 , 	34 , 	5 , 	-   , 	-   , 	1 , 	1 ," 	1,000 ",,,,,,,,,,,
OA, 	8 , 	16 , 	16 , 	16 , 	27 , 	10 , 	9 , 	9 , 	15 , 	9 , 	5 , 	21 , 	2 , 	4 , 	5 , 	1 , 	6 , 	7 , 	12 , 	16 , 	16 , 	9 , 	9 , 	12 , 	1 , 	58 , 	35 , 	94 , 	31 , 	11 , 	10 , 	8 , 	4 , 	9 , 	1 , 	3 , 	36 , 	3 , 	11 , 	1 , 	2 , 	21 , 	5 , 	9 , 	6 , 	6 , 	-   , 	-   , 	1 , 	9 , 	626 ,,,,,,,,,,,
WS, 	6 , 	18 , 	11 , 	11 , 	84 , 	15 , 	12 , 	24 , 	20 , 	33 , 	21 , 	97 , 	14 , 	17 , 	16 , 	11 , 	8 , 	21 , 	5 , 	7 , 	4 , 	2 , 	3 , 	8 , 	3 , 	87 , 	37 , 	102 , 	54 , 	21 , 	10 , 	5 , 	4 , 	9 , 	2 , 	2 , 	10 , 	3 , 	9 , 	-   , 	1 , 	12 , 	1 , 	4 , 	14 , 	7 , 	-   , 	-   , 	2 , 	3 , 	862 ,,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	4 , 	5 , 	1 , 	2 , 	4 , 	2 , 	15 , 	6 , 	5 , 	3 , 	3 , 	7 , 	1 , 	2 , 	2 , 	3 , 	3 , 	2 , 	35 , 	11 , 	14 , 	6 , 	4 , 	2 , 	1 , 	11 , 	10 , 	27 , 	8 , 	3 , 	6 , 	4 , 	2 , 	4 , 	1 , 	1 , 	1 , 	6 , 	5 , 	1 , 	1 , 	10 , 	3 , 	1 , 	4 , 	2 , 	-   , 	-   , 	1 , 	10 , 	260 ,,,,,,,,,,,
