Exit stations,Entry stations->,,WEEKDAY,,,Jan 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	13 , 	134 , 	99 , 	85 , 	400 , 	105 , 	151 , 	155 , 	217 , 	45 , 	102 , 	74 , 	41 , 	34 , 	40 , 	26 , 	21 , 	37 , 	23 , 	12 , 	23 , 	9 , 	10 , 	18 , 	28 , 	350 , 	397 , 	467 , 	367 , 	196 , 	186 , 	44 , 	69 , 	47 , 	17 , 	5 , 	12 , 	8 , 	35 , 	15 , 	27 , 	55 , 	30 , 	5 , 	10 , 	-   ," 	4,241 ",,,Eastbay," 	84,535 ",,SF CBD," 	277,283 ",67.2%,,,
EN, 	164 , 	21 , 	114 , 	107 , 	896 , 	162 , 	280 , 	488 , 	641 , 	111 , 	134 , 	131 , 	72 , 	57 , 	94 , 	32 , 	43 , 	86 , 	36 , 	18 , 	38 , 	12 , 	9 , 	37 , 	44 , 	948 ," 	1,121 "," 	1,014 ", 	835 , 	274 , 	200 , 	79 , 	115 , 	90 , 	33 , 	9 , 	33 , 	6 , 	40 , 	32 , 	52 , 	107 , 	70 , 	14 , 	31 , 	-   ," 	8,930 ",,,Westbay," 	110,320 ",,non-CBD," 	125,974 ",30.5%,,,
EP, 	113 , 	103 , 	15 , 	60 , 	718 , 	83 , 	131 , 	317 , 	352 , 	78 , 	54 , 	53 , 	29 , 	20 , 	28 , 	10 , 	14 , 	53 , 	14 , 	19 , 	26 , 	10 , 	10 , 	36 , 	15 , 	546 , 	684 , 	458 , 	466 , 	128 , 	69 , 	36 , 	38 , 	33 , 	7 , 	4 , 	24 , 	4 , 	14 , 	10 , 	15 , 	64 , 	37 , 	8 , 	24 , 	-   ," 	5,032 ",,,Transbay," 	227,459 ",,,,,,,
NB, 	89 , 	95 , 	58 , 	16 , 	208 , 	84 , 	102 , 	260 , 	260 , 	62 , 	66 , 	47 , 	33 , 	18 , 	32 , 	8 , 	22 , 	38 , 	21 , 	22 , 	26 , 	9 , 	11 , 	24 , 	22 , 	698 , 	822 , 	474 , 	572 , 	182 , 	102 , 	42 , 	28 , 	25 , 	8 , 	8 , 	19 , 	4 , 	20 , 	6 , 	11 , 	93 , 	43 , 	8 , 	36 , 	-   ," 	4,834 ",,,,,,,,,,,
BK, 	445 , 	930 , 	721 , 	217 , 	36 , 	417 , 	444 , 	562 , 	591 , 	229 , 	292 , 	166 , 	183 , 	138 , 	161 , 	75 , 	142 , 	257 , 	141 , 	164 , 	145 , 	86 , 	56 , 	60 , 	109 , 	920 ," 	1,033 ", 	891 , 	765 , 	371 , 	268 , 	114 , 	124 , 	102 , 	38 , 	48 , 	111 , 	37 , 	117 , 	31 , 	43 , 	225 , 	141 , 	57 , 	103 , 	-   ," 	12,306 ",,,,,,,,,,,
AS, 	107 , 	142 , 	79 , 	80 , 	394 , 	17 , 	104 , 	255 , 	297 , 	66 , 	101 , 	73 , 	46 , 	36 , 	41 , 	23 , 	36 , 	59 , 	26 , 	22 , 	28 , 	12 , 	6 , 	20 , 	41 , 	734 , 	846 , 	537 , 	575 , 	291 , 	147 , 	42 , 	45 , 	30 , 	13 , 	9 , 	22 , 	8 , 	29 , 	9 , 	20 , 	74 , 	48 , 	9 , 	31 , 	-   ," 	5,629 ",,,,,,,,,,,
MA, 	161 , 	291 , 	119 , 	103 , 	426 , 	108 , 	23 , 	215 , 	265 , 	74 , 	181 , 	165 , 	130 , 	105 , 	124 , 	64 , 	81 , 	141 , 	161 , 	165 , 	138 , 	54 , 	33 , 	77 , 	66 ," 	1,078 "," 	1,316 ", 	916 , 	971 , 	418 , 	257 , 	83 , 	85 , 	76 , 	27 , 	30 , 	66 , 	58 , 	239 , 	26 , 	42 , 	117 , 	76 , 	27 , 	38 , 	-   ," 	9,416 ",,,,,,,,,,,
19, 	172 , 	495 , 	321 , 	278 , 	535 , 	256 , 	210 , 	31 , 	66 , 	42 , 	193 , 	195 , 	211 , 	187 , 	204 , 	158 , 	224 , 	388 , 	326 , 	382 , 	311 , 	164 , 	110 , 	188 , 	81 ," 	1,304 "," 	1,518 "," 	1,008 "," 	1,081 ", 	483 , 	355 , 	190 , 	135 , 	147 , 	79 , 	79 , 	224 , 	184 , 	277 , 	78 , 	70 , 	86 , 	143 , 	93 , 	41 , 	-   ," 	13,305 ",,,,,,,,,,,
12, 	225 , 	672 , 	344 , 	274 , 	528 , 	282 , 	248 , 	55 , 	39 , 	52 , 	230 , 	340 , 	335 , 	355 , 	321 , 	177 , 	249 , 	413 , 	371 , 	395 , 	293 , 	165 , 	131 , 	178 , 	106 ," 	1,298 "," 	1,366 "," 	1,040 "," 	1,049 ", 	372 , 	342 , 	192 , 	174 , 	179 , 	128 , 	120 , 	246 , 	186 , 	393 , 	82 , 	99 , 	118 , 	173 , 	138 , 	59 , 	-   ," 	14,533 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	48 , 	104 , 	76 , 	58 , 	218 , 	66 , 	75 , 	41 , 	54 , 	18 , 	177 , 	226 , 	258 , 	226 , 	166 , 	92 , 	127 , 	173 , 	35 , 	28 , 	31 , 	8 , 	9 , 	32 , 	50 , 	837 , 	976 , 	761 , 	648 , 	278 , 	159 , 	69 , 	85 , 	72 , 	13 , 	120 , 	192 , 	18 , 	53 , 	8 , 	17 , 	36 , 	27 , 	70 , 	24 , 	-   ," 	6,861 ",,,Dtwn SF,"5,837","22,376","34,182","15,873","24,622","28,399","11,232","142,522"
