Exit stations,Entry stations->,,SUNDAY,,,Jan 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	9 , 	53 , 	56 , 	33 , 	157 , 	42 , 	47 , 	27 , 	45 , 	22 , 	54 , 	31 , 	17 , 	12 , 	11 , 	8 , 	6 , 	14 , 	13 , 	4 , 	8 , 	5 , 	4 , 	11 , 	13 , 	104 , 	74 , 	210 , 	82 , 	63 , 	63 , 	17 , 	25 , 	12 , 	7 , 	2 , 	5 , 	1 , 	19 , 	6 , 	7 , 	34 , 	13 , 	2 , 	10 , 	-   ," 	1,456 ",,,Eastbay," 	25,275 ",,SF CBD," 	79,303 ",62.1%,,,
EN, 	56 , 	9 , 	50 , 	46 , 	266 , 	70 , 	78 , 	64 , 	85 , 	32 , 	63 , 	45 , 	23 , 	23 , 	21 , 	11 , 	18 , 	32 , 	14 , 	7 , 	17 , 	8 , 	7 , 	14 , 	21 , 	261 , 	149 , 	472 , 	124 , 	70 , 	60 , 	23 , 	29 , 	31 , 	12 , 	4 , 	9 , 	3 , 	17 , 	7 , 	11 , 	77 , 	18 , 	5 , 	31 , 	-   ," 	2,494 ",,,Westbay," 	40,622 ",,non-CBD," 	42,736 ",33.5%,,,
EP, 	59 , 	44 , 	7 , 	37 , 	274 , 	49 , 	47 , 	49 , 	57 , 	30 , 	33 , 	15 , 	12 , 	10 , 	8 , 	4 , 	9 , 	28 , 	7 , 	6 , 	16 , 	5 , 	7 , 	18 , 	7 , 	130 , 	81 , 	231 , 	110 , 	46 , 	31 , 	15 , 	13 , 	11 , 	4 , 	4 , 	5 , 	2 , 	8 , 	2 , 	4 , 	55 , 	10 , 	4 , 	29 , 	-   ," 	1,633 ",,,Transbay," 	63,944 ",,,,,,,
NB, 	34 , 	44 , 	36 , 	15 , 	107 , 	41 , 	46 , 	53 , 	56 , 	26 , 	35 , 	10 , 	14 , 	14 , 	10 , 	5 , 	8 , 	28 , 	10 , 	6 , 	16 , 	5 , 	7 , 	10 , 	11 , 	172 , 	113 , 	263 , 	179 , 	91 , 	63 , 	22 , 	14 , 	12 , 	5 , 	2 , 	9 , 	3 , 	8 , 	3 , 	5 , 	87 , 	18 , 	5 , 	40 , 	-   ," 	1,760 ",,,,,,,,,,,
BK, 	171 , 	281 , 	264 , 	102 , 	39 , 	160 , 	156 , 	193 , 	180 , 	77 , 	124 , 	54 , 	55 , 	50 , 	42 , 	18 , 	47 , 	178 , 	32 , 	36 , 	50 , 	32 , 	22 , 	32 , 	63 , 	381 , 	222 , 	615 , 	298 , 	188 , 	138 , 	62 , 	39 , 	55 , 	12 , 	13 , 	41 , 	6 , 	26 , 	5 , 	13 , 	316 , 	61 , 	14 , 	180 , 	-   ," 	5,145 ",,,,,,,,,,,
AS, 	49 , 	61 , 	50 , 	46 , 	149 , 	13 , 	56 , 	79 , 	88 , 	29 , 	68 , 	26 , 	18 , 	19 , 	14 , 	10 , 	12 , 	28 , 	7 , 	9 , 	14 , 	5 , 	2 , 	9 , 	23 , 	146 , 	103 , 	229 , 	162 , 	128 , 	78 , 	24 , 	16 , 	12 , 	5 , 	3 , 	14 , 	2 , 	7 , 	4 , 	6 , 	74 , 	13 , 	4 , 	46 , 	-   ," 	1,962 ",,,,,,,,,,,
MA, 	63 , 	81 , 	44 , 	40 , 	157 , 	62 , 	13 , 	62 , 	74 , 	29 , 	80 , 	56 , 	28 , 	33 , 	25 , 	12 , 	14 , 	40 , 	38 , 	26 , 	35 , 	14 , 	17 , 	44 , 	37 , 	258 , 	160 , 	408 , 	277 , 	180 , 	142 , 	29 , 	26 , 	20 , 	7 , 	8 , 	16 , 	8 , 	55 , 	3 , 	10 , 	99 , 	16 , 	5 , 	45 , 	-   ," 	2,894 ",,,,,,,,,,,
19, 	35 , 	62 , 	48 , 	49 , 	174 , 	80 , 	50 , 	19 , 	17 , 	16 , 	65 , 	42 , 	39 , 	34 , 	26 , 	14 , 	15 , 	33 , 	26 , 	28 , 	37 , 	19 , 	14 , 	51 , 	38 , 	251 , 	169 , 	388 , 	272 , 	183 , 	136 , 	33 , 	33 , 	28 , 	6 , 	11 , 	15 , 	5 , 	23 , 	6 , 	6 , 	88 , 	21 , 	6 , 	31 , 	-   ," 	2,741 ",,,,,,,,,,,
12, 	44 , 	71 , 	57 , 	50 , 	154 , 	62 , 	67 , 	14 , 	22 , 	17 , 	55 , 	67 , 	50 , 	64 , 	41 , 	20 , 	31 , 	52 , 	39 , 	28 , 	42 , 	17 , 	16 , 	47 , 	39 , 	255 , 	203 , 	497 , 	239 , 	133 , 	98 , 	39 , 	42 , 	33 , 	14 , 	8 , 	13 , 	7 , 	43 , 	10 , 	10 , 	98 , 	31 , 	5 , 	31 , 	-   ," 	2,973 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	24 , 	38 , 	30 , 	27 , 	75 , 	31 , 	33 , 	14 , 	13 , 	12 , 	102 , 	59 , 	93 , 	98 , 	44 , 	20 , 	23 , 	51 , 	10 , 	6 , 	9 , 	5 , 	6 , 	15 , 	22 , 	229 , 	176 , 	457 , 	210 , 	135 , 	107 , 	26 , 	35 , 	27 , 	3 , 	52 , 	70 , 	2 , 	8 , 	3 , 	8 , 	30 , 	4 , 	29 , 	27 , 	-   ," 	2,500 ",,,Dtwn SF," 	1,748 "," 	6,267 "," 	11,153 "," 	4,908 "," 	5,191 "," 	6,914 "," 	4,139 "," 	40,319 "
