Exit stations,Entry stations->,,SATURDAY,,,Aug 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	63 , 	77 , 	49 , 	179 , 	84 , 	76 , 	41 , 	66 , 	14 , 	67 , 	82 , 	22 , 	23 , 	23 , 	10 , 	7 , 	22 , 	14 , 	9 , 	12 , 	4 , 	7 , 	16 , 	17 , 	107 , 	71 , 	250 , 	109 , 	78 , 	100 , 	20 , 	39 , 	25 , 	6 , 	6 , 	11 , 	3 , 	31 , 	8 , 	8 , 	19 , 	17 ," 	1,894 ",,,Eastbay," 	42,123 ",,SF CBD," 	106,727 ",59.8%,,,
EN, 	74 , 	9 , 	75 , 	41 , 	327 , 	107 , 	126 , 	66 , 	163 , 	32 , 	115 , 	257 , 	34 , 	46 , 	34 , 	17 , 	23 , 	47 , 	22 , 	12 , 	16 , 	7 , 	8 , 	17 , 	25 , 	284 , 	194 , 	636 , 	208 , 	78 , 	101 , 	33 , 	69 , 	51 , 	19 , 	7 , 	16 , 	4 , 	33 , 	14 , 	13 , 	44 , 	28 ," 	3,531 ",,,Westbay," 	56,967 ",,non-CBD," 	66,570 ",37.3%,,,
EP, 	90 , 	61 , 	4 , 	44 , 	315 , 	71 , 	60 , 	53 , 	119 , 	29 , 	45 , 	113 , 	12 , 	21 , 	12 , 	7 , 	9 , 	25 , 	14 , 	8 , 	18 , 	11 , 	7 , 	19 , 	12 , 	181 , 	139 , 	339 , 	117 , 	52 , 	42 , 	20 , 	21 , 	17 , 	2 , 	5 , 	11 , 	2 , 	6 , 	5 , 	4 , 	42 , 	12 ," 	2,198 ",,,Transbay," 	79,305 ",,,,,,,
NB, 	49 , 	48 , 	46 , 	5 , 	94 , 	46 , 	54 , 	48 , 	101 , 	23 , 	48 , 	100 , 	15 , 	16 , 	12 , 	5 , 	8 , 	23 , 	10 , 	13 , 	12 , 	7 , 	14 , 	11 , 	9 , 	218 , 	176 , 	378 , 	199 , 	117 , 	85 , 	22 , 	22 , 	11 , 	4 , 	4 , 	9 , 	2 , 	8 , 	3 , 	3 , 	72 , 	11 ," 	2,164 ",,,,,,,,,,,
BK, 	199 , 	332 , 	316 , 	109 , 	20 , 	204 , 	234 , 	182 , 	259 , 	101 , 	140 , 	196 , 	76 , 	69 , 	56 , 	28 , 	47 , 	181 , 	51 , 	48 , 	73 , 	32 , 	32 , 	33 , 	55 , 	530 , 	326 ," 	1,162 ", 	451 , 	236 , 	174 , 	56 , 	52 , 	68 , 	9 , 	21 , 	64 , 	14 , 	30 , 	10 , 	14 , 	175 , 	80 ," 	6,543 ",,,,,,,,,,,
AS, 	79 , 	115 , 	60 , 	44 , 	173 , 	6 , 	83 , 	79 , 	140 , 	45 , 	93 , 	109 , 	26 , 	39 , 	32 , 	10 , 	14 , 	28 , 	14 , 	9 , 	20 , 	6 , 	19 , 	17 , 	36 , 	167 , 	143 , 	338 , 	206 , 	151 , 	102 , 	19 , 	24 , 	18 , 	3 , 	8 , 	19 , 	3 , 	19 , 	2 , 	5 , 	40 , 	16 ," 	2,579 ",,,,,,,,,,,
MA, 	78 , 	110 , 	65 , 	51 , 	211 , 	84 , 	8 , 	61 , 	137 , 	35 , 	103 , 	190 , 	41 , 	69 , 	51 , 	20 , 	21 , 	43 , 	49 , 	26 , 	40 , 	21 , 	21 , 	33 , 	47 , 	351 , 	249 , 	670 , 	348 , 	219 , 	169 , 	37 , 	41 , 	26 , 	8 , 	9 , 	18 , 	6 , 	62 , 	3 , 	9 , 	70 , 	20 ," 	3,926 ",,,,,,,,,,,
19, 	40 , 	64 , 	50 , 	43 , 	158 , 	84 , 	60 , 	5 , 	16 , 	14 , 	55 , 	83 , 	36 , 	46 , 	41 , 	18 , 	23 , 	39 , 	31 , 	28 , 	32 , 	12 , 	15 , 	46 , 	22 , 	161 , 	127 , 	343 , 	200 , 	111 , 	87 , 	24 , 	26 , 	19 , 	3 , 	7 , 	17 , 	5 , 	35 , 	6 , 	6 , 	27 , 	12 ," 	2,280 ",,,,,,,,,,,
12, 	67 , 	167 , 	122 , 	100 , 	218 , 	131 , 	129 , 	19 , 	11 , 	26 , 	120 , 	192 , 	125 , 	134 , 	81 , 	45 , 	60 , 	97 , 	79 , 	56 , 	81 , 	31 , 	45 , 	108 , 	64 , 	269 , 	220 , 	587 , 	258 , 	119 , 	92 , 	51 , 	55 , 	44 , 	24 , 	23 , 	45 , 	17 , 	65 , 	12 , 	10 , 	56 , 	31 ," 	4,286 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	37 , 	34 , 	28 , 	104 , 	48 , 	36 , 	12 , 	23 , 	6 , 	73 , 	168 , 	120 , 	126 , 	55 , 	28 , 	42 , 	77 , 	12 , 	9 , 	13 , 	7 , 	8 , 	20 , 	26 , 	243 , 	194 , 	536 , 	235 , 	133 , 	88 , 	34 , 	38 , 	34 , 	6 , 	58 , 	92 , 	1 , 	12 , 	5 , 	6 , 	21 , 	24 ," 	2,887 ",,,Dtwn SF," 	2,492 "," 	6,916 "," 	16,808 "," 	7,120 "," 	7,176 "," 	9,457 "," 	5,428 "," 	55,398 "
FV, 	67 , 	105 , 	48 , 	47 , 	143 , 	89 , 	103 , 	66 , 	130 , 	63 , 	9 , 	268 , 	151 , 	234 , 	148 , 	61 , 	43 , 	79 , 	38 , 	20 , 	28 , 	18 , 	19 , 	31 , 	80 , 	261 , 	196 , 	603 , 	275 , 	145 , 	131 , 	30 , 	67 , 	36 , 	12 , 	38 , 	82 , 	4 , 	52 , 	8 , 	13 , 	38 , 	22 ," 	4,102 ",,,OAK," 	6,593 ", 	921 ," 	1,794 "," 	2,252 "," 	1,100 "," 	2,998 ", 	368 ," 	16,025 "
CL, 	96 , 	264 , 	120 , 	107 , 	212 , 	113 , 	206 , 	108 , 	204 , 	148 , 	263 , 	8 , 	287 , 	330 , 	218 , 	135 , 	184 , 	458 , 	122 , 	125 , 	124 , 	77 , 	74 , 	102 , 	105 , 	286 , 	167 , 	538 , 	238 , 	97 , 	111 , 	47 , 	60 , 	60 , 	15 , 	184 , 	879 , 	68 , 	193 , 	18 , 	19 , 	42 , 	37 ," 	7,251 ",,,CM line," 	16,716 "," 	1,923 "," 	6,062 "," 	2,017 "," 	1,356 "," 	1,908 "," 	2,032 "," 	32,013 "
SL, 	23 , 	36 , 	15 , 	13 , 	76 , 	31 , 	52 , 	43 , 	130 , 	112 , 	147 , 	284 , 	7 , 	96 , 	82 , 	37 , 	30 , 	51 , 	15 , 	8 , 	10 , 	3 , 	6 , 	11 , 	25 , 	183 , 	129 , 	370 , 	122 , 	37 , 	48 , 	17 , 	32 , 	23 , 	5 , 	25 , 	45 , 	1 , 	20 , 	7 , 	8 , 	21 , 	12 ," 	2,446 ",,,RM line," 	6,930 "," 	2,347 "," 	1,947 "," 	3,620 ", 	795 ," 	2,624 ", 	645 ," 	18,908 "
BF, 	26 , 	48 , 	20 , 	15 , 	70 , 	37 , 	72 , 	61 , 	143 , 	120 , 	226 , 	321 , 	98 , 	7 , 	109 , 	86 , 	75 , 	153 , 	16 , 	7 , 	10 , 	3 , 	4 , 	13 , 	38 , 	161 , 	110 , 	348 , 	96 , 	39 , 	42 , 	12 , 	27 , 	26 , 	9 , 	51 , 	144 , 	2 , 	26 , 	6 , 	4 , 	10 , 	9 ," 	2,903 ",,,WP line," 	6,993 "," 	1,176 "," 	1,394 ", 	857 ," 	2,922 "," 	1,582 ", 	701 ," 	15,625 "
HY, 	21 , 	38 , 	15 , 	13 , 	55 , 	40 , 	54 , 	51 , 	85 , 	52 , 	150 , 	208 , 	93 , 	117 , 	7 , 	84 , 	88 , 	170 , 	15 , 	8 , 	10 , 	4 , 	4 , 	12 , 	18 , 	107 , 	55 , 	194 , 	74 , 	23 , 	28 , 	10 , 	20 , 	15 , 	5 , 	14 , 	45 , 	5 , 	25 , 	3 , 	7 , 	13 , 	8 ," 	2,064 ",,,FT/ED line," 	9,381 "," 	3,117 "," 	1,942 "," 	2,787 "," 	1,646 "," 	11,379 ", 	621 ," 	30,873 "
SH, 	11 , 	19 , 	5 , 	7 , 	27 , 	11 , 	23 , 	16 , 	45 , 	26 , 	56 , 	121 , 	37 , 	87 , 	73 , 	4 , 	44 , 	96 , 	10 , 	4 , 	6 , 	2 , 	3 , 	5 , 	7 , 	68 , 	43 , 	154 , 	45 , 	22 , 	30 , 	8 , 	12 , 	12 , 	8 , 	16 , 	28 , 	0 , 	12 , 	4 , 	5 , 	8 , 	4 ," 	1,227 ",,,SFIA," 	4,716 ", 	363 ," 	1,981 ", 	629 , 	612 , 	520 , 	733 ," 	9,555 "
UC, 	5 , 	16 , 	9 , 	7 , 	57 , 	13 , 	22 , 	24 , 	62 , 	36 , 	46 , 	172 , 	29 , 	84 , 	93 , 	43 , 	11 , 	85 , 	10 , 	5 , 	8 , 	3 , 	1 , 	5 , 	14 , 	127 , 	89 , 	242 , 	60 , 	21 , 	18 , 	8 , 	17 , 	21 , 	11 , 	11 , 	29 , 	1 , 	9 , 	5 , 	3 , 	20 , 	3 ," 	1,554 ",,,Entries," 	53,821 "," 	16,763 "," 	31,926 "," 	19,282 "," 	15,608 "," 	30,469 "," 	10,527 "," 	178,396 "
FM, 	20 , 	46 , 	35 , 	24 , 	229 , 	38 , 	51 , 	48 , 	99 , 	82 , 	94 , 	443 , 	53 , 	157 , 	174 , 	104 , 	102 , 	21 , 	21 , 	22 , 	16 , 	7 , 	8 , 	22 , 	10 , 	277 , 	159 , 	542 , 	158 , 	42 , 	39 , 	16 , 	35 , 	36 , 	7 , 	23 , 	60 , 	4 , 	29 , 	7 , 	9 , 	46 , 	7 ," 	3,422 ",,,,,,,,,,,
CN, 	16 , 	22 , 	15 , 	9 , 	51 , 	16 , 	51 , 	36 , 	73 , 	11 , 	41 , 	117 , 	14 , 	18 , 	13 , 	8 , 	10 , 	20 , 	13 , 	73 , 	203 , 	60 , 	30 , 	47 , 	10 , 	226 , 	108 , 	276 , 	125 , 	35 , 	48 , 	24 , 	35 , 	34 , 	9 , 	6 , 	15 , 	22 , 	196 , 	13 , 	9 , 	53 , 	12 ," 	2,222 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	11 , 	8 , 	7 , 	14 , 	54 , 	12 , 	28 , 	24 , 	59 , 	8 , 	19 , 	112 , 	7 , 	8 , 	7 , 	3 , 	5 , 	15 , 	65 , 	11 , 	80 , 	21 , 	18 , 	52 , 	4 , 	323 , 	166 , 	346 , 	143 , 	43 , 	35 , 	15 , 	24 , 	26 , 	5 , 	4 , 	4 , 	8 , 	52 , 	4 , 	11 , 	80 , 	12 ," 	1,950 ",,,Dtwn SF," 	2,492 ",,,,,,,
WC, 	10 , 	18 , 	19 , 	16 , 	78 , 	20 , 	45 , 	36 , 	83 , 	14 , 	25 , 	124 , 	11 , 	9 , 	12 , 	4 , 	7 , 	14 , 	254 , 	95 , 	8 , 	49 , 	33 , 	90 , 	7 , 	411 , 	234 , 	470 , 	202 , 	53 , 	47 , 	27 , 	31 , 	29 , 	9 , 	5 , 	7 , 	27 , 	84 , 	6 , 	6 , 	100 , 	19 ," 	2,847 ",,,OAK," 	13,509 ", 	921 ,,,,,,
LF, 	3 , 	9 , 	10 , 	6 , 	40 , 	6 , 	15 , 	12 , 	30 , 	5 , 	17 , 	75 , 	4 , 	4 , 	4 , 	2 , 	2 , 	4 , 	81 , 	23 , 	44 , 	6 , 	28 , 	48 , 	1 , 	241 , 	117 , 	256 , 	108 , 	26 , 	19 , 	11 , 	12 , 	9 , 	3 , 	1 , 	2 , 	6 , 	19 , 	3 , 	2 , 	65 , 	7 ," 	1,384 ",,,CM line," 	33,524 "," 	3,717 "," 	6,062 ",,,,,
OR, 	6 , 	9 , 	4 , 	9 , 	39 , 	24 , 	21 , 	14 , 	49 , 	6 , 	19 , 	68 , 	2 , 	3 , 	5 , 	2 , 	3 , 	8 , 	30 , 	17 , 	33 , 	11 , 	5 , 	49 , 	5 , 	204 , 	109 , 	219 , 	98 , 	32 , 	21 , 	10 , 	13 , 	13 , 	3 , 	1 , 	3 , 	4 , 	14 , 	2 , 	2 , 	37 , 	9 ," 	1,234 ",,,RM line," 	14,050 "," 	4,599 "," 	3,963 "," 	3,620 ",,,,
RR, 	16 , 	14 , 	26 , 	12 , 	39 , 	17 , 	39 , 	47 , 	128 , 	17 , 	32 , 	102 , 	12 , 	13 , 	10 , 	4 , 	4 , 	12 , 	49 , 	57 , 	94 , 	44 , 	50 , 	9 , 	15 , 	391 , 	273 , 	572 , 	283 , 	169 , 	121 , 	29 , 	29 , 	17 , 	5 , 	7 , 	10 , 	10 , 	27 , 	2 , 	4 , 	88 , 	15 ," 	2,916 ",,,WP line," 	14,169 "," 	2,275 "," 	2,750 "," 	1,652 "," 	2,922 ",,,
OW, 	18 , 	24 , 	10 , 	7 , 	49 , 	36 , 	48 , 	28 , 	68 , 	17 , 	76 , 	96 , 	21 , 	43 , 	19 , 	10 , 	10 , 	11 , 	10 , 	7 , 	7 , 	3 , 	4 , 	14 , 	5 , 	366 , 	273 , 	724 , 	240 , 	126 , 	105 , 	17 , 	37 , 	20 , 	3 , 	6 , 	14 , 	3 , 	22 , 	4 , 	7 , 	27 , 	11 ," 	2,646 ",,,FT/ED line," 	18,838 "," 	6,116 "," 	3,849 "," 	5,410 "," 	3,228 "," 	11,379 ",,
EM, 	118 , 	315 , 	218 , 	295 , 	654 , 	228 , 	451 , 	236 , 	340 , 	277 , 	289 , 	336 , 	210 , 	192 , 	128 , 	70 , 	156 , 	322 , 	250 , 	377 , 	492 , 	263 , 	257 , 	479 , 	450 , 	80 , 	50 , 	408 , 	202 , 	518 , 	668 , 	346 , 	485 , 	249 , 	116 , 	153 ," 	1,004 ", 	103 , 	236 , 	90 , 	91 , 	465 , 	240 ," 	12,905 ",,,SFIA," 	10,144 ", 	731 ," 	4,012 "," 	1,274 "," 	1,313 "," 	1,141 ", 	733 ," 	178,396 "
MT, 	92 , 	217 , 	161 , 	201 , 	398 , 	148 , 	292 , 	193 , 	286 , 	212 , 	237 , 	186 , 	153 , 	135 , 	75 , 	60 , 	102 , 	200 , 	123 , 	163 , 	226 , 	139 , 	122 , 	300 , 	317 , 	47 , 	29 , 	85 , 	123 , 	500 , 	606 , 	496 ," 	1,378 ", 	288 , 	126 , 	94 , 	319 , 	47 , 	122 , 	79 , 	81 , 	356 , 	172 ," 	9,686 ",,,,,,,,,,,
PL, 	212 , 	554 , 	319 , 	369 ," 	1,169 ", 	339 , 	643 , 	357 , 	541 , 	451 , 	539 , 	508 , 	320 , 	302 , 	178 , 	137 , 	221 , 	490 , 	264 , 	336 , 	458 , 	256 , 	220 , 	550 , 	736 , 	399 , 	89 , 	123 , 	284 ," 	1,588 "," 	2,006 "," 	1,116 "," 	2,084 ", 	944 , 	424 , 	192 , 	903 , 	129 , 	304 , 	310 , 	283 ," 	1,625 ", 	684 ," 	23,957 ",,,,,,,,,,,
CC, 	84 , 	171 , 	103 , 	173 , 	389 , 	195 , 	303 , 	206 , 	231 , 	166 , 	242 , 	187 , 	109 , 	87 , 	54 , 	50 , 	49 , 	131 , 	101 , 	129 , 	165 , 	102 , 	86 , 	229 , 	227 , 	156 , 	87 , 	269 , 	62 , 	648 , 	783 , 	342 , 	689 , 	260 , 	148 , 	65 , 	272 , 	48 , 	101 , 	90 , 	143 , 	483 , 	235 ," 	8,849 ",,,,,,,,,,,
