Exit stations,Entry stations->,,SUNDAY,,,Jan 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	6 , 	31 , 	39 , 	21 , 	121 , 	35 , 	41 , 	21 , 	27 , 	14 , 	41 , 	26 , 	14 , 	10 , 	11 , 	5 , 	5 , 	14 , 	10 , 	5 , 	6 , 	2 , 	3 , 	8 , 	11 , 	77 , 	64 , 	169 , 	69 , 	49 , 	64 , 	13 , 	21 , 	14 , 	5 , 	3 , 	5 , 	1 , 	18 , 	6 , 	6 , 	37 , 	10 , 	2 , 	8 , 	-   ," 	1,160 ",,,,,,,,,,,
EN, 	40 , 	10 , 	37 , 	36 , 	239 , 	57 , 	70 , 	43 , 	76 , 	26 , 	55 , 	30 , 	20 , 	24 , 	18 , 	10 , 	12 , 	34 , 	11 , 	8 , 	14 , 	4 , 	5 , 	14 , 	16 , 	144 , 	125 , 	372 , 	139 , 	59 , 	66 , 	24 , 	27 , 	23 , 	8 , 	3 , 	9 , 	1 , 	17 , 	9 , 	8 , 	89 , 	15 , 	5 , 	33 , 	-   ," 	2,079 ",,,,,,,,,,,
EP, 	49 , 	38 , 	10 , 	25 , 	257 , 	36 , 	45 , 	44 , 	55 , 	20 , 	25 , 	12 , 	11 , 	11 , 	11 , 	4 , 	7 , 	25 , 	7 , 	6 , 	9 , 	5 , 	3 , 	14 , 	8 , 	101 , 	74 , 	180 , 	116 , 	34 , 	30 , 	12 , 	5 , 	8 , 	3 , 	2 , 	7 , 	1 , 	6 , 	2 , 	6 , 	64 , 	9 , 	4 , 	17 , 	-   ," 	1,416 ",,,,,,,,,,,
NB, 	20 , 	29 , 	25 , 	15 , 	88 , 	30 , 	37 , 	39 , 	47 , 	20 , 	33 , 	12 , 	12 , 	15 , 	10 , 	4 , 	8 , 	28 , 	7 , 	8 , 	11 , 	3 , 	3 , 	12 , 	6 , 	126 , 	115 , 	200 , 	198 , 	79 , 	51 , 	17 , 	12 , 	15 , 	3 , 	2 , 	9 , 	4 , 	6 , 	2 , 	4 , 	123 , 	11 , 	2 , 	32 , 	-   ," 	1,529 ",,,,,,,,,,,
BK, 	133 , 	248 , 	246 , 	84 , 	44 , 	136 , 	142 , 	150 , 	131 , 	67 , 	118 , 	51 , 	53 , 	46 , 	43 , 	16 , 	54 , 	197 , 	29 , 	31 , 	60 , 	26 , 	27 , 	21 , 	38 , 	340 , 	227 , 	554 , 	268 , 	177 , 	109 , 	51 , 	36 , 	48 , 	8 , 	9 , 	45 , 	8 , 	22 , 	14 , 	16 , 	331 , 	67 , 	14 , 	145 , 	-   ," 	4,675 ",,,,,,,,,,,
AS, 	34 , 	51 , 	35 , 	24 , 	127 , 	14 , 	45 , 	61 , 	47 , 	35 , 	46 , 	20 , 	13 , 	16 , 	12 , 	8 , 	10 , 	28 , 	9 , 	7 , 	7 , 	5 , 	4 , 	6 , 	15 , 	130 , 	91 , 	202 , 	168 , 	102 , 	71 , 	20 , 	15 , 	11 , 	3 , 	4 , 	8 , 	2 , 	7 , 	4 , 	4 , 	102 , 	16 , 	3 , 	28 , 	-   ," 	1,664 ",,,,,,,,,,,
MA, 	47 , 	69 , 	37 , 	39 , 	138 , 	48 , 	16 , 	52 , 	59 , 	24 , 	58 , 	40 , 	26 , 	32 , 	17 , 	10 , 	13 , 	29 , 	27 , 	20 , 	28 , 	14 , 	13 , 	35 , 	32 , 	215 , 	162 , 	360 , 	266 , 	156 , 	113 , 	29 , 	23 , 	23 , 	4 , 	5 , 	10 , 	6 , 	59 , 	3 , 	11 , 	158 , 	16 , 	3 , 	24 , 	-   ," 	2,564 ",,,,,,,,,,,
19, 	21 , 	43 , 	41 , 	39 , 	133 , 	63 , 	41 , 	21 , 	10 , 	16 , 	52 , 	34 , 	28 , 	30 , 	25 , 	17 , 	13 , 	33 , 	19 , 	20 , 	31 , 	17 , 	13 , 	41 , 	29 , 	199 , 	175 , 	319 , 	247 , 	142 , 	119 , 	38 , 	25 , 	26 , 	6 , 	4 , 	9 , 	5 , 	18 , 	7 , 	7 , 	98 , 	28 , 	6 , 	19 , 	-   ," 	2,322 ",,,,,,,,,,,
12, 	31 , 	64 , 	47 , 	39 , 	123 , 	42 , 	43 , 	12 , 	18 , 	11 , 	50 , 	45 , 	40 , 	54 , 	37 , 	18 , 	25 , 	45 , 	34 , 	23 , 	36 , 	14 , 	18 , 	36 , 	38 , 	203 , 	178 , 	403 , 	218 , 	111 , 	83 , 	28 , 	37 , 	37 , 	11 , 	6 , 	13 , 	7 , 	36 , 	12 , 	11 , 	122 , 	28 , 	6 , 	28 , 	-   ," 	2,514 ",,,,,,,,,,,
LM, 	14 , 	29 , 	23 , 	23 , 	67 , 	32 , 	30 , 	17 , 	11 , 	13 , 	90 , 	54 , 	89 , 	79 , 	29 , 	17 , 	24 , 	56 , 	8 , 	6 , 	10 , 	4 , 	3 , 	12 , 	16 , 	181 , 	163 , 	352 , 	191 , 	104 , 	90 , 	29 , 	39 , 	24 , 	4 , 	42 , 	55 , 	1 , 	8 , 	3 , 	4 , 	40 , 	7 , 	30 , 	19 , 	-   ," 	2,137 ",,,,,,,,,,,
FV, 	48 , 	48 , 	28 , 	29 , 	112 , 	48 , 	55 , 	59 , 	60 , 	77 , 	20 , 	79 , 	81 , 	126 , 	56 , 	33 , 	23 , 	63 , 	17 , 	9 , 	19 , 	7 , 	6 , 	26 , 	42 , 	187 , 	164 , 	446 , 	249 , 	112 , 	97 , 	32 , 	36 , 	26 , 	8 , 	26 , 	46 , 	4 , 	28 , 	6 , 	9 , 	69 , 	11 , 	32 , 	9 , 	-   ," 	2,761 ",,,,,,,,,,,
CL, 	26 , 	34 , 	10 , 	12 , 	47 , 	23 , 	44 , 	30 , 	61 , 	39 , 	74 , 	9 , 	39 , 	83 , 	45 , 	27 , 	14 , 	26 , 	9 , 	5 , 	8 , 	3 , 	2 , 	8 , 	35 , 	73 , 	61 , 	182 , 	87 , 	37 , 	40 , 	12 , 	21 , 	13 , 	4 , 	13 , 	23 , 	2 , 	33 , 	5 , 	7 , 	29 , 	4 , 	17 , 	20 , 	-   ," 	1,391 ",,,,,,,,,,,
SL, 	12 , 	19 , 	11 , 	14 , 	57 , 	17 , 	24 , 	34 , 	45 , 	91 , 	80 , 	42 , 	7 , 	62 , 	50 , 	20 , 	21 , 	32 , 	13 , 	6 , 	10 , 	4 , 	3 , 	12 , 	16 , 	109 , 	98 , 	274 , 	113 , 	37 , 	34 , 	13 , 	14 , 	23 , 	6 , 	18 , 	28 , 	2 , 	13 , 	3 , 	6 , 	31 , 	3 , 	24 , 	8 , 	-   ," 	1,555 ",,,,,,,,,,,
