Exit stations,Entry stations->,,SUNDAY,,,Oct 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
WS, 	1 , 	2 , 	1 , 	1 , 	2 , 	1 , 	2 , 	2 , 	2 , 	2 , 	6 , 	6 , 	3 , 	6 , 	6 , 	5 , 	6 , 	4 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	5 , 	4 , 	4 , 	4 , 	1 , 	1 , 	2 , 	1 , 	0 , 	1 , 	0 , 	0 , 	-   , 	1 , 	-   , 	-   , 	2 , 	-   , 	1 , 	1 , 	1 , 	3 , 	4 , 	-   , 	0 , 	91 ,,,,,,,,,,,
ML, 	3 , 	4 , 	2 , 	1 , 	5 , 	2 , 	3 , 	3 , 	3 , 	5 , 	3 , 	4 , 	3 , 	7 , 	6 , 	5 , 	7 , 	11 , 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	6 , 	4 , 	9 , 	2 , 	1 , 	3 , 	2 , 	1 , 	4 , 	-   , 	1 , 	3 , 	-   , 	1 , 	-   , 	1 , 	1 , 	-   , 	-   , 	1 , 	4 , 	3 , 	6 , 	0 , 	1 , 	130 ,,,,,,,,,,,
BE, 	3 , 	5 , 	3 , 	3 , 	10 , 	3 , 	5 , 	5 , 	3 , 	6 , 	13 , 	5 , 	6 , 	9 , 	12 , 	10 , 	10 , 	14 , 	5 , 	2 , 	4 , 	0 , 	0 , 	1 , 	3 , 	8 , 	8 , 	15 , 	13 , 	5 , 	7 , 	4 , 	4 , 	3 , 	1 , 	1 , 	5 , 	0 , 	2 , 	-   , 	-   , 	1 , 	-   , 	2 , 	3 , 	5 , 	3 , 	5 , 	-   , 	1 , 	231 ,,,,,,,,,,,
PC, 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	4 , 	3 , 	1 , 	1 , 	2 , 	2 , 	1 , 	-   , 	1 , 	-   , 	1 , 	0 , 	17 , 	3 , 	6 , 	2 , 	1 , 	2 , 	1 , 	5 , 	4 , 	10 , 	4 , 	2 , 	2 , 	2 , 	1 , 	2 , 	1 , 	-   , 	1 , 	2 , 	2 , 	1 , 	0 , 	3 , 	1 , 	-   , 	1 , 	-   , 	0 , 	1 , 	2 , 	5 , 	103 ,,,,,,,,,,,
AN, 	2 , 	5 , 	1 , 	-   , 	3 , 	2 , 	13 , 	3 , 	6 , 	1 , 	3 , 	4 , 	1 , 	1 , 	3 , 	1 , 	0 , 	1 , 	19 , 	10 , 	10 , 	2 , 	1 , 	3 , 	2 , 	13 , 	9 , 	21 , 	7 , 	7 , 	7 , 	4 , 	5 , 	4 , 	2 , 	1 , 	1 , 	3 , 	3 , 	2 , 	2 , 	14 , 	1 , 	1 , 	5 , 	1 , 	1 , 	1 , 	6 , 	5 , 	217 ,,,,,,,,,,,
Entries, 	514 , 	549 , 	278 , 	172 , 	584 , 	272 , 	524 , 	476 , 	557 , 	530 , 	878 , 	506 , 	466 , 	536 , 	337 , 	224 , 	199 , 	235 , 	444 , 	229 , 	300 , 	132 , 	95 , 	213 , 	609 ," 	1,017 ", 	731 ," 	2,346 "," 	1,100 ", 	894 , 	833 , 	340 , 	675 , 	564 , 	271 , 	141 , 	297 , 	70 , 	292 , 	131 , 	241 , 	681 , 	176 , 	149 , 	160 , 	95 , 	125 , 	222 , 	117 , 	205 ," 	21,728 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
