Exit stations,Entry stations->,,SATURDAY,,,Oct 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
FV, 	28 , 	28 , 	16 , 	12 , 	31 , 	17 , 	23 , 	22 , 	19 , 	19 , 	10 , 	48 , 	47 , 	62 , 	39 , 	23 , 	13 , 	18 , 	10 , 	3 , 	8 , 	4 , 	6 , 	11 , 	25 , 	60 , 	48 , 	159 , 	87 , 	62 , 	45 , 	8 , 	16 , 	16 , 	3 , 	17 , 	29 , 	1 , 	7 , 	2 , 	6 , 	4 , 	2 , 	20 , 	3 , 	16 , 	6 , 	13 , 	2 , 	6 ," 	1,182 ",,,,,,,,,,
CL, 	15 , 	14 , 	7 , 	5 , 	18 , 	12 , 	19 , 	18 , 	23 , 	24 , 	40 , 	4 , 	23 , 	39 , 	26 , 	11 , 	12 , 	10 , 	5 , 	2 , 	3 , 	0 , 	1 , 	5 , 	17 , 	29 , 	23 , 	83 , 	43 , 	22 , 	27 , 	6 , 	8 , 	8 , 	2 , 	6 , 	11 , 	2 , 	4 , 	2 , 	5 , 	4 , 	2 , 	9 , 	5 , 	5 , 	3 , 	6 , 	3 , 	5 , 	675 ,,,,,,,,,,
SL, 	9 , 	9 , 	7 , 	4 , 	12 , 	12 , 	13 , 	14 , 	22 , 	36 , 	46 , 	30 , 	6 , 	33 , 	25 , 	13 , 	12 , 	12 , 	4 , 	3 , 	4 , 	2 , 	-   , 	5 , 	13 , 	42 , 	39 , 	82 , 	31 , 	24 , 	18 , 	8 , 	9 , 	9 , 	1 , 	14 , 	19 , 	0 , 	3 , 	1 , 	3 , 	4 , 	1 , 	12 , 	3 , 	4 , 	4 , 	9 , 	2 , 	3 , 	688 ,,,,,,,,,,
BF, 	3 , 	10 , 	5 , 	4 , 	13 , 	7 , 	15 , 	14 , 	20 , 	39 , 	75 , 	40 , 	37 , 	7 , 	19 , 	18 , 	11 , 	15 , 	5 , 	1 , 	1 , 	2 , 	2 , 	1 , 	13 , 	37 , 	37 , 	86 , 	31 , 	13 , 	22 , 	5 , 	8 , 	7 , 	3 , 	9 , 	26 , 	-   , 	3 , 	1 , 	1 , 	8 , 	2 , 	17 , 	1 , 	7 , 	5 , 	14 , 	1 , 	2 , 	727 ,,,,,,,,,,
HY, 	5 , 	11 , 	3 , 	1 , 	12 , 	5 , 	10 , 	9 , 	15 , 	14 , 	38 , 	27 , 	22 , 	22 , 	5 , 	20 , 	18 , 	25 , 	7 , 	1 , 	2 , 	1 , 	1 , 	2 , 	7 , 	19 , 	12 , 	41 , 	18 , 	13 , 	9 , 	5 , 	5 , 	6 , 	3 , 	3 , 	9 , 	1 , 	3 , 	1 , 	2 , 	4 , 	3 , 	7 , 	2 , 	9 , 	11 , 	12 , 	1 , 	2 , 	483 ,,,,,,,,,,
SH, 	4 , 	6 , 	3 , 	2 , 	6 , 	4 , 	5 , 	3 , 	6 , 	8 , 	21 , 	14 , 	10 , 	20 , 	15 , 	3 , 	7 , 	17 , 	2 , 	1 , 	0 , 	-   , 	0 , 	1 , 	2 , 	14 , 	12 , 	24 , 	12 , 	7 , 	7 , 	1 , 	4 , 	4 , 	0 , 	4 , 	6 , 	0 , 	1 , 	0 , 	1 , 	3 , 	1 , 	4 , 	1 , 	6 , 	4 , 	7 , 	1 , 	1 , 	284 ,,,,,,,,,,
UC, 	3 , 	4 , 	1 , 	1 , 	10 , 	4 , 	4 , 	6 , 	7 , 	9 , 	14 , 	15 , 	11 , 	12 , 	17 , 	8 , 	5 , 	13 , 	2 , 	0 , 	1 , 	0 , 	-   , 	1 , 	4 , 	15 , 	13 , 	30 , 	8 , 	10 , 	6 , 	1 , 	4 , 	4 , 	1 , 	3 , 	6 , 	0 , 	1 , 	0 , 	1 , 	3 , 	-   , 	3 , 	2 , 	7 , 	7 , 	15 , 	0 , 	1 , 	293 ,,,,,,,,,,
FM, 	3 , 	5 , 	2 , 	2 , 	8 , 	2 , 	5 , 	4 , 	6 , 	8 , 	15 , 	10 , 	9 , 	16 , 	27 , 	11 , 	16 , 	6 , 	1 , 	2 , 	0 , 	-   , 	0 , 	1 , 	2 , 	15 , 	14 , 	24 , 	10 , 	10 , 	3 , 	2 , 	3 , 	4 , 	1 , 	1 , 	5 , 	0 , 	1 , 	3 , 	1 , 	3 , 	1 , 	1 , 	1 , 	7 , 	17 , 	15 , 	1 , 	1 , 	306 ,,,,,,,,,,
CN, 	4 , 	8 , 	4 , 	2 , 	7 , 	3 , 	15 , 	9 , 	12 , 	3 , 	12 , 	6 , 	2 , 	6 , 	5 , 	4 , 	1 , 	1 , 	10 , 	19 , 	47 , 	25 , 	9 , 	11 , 	5 , 	35 , 	24 , 	56 , 	24 , 	14 , 	12 , 	6 , 	6 , 	4 , 	3 , 	1 , 	2 , 	3 , 	31 , 	2 , 	4 , 	10 , 	5 , 	1 , 	4 , 	1 , 	1 , 	3 , 	20 , 	22 , 	525 ,,,,,,,,,,
PH, 	2 , 	2 , 	2 , 	2 , 	6 , 	2 , 	9 , 	9 , 	8 , 	1 , 	2 , 	6 , 	3 , 	3 , 	1 , 	1 , 	1 , 	2 , 	23 , 	3 , 	15 , 	9 , 	3 , 	14 , 	2 , 	27 , 	25 , 	49 , 	19 , 	8 , 	5 , 	3 , 	4 , 	2 , 	1 , 	-   , 	0 , 	3 , 	15 , 	1 , 	2 , 	11 , 	1 , 	0 , 	4 , 	1 , 	1 , 	3 , 	6 , 	11 , 	332 ,,,,,,,,,,
WC, 	4 , 	5 , 	4 , 	3 , 	10 , 	2 , 	12 , 	14 , 	6 , 	1 , 	7 , 	3 , 	4 , 	1 , 	2 , 	1 , 	1 , 	1 , 	70 , 	25 , 	2 , 	11 , 	8 , 	15 , 	4 , 	31 , 	22 , 	37 , 	15 , 	14 , 	9 , 	2 , 	4 , 	4 , 	2 , 	0 , 	1 , 	5 , 	29 , 	2 , 	3 , 	12 , 	2 , 	0 , 	2 , 	0 , 	1 , 	1 , 	10 , 	12 , 	439 ,,,,,,,,,,
LF, 	1 , 	1 , 	3 , 	0 , 	2 , 	-   , 	6 , 	4 , 	5 , 	1 , 	3 , 	1 , 	2 , 	1 , 	2 , 	1 , 	1 , 	0 , 	28 , 	11 , 	11 , 	2 , 	1 , 	3 , 	1 , 	10 , 	12 , 	16 , 	11 , 	7 , 	4 , 	1 , 	4 , 	1 , 	0 , 	-   , 	0 , 	2 , 	8 , 	0 , 	0 , 	5 , 	0 , 	-   , 	1 , 	-   , 	-   , 	0 , 	3 , 	2 , 	179 ,,,,,,,,,,
OR, 	2 , 	1 , 	0 , 	1 , 	3 , 	0 , 	2 , 	3 , 	4 , 	-   , 	4 , 	1 , 	-   , 	1 , 	1 , 	-   , 	0 , 	0 , 	6 , 	3 , 	8 , 	2 , 	1 , 	3 , 	1 , 	14 , 	8 , 	12 , 	5 , 	7 , 	2 , 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	0 , 	2 , 	0 , 	0 , 	3 , 	0 , 	0 , 	1 , 	-   , 	0 , 	-   , 	1 , 	0 , 	109 ,,,,,,,,,,
RR, 	6 , 	3 , 	5 , 	0 , 	1 , 	1 , 	7 , 	9 , 	8 , 	5 , 	11 , 	2 , 	4 , 	3 , 	1 , 	0 , 	1 , 	1 , 	13 , 	16 , 	10 , 	6 , 	7 , 	3 , 	6 , 	24 , 	19 , 	35 , 	15 , 	14 , 	13 , 	3 , 	4 , 	2 , 	1 , 	0 , 	0 , 	1 , 	2 , 	1 , 	0 , 	7 , 	3 , 	0 , 	1 , 	1 , 	1 , 	1 , 	4 , 	5 , 	286 ,,,,,,,,,,
OW, 	9 , 	7 , 	2 , 	1 , 	7 , 	4 , 	10 , 	11 , 	18 , 	4 , 	21 , 	15 , 	11 , 	10 , 	7 , 	3 , 	3 , 	2 , 	3 , 	2 , 	4 , 	1 , 	1 , 	4 , 	6 , 	106 , 	76 , 	178 , 	79 , 	53 , 	34 , 	10 , 	17 , 	9 , 	3 , 	4 , 	5 , 	0 , 	2 , 	3 , 	4 , 	13 , 	3 , 	1 , 	1 , 	2 , 	2 , 	1 , 	1 , 	3 , 	779 ,,,,,,,,,,
EM, 	42 , 	66 , 	28 , 	21 , 	80 , 	23 , 	59 , 	58 , 	65 , 	47 , 	72 , 	38 , 	48 , 	44 , 	19 , 	15 , 	17 , 	21 , 	37 , 	35 , 	34 , 	12 , 	13 , 	34 , 	117 , 	13 , 	4 , 	28 , 	27 , 	64 , 	65 , 	42 , 	70 , 	52 , 	16 , 	18 , 	62 , 	8 , 	27 , 	10 , 	18 , 	31 , 	11 , 	22 , 	10 , 	9 , 	15 , 	19 , 	6 , 	19 ," 	1,709 ",,,,,,,,,,
MT, 	53 , 	62 , 	24 , 	14 , 	58 , 	27 , 	49 , 	51 , 	68 , 	47 , 	58 , 	36 , 	52 , 	50 , 	17 , 	14 , 	13 , 	19 , 	33 , 	32 , 	26 , 	15 , 	9 , 	26 , 	85 , 	7 , 	8 , 	11 , 	18 , 	63 , 	58 , 	48 , 	117 , 	56 , 	32 , 	15 , 	27 , 	10 , 	20 , 	14 , 	21 , 	30 , 	11 , 	12 , 	5 , 	4 , 	8 , 	12 , 	7 , 	16 ," 	1,569 ",,,,,,,,,,
PL, 	71 , 	101 , 	37 , 	15 , 	75 , 	29 , 	66 , 	66 , 	83 , 	73 , 	135 , 	68 , 	61 , 	67 , 	34 , 	16 , 	24 , 	18 , 	43 , 	37 , 	32 , 	11 , 	14 , 	23 , 	168 , 	35 , 	8 , 	21 , 	27 , 	158 , 	194 , 	102 , 	257 , 	204 , 	56 , 	24 , 	43 , 	16 , 	39 , 	28 , 	45 , 	68 , 	22 , 	19 , 	10 , 	5 , 	11 , 	18 , 	12 , 	23 ," 	2,813 ",,,,,,,,,,
CC, 	33 , 	45 , 	20 , 	15 , 	54 , 	25 , 	50 , 	48 , 	55 , 	39 , 	91 , 	37 , 	21 , 	27 , 	15 , 	8 , 	6 , 	10 , 	19 , 	19 , 	16 , 	9 , 	7 , 	16 , 	84 , 	22 , 	16 , 	20 , 	16 , 	64 , 	80 , 	48 , 	98 , 	68 , 	37 , 	7 , 	27 , 	4 , 	10 , 	18 , 	23 , 	40 , 	17 , 	12 , 	4 , 	5 , 	8 , 	10 , 	4 , 	13 ," 	1,442 ",,,,,,,,,,
16, 	39 , 	29 , 	14 , 	14 , 	46 , 	20 , 	49 , 	50 , 	42 , 	33 , 	56 , 	24 , 	21 , 	16 , 	12 , 	5 , 	8 , 	6 , 	12 , 	10 , 	18 , 	4 , 	7 , 	16 , 	59 , 	58 , 	51 , 	181 , 	78 , 	10 , 	26 , 	45 , 	84 , 	78 , 	22 , 	6 , 	12 , 	2 , 	11 , 	14 , 	23 , 	25 , 	17 , 	6 , 	2 , 	2 , 	3 , 	6 , 	4 , 	8 ," 	1,384 ",,,,,,,,,,
24, 	44 , 	38 , 	10 , 	10 , 	25 , 	9 , 	31 , 	23 , 	20 , 	22 , 	46 , 	29 , 	19 , 	21 , 	8 , 	5 , 	5 , 	6 , 	9 , 	8 , 	8 , 	4 , 	2 , 	12 , 	41 , 	63 , 	59 , 	234 , 	88 , 	28 , 	12 , 	47 , 	76 , 	62 , 	27 , 	5 , 	8 , 	1 , 	14 , 	26 , 	31 , 	17 , 	13 , 	2 , 	4 , 	1 , 	5 , 	7 , 	4 , 	8 ," 	1,300 ",,,,,,,,,,
GP, 	5 , 	13 , 	3 , 	3 , 	7 , 	4 , 	9 , 	8 , 	11 , 	6 , 	15 , 	6 , 	8 , 	3 , 	4 , 	0 , 	2 , 	2 , 	6 , 	5 , 	3 , 	2 , 	2 , 	4 , 	8 , 	40 , 	36 , 	125 , 	35 , 	34 , 	41 , 	5 , 	10 , 	7 , 	8 , 	1 , 	3 , 	1 , 	4 , 	4 , 	16 , 	9 , 	9 , 	0 , 	1 , 	1 , 	1 , 	2 , 	1 , 	4 , 	538 ,,,,,,,,,,
BP, 	11 , 	13 , 	3 , 	2 , 	10 , 	5 , 	11 , 	7 , 	13 , 	9 , 	13 , 	5 , 	7 , 	7 , 	4 , 	6 , 	2 , 	4 , 	5 , 	2 , 	5 , 	3 , 	0 , 	5 , 	17 , 	60 , 	59 , 	327 , 	91 , 	80 , 	72 , 	14 , 	7 , 	15 , 	20 , 	3 , 	3 , 	2 , 	5 , 	9 , 	24 , 	19 , 	12 , 	2 , 	1 , 	2 , 	1 , 	2 , 	2 , 	3 ," 	1,005 ",,,,,,,,,,
DC, 	15 , 	9 , 	3 , 	5 , 	11 , 	4 , 	8 , 	9 , 	13 , 	9 , 	17 , 	10 , 	8 , 	9 , 	6 , 	4 , 	3 , 	3 , 	3 , 	2 , 	3 , 	1 , 	1 , 	3 , 	13 , 	48 , 	48 , 	262 , 	88 , 	76 , 	66 , 	15 , 	17 , 	10 , 	7 , 	3 , 	7 , 	2 , 	6 , 	7 , 	26 , 	37 , 	17 , 	2 , 	2 , 	1 , 	3 , 	4 , 	2 , 	3 , 	930 ,,,,,,,,,,
CM, 	2 , 	3 , 	1 , 	0 , 	3 , 	1 , 	3 , 	3 , 	7 , 	1 , 	2 , 	2 , 	1 , 	2 , 	2 , 	-   , 	2 , 	1 , 	3 , 	1 , 	1 , 	0 , 	1 , 	0 , 	4 , 	9 , 	15 , 	69 , 	33 , 	17 , 	22 , 	8 , 	21 , 	8 , 	5 , 	1 , 	0 , 	1 , 	4 , 	1 , 	12 , 	25 , 	5 , 	-   , 	-   , 	1 , 	0 , 	1 , 	2 , 	1 , 	308 ,,,,,,,,,,
CV, 	1 , 	0 , 	2 , 	0 , 	1 , 	0 , 	2 , 	1 , 	1 , 	12 , 	13 , 	6 , 	11 , 	10 , 	4 , 	1 , 	3 , 	1 , 	1 , 	0 , 	0 , 	-   , 	1 , 	0 , 	3 , 	15 , 	16 , 	26 , 	6 , 	6 , 	4 , 	4 , 	2 , 	2 , 	-   , 	2 , 	19 , 	-   , 	1 , 	0 , 	0 , 	2 , 	1 , 	19 , 	1 , 	1 , 	-   , 	1 , 	0 , 	0 , 	203 ,,,,,,,,,,
ED, 	4 , 	4 , 	1 , 	2 , 	7 , 	1 , 	3 , 	3 , 	4 , 	12 , 	27 , 	12 , 	16 , 	19 , 	8 , 	5 , 	7 , 	6 , 	3 , 	1 , 	1 , 	1 , 	-   , 	0 , 	8 , 	51 , 	24 , 	50 , 	24 , 	10 , 	9 , 	4 , 	6 , 	7 , 	1 , 	15 , 	13 , 	1 , 	2 , 	0 , 	1 , 	12 , 	1 , 	8 , 	8 , 	2 , 	3 , 	6 , 	0 , 	1 , 	412 ,,,,,,,,,,
NC, 	0 , 	1 , 	0 , 	1 , 	1 , 	0 , 	2 , 	2 , 	2 , 	0 , 	2 , 	1 , 	1 , 	0 , 	1 , 	0 , 	0 , 	0 , 	4 , 	2 , 	4 , 	1 , 	-   , 	1 , 	0 , 	7 , 	6 , 	12 , 	3 , 	2 , 	2 , 	2 , 	3 , 	2 , 	1 , 	-   , 	0 , 	0 , 	6 , 	1 , 	0 , 	5 , 	2 , 	-   , 	1 , 	-   , 	-   , 	0 , 	5 , 	2 , 	90 ,,,,,,,,,,
WP, 	5 , 	3 , 	2 , 	2 , 	7 , 	1 , 	11 , 	8 , 	5 , 	1 , 	7 , 	5 , 	3 , 	2 , 	1 , 	1 , 	1 , 	1 , 	31 , 	13 , 	24 , 	7 , 	1 , 	5 , 	4 , 	24 , 	12 , 	45 , 	12 , 	11 , 	20 , 	4 , 	7 , 	6 , 	4 , 	0 , 	2 , 	3 , 	6 , 	4 , 	3 , 	18 , 	3 , 	0 , 	2 , 	1 , 	1 , 	1 , 	4 , 	6 , 	353 ,,,,,,,,,,
SS, 	3 , 	3 , 	1 , 	-   , 	1 , 	-   , 	2 , 	1 , 	3 , 	2 , 	2 , 	2 , 	2 , 	1 , 	2 , 	0 , 	1 , 	1 , 	3 , 	0 , 	3 , 	0 , 	-   , 	1 , 	2 , 	12 , 	10 , 	36 , 	14 , 	14 , 	23 , 	7 , 	7 , 	8 , 	3 , 	0 , 	1 , 	0 , 	4 , 	5 , 	7 , 	10 , 	4 , 	1 , 	0 , 	0 , 	-   , 	0 , 	-   , 	4 , 	209 ,,,,,,,,,,
SB, 	6 , 	3 , 	1 , 	1 , 	4 , 	1 , 	2 , 	2 , 	9 , 	3 , 	5 , 	6 , 	4 , 	3 , 	2 , 	3 , 	1 , 	1 , 	4 , 	1 , 	3 , 	0 , 	0 , 	1 , 	3 , 	16 , 	13 , 	50 , 	28 , 	26 , 	35 , 	14 , 	23 , 	26 , 	12 , 	-   , 	1 , 	1 , 	2 , 	7 , 	5 , 	10 , 	5 , 	1 , 	1 , 	0 , 	1 , 	0 , 	1 , 	3 , 	350 ,,,,,,,,,,
SO, 	4 , 	14 , 	4 , 	1 , 	6 , 	2 , 	7 , 	6 , 	8 , 	1 , 	5 , 	3 , 	5 , 	4 , 	2 , 	1 , 	2 , 	1 , 	11 , 	6 , 	9 , 	3 , 	2 , 	4 , 	9 , 	19 , 	11 , 	52 , 	28 , 	21 , 	12 , 	8 , 	15 , 	21 , 	19 , 	1 , 	7 , 	3 , 	15 , 	8 , 	7 , 	10 , 	19 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	10 , 	415 ,,,,,,,,,,
MB, 	3 , 	1 , 	1 , 	-   , 	3 , 	1 , 	1 , 	1 , 	3 , 	1 , 	2 , 	2 , 	1 , 	3 , 	2 , 	-   , 	-   , 	0 , 	2 , 	0 , 	1 , 	1 , 	-   , 	2 , 	1 , 	7 , 	8 , 	20 , 	14 , 	13 , 	5 , 	5 , 	11 , 	12 , 	2 , 	-   , 	1 , 	0 , 	3 , 	2 , 	3 , 	24 , 	7 , 	-   , 	0 , 	0 , 	0 , 	-   , 	0 , 	1 , 	173 ,,,,,,,,,,
WD, 	1 , 	1 , 	2 , 	0 , 	3 , 	0 , 	2 , 	1 , 	1 , 	8 , 	15 , 	11 , 	15 , 	21 , 	9 , 	5 , 	1 , 	1 , 	1 , 	0 , 	0 , 	-   , 	0 , 	0 , 	1 , 	19 , 	10 , 	21 , 	10 , 	9 , 	3 , 	1 , 	1 , 	3 , 	0 , 	17 , 	11 , 	-   , 	0 , 	0 , 	1 , 	4 , 	0 , 	2 , 	2 , 	0 , 	1 , 	2 , 	0 , 	1 , 	224 ,,,,,,,,,,
OA, 	2 , 	3 , 	1 , 	1 , 	3 , 	2 , 	2 , 	1 , 	4 , 	2 , 	2 , 	5 , 	2 , 	1 , 	1 , 	1 , 	1 , 	0 , 	2 , 	2 , 	1 , 	1 , 	0 , 	-   , 	1 , 	5 , 	2 , 	3 , 	3 , 	1 , 	2 , 	0 , 	1 , 	1 , 	-   , 	0 , 	5 , 	0 , 	1 , 	-   , 	0 , 	3 , 	0 , 	0 , 	0 , 	0 , 	1 , 	1 , 	1 , 	2 , 	72 ,,,,,,,,,,
WS, 	1 , 	5 , 	1 , 	1 , 	4 , 	1 , 	1 , 	2 , 	2 , 	2 , 	7 , 	5 , 	3 , 	4 , 	6 , 	5 , 	8 , 	4 , 	1 , 	1 , 	0 , 	-   , 	-   , 	0 , 	3 , 	7 , 	4 , 	8 , 	3 , 	3 , 	2 , 	0 , 	0 , 	0 , 	1 , 	1 , 	2 , 	0 , 	0 , 	-   , 	-   , 	1 , 	0 , 	0 , 	1 , 	2 , 	4 , 	5 , 	-   , 	1 , 	114 ,,,,,,,,,,
ML, 	4 , 	4 , 	1 , 	1 , 	6 , 	2 , 	3 , 	2 , 	1 , 	5 , 	2 , 	5 , 	4 , 	7 , 	8 , 	8 , 	9 , 	16 , 	1 , 	1 , 	1 , 	0 , 	1 , 	0 , 	2 , 	13 , 	7 , 	14 , 	8 , 	5 , 	4 , 	1 , 	2 , 	3 , 	1 , 	0 , 	3 , 	0 , 	1 , 	-   , 	1 , 	1 , 	-   , 	2 , 	0 , 	4 , 	6 , 	6 , 	1 , 	-   , 	175 ,,,,,,,,,,
BE, 	5 , 	5 , 	2 , 	2 , 	13 , 	4 , 	6 , 	6 , 	6 , 	11 , 	14 , 	11 , 	10 , 	14 , 	14 , 	8 , 	14 , 	18 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	3 , 	15 , 	10 , 	22 , 	12 , 	5 , 	8 , 	1 , 	4 , 	3 , 	0 , 	2 , 	6 , 	0 , 	2 , 	1 , 	0 , 	1 , 	0 , 	2 , 	1 , 	7 , 	6 , 	5 , 	0 , 	1 , 	287 ,,,,,,,,,,
PC, 	2 , 	1 , 	3 , 	0 , 	1 , 	1 , 	6 , 	4 , 	4 , 	1 , 	4 , 	2 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	21 , 	6 , 	11 , 	3 , 	1 , 	1 , 	3 , 	6 , 	5 , 	14 , 	4 , 	5 , 	4 , 	2 , 	2 , 	2 , 	1 , 	0 , 	-   , 	3 , 	2 , 	1 , 	2 , 	2 , 	1 , 	-   , 	0 , 	0 , 	1 , 	0 , 	2 , 	5 , 	148 ,,,,,,,,,,
AN, 	2 , 	4 , 	1 , 	1 , 	4 , 	2 , 	11 , 	6 , 	7 , 	3 , 	6 , 	7 , 	4 , 	2 , 	4 , 	2 , 	2 , 	1 , 	26 , 	13 , 	11 , 	3 , 	1 , 	8 , 	2 , 	20 , 	13 , 	27 , 	15 , 	11 , 	8 , 	7 , 	6 , 	5 , 	5 , 	1 , 	3 , 	3 , 	8 , 	4 , 	3 , 	15 , 	1 , 	0 , 	3 , 	1 , 	0 , 	2 , 	6 , 	5 , 	304 ,,,,,,,,,,
