Exit stations,Entry stations->,,WEEKDAY,,,Feb 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	12 , 	134 , 	111 , 	136 , 	526 , 	120 , 	181 , 	166 , 	215 , 	61 , 	107 , 	78 , 	49 , 	35 , 	44 , 	23 , 	23 , 	43 , 	29 , 	13 , 	20 , 	10 , 	9 , 	18 , 	31 , 	329 , 	386 , 	464 , 	364 , 	185 , 	197 , 	39 , 	74 , 	107 , 	19 , 	8 , 	14 , 	8 , 	40 , 	12 , 	32 , 	40 , 	35 , 	6 , 	8 , 	-   ," 	4,561 ",,,Eastbay," 	88,836 ",,SF CBD," 	268,299 ",65.3%,,,
EN, 	151 , 	20 , 	115 , 	143 ," 	1,065 ", 	166 , 	304 , 	495 , 	635 , 	148 , 	150 , 	126 , 	69 , 	56 , 	92 , 	34 , 	42 , 	80 , 	41 , 	22 , 	49 , 	11 , 	11 , 	42 , 	47 , 	915 ," 	1,065 ", 	998 , 	762 , 	251 , 	199 , 	72 , 	122 , 	189 , 	39 , 	10 , 	37 , 	7 , 	54 , 	28 , 	53 , 	83 , 	64 , 	16 , 	29 , 	-   ," 	9,107 ",,,Westbay," 	111,099 ",,non-CBD," 	133,751 ",32.5%,,,
EP, 	114 , 	96 , 	14 , 	71 , 	818 , 	94 , 	144 , 	305 , 	334 , 	101 , 	62 , 	37 , 	32 , 	21 , 	30 , 	10 , 	13 , 	51 , 	17 , 	20 , 	24 , 	12 , 	12 , 	38 , 	20 , 	547 , 	677 , 	421 , 	413 , 	122 , 	62 , 	34 , 	35 , 	78 , 	8 , 	7 , 	25 , 	5 , 	17 , 	8 , 	13 , 	55 , 	29 , 	11 , 	24 , 	-   ," 	5,079 ",,,Transbay," 	220,971 ",,,,,,,
NB, 	131 , 	121 , 	75 , 	17 , 	218 , 	83 , 	103 , 	258 , 	263 , 	84 , 	72 , 	55 , 	36 , 	24 , 	31 , 	12 , 	24 , 	40 , 	21 , 	20 , 	33 , 	12 , 	9 , 	26 , 	21 , 	704 , 	810 , 	464 , 	527 , 	172 , 	108 , 	43 , 	42 , 	52 , 	9 , 	10 , 	18 , 	8 , 	21 , 	7 , 	18 , 	75 , 	40 , 	9 , 	31 , 	-   ," 	4,958 ",,,,,,,,,,,
BK, 	560 ," 	1,071 ", 	836 , 	235 , 	38 , 	450 , 	519 , 	637 , 	657 , 	370 , 	363 , 	197 , 	200 , 	152 , 	184 , 	90 , 	147 , 	310 , 	160 , 	163 , 	166 , 	100 , 	64 , 	63 , 	120 ," 	1,062 "," 	1,119 ", 	996 , 	886 , 	402 , 	325 , 	159 , 	121 , 	158 , 	43 , 	58 , 	119 , 	51 , 	120 , 	36 , 	43 , 	156 , 	186 , 	67 , 	84 , 	-   ," 	14,046 ",,,,,,,,,,,
AS, 	107 , 	144 , 	87 , 	81 , 	390 , 	17 , 	106 , 	274 , 	303 , 	96 , 	128 , 	79 , 	51 , 	38 , 	53 , 	25 , 	39 , 	67 , 	25 , 	27 , 	24 , 	11 , 	6 , 	19 , 	40 , 	720 , 	830 , 	524 , 	568 , 	287 , 	148 , 	40 , 	43 , 	61 , 	15 , 	13 , 	25 , 	7 , 	34 , 	10 , 	18 , 	49 , 	44 , 	12 , 	24 , 	-   ," 	5,708 ",,,,,,,,,,,
MA, 	186 , 	296 , 	124 , 	102 , 	470 , 	107 , 	27 , 	205 , 	263 , 	102 , 	207 , 	170 , 	115 , 	117 , 	148 , 	70 , 	89 , 	143 , 	143 , 	143 , 	124 , 	61 , 	41 , 	79 , 	83 ," 	1,031 "," 	1,217 ", 	931 , 	950 , 	413 , 	250 , 	84 , 	107 , 	130 , 	30 , 	26 , 	73 , 	49 , 	237 , 	23 , 	33 , 	91 , 	72 , 	27 , 	34 , 	-   ," 	9,428 ",,,,,,,,,,,
19, 	188 , 	497 , 	312 , 	259 , 	600 , 	273 , 	195 , 	29 , 	55 , 	55 , 	183 , 	175 , 	214 , 	191 , 	203 , 	151 , 	212 , 	351 , 	322 , 	335 , 	292 , 	166 , 	104 , 	182 , 	84 ," 	1,253 "," 	1,419 ", 	953 ," 	1,029 ", 	467 , 	318 , 	168 , 	146 , 	172 , 	76 , 	86 , 	214 , 	174 , 	270 , 	70 , 	55 , 	70 , 	146 , 	93 , 	35 , 	-   ," 	12,843 ",,,,,,,,,,,
12, 	225 , 	626 , 	323 , 	268 , 	580 , 	289 , 	254 , 	45 , 	35 , 	65 , 	257 , 	328 , 	324 , 	348 , 	318 , 	184 , 	249 , 	402 , 	360 , 	353 , 	272 , 	153 , 	116 , 	190 , 	111 ," 	1,243 "," 	1,298 "," 	1,027 "," 	1,014 ", 	383 , 	328 , 	185 , 	176 , 	199 , 	120 , 	113 , 	231 , 	185 , 	346 , 	95 , 	98 , 	111 , 	158 , 	128 , 	66 , 	-   ," 	14,176 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	66 , 	140 , 	110 , 	85 , 	349 , 	98 , 	101 , 	53 , 	62 , 	15 , 	238 , 	291 , 	312 , 	283 , 	198 , 	111 , 	129 , 	181 , 	42 , 	27 , 	39 , 	13 , 	12 , 	48 , 	64 , 	851 , 	992 , 	757 , 	629 , 	267 , 	154 , 	66 , 	98 , 	158 , 	12 , 	117 , 	183 , 	19 , 	65 , 	13 , 	16 , 	32 , 	28 , 	74 , 	23 , 	-   ," 	7,620 ",,,Dtwn SF,"5,437","21,333","34,108","15,521","22,912","26,713","11,136","137,160"
