Exit stations,Entry stations->,,WEEKDAY,,,Dec 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	12 , 	137 , 	100 , 	89 , 	407 , 	99 , 	144 , 	142 , 	196 , 	47 , 	98 , 	74 , 	45 , 	35 , 	36 , 	26 , 	22 , 	35 , 	24 , 	12 , 	27 , 	7 , 	10 , 	20 , 	28 , 	334 , 	382 , 	524 , 	363 , 	185 , 	179 , 	41 , 	65 , 	73 , 	17 , 	6 , 	14 , 	7 , 	36 , 	14 , 	29 , 	57 , 	28 , 	5 , 	10 , 	-   ," 	4,243 ",,,Eastbay," 	81,288 ",,SF CBD," 	270,380 ",67.2%,,,
EN, 	158 , 	23 , 	113 , 	103 , 	859 , 	157 , 	284 , 	457 , 	597 , 	111 , 	133 , 	138 , 	71 , 	56 , 	65 , 	33 , 	38 , 	79 , 	38 , 	18 , 	43 , 	12 , 	10 , 	38 , 	46 , 	911 ," 	1,055 "," 	1,146 ", 	786 , 	250 , 	195 , 	78 , 	104 , 	129 , 	32 , 	9 , 	33 , 	6 , 	43 , 	32 , 	49 , 	116 , 	68 , 	14 , 	36 , 	-   ," 	8,769 ",,,Westbay," 	109,608 ",,non-CBD," 	122,190 ",30.4%,,,
EP, 	113 , 	104 , 	14 , 	58 , 	673 , 	83 , 	125 , 	291 , 	318 , 	78 , 	58 , 	51 , 	29 , 	21 , 	23 , 	11 , 	16 , 	48 , 	18 , 	18 , 	29 , 	10 , 	9 , 	35 , 	14 , 	515 , 	626 , 	549 , 	415 , 	118 , 	63 , 	36 , 	33 , 	50 , 	7 , 	5 , 	23 , 	5 , 	13 , 	9 , 	15 , 	76 , 	32 , 	10 , 	31 , 	-   ," 	4,874 ",,,Transbay," 	221,387 ",,,,,,,
NB, 	92 , 	94 , 	57 , 	16 , 	201 , 	76 , 	87 , 	235 , 	236 , 	68 , 	58 , 	53 , 	31 , 	19 , 	25 , 	9 , 	19 , 	44 , 	20 , 	21 , 	25 , 	11 , 	10 , 	23 , 	16 , 	641 , 	731 , 	563 , 	511 , 	157 , 	97 , 	40 , 	26 , 	35 , 	7 , 	8 , 	18 , 	8 , 	18 , 	8 , 	11 , 	101 , 	38 , 	8 , 	40 , 	-   ," 	4,610 ",,,,,,,,,,,
BK, 	443 , 	889 , 	682 , 	216 , 	37 , 	401 , 	416 , 	521 , 	536 , 	244 , 	302 , 	171 , 	164 , 	135 , 	137 , 	70 , 	123 , 	249 , 	133 , 	148 , 	136 , 	80 , 	55 , 	59 , 	98 , 	882 , 	924 ," 	1,040 ", 	715 , 	330 , 	246 , 	113 , 	107 , 	120 , 	29 , 	51 , 	105 , 	34 , 	108 , 	26 , 	39 , 	167 , 	129 , 	55 , 	78 , 	-   ," 	11,740 ",,,,,,,,,,,
AS, 	108 , 	134 , 	75 , 	70 , 	363 , 	19 , 	97 , 	236 , 	259 , 	72 , 	106 , 	76 , 	48 , 	39 , 	40 , 	21 , 	34 , 	54 , 	29 , 	19 , 	27 , 	11 , 	7 , 	17 , 	39 , 	634 , 	730 , 	583 , 	520 , 	244 , 	142 , 	39 , 	40 , 	48 , 	14 , 	9 , 	19 , 	6 , 	29 , 	8 , 	17 , 	68 , 	38 , 	12 , 	33 , 	-   ," 	5,230 ",,,,,,,,,,,
MA, 	158 , 	302 , 	113 , 	96 , 	388 , 	105 , 	24 , 	190 , 	243 , 	77 , 	179 , 	165 , 	125 , 	102 , 	112 , 	68 , 	74 , 	141 , 	153 , 	148 , 	127 , 	48 , 	29 , 	73 , 	66 , 	989 ," 	1,164 ", 	992 , 	892 , 	372 , 	227 , 	82 , 	83 , 	94 , 	24 , 	27 , 	65 , 	52 , 	233 , 	22 , 	40 , 	124 , 	63 , 	27 , 	40 , 	-   ," 	8,915 ",,,,,,,,,,,
19, 	156 , 	464 , 	295 , 	253 , 	493 , 	237 , 	178 , 	28 , 	58 , 	43 , 	188 , 	193 , 	196 , 	176 , 	184 , 	150 , 	194 , 	342 , 	288 , 	340 , 	281 , 	139 , 	97 , 	181 , 	74 ," 	1,168 "," 	1,348 "," 	1,033 ", 	957 , 	416 , 	308 , 	165 , 	121 , 	151 , 	65 , 	73 , 	189 , 	167 , 	258 , 	70 , 	60 , 	102 , 	123 , 	84 , 	43 , 	-   ," 	12,130 ",,,,,,,,,,,
12, 	210 , 	615 , 	317 , 	244 , 	478 , 	254 , 	231 , 	53 , 	37 , 	55 , 	227 , 	319 , 	320 , 	333 , 	293 , 	162 , 	227 , 	379 , 	338 , 	341 , 	263 , 	151 , 	110 , 	170 , 	106 ," 	1,167 "," 	1,221 "," 	1,096 ", 	952 , 	336 , 	300 , 	176 , 	161 , 	180 , 	119 , 	107 , 	219 , 	169 , 	382 , 	79 , 	95 , 	128 , 	151 , 	114 , 	56 , 	-   ," 	13,441 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	52 , 	108 , 	78 , 	67 , 	223 , 	66 , 	74 , 	43 , 	54 , 	18 , 	164 , 	242 , 	283 , 	241 , 	160 , 	85 , 	123 , 	164 , 	34 , 	25 , 	30 , 	9 , 	8 , 	30 , 	45 , 	772 , 	889 , 	851 , 	596 , 	257 , 	143 , 	61 , 	80 , 	108 , 	14 , 	111 , 	175 , 	18 , 	56 , 	10 , 	17 , 	39 , 	24 , 	71 , 	28 , 	-   ," 	6,746 ",,,Dtwn SF,"6,514","21,466","33,489","15,583","23,842","27,694","11,165","139,751"
