Exit stations,Entry stations->,,SUNDAY,,,Jan 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	50 , 	54 , 	31 , 	119 , 	63 , 	58 , 	23 , 	43 , 	20 , 	63 , 	43 , 	15 , 	19 , 	14 , 	9 , 	8 , 	15 , 	12 , 	5 , 	7 , 	4 , 	3 , 	10 , 	14 , 	50 , 	38 , 	141 , 	77 , 	44 , 	58 , 	11 , 	19 , 	21 , 	6 , 	1 , 	7 , 	1 , 	20 , 	5 , 	5 , 	24 , 	7 ," 	1,237 ",,,Eastbay," 	26,074 ",,SF CBD," 	64,157 ",57.9%,,,
EN, 	55 , 	5 , 	51 , 	39 , 	232 , 	90 , 	81 , 	36 , 	89 , 	33 , 	57 , 	97 , 	19 , 	33 , 	29 , 	11 , 	18 , 	31 , 	18 , 	8 , 	15 , 	2 , 	3 , 	13 , 	22 , 	124 , 	99 , 	332 , 	127 , 	52 , 	59 , 	20 , 	34 , 	32 , 	18 , 	9 , 	18 , 	3 , 	24 , 	11 , 	11 , 	61 , 	11 ," 	2,128 ",,,Westbay," 	38,812 ",,non-CBD," 	41,986 ",37.9%,,,
EP, 	64 , 	44 , 	4 , 	39 , 	238 , 	54 , 	51 , 	30 , 	52 , 	26 , 	27 , 	54 , 	7 , 	11 , 	6 , 	3 , 	7 , 	19 , 	11 , 	9 , 	11 , 	4 , 	6 , 	16 , 	7 , 	75 , 	58 , 	210 , 	90 , 	25 , 	30 , 	10 , 	11 , 	11 , 	3 , 	6 , 	8 , 	2 , 	4 , 	1 , 	2 , 	48 , 	12 ," 	1,403 ",,,Transbay," 	45,961 ",,,,,,,
NB, 	32 , 	44 , 	35 , 	4 , 	67 , 	38 , 	46 , 	39 , 	55 , 	39 , 	44 , 	65 , 	13 , 	13 , 	9 , 	1 , 	4 , 	19 , 	12 , 	12 , 	9 , 	5 , 	4 , 	6 , 	6 , 	130 , 	110 , 	270 , 	175 , 	73 , 	59 , 	19 , 	11 , 	15 , 	3 , 	4 , 	7 , 	2 , 	9 , 	2 , 	3 , 	64 , 	12 ," 	1,584 ",,,,,,,,,,,
BK, 	144 , 	225 , 	241 , 	69 , 	13 , 	138 , 	161 , 	127 , 	177 , 	83 , 	110 , 	309 , 	54 , 	47 , 	35 , 	26 , 	45 , 	176 , 	27 , 	38 , 	62 , 	39 , 	31 , 	32 , 	42 , 	259 , 	192 , 	658 , 	297 , 	127 , 	112 , 	48 , 	33 , 	42 , 	7 , 	20 , 	58 , 	12 , 	25 , 	12 , 	12 , 	245 , 	54 ," 	4,660 ",,,,,,,,,,,
AS, 	71 , 	80 , 	51 , 	34 , 	118 , 	7 , 	84 , 	65 , 	73 , 	46 , 	71 , 	75 , 	13 , 	24 , 	19 , 	9 , 	17 , 	30 , 	12 , 	9 , 	10 , 	7 , 	7 , 	18 , 	45 , 	101 , 	94 , 	234 , 	165 , 	98 , 	79 , 	24 , 	13 , 	10 , 	3 , 	5 , 	10 , 	1 , 	17 , 	3 , 	4 , 	51 , 	13 ," 	1,915 ",,,,,,,,,,,
MA, 	59 , 	75 , 	47 , 	37 , 	142 , 	75 , 	10 , 	37 , 	63 , 	24 , 	76 , 	110 , 	33 , 	42 , 	35 , 	13 , 	11 , 	36 , 	27 , 	14 , 	24 , 	12 , 	12 , 	28 , 	42 , 	153 , 	141 , 	402 , 	261 , 	125 , 	90 , 	33 , 	25 , 	19 , 	6 , 	10 , 	16 , 	7 , 	50 , 	3 , 	6 , 	72 , 	8 ," 	2,505 ",,,,,,,,,,,
19, 	26 , 	34 , 	28 , 	38 , 	127 , 	67 , 	37 , 	3 , 	11 , 	13 , 	36 , 	57 , 	25 , 	28 , 	22 , 	12 , 	11 , 	22 , 	18 , 	11 , 	15 , 	8 , 	6 , 	36 , 	23 , 	97 , 	74 , 	218 , 	146 , 	77 , 	66 , 	12 , 	13 , 	13 , 	3 , 	7 , 	9 , 	4 , 	18 , 	2 , 	2 , 	35 , 	5 ," 	1,509 ",,,,,,,,,,,
12, 	35 , 	68 , 	45 , 	56 , 	144 , 	70 , 	56 , 	9 , 	4 , 	14 , 	57 , 	93 , 	59 , 	70 , 	40 , 	22 , 	34 , 	52 , 	30 , 	21 , 	34 , 	17 , 	18 , 	30 , 	35 , 	144 , 	135 , 	416 , 	175 , 	64 , 	55 , 	21 , 	33 , 	33 , 	14 , 	10 , 	20 , 	6 , 	43 , 	7 , 	4 , 	77 , 	11 ," 	2,378 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	24 , 	31 , 	24 , 	30 , 	82 , 	45 , 	32 , 	12 , 	12 , 	5 , 	110 , 	87 , 	71 , 	90 , 	37 , 	23 , 	33 , 	44 , 	11 , 	3 , 	10 , 	6 , 	5 , 	14 , 	36 , 	140 , 	129 , 	438 , 	198 , 	83 , 	91 , 	24 , 	32 , 	25 , 	7 , 	37 , 	41 , 	2 , 	8 , 	7 , 	6 , 	27 , 	17 ," 	2,183 ",,,Dtwn SF," 	1,349 "," 	4,246 "," 	11,396 "," 	3,923 "," 	3,528 "," 	4,824 "," 	3,162 "," 	32,428 "
