Exit stations,Entry stations->,,WEEKDAY,,,Apr 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,,,
RM, 	11 , 	121 , 	96 , 	76 , 	453 , 	101 , 	143 , 	150 , 	177 , 	47 , 	91 , 	69 , 	35 , 	27 , 	37 , 	21 , 	20 , 	35 , 	20 , 	14 , 	22 , 	9 , 	7 , 	18 , 	28 , 	380 , 	397 , 	454 , 	340 , 	190 , 	201 , 	52 , 	78 , 	92 , 	17 , 	6 , 	11 , 	5 , 	32 , 	20 , 	19 , 	52 , 	24 , 	4 , 	10 , 	9 ," 	4,222 ",,,,,,,,,,,,,
EN, 	142 , 	20 , 	100 , 	91 , 	956 , 	158 , 	272 , 	475 , 	615 , 	104 , 	120 , 	150 , 	55 , 	48 , 	73 , 	25 , 	36 , 	77 , 	33 , 	18 , 	31 , 	9 , 	13 , 	34 , 	38 , 	992 ," 	1,081 ", 	951 , 	842 , 	276 , 	229 , 	81 , 	117 , 	177 , 	29 , 	8 , 	29 , 	7 , 	34 , 	43 , 	42 , 	107 , 	75 , 	11 , 	37 , 	19 ," 	8,877 ",,,,,,,,,,,,,
EP, 	104 , 	92 , 	15 , 	54 , 	744 , 	84 , 	140 , 	307 , 	332 , 	77 , 	56 , 	61 , 	32 , 	16 , 	28 , 	7 , 	14 , 	41 , 	19 , 	18 , 	22 , 	7 , 	6 , 	29 , 	16 , 	604 , 	685 , 	440 , 	447 , 	141 , 	75 , 	38 , 	43 , 	65 , 	5 , 	4 , 	15 , 	4 , 	16 , 	8 , 	13 , 	65 , 	30 , 	8 , 	29 , 	12 ," 	5,066 ",,,,,,,,,,,,,
NB, 	78 , 	86 , 	56 , 	18 , 	199 , 	68 , 	89 , 	252 , 	237 , 	51 , 	57 , 	69 , 	35 , 	16 , 	30 , 	9 , 	19 , 	33 , 	17 , 	21 , 	25 , 	7 , 	6 , 	20 , 	15 , 	691 , 	770 , 	423 , 	530 , 	173 , 	98 , 	39 , 	32 , 	58 , 	6 , 	7 , 	15 , 	4 , 	16 , 	8 , 	10 , 	93 , 	35 , 	11 , 	35 , 	11 ," 	4,577 ",,,,,,,,,,,,,
BK, 	497 ," 	1,003 ", 	752 , 	208 , 	47 , 	394 , 	434 , 	576 , 	583 , 	265 , 	326 , 	193 , 	187 , 	150 , 	164 , 	87 , 	167 , 	245 , 	147 , 	183 , 	146 , 	82 , 	49 , 	47 , 	85 ," 	1,129 "," 	1,078 ", 	900 , 	897 , 	374 , 	305 , 	157 , 	126 , 	152 , 	39 , 	53 , 	123 , 	55 , 	127 , 	38 , 	45 , 	167 , 	170 , 	56 , 	91 , 	72 ," 	13,168 ",,,,,,,,,,,,,
AS, 	110 , 	134 , 	85 , 	67 , 	355 , 	18 , 	100 , 	252 , 	260 , 	63 , 	92 , 	89 , 	50 , 	33 , 	42 , 	20 , 	41 , 	48 , 	24 , 	21 , 	24 , 	8 , 	6 , 	20 , 	31 , 	723 , 	800 , 	490 , 	560 , 	241 , 	129 , 	35 , 	49 , 	58 , 	11 , 	8 , 	18 , 	8 , 	33 , 	10 , 	16 , 	62 , 	43 , 	9 , 	29 , 	21 ," 	5,344 ",,,,,,,,,,,,,
MA, 	160 , 	289 , 	130 , 	90 , 	418 , 	93 , 	29 , 	211 , 	247 , 	77 , 	168 , 	175 , 	122 , 	97 , 	113 , 	52 , 	78 , 	121 , 	155 , 	175 , 	140 , 	55 , 	39 , 	67 , 	55 ," 	1,117 "," 	1,277 ", 	867 , 	967 , 	410 , 	241 , 	86 , 	86 , 	108 , 	29 , 	29 , 	60 , 	67 , 	252 , 	30 , 	35 , 	113 , 	64 , 	23 , 	32 , 	30 ," 	9,277 ",,,,,,,,,,,,,
19, 	163 , 	484 , 	311 , 	259 , 	535 , 	261 , 	203 , 	35 , 	49 , 	39 , 	173 , 	203 , 	241 , 	192 , 	226 , 	154 , 	211 , 	328 , 	311 , 	386 , 	305 , 	144 , 	100 , 	174 , 	65 ," 	1,403 "," 	1,517 ", 	955 ," 	1,102 ", 	493 , 	346 , 	183 , 	142 , 	172 , 	79 , 	71 , 	228 , 	168 , 	258 , 	69 , 	65 , 	92 , 	138 , 	93 , 	35 , 	90 ," 	13,249 ",,,,,,,,,,,,,
12, 	199 , 	625 , 	319 , 	246 , 	496 , 	245 , 	236 , 	52 , 	40 , 	46 , 	227 , 	311 , 	348 , 	325 , 	300 , 	170 , 	214 , 	309 , 	336 , 	381 , 	273 , 	149 , 	111 , 	155 , 	92 ," 	1,336 "," 	1,325 ", 	988 ," 	1,038 ", 	354 , 	326 , 	172 , 	182 , 	214 , 	137 , 	110 , 	232 , 	174 , 	347 , 	88 , 	86 , 	132 , 	151 , 	116 , 	66 , 	68 ," 	13,845 ",,,,,,,,,,,,,
LM, 	44 , 	107 , 	81 , 	56 , 	266 , 	59 , 	77 , 	45 , 	44 , 	20 , 	174 , 	272 , 	300 , 	252 , 	170 , 	86 , 	114 , 	138 , 	34 , 	26 , 	27 , 	9 , 	13 , 	31 , 	40 , 	864 ," 	1,006 ", 	703 , 	649 , 	245 , 	149 , 	60 , 	85 , 	120 , 	10 , 	120 , 	187 , 	15 , 	51 , 	13 , 	16 , 	34 , 	21 , 	72 , 	24 , 	61 ," 	6,991 ",,,,,,,,,,,,,
