Exit stations,Entry stations->,,TOTAL,,,Sep 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	535 ," 	2,699 "," 	2,167 "," 	1,786 "," 	10,349 "," 	2,358 "," 	3,067 "," 	3,660 "," 	4,425 "," 	1,038 "," 	2,143 "," 	2,331 ", 	822 , 	561 , 	899 , 	433 , 	333 , 	667 , 	354 , 	422 , 	531 , 	135 , 	188 , 	618 , 	668 ," 	9,388 "," 	8,895 "," 	10,818 "," 	7,851 "," 	4,224 "," 	4,309 ", 	974 ," 	1,679 "," 	2,494 ", 	380 , 	129 , 	365 , 	113 , 	472 , 	335 , 	443 ," 	1,537 ", 	650 , 	123 , 	428 , 	265 , 	-   , 	-   , 	191 , 	245 ," 	99,497 ",,,,,,,,,,,,,
EN," 	2,843 ", 	660 ," 	2,256 "," 	2,210 "," 	20,884 "," 	3,313 "," 	5,662 "," 	9,687 "," 	11,633 "," 	2,580 "," 	2,889 "," 	5,145 "," 	1,345 "," 	1,076 "," 	1,865 ", 	579 , 	794 ," 	1,300 ", 	709 , 	456 , 	744 , 	214 , 	302 , 	754 , 	867 ," 	20,696 "," 	21,591 "," 	21,662 "," 	16,371 "," 	6,325 "," 	4,825 "," 	2,008 "," 	2,947 "," 	4,322 ", 	726 , 	181 , 	590 , 	151 , 	343 , 	725 , 	873 ," 	3,200 "," 	1,496 ", 	323 ," 	1,144 ", 	834 , 	-   , 	-   , 	175 , 	274 ," 	192,549 ",,,,,,,,,,,,,
EP," 	2,216 "," 	2,033 ", 	516 ," 	1,396 "," 	17,879 "," 	2,048 "," 	2,919 "," 	6,448 "," 	7,128 "," 	1,887 "," 	1,315 "," 	2,570 ", 	743 , 	488 , 	697 , 	232 , 	434 , 	941 , 	449 , 	425 , 	634 , 	260 , 	190 , 	715 , 	298 ," 	13,381 "," 	14,222 "," 	10,741 "," 	9,851 "," 	3,157 "," 	1,735 ", 	730 ," 	1,074 "," 	1,483 ", 	180 , 	102 , 	317 , 	97 , 	226 , 	184 , 	282 ," 	1,952 ", 	650 , 	153 , 	900 , 	403 , 	-   , 	-   , 	101 , 	131 ," 	116,913 ",,,,,,,,,,,,,
NB," 	1,858 "," 	1,999 "," 	1,296 ", 	628 ," 	5,066 "," 	1,732 "," 	2,088 "," 	5,938 "," 	5,419 "," 	1,325 "," 	1,587 "," 	2,409 ", 	783 , 	425 , 	742 , 	264 , 	479 , 	724 , 	549 , 	515 , 	613 , 	216 , 	259 , 	477 , 	316 ," 	14,658 "," 	15,361 "," 	9,905 "," 	11,215 "," 	3,977 "," 	2,489 ", 	755 , 	924 ," 	1,084 ", 	204 , 	169 , 	390 , 	107 , 	181 , 	158 , 	230 ," 	2,327 ", 	916 , 	154 ," 	1,054 ", 	546 , 	-   , 	-   , 	117 , 	158 ," 	104,786 ",,,,,,,,,,,,,
BK," 	11,519 "," 	22,534 "," 	18,045 "," 	5,505 "," 	1,803 "," 	8,526 "," 	8,562 "," 	13,408 "," 	12,295 "," 	6,422 "," 	7,313 "," 	6,273 "," 	4,510 "," 	3,616 "," 	3,491 "," 	2,029 "," 	4,227 "," 	5,376 "," 	2,646 "," 	3,994 "," 	3,480 "," 	2,009 "," 	1,472 "," 	1,149 "," 	1,805 "," 	24,966 "," 	23,206 "," 	20,330 "," 	19,432 "," 	8,488 "," 	7,027 "," 	3,769 "," 	3,194 "," 	3,711 ", 	861 ," 	1,507 "," 	3,204 ", 	874 ," 	1,640 ", 	833 ," 	1,099 "," 	3,921 "," 	3,951 "," 	1,410 "," 	2,015 "," 	3,829 ", 	-   , 	-   , 	617 ," 	1,273 "," 	303,166 ",,,,,,,,,,,,,
AS," 	2,576 "," 	3,079 "," 	1,968 "," 	1,416 "," 	7,309 ", 	622 ," 	2,043 "," 	5,757 "," 	5,595 "," 	1,683 "," 	2,609 "," 	2,889 "," 	1,163 ", 	898 , 	827 , 	413 , 	763 , 	913 , 	572 , 	578 , 	634 , 	217 , 	157 , 	314 , 	534 ," 	15,793 "," 	16,280 "," 	10,659 "," 	11,887 "," 	5,327 "," 	2,994 ", 	806 ," 	1,002 "," 	1,139 ", 	225 , 	220 , 	475 , 	184 , 	374 , 	207 , 	287 ," 	1,570 ", 	777 , 	320 , 	786 , 	638 , 	-   , 	-   , 	150 , 	290 ," 	117,919 ",,,,,,,,,,,,,
MA," 	3,509 "," 	5,799 "," 	2,710 "," 	1,993 "," 	8,200 "," 	2,264 "," 	1,146 "," 	4,503 "," 	4,788 "," 	1,576 "," 	4,205 "," 	5,430 "," 	2,785 "," 	2,152 "," 	2,031 "," 	1,189 "," 	1,565 "," 	2,350 "," 	3,323 "," 	3,868 "," 	3,211 "," 	1,268 "," 	1,133 "," 	1,496 "," 	1,115 "," 	23,972 "," 	24,614 "," 	18,754 "," 	19,082 "," 	8,914 "," 	5,202 "," 	1,822 "," 	2,146 "," 	2,027 ", 	522 , 	506 ," 	1,632 "," 	1,056 "," 	3,187 ", 	654 , 	768 ," 	3,134 "," 	1,445 ", 	624 , 	959 , 	989 , 	-   , 	-   , 	960 ," 	2,727 "," 	199,305 ",,,,,,,,,,,,,
19," 	4,205 "," 	9,958 "," 	6,607 "," 	6,076 "," 	12,134 "," 	5,842 "," 	4,459 ", 	984 ," 	1,148 "," 	1,106 "," 	4,549 "," 	5,727 "," 	5,338 "," 	5,032 "," 	4,573 "," 	3,095 "," 	4,645 "," 	6,641 "," 	6,377 "," 	8,310 "," 	7,072 "," 	3,722 "," 	2,718 "," 	3,864 "," 	1,485 "," 	29,949 "," 	32,391 "," 	21,527 "," 	23,061 "," 	10,673 "," 	7,599 "," 	3,688 "," 	3,332 "," 	3,305 "," 	1,499 "," 	1,534 "," 	4,832 "," 	2,770 "," 	3,727 "," 	1,431 "," 	1,496 "," 	2,572 "," 	2,757 "," 	2,513 "," 	1,163 "," 	3,011 ", 	-   , 	-   ," 	1,177 "," 	2,781 "," 	294,455 ",,,,,,,,,,,,,
12," 	4,904 "," 	11,839 "," 	6,981 "," 	5,601 "," 	10,383 "," 	5,461 "," 	4,836 "," 	1,026 "," 	1,252 ", 	874 ," 	4,888 "," 	7,486 "," 	7,534 "," 	7,244 "," 	6,471 "," 	3,800 "," 	5,345 "," 	6,721 "," 	6,665 "," 	8,965 "," 	6,256 "," 	3,097 "," 	2,657 "," 	3,604 "," 	2,151 "," 	27,968 "," 	27,460 "," 	21,931 "," 	20,192 "," 	7,648 "," 	6,687 "," 	4,101 "," 	4,584 "," 	4,875 "," 	2,656 "," 	2,587 "," 	5,450 "," 	2,763 "," 	4,658 "," 	1,904 "," 	1,854 "," 	3,599 "," 	3,309 "," 	2,556 "," 	1,434 "," 	3,009 ", 	-   , 	-   ," 	1,152 "," 	3,628 "," 	302,046 ",,,,,,,,,,,,,
LM," 	1,088 "," 	2,286 "," 	1,869 "," 	1,327 "," 	6,190 "," 	1,735 "," 	1,640 ", 	983 , 	849 , 	754 ," 	4,290 "," 	8,984 "," 	7,802 "," 	6,202 "," 	3,781 "," 	2,068 "," 	2,893 "," 	3,020 ", 	878 , 	635 , 	642 , 	238 , 	237 , 	728 , 	886 ," 	20,127 "," 	22,079 "," 	17,702 "," 	14,521 "," 	6,543 "," 	3,940 "," 	1,581 "," 	2,351 "," 	3,069 ", 	203 ," 	2,988 "," 	4,624 ", 	183 , 	553 , 	307 , 	332 ," 	1,075 ", 	420 ," 	2,235 ", 	844 ," 	2,272 ", 	-   , 	-   , 	225 , 	516 ," 	170,695 ",,,,,,,,,,,,,
