Exit stations,Entry stations->,,SUNDAY,,,Sep 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
UC, 	7 , 	11 , 	9 , 	10 , 	51 , 	9 , 	13 , 	21 , 	35 , 	38 , 	28 , 	214 , 	28 , 	32 , 	44 , 	16 , 	11 , 	45 , 	6 , 	3 , 	4 , 	1 , 	1 , 	6 , 	4 , 	100 , 	54 , 	128 , 	51 , 	18 , 	10 , 	7 , 	11 , 	13 , 	3 , 	9 , 	15 , 	2 , 	2 , 	1 , 	1 , 	18 , 	2 , 	12 , 	15 , 	16 , 	-   , 	-   , 	2 , 	5 ," 	1,141 ",,,,,,,,,,,
FM, 	10 , 	26 , 	17 , 	14 , 	92 , 	20 , 	23 , 	27 , 	35 , 	39 , 	59 , 	349 , 	35 , 	54 , 	75 , 	36 , 	48 , 	26 , 	12 , 	10 , 	7 , 	3 , 	2 , 	9 , 	5 , 	135 , 	85 , 	155 , 	87 , 	31 , 	22 , 	4 , 	11 , 	12 , 	3 , 	10 , 	30 , 	3 , 	7 , 	2 , 	2 , 	32 , 	2 , 	11 , 	30 , 	14 , 	-   , 	-   , 	3 , 	7 ," 	1,731 ",,,,,,,,,,,
CN, 	11 , 	11 , 	8 , 	9 , 	26 , 	7 , 	28 , 	43 , 	35 , 	11 , 	17 , 	104 , 	8 , 	9 , 	9 , 	6 , 	6 , 	12 , 	15 , 	44 , 	98 , 	56 , 	13 , 	33 , 	4 , 	150 , 	73 , 	169 , 	97 , 	29 , 	19 , 	15 , 	13 , 	23 , 	9 , 	1 , 	5 , 	16 , 	72 , 	7 , 	8 , 	87 , 	10 , 	2 , 	33 , 	11 , 	-   , 	-   , 	31 , 	33 ," 	1,540 ",,,,,,,,,,,
PH, 	5 , 	9 , 	7 , 	7 , 	33 , 	6 , 	27 , 	36 , 	26 , 	8 , 	11 , 	136 , 	8 , 	3 , 	2 , 	1 , 	2 , 	9 , 	36 , 	17 , 	64 , 	58 , 	8 , 	41 , 	5 , 	171 , 	89 , 	160 , 	108 , 	27 , 	19 , 	14 , 	11 , 	12 , 	5 , 	1 , 	5 , 	6 , 	28 , 	4 , 	6 , 	144 , 	11 , 	2 , 	46 , 	5 , 	-   , 	-   , 	9 , 	15 ," 	1,464 ",,,,,,,,,,,
WC, 	9 , 	12 , 	11 , 	16 , 	47 , 	10 , 	29 , 	54 , 	37 , 	12 , 	12 , 	133 , 	9 , 	4 , 	5 , 	4 , 	4 , 	6 , 	107 , 	59 , 	20 , 	65 , 	14 , 	69 , 	5 , 	213 , 	118 , 	181 , 	146 , 	38 , 	23 , 	13 , 	13 , 	21 , 	4 , 	2 , 	2 , 	16 , 	49 , 	5 , 	5 , 	143 , 	9 , 	1 , 	35 , 	5 , 	-   , 	-   , 	14 , 	25 ," 	1,833 ",,,,,,,,,,,
LF, 	3 , 	4 , 	6 , 	6 , 	22 , 	5 , 	15 , 	26 , 	18 , 	5 , 	8 , 	87 , 	3 , 	4 , 	4 , 	0 , 	2 , 	4 , 	62 , 	63 , 	63 , 	19 , 	25 , 	50 , 	2 , 	126 , 	75 , 	94 , 	84 , 	21 , 	15 , 	9 , 	4 , 	8 , 	2 , 	2 , 	2 , 	11 , 	13 , 	1 , 	2 , 	77 , 	5 , 	1 , 	15 , 	3 , 	-   , 	-   , 	7 , 	12 ," 	1,097 ",,,,,,,,,,,
OR, 	4 , 	3 , 	4 , 	4 , 	17 , 	4 , 	12 , 	24 , 	24 , 	3 , 	4 , 	94 , 	3 , 	3 , 	1 , 	0 , 	1 , 	3 , 	14 , 	11 , 	20 , 	25 , 	11 , 	29 , 	2 , 	125 , 	66 , 	93 , 	81 , 	21 , 	18 , 	8 , 	4 , 	9 , 	2 , 	0 , 	2 , 	2 , 	4 , 	1 , 	3 , 	69 , 	4 , 	0 , 	14 , 	4 , 	-   , 	-   , 	4 , 	2 , 	852 ,,,,,,,,,,,
RR, 	10 , 	16 , 	16 , 	14 , 	21 , 	5 , 	39 , 	104 , 	50 , 	12 , 	23 , 	99 , 	8 , 	7 , 	3 , 	3 , 	7 , 	8 , 	27 , 	36 , 	68 , 	49 , 	24 , 	32 , 	8 , 	199 , 	133 , 	213 , 	194 , 	84 , 	58 , 	22 , 	12 , 	17 , 	4 , 	3 , 	8 , 	8 , 	14 , 	4 , 	5 , 	102 , 	12 , 	3 , 	20 , 	9 , 	-   , 	-   , 	3 , 	16 ," 	1,834 ",,,,,,,,,,,
OW, 	5 , 	8 , 	5 , 	4 , 	18 , 	8 , 	19 , 	34 , 	16 , 	12 , 	24 , 	55 , 	11 , 	13 , 	8 , 	4 , 	4 , 	4 , 	4 , 	3 , 	5 , 	1 , 	1 , 	8 , 	16 , 	653 , 	422 , 	888 , 	617 , 	317 , 	214 , 	71 , 	61 , 	58 , 	14 , 	3 , 	7 , 	1 , 	7 , 	16 , 	20 , 	257 , 	35 , 	2 , 	10 , 	4 , 	-   , 	-   , 	4 , 	3 ," 	3,973 ",,,,,,,,,,,
EM, 	119 , 	192 , 	151 , 	178 , 	338 , 	144 , 	227 , 	228 , 	222 , 	161 , 	208 , 	326 , 	132 , 	120 , 	87 , 	62 , 	116 , 	141 , 	167 , 	198 , 	241 , 	135 , 	142 , 	224 , 	834 , 	81 , 	19 , 	164 , 	104 , 	279 , 	350 , 	218 , 	279 , 	234 , 	68 , 	117 , 	550 , 	72 , 	111 , 	73 , 	75 , 	334 , 	191 , 	154 , 	82 , 	97 , 	-   , 	-   , 	14 , 	85 ," 	8,843 ",,,,,,,,,,,
MT, 	63 , 	130 , 	91 , 	95 , 	227 , 	94 , 	139 , 	154 , 	155 , 	154 , 	135 , 	194 , 	110 , 	116 , 	51 , 	36 , 	75 , 	90 , 	80 , 	103 , 	125 , 	74 , 	60 , 	151 , 	520 , 	23 , 	51 , 	37 , 	60 , 	234 , 	288 , 	216 , 	536 , 	244 , 	79 , 	61 , 	201 , 	28 , 	66 , 	58 , 	61 , 	269 , 	121 , 	58 , 	59 , 	54 , 	-   , 	-   , 	12 , 	38 ," 	6,076 ",,,,,,,,,,,
PL, 	135 , 	237 , 	140 , 	127 , 	343 , 	114 , 	214 , 	222 , 	231 , 	213 , 	290 , 	366 , 	177 , 	168 , 	91 , 	70 , 	92 , 	138 , 	129 , 	117 , 	143 , 	81 , 	81 , 	164 , 	855 , 	178 , 	38 , 	105 , 	134 , 	756 , 	854 , 	528 , 	954 , 	724 , 	206 , 	89 , 	277 , 	53 , 	126 , 	154 , 	186 , 	979 , 	337 , 	83 , 	68 , 	82 , 	-   , 	-   , 	19 , 	65 ," 	11,934 ",,,,,,,,,,,
CC, 	86 , 	136 , 	101 , 	136 , 	255 , 	131 , 	237 , 	266 , 	167 , 	152 , 	211 , 	194 , 	97 , 	81 , 	57 , 	44 , 	46 , 	93 , 	92 , 	110 , 	142 , 	83 , 	71 , 	190 , 	643 , 	99 , 	51 , 	127 , 	73 , 	286 , 	390 , 	233 , 	394 , 	318 , 	92 , 	50 , 	195 , 	33 , 	54 , 	82 , 	114 , 	405 , 	268 , 	61 , 	46 , 	68 , 	-   , 	-   , 	9 , 	50 ," 	7,323 ",,,,,,,,,,,
16, 	43 , 	55 , 	38 , 	60 , 	141 , 	75 , 	116 , 	140 , 	77 , 	84 , 	88 , 	85 , 	33 , 	36 , 	21 , 	13 , 	22 , 	31 , 	27 , 	25 , 	33 , 	18 , 	20 , 	77 , 	336 , 	257 , 	197 , 	798 , 	301 , 	40 , 	120 , 	162 , 	246 , 	181 , 	54 , 	15 , 	56 , 	10 , 	19 , 	42 , 	63 , 	200 , 	137 , 	19 , 	25 , 	17 , 	-   , 	-   , 	6 , 	15 ," 	4,674 ",,,,,,,,,,,
24, 	54 , 	47 , 	27 , 	44 , 	91 , 	56 , 	81 , 	103 , 	60 , 	65 , 	86 , 	89 , 	28 , 	23 , 	14 , 	11 , 	12 , 	19 , 	24 , 	18 , 	29 , 	13 , 	18 , 	53 , 	238 , 	331 , 	243 ," 	1,015 ", 	441 , 	119 , 	48 , 	142 , 	208 , 	153 , 	50 , 	12 , 	33 , 	6 , 	26 , 	43 , 	83 , 	185 , 	108 , 	10 , 	23 , 	12 , 	-   , 	-   , 	7 , 	13 ," 	4,612 ",,,,,,,,,,,
GP, 	16 , 	15 , 	10 , 	16 , 	53 , 	18 , 	22 , 	36 , 	24 , 	21 , 	19 , 	59 , 	11 , 	13 , 	6 , 	4 , 	7 , 	7 , 	15 , 	14 , 	16 , 	7 , 	8 , 	25 , 	78 , 	204 , 	170 , 	628 , 	208 , 	162 , 	142 , 	23 , 	33 , 	27 , 	19 , 	4 , 	20 , 	3 , 	12 , 	12 , 	47 , 	121 , 	50 , 	6 , 	16 , 	6 , 	-   , 	-   , 	3 , 	9 ," 	2,448 ",,,,,,,,,,,
BP, 	18 , 	23 , 	8 , 	11 , 	30 , 	8 , 	16 , 	33 , 	31 , 	25 , 	26 , 	66 , 	13 , 	16 , 	7 , 	5 , 	11 , 	10 , 	13 , 	8 , 	11 , 	8 , 	3 , 	8 , 	56 , 	288 , 	286 ," 	1,272 ", 	333 , 	217 , 	204 , 	32 , 	29 , 	32 , 	30 , 	6 , 	19 , 	3 , 	13 , 	18 , 	71 , 	108 , 	52 , 	6 , 	10 , 	8 , 	-   , 	-   , 	2 , 	7 ," 	3,510 ",,,,,,,,,,,
DC, 	14 , 	22 , 	11 , 	13 , 	44 , 	12 , 	17 , 	27 , 	32 , 	20 , 	29 , 	142 , 	19 , 	19 , 	12 , 	10 , 	11 , 	13 , 	18 , 	12 , 	17 , 	6 , 	6 , 	16 , 	54 , 	244 , 	191 , 	829 , 	294 , 	195 , 	145 , 	28 , 	33 , 	33 , 	22 , 	10 , 	51 , 	6 , 	20 , 	21 , 	75 , 	195 , 	75 , 	10 , 	16 , 	9 , 	-   , 	-   , 	3 , 	17 ," 	3,115 ",,,,,,,,,,,
CM, 	5 , 	12 , 	3 , 	5 , 	9 , 	3 , 	8 , 	7 , 	8 , 	6 , 	5 , 	19 , 	4 , 	4 , 	4 , 	1 , 	3 , 	2 , 	11 , 	6 , 	7 , 	3 , 	2 , 	5 , 	14 , 	73 , 	63 , 	240 , 	93 , 	56 , 	53 , 	18 , 	29 , 	18 , 	11 , 	2 , 	5 , 	1 , 	8 , 	6 , 	28 , 	112 , 	30 , 	1 , 	2 , 	2 , 	-   , 	-   , 	0 , 	7 ," 	1,012 ",,,,,,,,,,,
CV, 	3 , 	2 , 	2 , 	3 , 	17 , 	3 , 	4 , 	11 , 	9 , 	51 , 	29 , 	191 , 	18 , 	35 , 	11 , 	7 , 	7 , 	8 , 	2 , 	1 , 	1 , 	2 , 	1 , 	5 , 	6 , 	115 , 	55 , 	98 , 	54 , 	17 , 	11 , 	8 , 	5 , 	11 , 	1 , 	10 , 	38 , 	0 , 	1 , 	1 , 	2 , 	19 , 	1 , 	52 , 	8 , 	4 , 	-   , 	-   , 	0 , 	3 , 	942 ,,,,,,,,,,,
ED, 	8 , 	8 , 	5 , 	10 , 	55 , 	8 , 	18 , 	31 , 	18 , 	65 , 	54 , 	782 , 	35 , 	56 , 	19 , 	11 , 	20 , 	26 , 	4 , 	3 , 	4 , 	2 , 	3 , 	7 , 	9 , 	480 , 	189 , 	328 , 	184 , 	58 , 	34 , 	20 , 	20 , 	34 , 	4 , 	39 , 	32 , 	1 , 	4 , 	2 , 	4 , 	108 , 	10 , 	28 , 	72 , 	15 , 	-   , 	-   , 	1 , 	3 ," 	2,931 ",,,,,,,,,,,
NC, 	2 , 	2 , 	0 , 	2 , 	7 , 	4 , 	7 , 	6 , 	6 , 	2 , 	2 , 	53 , 	0 , 	2 , 	2 , 	2 , 	1 , 	2 , 	12 , 	9 , 	14 , 	10 , 	3 , 	5 , 	2 , 	60 , 	26 , 	57 , 	38 , 	8 , 	6 , 	1 , 	2 , 	5 , 	3 , 	1 , 	0 , 	5 , 	8 , 	3 , 	2 , 	36 , 	3 , 	0 , 	9 , 	4 , 	-   , 	-   , 	7 , 	5 , 	448 ,,,,,,,,,,,
WP, 	8 , 	7 , 	5 , 	5 , 	11 , 	5 , 	26 , 	20 , 	18 , 	6 , 	14 , 	70 , 	7 , 	6 , 	5 , 	4 , 	2 , 	6 , 	83 , 	32 , 	46 , 	12 , 	2 , 	15 , 	5 , 	103 , 	47 , 	142 , 	54 , 	16 , 	26 , 	10 , 	17 , 	16 , 	8 , 	4 , 	3 , 	10 , 	15 , 	5 , 	5 , 	67 , 	5 , 	2 , 	20 , 	4 , 	-   , 	-   , 	6 , 	9 ," 	1,011 ",,,,,,,,,,,
SS, 	4 , 	11 , 	3 , 	2 , 	7 , 	2 , 	3 , 	6 , 	7 , 	5 , 	4 , 	19 , 	2 , 	1 , 	2 , 	1 , 	0 , 	3 , 	6 , 	5 , 	4 , 	2 , 	1 , 	3 , 	11 , 	66 , 	49 , 	189 , 	76 , 	41 , 	34 , 	15 , 	19 , 	21 , 	6 , 	1 , 	3 , 	1 , 	6 , 	4 , 	19 , 	51 , 	12 , 	2 , 	2 , 	1 , 	-   , 	-   , 	2 , 	3 , 	737 ,,,,,,,,,,,
SB, 	8 , 	9 , 	4 , 	3 , 	13 , 	3 , 	11 , 	7 , 	11 , 	5 , 	10 , 	36 , 	4 , 	8 , 	3 , 	3 , 	2 , 	3 , 	9 , 	8 , 	6 , 	4 , 	2 , 	4 , 	20 , 	77 , 	51 , 	227 , 	109 , 	67 , 	85 , 	40 , 	73 , 	63 , 	28 , 	1 , 	4 , 	2 , 	8 , 	20 , 	10 , 	66 , 	21 , 	2 , 	2 , 	1 , 	-   , 	-   , 	1 , 	4 ," 	1,157 ",,,,,,,,,,,
SO, 	34 , 	46 , 	29 , 	34 , 	64 , 	25 , 	46 , 	28 , 	46 , 	12 , 	21 , 	29 , 	15 , 	11 , 	9 , 	4 , 	6 , 	15 , 	50 , 	79 , 	89 , 	50 , 	44 , 	54 , 	144 , 	236 , 	204 , 	944 , 	261 , 	113 , 	84 , 	50 , 	55 , 	113 , 	83 , 	5 , 	50 , 	21 , 	43 , 	27 , 	33 , 	54 , 	116 , 	16 , 	14 , 	4 , 	-   , 	-   , 	7 , 	32 ," 	3,550 ",,,,,,,,,,,
MB, 	9 , 	11 , 	10 , 	12 , 	54 , 	8 , 	15 , 	17 , 	25 , 	6 , 	9 , 	59 , 	4 , 	4 , 	3 , 	1 , 	2 , 	3 , 	9 , 	7 , 	7 , 	4 , 	5 , 	12 , 	28 , 	176 , 	111 , 	391 , 	249 , 	124 , 	93 , 	42 , 	56 , 	68 , 	22 , 	2 , 	7 , 	4 , 	5 , 	13 , 	18 , 	257 , 	26 , 	3 , 	7 , 	1 , 	-   , 	-   , 	2 , 	8 ," 	2,006 ",,,,,,,,,,,
WD, 	1 , 	6 , 	4 , 	4 , 	19 , 	5 , 	6 , 	8 , 	7 , 	33 , 	41 , 	275 , 	27 , 	47 , 	19 , 	9 , 	10 , 	14 , 	2 , 	1 , 	1 , 	1 , 	1 , 	2 , 	2 , 	154 , 	63 , 	102 , 	63 , 	18 , 	11 , 	7 , 	8 , 	12 , 	1 , 	46 , 	21 , 	0 , 	3 , 	1 , 	3 , 	36 , 	3 , 	10 , 	36 , 	5 , 	-   , 	-   , 	1 , 	2 ," 	1,149 ",,,,,,,,,,,
OA, 	5 , 	15 , 	12 , 	20 , 	35 , 	11 , 	13 , 	13 , 	16 , 	13 , 	6 , 	131 , 	2 , 	2 , 	3 , 	2 , 	4 , 	10 , 	12 , 	20 , 	16 , 	7 , 	6 , 	6 , 	4 , 	58 , 	42 , 	91 , 	31 , 	17 , 	13 , 	8 , 	2 , 	6 , 	1 , 	3 , 	28 , 	3 , 	11 , 	1 , 	2 , 	17 , 	3 , 	9 , 	3 , 	2 , 	-   , 	-   , 	1 , 	7 , 	744 ,,,,,,,,,,,
WS, 	6 , 	19 , 	7 , 	13 , 	99 , 	13 , 	16 , 	29 , 	27 , 	31 , 	26 , 	339 , 	18 , 	21 , 	18 , 	14 , 	12 , 	13 , 	9 , 	5 , 	5 , 	3 , 	2 , 	9 , 	4 , 	88 , 	51 , 	91 , 	62 , 	19 , 	9 , 	5 , 	7 , 	9 , 	1 , 	4 , 	15 , 	5 , 	6 , 	1 , 	1 , 	14 , 	2 , 	5 , 	14 , 	8 , 	-   , 	-   , 	2 , 	4 ," 	1,177 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	4 , 	3 , 	1 , 	2 , 	4 , 	3 , 	10 , 	4 , 	4 , 	2 , 	4 , 	12 , 	3 , 	1 , 	4 , 	2 , 	1 , 	1 , 	33 , 	10 , 	15 , 	5 , 	4 , 	4 , 	3 , 	12 , 	7 , 	23 , 	10 , 	6 , 	6 , 	4 , 	1 , 	3 , 	2 , 	1 , 	1 , 	7 , 	5 , 	1 , 	1 , 	11 , 	1 , 	1 , 	4 , 	1 , 	-   , 	-   , 	3 , 	9 , 	258 ,,,,,,,,,,,
