Exit stations,Entry stations->,,WEEKDAY,,,Sep 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	20 , 	116 , 	88 , 	78 , 	447 , 	99 , 	134 , 	171 , 	208 , 	46 , 	89 , 	80 , 	35 , 	23 , 	41 , 	18 , 	14 , 	29 , 	13 , 	19 , 	22 , 	5 , 	8 , 	26 , 	31 , 	431 , 	425 , 	452 , 	358 , 	189 , 	188 , 	42 , 	76 , 	121 , 	17 , 	5 , 	15 , 	5 , 	19 , 	16 , 	19 , 	61 , 	29 , 	5 , 	16 , 	11 , 	-   , 	-   , 	7 , 	10 ," 	4,375 ",,,,,,,,,,,,,
EN, 	120 , 	22 , 	92 , 	94 , 	900 , 	138 , 	253 , 	463 , 	563 , 	118 , 	115 , 	154 , 	57 , 	43 , 	86 , 	24 , 	35 , 	56 , 	28 , 	19 , 	32 , 	8 , 	13 , 	32 , 	39 , 	972 ," 	1,047 ", 	927 , 	769 , 	290 , 	212 , 	92 , 	134 , 	210 , 	30 , 	7 , 	26 , 	7 , 	13 , 	33 , 	40 , 	122 , 	71 , 	14 , 	41 , 	34 , 	-   , 	-   , 	7 , 	10 ," 	8,609 ",,,,,,,,,,,,,
EP, 	88 , 	80 , 	18 , 	54 , 	741 , 	81 , 	128 , 	300 , 	335 , 	87 , 	51 , 	65 , 	30 , 	18 , 	31 , 	9 , 	18 , 	39 , 	18 , 	18 , 	27 , 	10 , 	8 , 	28 , 	13 , 	621 , 	693 , 	447 , 	453 , 	140 , 	71 , 	29 , 	49 , 	71 , 	7 , 	4 , 	13 , 	4 , 	9 , 	8 , 	12 , 	72 , 	29 , 	6 , 	31 , 	15 , 	-   , 	-   , 	5 , 	5 ," 	5,090 ",,,,,,,,,,,,,
NB, 	79 , 	85 , 	50 , 	18 , 	198 , 	75 , 	89 , 	272 , 	253 , 	57 , 	64 , 	63 , 	31 , 	16 , 	33 , 	12 , 	20 , 	29 , 	24 , 	22 , 	23 , 	8 , 	11 , 	19 , 	13 , 	674 , 	743 , 	419 , 	492 , 	168 , 	98 , 	29 , 	42 , 	49 , 	8 , 	7 , 	14 , 	5 , 	7 , 	7 , 	9 , 	85 , 	42 , 	7 , 	38 , 	21 , 	-   , 	-   , 	5 , 	7 ," 	4,537 ",,,,,,,,,,,,,
BK, 	496 , 	973 , 	751 , 	215 , 	54 , 	355 , 	358 , 	577 , 	537 , 	289 , 	300 , 	213 , 	193 , 	148 , 	147 , 	90 , 	175 , 	208 , 	112 , 	176 , 	137 , 	73 , 	48 , 	43 , 	81 ," 	1,065 "," 	1,063 ", 	753 , 	802 , 	336 , 	287 , 	155 , 	140 , 	147 , 	37 , 	64 , 	121 , 	39 , 	74 , 	37 , 	48 , 	141 , 	162 , 	57 , 	67 , 	112 , 	-   , 	-   , 	28 , 	57 ," 	12,545 ",,,,,,,,,,,,,
AS, 	110 , 	128 , 	78 , 	58 , 	303 , 	19 , 	83 , 	249 , 	258 , 	71 , 	103 , 	93 , 	52 , 	37 , 	35 , 	18 , 	34 , 	37 , 	24 , 	26 , 	27 , 	8 , 	7 , 	13 , 	22 , 	754 , 	800 , 	472 , 	532 , 	232 , 	124 , 	33 , 	47 , 	53 , 	10 , 	10 , 	19 , 	9 , 	15 , 	9 , 	13 , 	58 , 	36 , 	14 , 	27 , 	25 , 	-   , 	-   , 	7 , 	12 ," 	5,206 ",,,,,,,,,,,,,
MA, 	149 , 	258 , 	119 , 	80 , 	334 , 	89 , 	35 , 	195 , 	218 , 	68 , 	172 , 	177 , 	126 , 	92 , 	92 , 	54 , 	76 , 	108 , 	157 , 	190 , 	149 , 	56 , 	52 , 	56 , 	49 ," 	1,141 "," 	1,212 ", 	822 , 	863 , 	398 , 	223 , 	81 , 	101 , 	96 , 	24 , 	23 , 	76 , 	50 , 	148 , 	32 , 	35 , 	122 , 	67 , 	29 , 	35 , 	44 , 	-   , 	-   , 	44 , 	131 ," 	8,949 ",,,,,,,,,,,,,
19, 	195 , 	478 , 	309 , 	280 , 	519 , 	255 , 	190 , 	33 , 	48 , 	44 , 	193 , 	201 , 	247 , 	237 , 	217 , 	151 , 	230 , 	329 , 	311 , 	413 , 	337 , 	177 , 	128 , 	160 , 	64 ," 	1,468 "," 	1,613 ", 	968 ," 	1,067 ", 	480 , 	341 , 	171 , 	158 , 	158 , 	75 , 	74 , 	233 , 	140 , 	185 , 	72 , 	74 , 	102 , 	132 , 	125 , 	42 , 	141 , 	-   , 	-   , 	59 , 	136 ," 	13,759 ",,,,,,,,,,,,,
12, 	233 , 	573 , 	330 , 	259 , 	449 , 	248 , 	219 , 	45 , 	39 , 	37 , 	210 , 	290 , 	355 , 	340 , 	310 , 	185 , 	256 , 	324 , 	328 , 	452 , 	305 , 	150 , 	126 , 	160 , 	99 ," 	1,363 "," 	1,363 ", 	983 , 	957 , 	352 , 	313 , 	198 , 	220 , 	235 , 	133 , 	129 , 	270 , 	141 , 	230 , 	94 , 	91 , 	151 , 	162 , 	129 , 	57 , 	139 , 	-   , 	-   , 	58 , 	181 ," 	14,270 ",,,,,,,,,,,,,
LM, 	48 , 	103 , 	84 , 	57 , 	276 , 	74 , 	71 , 	42 , 	37 , 	18 , 	165 , 	321 , 	347 , 	263 , 	173 , 	92 , 	129 , 	127 , 	40 , 	28 , 	28 , 	8 , 	10 , 	31 , 	39 , 	962 ," 	1,080 ", 	772 , 	665 , 	290 , 	164 , 	68 , 	108 , 	147 , 	9 , 	124 , 	197 , 	9 , 	25 , 	14 , 	15 , 	44 , 	19 , 	94 , 	26 , 	98 , 	-   , 	-   , 	11 , 	24 ," 	7,577 ",,,,,,,,,,,,,
