Exit stations,Entry stations->,,SATURDAY,,,Sep 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
WP, 	10 , 	14 , 	3 , 	3 , 	30 , 	8 , 	34 , 	22 , 	34 , 	5 , 	18 , 	57 , 	11 , 	11 , 	6 , 	7 , 	5 , 	8 , 	97 , 	37 , 	59 , 	18 , 	7 , 	24 , 	8 , 	122 , 	83 , 	193 , 	68 , 	31 , 	43 , 	18 , 	23 , 	22 , 	12 , 	2 , 	5 , 	14 , 	15 , 	7 , 	11 , 	62 , 	7 , 	1 , 	12 , 	7 , 	-   , 	-   , 	10 , 	14 ," 	1,316 ",,,,,,,,,,
SS, 	5 , 	12 , 	2 , 	3 , 	18 , 	4 , 	5 , 	7 , 	9 , 	3 , 	8 , 	17 , 	6 , 	6 , 	2 , 	6 , 	2 , 	2 , 	7 , 	6 , 	9 , 	2 , 	2 , 	3 , 	13 , 	85 , 	81 , 	271 , 	82 , 	56 , 	57 , 	19 , 	25 , 	26 , 	7 , 	1 , 	5 , 	2 , 	5 , 	10 , 	23 , 	46 , 	21 , 	1 , 	3 , 	1 , 	-   , 	-   , 	3 , 	6 , 	994 ,,,,,,,,,,
SB, 	7 , 	16 , 	4 , 	6 , 	24 , 	3 , 	13 , 	12 , 	14 , 	5 , 	11 , 	35 , 	8 , 	9 , 	4 , 	5 , 	3 , 	3 , 	11 , 	9 , 	5 , 	4 , 	2 , 	4 , 	27 , 	135 , 	86 , 	314 , 	123 , 	93 , 	97 , 	48 , 	92 , 	91 , 	39 , 	4 , 	4 , 	2 , 	12 , 	25 , 	13 , 	54 , 	22 , 	2 , 	5 , 	1 , 	-   , 	-   , 	2 , 	9 ," 	1,518 ",,,,,,,,,,
SO, 	32 , 	66 , 	36 , 	40 , 	74 , 	30 , 	51 , 	32 , 	55 , 	20 , 	34 , 	21 , 	19 , 	11 , 	16 , 	9 , 	10 , 	16 , 	66 , 	80 , 	82 , 	38 , 	35 , 	54 , 	143 , 	221 , 	203 , 	837 , 	286 , 	128 , 	103 , 	76 , 	92 , 	165 , 	108 , 	8 , 	58 , 	28 , 	62 , 	41 , 	42 , 	36 , 	163 , 	19 , 	15 , 	5 , 	-   , 	-   , 	9 , 	39 ," 	3,815 ",,,,,,,,,,
MB, 	10 , 	15 , 	11 , 	10 , 	95 , 	13 , 	19 , 	20 , 	25 , 	10 , 	15 , 	55 , 	6 , 	6 , 	3 , 	3 , 	1 , 	2 , 	11 , 	11 , 	12 , 	8 , 	7 , 	17 , 	32 , 	223 , 	183 , 	515 , 	316 , 	165 , 	138 , 	61 , 	75 , 	99 , 	31 , 	2 , 	12 , 	3 , 	6 , 	23 , 	20 , 	190 , 	43 , 	3 , 	3 , 	1 , 	-   , 	-   , 	2 , 	7 ," 	2,541 ",,,,,,,,,,
WD, 	4 , 	8 , 	4 , 	3 , 	52 , 	5 , 	12 , 	10 , 	12 , 	43 , 	61 , 	191 , 	38 , 	64 , 	25 , 	13 , 	14 , 	12 , 	3 , 	3 , 	2 , 	1 , 	1 , 	3 , 	5 , 	170 , 	92 , 	186 , 	84 , 	23 , 	19 , 	9 , 	10 , 	17 , 	2 , 	60 , 	27 , 	1 , 	2 , 	1 , 	3 , 	25 , 	4 , 	15 , 	25 , 	6 , 	-   , 	-   , 	0 , 	2 ," 	1,371 ",,,,,,,,,,
OA, 	9 , 	20 , 	17 , 	18 , 	45 , 	13 , 	14 , 	13 , 	19 , 	14 , 	8 , 	29 , 	6 , 	5 , 	6 , 	4 , 	10 , 	18 , 	19 , 	21 , 	17 , 	10 , 	7 , 	10 , 	4 , 	52 , 	38 , 	75 , 	36 , 	11 , 	15 , 	13 , 	6 , 	10 , 	2 , 	3 , 	39 , 	7 , 	15 , 	2 , 	2 , 	17 , 	3 , 	17 , 	3 , 	5 , 	-   , 	-   , 	2 , 	11 , 	735 ,,,,,,,,,,
WS, 	8 , 	21 , 	16 , 	15 , 	247 , 	24 , 	20 , 	37 , 	36 , 	45 , 	40 , 	212 , 	23 , 	23 , 	31 , 	19 , 	21 , 	12 , 	10 , 	6 , 	6 , 	4 , 	3 , 	15 , 	8 , 	127 , 	77 , 	149 , 	64 , 	32 , 	20 , 	7 , 	11 , 	21 , 	2 , 	4 , 	14 , 	1 , 	8 , 	1 , 	2 , 	9 , 	1 , 	6 , 	8 , 	16 , 	-   , 	-   , 	2 , 	6 ," 	1,488 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	6 , 	6 , 	1 , 	2 , 	7 , 	4 , 	14 , 	4 , 	5 , 	1 , 	5 , 	11 , 	4 , 	2 , 	3 , 	3 , 	1 , 	2 , 	42 , 	16 , 	23 , 	7 , 	6 , 	11 , 	3 , 	16 , 	12 , 	31 , 	12 , 	10 , 	9 , 	4 , 	4 , 	5 , 	2 , 	0 , 	2 , 	6 , 	12 , 	2 , 	2 , 	7 , 	2 , 	1 , 	5 , 	3 , 	-   , 	-   , 	3 , 	15 , 	355 ,,,,,,,,,,
AN, 	8 , 	10 , 	6 , 	3 , 	31 , 	10 , 	33 , 	27 , 	25 , 	2 , 	15 , 	53 , 	14 , 	8 , 	10 , 	5 , 	4 , 	7 , 	51 , 	24 , 	42 , 	10 , 	5 , 	19 , 	5 , 	107 , 	56 , 	125 , 	65 , 	24 , 	22 , 	14 , 	16 , 	19 , 	6 , 	2 , 	3 , 	12 , 	15 , 	6 , 	10 , 	48 , 	9 , 	2 , 	15 , 	5 , 	-   , 	-   , 	20 , 	15 ," 	1,042 ",,,,,,,,,,
Entries," 	1,891 "," 	3,253 "," 	2,202 "," 	2,136 "," 	7,772 "," 	2,266 "," 	3,299 "," 	3,337 "," 	3,490 "," 	2,709 "," 	3,853 "," 	6,293 "," 	2,507 "," 	2,438 "," 	1,755 "," 	1,081 "," 	1,524 "," 	2,264 "," 	1,988 "," 	1,955 "," 	2,473 "," 	1,451 "," 	1,146 "," 	2,423 "," 	5,473 "," 	10,767 "," 	7,894 "," 	19,391 "," 	9,457 "," 	6,359 "," 	6,426 "," 	3,389 "," 	5,301 "," 	4,458 "," 	1,363 "," 	1,130 "," 	3,160 ", 	606 ," 	1,365 "," 	1,047 "," 	1,475 "," 	5,114 "," 	2,686 "," 	1,312 "," 	1,046 "," 	1,347 ", 	-   , 	-   , 	368 , 	919 ," 	167,360 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
