Fast Pass Adjusted OD,,,,,,Oct 02,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,78,39,128,142,510,939,778,"1,175","3,789"
MT,40,66,79,124,733,"1,253","1,147","2,276","5,719"
PL,166,99,102,100,679,"1,062",707,"1,915","4,830"
CC,114,105,112,82,423,653,498,"1,316","3,303"
16,391,560,810,470,39,189,188,561,"3,208"
24,729,954,"1,241",736,192,49,181,605,"4,687"
GP,707,883,921,483,184,184,45,121,"3,529"
BP,"1,023","1,401","2,733","1,425",555,628,125,74,"7,965"
Entries,"3,248","4,106","6,126","3,563","3,316","4,958","3,670","8,043","37,030"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,22,9,45,36,207,253,135,224,929
MT,7,20,31,34,319,408,345,"1,051","2,215"
PL,49,25,76,61,564,844,478,"1,107","3,205"
CC,27,16,56,44,290,403,177,478,"1,492"
16,141,206,621,338,33,138,98,264,"1,840"
24,181,244,894,434,123,44,122,293,"2,336"
GP,122,172,655,192,92,99,23,61,"1,416"
BP,201,384,"1,753",495,283,277,57,32,"3,480"
Entries,750,"1,076","4,131","1,634","1,911","2,465","1,435","3,510","16,912"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,23,3,25,23,122,159,82,139,574
MT,5,19,25,22,186,219,218,641,"1,334"
PL,29,12,70,40,408,626,319,717,"2,222"
CC,19,13,43,45,239,286,128,285,"1,057"
16,119,132,451,264,34,94,64,154,"1,311"
24,127,147,652,336,83,40,64,159,"1,608"
GP,74,93,453,126,61,64,17,28,916
BP,141,206,"1,305",293,153,162,32,32,"2,323"
Entries,537,626,"3,023","1,147","1,285","1,650",923,"2,154","11,345"
