Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Oct 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
SL, 	57 , 	76 , 	10 , 	10 , 	106 , 	21 , 	44 , 	45 , 	71 , 	75 , 	149 , 	51 , 	9 , 	113 , 	92 , 	37 , 	37 , 	46 , 	15 , 	7 , 	11 , 	6 , 	4 , 	9 , 	11 , 	195 , 	133 , 	338 , 	137 , 	34 , 	65 , 	17 , 	21 , 	14 , 	16 , 	21 , 	45 , 	1 , 	16 ," 	2,163 ",,,WP line," 	6,993 ", 	933 ," 	1,168 ", 	970 ," 	3,326 ", 	799 ," 	14,189 "
BF, 	25 , 	33 , 	13 , 	10 , 	99 , 	26 , 	54 , 	50 , 	115 , 	107 , 	216 , 	125 , 	126 , 	8 , 	123 , 	76 , 	72 , 	113 , 	15 , 	8 , 	6 , 	3 , 	2 , 	9 , 	25 , 	164 , 	110 , 	250 , 	116 , 	27 , 	35 , 	17 , 	23 , 	26 , 	15 , 	53 , 	117 , 	2 , 	13 ," 	2,422 ",,,FT/ED line," 	8,918 "," 	2,384 "," 	1,738 "," 	2,858 ", 	784 ," 	6,974 "," 	23,657 "
HY, 	27 , 	36 , 	14 , 	14 , 	96 , 	30 , 	46 , 	45 , 	93 , 	38 , 	163 , 	100 , 	104 , 	128 , 	10 , 	94 , 	109 , 	155 , 	9 , 	7 , 	10 , 	2 , 	2 , 	8 , 	18 , 	124 , 	81 , 	206 , 	84 , 	27 , 	48 , 	9 , 	20 , 	17 , 	12 , 	14 , 	44 , 	3 , 	22 ," 	2,068 ",,,Entries," 	48,913 "," 	14,331 "," 	28,925 "," 	21,467 "," 	14,320 "," 	25,656 "," 	153,612 "
SH, 	53 , 	72 , 	4 , 	2 , 	67 , 	34 , 	10 , 	10 , 	43 , 	26 , 	132 , 	110 , 	24 , 	49 , 	120 , 	55 , 	35 , 	46 , 	5 , 	8 , 	5 , 	0 , 	1 , 	5 , 	13 , 	45 , 	34 , 	90 , 	26 , 	8 , 	16 , 	2 , 	11 , 	8 , 	5 , 	4 , 	13 , 	1 , 	4 ," 	1,195 ",,,,,,,,,,
UC, 	8 , 	20 , 	10 , 	8 , 	105 , 	14 , 	18 , 	28 , 	68 , 	49 , 	64 , 	38 , 	46 , 	82 , 	104 , 	51 , 	10 , 	123 , 	11 , 	6 , 	7 , 	3 , 	1 , 	5 , 	7 , 	168 , 	121 , 	269 , 	87 , 	13 , 	25 , 	9 , 	19 , 	21 , 	7 , 	8 , 	26 , 	4 , 	12 ," 	1,672 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	22 , 	55 , 	27 , 	15 , 	294 , 	30 , 	35 , 	41 , 	92 , 	53 , 	76 , 	60 , 	55 , 	112 , 	162 , 	78 , 	124 , 	38 , 	25 , 	16 , 	12 , 	4 , 	4 , 	16 , 	11 , 	400 , 	222 , 	551 , 	209 , 	22 , 	35 , 	12 , 	23 , 	29 , 	18 , 	14 , 	41 , 	4 , 	21 ," 	3,053 ",,,Dtwn SF," 	1,970 ",,,,,,
CN, 	20 , 	29 , 	10 , 	7 , 	70 , 	11 , 	45 , 	36 , 	67 , 	12 , 	38 , 	35 , 	16 , 	14 , 	12 , 	8 , 	14 , 	21 , 	14 , 	75 , 	327 , 	66 , 	35 , 	41 , 	7 , 	195 , 	108 , 	255 , 	132 , 	29 , 	66 , 	23 , 	23 , 	34 , 	37 , 	4 , 	9 , 	34 , 	221 ," 	2,195 ",,,OAK," 	13,283 ", 	556 ,,,,,
PH, 	10 , 	13 , 	11 , 	11 , 	106 , 	10 , 	26 , 	20 , 	53 , 	6 , 	19 , 	29 , 	4 , 	8 , 	7 , 	4 , 	5 , 	16 , 	90 , 	11 , 	86 , 	27 , 	14 , 	62 , 	4 , 	327 , 	176 , 	355 , 	152 , 	28 , 	26 , 	14 , 	12 , 	30 , 	22 , 	3 , 	3 , 	14 , 	45 ," 	1,854 ",,,CM line," 	33,769 "," 	2,823 "," 	5,594 ",,,,
WC, 	14 , 	14 , 	12 , 	12 , 	124 , 	11 , 	32 , 	35 , 	72 , 	8 , 	20 , 	26 , 	11 , 	5 , 	8 , 	6 , 	6 , 	14 , 	394 , 	87 , 	10 , 	58 , 	21 , 	79 , 	8 , 	391 , 	192 , 	421 , 	201 , 	22 , 	30 , 	17 , 	18 , 	26 , 	35 , 	4 , 	3 , 	35 , 	92 ," 	2,568 ",,,RM line," 	16,191 "," 	4,288 "," 	3,824 "," 	5,377 ",,,
LF, 	3 , 	5 , 	5 , 	4 , 	71 , 	3 , 	15 , 	16 , 	40 , 	5 , 	24 , 	10 , 	5 , 	5 , 	4 , 	2 , 	3 , 	3 , 	79 , 	31 , 	50 , 	7 , 	11 , 	59 , 	2 , 	260 , 	123 , 	270 , 	128 , 	14 , 	13 , 	6 , 	4 , 	10 , 	9 , 	2 , 	3 , 	8 , 	13 ," 	1,318 ",,,WP line," 	14,370 "," 	1,693 "," 	2,316 "," 	1,894 "," 	3,326 ",,
OR, 	7 , 	4 , 	5 , 	5 , 	73 , 	6 , 	11 , 	13 , 	34 , 	7 , 	17 , 	9 , 	4 , 	2 , 	4 , 	1 , 	-   , 	4 , 	34 , 	15 , 	18 , 	7 , 	5 , 	59 , 	2 , 	244 , 	121 , 	213 , 	122 , 	12 , 	13 , 	6 , 	8 , 	9 , 	10 , 	1 , 	3 , 	4 , 	9 ," 	1,114 ",,,FT/ED line," 	19,777 "," 	5,164 "," 	3,467 "," 	5,373 "," 	1,583 "," 	6,974 "," 	153,612 "
RR, 	19 , 	19 , 	17 , 	13 , 	58 , 	12 , 	23 , 	46 , 	61 , 	16 , 	26 , 	25 , 	12 , 	12 , 	10 , 	5 , 	6 , 	14 , 	48 , 	62 , 	80 , 	60 , 	71 , 	20 , 	9 , 	368 , 	287 , 	574 , 	472 , 	75 , 	75 , 	26 , 	10 , 	27 , 	19 , 	3 , 	9 , 	8 , 	26 ," 	2,722 ",,,,,,,,,,
OW, 	24 , 	22 , 	5 , 	12 , 	46 , 	33 , 	32 , 	18 , 	47 , 	14 , 	68 , 	59 , 	16 , 	22 , 	14 , 	9 , 	9 , 	6 , 	5 , 	4 , 	6 , 	0 , 	2 , 	8 , 	10 , 	372 , 	268 , 	595 , 	244 , 	71 , 	65 , 	14 , 	24 , 	12 , 	8 , 	5 , 	11 , 	2 , 	10 ," 	2,187 ",,,,,,,,,,
EM, 	131 , 	485 , 	386 , 	587 , 	897 , 	417 , 	513 , 	279 , 	403 , 	245 , 	373 , 	286 , 	253 , 	203 , 	155 , 	91 , 	226 , 	542 , 	271 , 	431 , 	530 , 	375 , 	340 , 	667 , 	535 , 	50 , 	51 , 	248 , 	227 , 	424 , 	623 , 	363 , 	378 , 	487 , 	448 , 	211 , 	961 , 	100 , 	226 ," 	14,413 ",,,,,,,,,,
MT, 	130 , 	267 , 	156 , 	202 , 	468 , 	157 , 	275 , 	183 , 	347 , 	179 , 	232 , 	170 , 	165 , 	131 , 	77 , 	60 , 	134 , 	237 , 	104 , 	180 , 	204 , 	107 , 	119 , 	277 , 	267 , 	53 , 	32 , 	92 , 	115 , 	533 , 	732 , 	592 ," 	1,532 ", 	357 , 	271 , 	74 , 	258 , 	48 , 	102 ," 	9,617 ",,,,,,,,,,
PL, 	177 , 	537 , 	287 , 	350 ," 	1,203 ", 	325 , 	526 , 	336 , 	577 , 	369 , 	541 , 	499 , 	300 , 	219 , 	189 , 	121 , 	234 , 	503 , 	223 , 	329 , 	408 , 	262 , 	222 , 	528 , 	602 , 	212 , 	83 , 	126 , 	234 ," 	1,134 "," 	1,696 ", 	976 ," 	1,700 ", 	972 , 	701 , 	154 , 	704 , 	115 , 	255 ," 	18,927 ",,,,,,,,,,
CC, 	72 , 	187 , 	132 , 	241 , 	477 , 	198 , 	287 , 	181 , 	215 , 	148 ," 	1,624 ", 	160 , 	102 , 	87 , 	55 , 	34 , 	62 , 	137 , 	90 , 	123 , 	139 , 	97 , 	84 , 	299 , 	199 , 	114 , 	61 , 	212 , 	61 , 	583 , 	823 , 	367 , 	717 , 	356 , 	316 , 	60 , 	235 , 	40 , 	84 ," 	9,459 ",,,,,,,,,,
16, 	73 , 	78 , 	32 , 	64 , 	174 , 	71 , 	111 , 	82 , 	102 , 	51 , 	114 , 	70 , 	28 , 	22 , 	26 , 	15 , 	15 , 	25 , 	36 , 	26 , 	21 , 	18 , 	12 , 	71 , 	68 , 	270 , 	373 ," 	1,213 ", 	728 , 	41 , 	238 , 	183 , 	392 , 	163 , 	154 , 	10 , 	29 , 	6 , 	43 ," 	5,244 ",,,,,,,,,,
24, 	135 , 	111 , 	32 , 	62 , 	157 , 	61 , 	108 , 	69 , 	83 , 	49 , 	184 , 	92 , 	67 , 	33 , 	40 , 	27 , 	29 , 	37 , 	66 , 	28 , 	34 , 	10 , 	13 , 	68 , 	73 , 	383 , 	466 ," 	1,775 "," 	1,021 ", 	224 , 	60 , 	214 , 	471 , 	257 , 	230 , 	8 , 	38 , 	10 , 	68 ," 	6,896 ",,,,,,,,,,
GP, 	15 , 	34 , 	16 , 	22 , 	98 , 	19 , 	28 , 	24 , 	44 , 	30 , 	30 , 	31 , 	11 , 	13 , 	9 , 	4 , 	10 , 	13 , 	21 , 	15 , 	16 , 	5 , 	8 , 	24 , 	19 , 	275 , 	334 ," 	1,255 ", 	443 , 	169 , 	188 , 	27 , 	76 , 	45 , 	58 , 	7 , 	18 , 	5 , 	21 ," 	3,483 ",,,,,,,,,,
BP, 	28 , 	53 , 	11 , 	9 , 	62 , 	18 , 	28 , 	27 , 	53 , 	32 , 	54 , 	38 , 	23 , 	27 , 	15 , 	11 , 	17 , 	25 , 	25 , 	17 , 	15 , 	4 , 	8 , 	9 , 	21 , 	335 , 	541 ," 	2,632 ", 	755 , 	400 , 	451 , 	77 , 	37 , 	71 , 	119 , 	4 , 	22 , 	8 , 	43 ," 	6,125 ",,,,,,,,,,
DC, 	28 , 	55 , 	17 , 	16 , 	148 , 	20 , 	27 , 	26 , 	66 , 	19 , 	43 , 	35 , 	24 , 	25 , 	17 , 	15 , 	15 , 	29 , 	37 , 	27 , 	23 , 	10 , 	8 , 	30 , 	20 , 	342 , 	293 ," 	1,027 ", 	450 , 	157 , 	241 , 	49 , 	78 , 	24 , 	48 , 	11 , 	40 , 	5 , 	34 ," 	3,581 ",,,,,,,,,,
CM, 	23 , 	46 , 	12 , 	17 , 	87 , 	13 , 	19 , 	25 , 	55 , 	12 , 	34 , 	36 , 	14 , 	14 , 	14 , 	4 , 	9 , 	19 , 	39 , 	28 , 	31 , 	8 , 	10 , 	25 , 	14 , 	324 , 	225 , 	802 , 	428 , 	140 , 	227 , 	68 , 	138 , 	57 , 	20 , 	9 , 	30 , 	11 , 	52 ," 	3,135 ",,,,,,,,,,
CV, 	4 , 	4 , 	3 , 	1 , 	25 , 	5 , 	7 , 	7 , 	14 , 	36 , 	40 , 	17 , 	21 , 	55 , 	16 , 	9 , 	10 , 	14 , 	3 , 	2 , 	3 , 	1 , 	1 , 	4 , 	5 , 	170 , 	74 , 	149 , 	82 , 	8 , 	11 , 	5 , 	7 , 	13 , 	5 , 	4 , 	65 , 	1 , 	4 , 	901 ,,,,,,,,,,
ED, 	13 , 	17 , 	6 , 	7 , 	152 , 	13 , 	21 , 	15 , 	42 , 	64 , 	85 , 	63 , 	62 , 	126 , 	51 , 	23 , 	29 , 	32 , 	5 , 	3 , 	4 , 	2 , 	3 , 	7 , 	11 , 	774 , 	287 , 	673 , 	269 , 	30 , 	36 , 	20 , 	18 , 	44 , 	27 , 	74 , 	28 , 	1 , 	6 ," 	3,143 ",,,,,,,,,,
NC, 	2 , 	4 , 	1 , 	1 , 	18 , 	3 , 	4 , 	8 , 	14 , 	5 , 	4 , 	7 , 	2 , 	4 , 	3 , 	2 , 	3 , 	2 , 	34 , 	9 , 	19 , 	6 , 	5 , 	9 , 	1 , 	79 , 	41 , 	111 , 	43 , 	5 , 	11 , 	3 , 	7 , 	10 , 	9 , 	0 , 	0 , 	5 , 	39 , 	529 ,,,,,,,,,,
WP, 	24 , 	23 , 	6 , 	6 , 	47 , 	17 , 	55 , 	37 , 	60 , 	10 , 	35 , 	39 , 	20 , 	13 , 	18 , 	12 , 	14 , 	25 , 	237 , 	53 , 	82 , 	14 , 	11 , 	37 , 	13 , 	179 , 	95 , 	258 , 	105 , 	37 , 	83 , 	29 , 	50 , 	35 , 	56 , 	1 , 	6 , 	37 , 	15 ," 	1,891 ",,,,,,,,,,
Entries," 	2,279 "," 	3,707 "," 	2,203 "," 	2,305 "," 	8,346 "," 	2,626 "," 	3,261 "," 	2,435 "," 	4,174 "," 	2,147 "," 	5,512 "," 	3,186 "," 	2,237 "," 	2,431 "," 	2,280 "," 	1,269 "," 	1,647 "," 	2,968 "," 	2,295 "," 	1,892 "," 	2,493 "," 	1,331 "," 	1,188 "," 	2,744 "," 	2,314 "," 	9,858 "," 	7,327 "," 	21,107 "," 	10,621 "," 	5,352 "," 	7,152 "," 	3,528 "," 	6,239 "," 	3,653 "," 	3,001 ", 	921 ," 	3,204 ", 	587 ," 	1,789 "," 	153,612 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
