Exit stations,Entry stations->,,SUNDAY,,,Feb 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	39 , 	61 , 	31 , 	129 , 	51 , 	57 , 	27 , 	43 , 	21 , 	55 , 	39 , 	14 , 	18 , 	19 , 	3 , 	6 , 	16 , 	11 , 	2 , 	4 , 	2 , 	1 , 	8 , 	17 , 	59 , 	47 , 	158 , 	76 , 	50 , 	50 , 	9 , 	29 , 	22 , 	7 , 	3 , 	11 , 	1 , 	24 , 	6 , 	12 , 	19 , 	12 ," 	1,271 ",,,Eastbay," 	24,820 ",,SF CBD," 	67,654 ",59.9%,,,
EN, 	45 , 	6 , 	49 , 	43 , 	180 , 	63 , 	77 , 	45 , 	93 , 	37 , 	65 , 	98 , 	25 , 	29 , 	24 , 	23 , 	16 , 	35 , 	15 , 	13 , 	11 , 	4 , 	3 , 	12 , 	17 , 	174 , 	89 , 	375 , 	126 , 	45 , 	53 , 	24 , 	34 , 	31 , 	19 , 	5 , 	19 , 	5 , 	34 , 	9 , 	13 , 	45 , 	22 ," 	2,143 ",,,Westbay," 	36,362 ",,non-CBD," 	41,083 ",36.4%,,,
EP, 	62 , 	48 , 	6 , 	37 , 	221 , 	58 , 	45 , 	31 , 	47 , 	20 , 	29 , 	38 , 	14 , 	10 , 	7 , 	8 , 	5 , 	19 , 	9 , 	8 , 	11 , 	3 , 	5 , 	19 , 	7 , 	87 , 	73 , 	224 , 	102 , 	34 , 	31 , 	12 , 	13 , 	15 , 	3 , 	4 , 	10 , 	3 , 	7 , 	3 , 	3 , 	39 , 	10 ," 	1,432 ",,,Transbay," 	51,761 ",,,,,,,
NB, 	31 , 	44 , 	31 , 	5 , 	72 , 	40 , 	42 , 	35 , 	51 , 	26 , 	37 , 	40 , 	16 , 	14 , 	10 , 	14 , 	7 , 	28 , 	10 , 	8 , 	9 , 	8 , 	4 , 	9 , 	8 , 	147 , 	102 , 	276 , 	178 , 	71 , 	70 , 	19 , 	11 , 	14 , 	2 , 	2 , 	7 , 	2 , 	12 , 	2 , 	4 , 	57 , 	13 ," 	1,583 ",,,,,,,,,,,
BK, 	158 , 	173 , 	213 , 	71 , 	12 , 	125 , 	144 , 	139 , 	170 , 	73 , 	98 , 	157 , 	43 , 	49 , 	42 , 	21 , 	47 , 	193 , 	24 , 	28 , 	44 , 	29 , 	18 , 	21 , 	35 , 	472 , 	234 , 	878 , 	370 , 	152 , 	125 , 	49 , 	34 , 	58 , 	9 , 	16 , 	59 , 	9 , 	15 , 	11 , 	8 , 	154 , 	77 ," 	4,853 ",,,,,,,,,,,
AS, 	44 , 	62 , 	56 , 	35 , 	99 , 	5 , 	63 , 	65 , 	72 , 	40 , 	68 , 	63 , 	20 , 	26 , 	19 , 	9 , 	10 , 	26 , 	9 , 	10 , 	20 , 	4 , 	3 , 	15 , 	28 , 	133 , 	101 , 	219 , 	175 , 	94 , 	76 , 	15 , 	17 , 	14 , 	2 , 	3 , 	12 , 	1 , 	14 , 	4 , 	3 , 	32 , 	13 ," 	1,792 ",,,,,,,,,,,
MA, 	59 , 	72 , 	46 , 	38 , 	123 , 	60 , 	8 , 	38 , 	61 , 	26 , 	74 , 	97 , 	32 , 	55 , 	36 , 	16 , 	14 , 	35 , 	29 , 	27 , 	33 , 	16 , 	15 , 	32 , 	41 , 	206 , 	152 , 	431 , 	264 , 	150 , 	119 , 	29 , 	29 , 	18 , 	6 , 	9 , 	18 , 	7 , 	63 , 	3 , 	11 , 	67 , 	16 ," 	2,674 ",,,,,,,,,,,
19, 	25 , 	41 , 	32 , 	35 , 	116 , 	70 , 	44 , 	3 , 	15 , 	13 , 	40 , 	48 , 	25 , 	30 , 	34 , 	11 , 	9 , 	27 , 	15 , 	19 , 	20 , 	6 , 	13 , 	36 , 	30 , 	113 , 	84 , 	277 , 	168 , 	93 , 	71 , 	23 , 	15 , 	16 , 	5 , 	7 , 	8 , 	4 , 	21 , 	4 , 	3 , 	40 , 	11 ," 	1,714 ",,,,,,,,,,,
12, 	41 , 	68 , 	46 , 	47 , 	143 , 	58 , 	56 , 	7 , 	9 , 	18 , 	57 , 	88 , 	61 , 	71 , 	53 , 	13 , 	35 , 	53 , 	33 , 	19 , 	36 , 	16 , 	19 , 	42 , 	35 , 	164 , 	152 , 	408 , 	190 , 	74 , 	61 , 	27 , 	32 , 	36 , 	16 , 	9 , 	18 , 	4 , 	52 , 	10 , 	8 , 	60 , 	25 ," 	2,467 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	24 , 	32 , 	21 , 	21 , 	69 , 	41 , 	32 , 	13 , 	15 , 	6 , 	87 , 	78 , 	75 , 	85 , 	33 , 	22 , 	29 , 	48 , 	6 , 	7 , 	9 , 	2 , 	6 , 	14 , 	21 , 	142 , 	143 , 	445 , 	195 , 	98 , 	86 , 	25 , 	37 , 	22 , 	5 , 	35 , 	50 , 	1 , 	8 , 	4 , 	5 , 	20 , 	7 ," 	2,116 ",,,Dtwn SF," 	1,535 "," 	4,640 "," 	10,227 "," 	4,670 "," 	4,024 "," 	5,592 "," 	3,271 "," 	33,960 "
FV, 	57 , 	62 , 	25 , 	36 , 	100 , 	70 , 	81 , 	51 , 	69 , 	79 , 	8 , 	100 , 	86 , 	173 , 	97 , 	42 , 	30 , 	55 , 	26 , 	19 , 	15 , 	11 , 	8 , 	26 , 	63 , 	172 , 	100 , 	404 , 	228 , 	94 , 	94 , 	25 , 	38 , 	36 , 	8 , 	26 , 	54 , 	4 , 	46 , 	8 , 	8 , 	37 , 	14 ," 	2,780 ",,,OAK," 	4,534 ", 	614 ," 	1,317 "," 	1,440 ", 	672 ," 	1,821 ", 	335 ," 	10,734 "
