Exit stations,Entry stations->,,SATURDAY,,,Feb 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	58 , 	75 , 	39 , 	228 , 	61 , 	81 , 	42 , 	64 , 	16 , 	68 , 	72 , 	18 , 	25 , 	24 , 	7 , 	10 , 	23 , 	13 , 	6 , 	9 , 	5 , 	3 , 	11 , 	20 , 	79 , 	69 , 	228 , 	99 , 	63 , 	88 , 	14 , 	35 , 	22 , 	9 , 	6 , 	9 , 	2 , 	32 , 	5 , 	9 , 	18 , 	13 ," 	1,780 ",,,Eastbay," 	39,333 ",,SF CBD," 	105,556 ",61.3%,,,
EN, 	66 , 	9 , 	77 , 	52 , 	379 , 	75 , 	121 , 	65 , 	141 , 	32 , 	105 , 	178 , 	35 , 	47 , 	41 , 	18 , 	23 , 	38 , 	28 , 	13 , 	20 , 	8 , 	5 , 	13 , 	29 , 	189 , 	239 , 	622 , 	199 , 	74 , 	113 , 	31 , 	63 , 	43 , 	20 , 	8 , 	18 , 	3 , 	37 , 	12 , 	17 , 	34 , 	23 ," 	3,356 ",,,Westbay," 	53,457 ",,non-CBD," 	62,490 ",36.3%,,,
EP, 	85 , 	63 , 	9 , 	45 , 	379 , 	76 , 	64 , 	65 , 	100 , 	24 , 	46 , 	74 , 	13 , 	14 , 	11 , 	7 , 	10 , 	23 , 	11 , 	8 , 	14 , 	5 , 	5 , 	24 , 	8 , 	137 , 	157 , 	367 , 	156 , 	43 , 	42 , 	13 , 	17 , 	15 , 	5 , 	4 , 	11 , 	1 , 	8 , 	3 , 	6 , 	34 , 	13 ," 	2,210 ",,,Transbay," 	79,492 ",,,,,,,
NB, 	49 , 	52 , 	45 , 	9 , 	124 , 	44 , 	50 , 	67 , 	89 , 	26 , 	49 , 	63 , 	19 , 	19 , 	15 , 	7 , 	6 , 	21 , 	15 , 	12 , 	14 , 	7 , 	4 , 	14 , 	10 , 	185 , 	245 , 	435 , 	221 , 	101 , 	84 , 	26 , 	23 , 	19 , 	4 , 	7 , 	9 , 	4 , 	12 , 	2 , 	4 , 	42 , 	13 ," 	2,261 ",,,,,,,,,,,
BK, 	239 , 	380 , 	391 , 	141 , 	21 , 	202 , 	268 , 	229 , 	280 , 	108 , 	158 , 	181 , 	99 , 	98 , 	75 , 	43 , 	68 , 	209 , 	48 , 	56 , 	89 , 	49 , 	42 , 	43 , 	72 , 	472 , 	402 ," 	1,261 ", 	526 , 	220 , 	213 , 	69 , 	52 , 	88 , 	16 , 	23 , 	97 , 	17 , 	43 , 	12 , 	16 , 	108 , 	84 ," 	7,304 ",,,,,,,,,,,
AS, 	60 , 	81 , 	64 , 	39 , 	173 , 	5 , 	68 , 	102 , 	107 , 	33 , 	102 , 	81 , 	20 , 	33 , 	29 , 	12 , 	11 , 	28 , 	9 , 	9 , 	13 , 	8 , 	5 , 	18 , 	34 , 	137 , 	183 , 	333 , 	235 , 	133 , 	102 , 	22 , 	22 , 	18 , 	3 , 	6 , 	13 , 	3 , 	20 , 	4 , 	3 , 	29 , 	9 ," 	2,414 ",,,,,,,,,,,
MA, 	86 , 	116 , 	60 , 	51 , 	226 , 	89 , 	13 , 	70 , 	91 , 	28 , 	111 , 	160 , 	46 , 	64 , 	43 , 	24 , 	20 , 	41 , 	51 , 	27 , 	37 , 	21 , 	14 , 	41 , 	57 , 	281 , 	299 , 	684 , 	372 , 	217 , 	162 , 	42 , 	36 , 	39 , 	7 , 	9 , 	27 , 	8 , 	85 , 	6 , 	12 , 	52 , 	19 ," 	3,938 ",,,,,,,,,,,
19, 	41 , 	63 , 	65 , 	63 , 	224 , 	105 , 	82 , 	9 , 	26 , 	12 , 	72 , 	93 , 	38 , 	50 , 	51 , 	21 , 	20 , 	33 , 	34 , 	30 , 	39 , 	19 , 	19 , 	66 , 	39 , 	181 , 	169 , 	433 , 	289 , 	157 , 	153 , 	46 , 	30 , 	43 , 	8 , 	9 , 	21 , 	7 , 	34 , 	7 , 	12 , 	21 , 	26 ," 	2,954 ",,,,,,,,,,,
12, 	67 , 	134 , 	93 , 	88 , 	242 , 	108 , 	80 , 	22 , 	7 , 	15 , 	103 , 	171 , 	92 , 	118 , 	73 , 	28 , 	54 , 	77 , 	67 , 	44 , 	67 , 	24 , 	35 , 	58 , 	63 , 	258 , 	255 , 	621 , 	265 , 	114 , 	97 , 	46 , 	58 , 	43 , 	21 , 	13 , 	33 , 	11 , 	74 , 	17 , 	13 , 	55 , 	34 ," 	3,956 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	11 , 	29 , 	18 , 	21 , 	102 , 	33 , 	36 , 	13 , 	15 , 	5 , 	68 , 	152 , 	102 , 	128 , 	49 , 	22 , 	40 , 	58 , 	5 , 	5 , 	13 , 	3 , 	7 , 	18 , 	27 , 	194 , 	244 , 	536 , 	203 , 	97 , 	80 , 	29 , 	27 , 	42 , 	3 , 	52 , 	63 , 	2 , 	8 , 	2 , 	5 , 	13 , 	9 ," 	2,587 ",,,Dtwn SF," 	2,451 "," 	7,498 "," 	16,375 "," 	7,506 "," 	7,055 "," 	9,423 "," 	4,844 "," 	55,152 "
FV, 	67 , 	92 , 	51 , 	58 , 	155 , 	97 , 	111 , 	83 , 	111 , 	57 , 	10 , 	236 , 	143 , 	240 , 	154 , 	61 , 	45 , 	80 , 	41 , 	15 , 	30 , 	15 , 	13 , 	39 , 	87 , 	225 , 	258 , 	645 , 	320 , 	140 , 	144 , 	28 , 	53 , 	38 , 	8 , 	40 , 	80 , 	5 , 	59 , 	8 , 	12 , 	25 , 	16 ," 	4,193 ",,,OAK," 	7,108 ", 	904 ," 	1,906 "," 	2,296 "," 	1,031 "," 	2,730 ", 	343 ," 	16,316 "
CL, 	67 , 	162 , 	79 , 	71 , 	222 , 	89 , 	181 , 	103 , 	174 , 	137 , 	247 , 	9 , 	266 , 	242 , 	193 , 	124 , 	153 , 	298 , 	106 , 	103 , 	84 , 	68 , 	44 , 	86 , 	87 , 	279 , 	197 , 	490 , 	283 , 	108 , 	106 , 	87 , 	55 , 	119 , 	17 , 	128 , 	442 , 	49 , 	134 , 	30 , 	25 , 	26 , 	49 ," 	6,013 ",,,CM line," 	16,150 "," 	2,008 "," 	5,580 "," 	1,967 "," 	1,101 "," 	1,951 "," 	1,729 "," 	30,487 "
SL, 	26 , 	35 , 	15 , 	18 , 	98 , 	26 , 	49 , 	46 , 	100 , 	107 , 	142 , 	261 , 	6 , 	96 , 	74 , 	48 , 	34 , 	50 , 	15 , 	6 , 	9 , 	2 , 	5 , 	12 , 	22 , 	137 , 	160 , 	408 , 	129 , 	47 , 	55 , 	19 , 	27 , 	25 , 	5 , 	21 , 	36 , 	3 , 	19 , 	7 , 	4 , 	12 , 	11 ," 	2,418 ",,,RM line," 	7,173 "," 	2,411 "," 	1,923 "," 	3,895 ", 	832 ," 	2,580 ", 	509 ," 	19,324 "
BF, 	22 , 	42 , 	15 , 	23 , 	105 , 	36 , 	70 , 	61 , 	128 , 	111 , 	228 , 	252 , 	88 , 	9 , 	122 , 	91 , 	81 , 	139 , 	18 , 	7 , 	9 , 	4 , 	4 , 	10 , 	39 , 	142 , 	137 , 	366 , 	112 , 	42 , 	43 , 	17 , 	24 , 	32 , 	6 , 	53 , 	131 , 	4 , 	25 , 	6 , 	6 , 	12 , 	12 ," 	2,878 ",,,WP line," 	6,746 "," 	1,083 "," 	1,143 ", 	874 ," 	2,678 "," 	1,346 ", 	565 ," 	14,433 "
HY, 	17 , 	38 , 	14 , 	11 , 	81 , 	34 , 	53 , 	57 , 	68 , 	51 , 	149 , 	195 , 	82 , 	146 , 	8 , 	78 , 	85 , 	164 , 	13 , 	8 , 	11 , 	5 , 	4 , 	13 , 	18 , 	98 , 	79 , 	233 , 	76 , 	32 , 	36 , 	10 , 	21 , 	23 , 	4 , 	16 , 	54 , 	5 , 	31 , 	3 , 	7 , 	7 , 	8 ," 	2,140 ",,,FT/ED line," 	9,227 "," 	2,871 "," 	1,999 "," 	2,766 "," 	1,403 "," 	9,636 ", 	516 ," 	28,417 "
SH, 	6 , 	18 , 	6 , 	8 , 	46 , 	10 , 	22 , 	24 , 	31 , 	20 , 	62 , 	122 , 	40 , 	82 , 	73 , 	5 , 	41 , 	79 , 	7 , 	3 , 	5 , 	1 , 	2 , 	7 , 	6 , 	49 , 	54 , 	148 , 	52 , 	21 , 	31 , 	5 , 	14 , 	18 , 	7 , 	11 , 	25 , 	1 , 	12 , 	8 , 	5 , 	3 , 	4 ," 	1,189 ",,,SFIA," 	4,001 ", 	345 ," 	1,752 ", 	519 , 	522 , 	442 , 	575 ," 	8,155 "
UC, 	7 , 	22 , 	7 , 	17 , 	83 , 	13 , 	25 , 	23 , 	55 , 	38 , 	52 , 	146 , 	34 , 	83 , 	93 , 	40 , 	6 , 	97 , 	8 , 	10 , 	7 , 	3 , 	3 , 	8 , 	8 , 	94 , 	100 , 	241 , 	86 , 	17 , 	19 , 	9 , 	14 , 	26 , 	9 , 	12 , 	32 , 	2 , 	11 , 	6 , 	4 , 	14 , 	4 ," 	1,582 ",,,Entries," 	52,855 "," 	17,120 "," 	30,677 "," 	19,823 "," 	14,620 "," 	28,107 "," 	9,081 "," 	172,282 "
FM, 	19 , 	39 , 	25 , 	25 , 	295 , 	37 , 	47 , 	40 , 	91 , 	58 , 	83 , 	292 , 	43 , 	132 , 	165 , 	81 , 	96 , 	17 , 	23 , 	19 , 	17 , 	6 , 	5 , 	16 , 	13 , 	205 , 	222 , 	542 , 	155 , 	37 , 	30 , 	13 , 	24 , 	37 , 	9 , 	25 , 	62 , 	4 , 	26 , 	6 , 	7 , 	38 , 	6 ," 	3,127 ",,,,,,,,,,,
CN, 	18 , 	22 , 	11 , 	14 , 	48 , 	14 , 	56 , 	36 , 	57 , 	8 , 	40 , 	101 , 	16 , 	16 , 	13 , 	8 , 	7 , 	21 , 	8 , 	57 , 	183 , 	55 , 	25 , 	39 , 	7 , 	145 , 	127 , 	299 , 	126 , 	28 , 	38 , 	20 , 	19 , 	31 , 	8 , 	3 , 	7 , 	15 , 	193 , 	13 , 	10 , 	42 , 	14 ," 	2,014 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	8 , 	11 , 	6 , 	9 , 	56 , 	15 , 	28 , 	27 , 	45 , 	6 , 	13 , 	100 , 	6 , 	6 , 	9 , 	3 , 	8 , 	17 , 	56 , 	9 , 	75 , 	17 , 	11 , 	45 , 	4 , 	182 , 	173 , 	363 , 	148 , 	25 , 	28 , 	15 , 	15 , 	24 , 	5 , 	3 , 	7 , 	9 , 	49 , 	5 , 	6 , 	54 , 	12 ," 	1,706 ",,,Dtwn SF," 	2,451 ",,,,,,,
