Exit stations,Entry stations->,,SUNDAY,,,Feb 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	14 , 	27 , 	33 , 	18 , 	90 , 	15 , 	35 , 	25 , 	22 , 	13 , 	26 , 	14 , 	6 , 	5 , 	5 , 	4 , 	4 , 	3 , 	7 , 	5 , 	6 , 	1 , 	1 , 	7 , 	9 , 	54 , 	28 , 	110 , 	48 , 	39 , 	43 , 	11 , 	9 , 	10 , 	5 , 	2 , 	3 , 	1 , 	3 , 	3 , 	8 , 	25 , 	7 , 	1 , 	8 , 	4 , 	5 , 	7 , 	3 , 	3 , 	828 ,,,,,,,,,,,
EN, 	32 , 	11 , 	16 , 	16 , 	115 , 	23 , 	34 , 	39 , 	42 , 	13 , 	29 , 	18 , 	11 , 	11 , 	11 , 	4 , 	7 , 	8 , 	5 , 	3 , 	6 , 	3 , 	1 , 	7 , 	7 , 	73 , 	65 , 	189 , 	77 , 	38 , 	38 , 	12 , 	12 , 	13 , 	6 , 	1 , 	5 , 	2 , 	3 , 	5 , 	8 , 	34 , 	9 , 	3 , 	13 , 	5 , 	9 , 	14 , 	1 , 	5 ," 	1,105 ",,,,,,,,,,,
EP, 	31 , 	15 , 	8 , 	14 , 	106 , 	21 , 	29 , 	31 , 	30 , 	10 , 	11 , 	7 , 	9 , 	3 , 	4 , 	4 , 	2 , 	5 , 	4 , 	3 , 	8 , 	3 , 	2 , 	6 , 	2 , 	45 , 	40 , 	79 , 	46 , 	21 , 	17 , 	8 , 	3 , 	5 , 	2 , 	1 , 	4 , 	0 , 	1 , 	2 , 	2 , 	26 , 	4 , 	1 , 	12 , 	1 , 	2 , 	6 , 	-   , 	1 , 	694 ,,,,,,,,,,,
NB, 	14 , 	16 , 	16 , 	9 , 	26 , 	14 , 	22 , 	32 , 	17 , 	8 , 	19 , 	2 , 	5 , 	3 , 	2 , 	3 , 	2 , 	3 , 	3 , 	2 , 	5 , 	1 , 	2 , 	3 , 	4 , 	72 , 	45 , 	84 , 	66 , 	42 , 	29 , 	11 , 	6 , 	5 , 	1 , 	1 , 	5 , 	1 , 	1 , 	2 , 	1 , 	34 , 	7 , 	1 , 	11 , 	2 , 	5 , 	9 , 	1 , 	-   , 	668 ,,,,,,,,,,,
BK, 	103 , 	123 , 	110 , 	30 , 	38 , 	49 , 	71 , 	78 , 	103 , 	31 , 	44 , 	18 , 	25 , 	20 , 	18 , 	9 , 	17 , 	24 , 	10 , 	9 , 	14 , 	11 , 	6 , 	9 , 	20 , 	179 , 	147 , 	251 , 	160 , 	86 , 	70 , 	44 , 	17 , 	35 , 	7 , 	5 , 	18 , 	2 , 	5 , 	5 , 	9 , 	67 , 	36 , 	7 , 	28 , 	12 , 	41 , 	66 , 	2 , 	3 ," 	2,287 ",,,,,,,,,,,
AS, 	13 , 	26 , 	22 , 	15 , 	39 , 	8 , 	17 , 	39 , 	25 , 	14 , 	21 , 	10 , 	8 , 	6 , 	7 , 	2 , 	6 , 	5 , 	2 , 	2 , 	5 , 	1 , 	1 , 	5 , 	7 , 	56 , 	49 , 	89 , 	62 , 	45 , 	36 , 	10 , 	7 , 	7 , 	2 , 	1 , 	2 , 	-   , 	1 , 	2 , 	3 , 	22 , 	6 , 	1 , 	10 , 	4 , 	5 , 	9 , 	0 , 	1 , 	732 ,,,,,,,,,,,
MA, 	36 , 	33 , 	25 , 	21 , 	64 , 	18 , 	21 , 	52 , 	42 , 	18 , 	35 , 	20 , 	17 , 	13 , 	13 , 	4 , 	6 , 	8 , 	12 , 	13 , 	17 , 	5 , 	6 , 	20 , 	15 , 	106 , 	84 , 	156 , 	114 , 	86 , 	62 , 	16 , 	14 , 	12 , 	2 , 	1 , 	6 , 	3 , 	10 , 	3 , 	4 , 	48 , 	9 , 	4 , 	14 , 	4 , 	9 , 	15 , 	3 , 	13 ," 	1,327 ",,,,,,,,,,,
19, 	27 , 	25 , 	29 , 	30 , 	76 , 	37 , 	47 , 	19 , 	7 , 	6 , 	28 , 	14 , 	26 , 	21 , 	18 , 	11 , 	13 , 	9 , 	13 , 	11 , 	23 , 	7 , 	8 , 	38 , 	24 , 	130 , 	101 , 	195 , 	124 , 	85 , 	76 , 	20 , 	15 , 	20 , 	4 , 	2 , 	8 , 	3 , 	7 , 	5 , 	8 , 	50 , 	11 , 	1 , 	16 , 	6 , 	8 , 	16 , 	4 , 	5 ," 	1,478 ",,,,,,,,,,,
12, 	20 , 	41 , 	30 , 	22 , 	117 , 	31 , 	40 , 	13 , 	20 , 	7 , 	20 , 	14 , 	26 , 	25 , 	21 , 	11 , 	9 , 	12 , 	12 , 	17 , 	17 , 	5 , 	5 , 	27 , 	19 , 	115 , 	87 , 	214 , 	122 , 	75 , 	48 , 	24 , 	16 , 	12 , 	9 , 	2 , 	4 , 	2 , 	8 , 	6 , 	14 , 	53 , 	13 , 	2 , 	10 , 	4 , 	14 , 	9 , 	4 , 	10 ," 	1,449 ",,,,,,,,,,,
LM, 	13 , 	9 , 	10 , 	8 , 	29 , 	14 , 	11 , 	7 , 	6 , 	16 , 	41 , 	31 , 	55 , 	56 , 	23 , 	14 , 	18 , 	19 , 	4 , 	3 , 	4 , 	1 , 	1 , 	4 , 	9 , 	90 , 	64 , 	172 , 	100 , 	69 , 	54 , 	20 , 	13 , 	16 , 	1 , 	17 , 	33 , 	-   , 	2 , 	3 , 	4 , 	7 , 	2 , 	14 , 	15 , 	12 , 	10 , 	22 , 	1 , 	1 ," 	1,141 ",,,,,,,,,,,
FV, 	24 , 	29 , 	11 , 	15 , 	41 , 	24 , 	32 , 	33 , 	24 , 	45 , 	15 , 	47 , 	50 , 	70 , 	48 , 	21 , 	13 , 	21 , 	6 , 	4 , 	7 , 	3 , 	3 , 	9 , 	32 , 	82 , 	59 , 	188 , 	127 , 	54 , 	46 , 	9 , 	11 , 	20 , 	1 , 	10 , 	24 , 	2 , 	5 , 	3 , 	3 , 	19 , 	4 , 	19 , 	9 , 	14 , 	14 , 	19 , 	1 , 	3 ," 	1,366 ",,,,,,,,,,,
CL, 	11 , 	15 , 	7 , 	5 , 	15 , 	8 , 	19 , 	22 , 	18 , 	21 , 	44 , 	4 , 	30 , 	37 , 	30 , 	20 , 	10 , 	12 , 	7 , 	5 , 	4 , 	1 , 	3 , 	5 , 	13 , 	29 , 	29 , 	80 , 	49 , 	19 , 	28 , 	9 , 	9 , 	9 , 	2 , 	7 , 	15 , 	0 , 	7 , 	2 , 	2 , 	6 , 	2 , 	10 , 	23 , 	9 , 	4 , 	13 , 	1 , 	5 , 	730 ,,,,,,,,,,,
SL, 	9 , 	11 , 	8 , 	7 , 	27 , 	10 , 	16 , 	32 , 	26 , 	54 , 	42 , 	36 , 	8 , 	31 , 	36 , 	18 , 	14 , 	15 , 	2 , 	4 , 	3 , 	1 , 	1 , 	5 , 	9 , 	62 , 	52 , 	137 , 	62 , 	25 , 	26 , 	6 , 	8 , 	12 , 	1 , 	11 , 	20 , 	2 , 	2 , 	1 , 	3 , 	10 , 	2 , 	13 , 	3 , 	9 , 	10 , 	12 , 	2 , 	4 , 	914 ,,,,,,,,,,,
BF, 	8 , 	10 , 	3 , 	4 , 	20 , 	5 , 	15 , 	31 , 	21 , 	47 , 	67 , 	37 , 	31 , 	11 , 	33 , 	18 , 	18 , 	16 , 	9 , 	1 , 	3 , 	0 , 	0 , 	4 , 	6 , 	64 , 	62 , 	155 , 	58 , 	26 , 	13 , 	6 , 	10 , 	8 , 	1 , 	14 , 	32 , 	1 , 	4 , 	2 , 	2 , 	10 , 	1 , 	19 , 	4 , 	15 , 	10 , 	15 , 	1 , 	4 , 	949 ,,,,,,,,,,,
HY, 	7 , 	9 , 	4 , 	4 , 	18 , 	6 , 	13 , 	22 , 	24 , 	20 , 	47 , 	27 , 	33 , 	27 , 	12 , 	17 , 	28 , 	29 , 	2 , 	3 , 	2 , 	1 , 	-   , 	3 , 	7 , 	31 , 	19 , 	56 , 	28 , 	8 , 	9 , 	4 , 	6 , 	4 , 	1 , 	6 , 	10 , 	1 , 	5 , 	1 , 	1 , 	5 , 	1 , 	9 , 	5 , 	19 , 	22 , 	19 , 	0 , 	2 , 	632 ,,,,,,,,,,,
SH, 	3 , 	4 , 	3 , 	5 , 	6 , 	2 , 	4 , 	11 , 	12 , 	14 , 	22 , 	17 , 	19 , 	13 , 	21 , 	13 , 	10 , 	23 , 	2 , 	2 , 	4 , 	-   , 	1 , 	1 , 	2 , 	14 , 	17 , 	41 , 	19 , 	7 , 	10 , 	2 , 	2 , 	4 , 	2 , 	3 , 	6 , 	-   , 	3 , 	1 , 	1 , 	4 , 	1 , 	6 , 	6 , 	12 , 	12 , 	19 , 	1 , 	2 , 	404 ,,,,,,,,,,,
