Exit stations,Entry stations->,,SATURDAY,,,Feb 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	14 , 	40 , 	41 , 	22 , 	163 , 	25 , 	39 , 	31 , 	36 , 	10 , 	27 , 	28 , 	6 , 	7 , 	6 , 	3 , 	4 , 	4 , 	8 , 	9 , 	6 , 	2 , 	3 , 	9 , 	12 , 	68 , 	47 , 	157 , 	65 , 	53 , 	58 , 	16 , 	15 , 	16 , 	8 , 	2 , 	3 , 	1 , 	5 , 	7 , 	6 , 	21 , 	13 , 	1 , 	5 , 	8 , 	7 , 	6 , 	4 , 	3 ," 	1,147 ",,,,,,,,,,
EN, 	46 , 	15 , 	27 , 	21 , 	167 , 	32 , 	47 , 	48 , 	71 , 	11 , 	42 , 	42 , 	15 , 	15 , 	12 , 	6 , 	11 , 	7 , 	6 , 	7 , 	5 , 	2 , 	3 , 	9 , 	12 , 	130 , 	123 , 	309 , 	116 , 	55 , 	60 , 	16 , 	23 , 	21 , 	7 , 	2 , 	6 , 	1 , 	8 , 	4 , 	12 , 	42 , 	8 , 	2 , 	13 , 	13 , 	10 , 	13 , 	3 , 	3 ," 	1,678 ",,,,,,,,,,
EP, 	44 , 	23 , 	9 , 	18 , 	148 , 	23 , 	41 , 	31 , 	41 , 	13 , 	14 , 	14 , 	8 , 	6 , 	8 , 	3 , 	4 , 	4 , 	5 , 	4 , 	6 , 	4 , 	2 , 	9 , 	4 , 	91 , 	78 , 	138 , 	75 , 	35 , 	24 , 	7 , 	8 , 	7 , 	2 , 	3 , 	4 , 	1 , 	1 , 	1 , 	4 , 	23 , 	4 , 	2 , 	10 , 	3 , 	7 , 	5 , 	2 , 	2 ," 	1,015 ",,,,,,,,,,
NB, 	32 , 	23 , 	19 , 	13 , 	43 , 	18 , 	27 , 	33 , 	24 , 	11 , 	22 , 	17 , 	9 , 	3 , 	5 , 	4 , 	4 , 	6 , 	4 , 	4 , 	6 , 	2 , 	1 , 	5 , 	5 , 	92 , 	95 , 	146 , 	89 , 	47 , 	33 , 	12 , 	5 , 	8 , 	2 , 	3 , 	4 , 	1 , 	3 , 	2 , 	3 , 	33 , 	8 , 	1 , 	11 , 	3 , 	4 , 	8 , 	-   , 	1 , 	950 ,,,,,,,,,,
BK, 	157 , 	175 , 	156 , 	50 , 	62 , 	71 , 	95 , 	113 , 	152 , 	37 , 	64 , 	35 , 	38 , 	24 , 	30 , 	17 , 	28 , 	36 , 	15 , 	13 , 	24 , 	13 , 	12 , 	8 , 	23 , 	271 , 	252 , 	402 , 	194 , 	133 , 	95 , 	43 , 	27 , 	34 , 	5 , 	6 , 	15 , 	1 , 	7 , 	10 , 	9 , 	50 , 	41 , 	8 , 	22 , 	17 , 	36 , 	59 , 	1 , 	6 ," 	3,190 ",,,,,,,,,,
AS, 	25 , 	28 , 	19 , 	15 , 	65 , 	16 , 	22 , 	41 , 	36 , 	12 , 	32 , 	15 , 	7 , 	5 , 	11 , 	2 , 	6 , 	3 , 	4 , 	4 , 	4 , 	5 , 	1 , 	2 , 	8 , 	86 , 	80 , 	132 , 	86 , 	62 , 	43 , 	11 , 	7 , 	10 , 	2 , 	1 , 	5 , 	-   , 	3 , 	1 , 	6 , 	17 , 	8 , 	2 , 	7 , 	6 , 	5 , 	9 , 	1 , 	2 , 	974 ,,,,,,,,,,
MA, 	44 , 	50 , 	37 , 	31 , 	87 , 	34 , 	17 , 	46 , 	51 , 	14 , 	53 , 	39 , 	22 , 	15 , 	23 , 	6 , 	10 , 	13 , 	22 , 	15 , 	23 , 	8 , 	11 , 	23 , 	17 , 	150 , 	149 , 	271 , 	157 , 	128 , 	86 , 	22 , 	17 , 	15 , 	5 , 	2 , 	7 , 	3 , 	9 , 	2 , 	6 , 	44 , 	11 , 	2 , 	9 , 	8 , 	10 , 	16 , 	6 , 	15 ," 	1,857 ",,,,,,,,,,
19, 	38 , 	48 , 	39 , 	41 , 	119 , 	47 , 	43 , 	33 , 	15 , 	8 , 	34 , 	28 , 	34 , 	23 , 	30 , 	10 , 	12 , 	19 , 	18 , 	21 , 	25 , 	9 , 	12 , 	58 , 	24 , 	176 , 	156 , 	281 , 	176 , 	140 , 	94 , 	34 , 	18 , 	19 , 	7 , 	7 , 	11 , 	4 , 	11 , 	8 , 	7 , 	38 , 	14 , 	3 , 	7 , 	13 , 	11 , 	24 , 	3 , 	11 ," 	2,057 ",,,,,,,,,,
12, 	31 , 	70 , 	40 , 	30 , 	143 , 	39 , 	50 , 	16 , 	27 , 	4 , 	31 , 	37 , 	35 , 	26 , 	25 , 	12 , 	8 , 	13 , 	20 , 	20 , 	27 , 	8 , 	8 , 	34 , 	23 , 	180 , 	137 , 	308 , 	151 , 	97 , 	76 , 	25 , 	30 , 	20 , 	11 , 	3 , 	8 , 	6 , 	13 , 	11 , 	17 , 	43 , 	16 , 	1 , 	9 , 	7 , 	11 , 	14 , 	5 , 	10 ," 	1,983 ",,,,,,,,,,
LM, 	11 , 	12 , 	11 , 	10 , 	36 , 	9 , 	12 , 	9 , 	6 , 	13 , 	41 , 	41 , 	68 , 	60 , 	33 , 	14 , 	20 , 	19 , 	3 , 	3 , 	4 , 	1 , 	1 , 	5 , 	13 , 	131 , 	122 , 	234 , 	130 , 	92 , 	63 , 	20 , 	14 , 	13 , 	1 , 	21 , 	38 , 	2 , 	2 , 	2 , 	3 , 	7 , 	2 , 	20 , 	7 , 	17 , 	15 , 	26 , 	1 , 	0 ," 	1,434 ",,,,,,,,,,
FV, 	25 , 	39 , 	14 , 	18 , 	59 , 	28 , 	41 , 	36 , 	30 , 	29 , 	21 , 	77 , 	59 , 	82 , 	67 , 	26 , 	18 , 	29 , 	7 , 	5 , 	8 , 	3 , 	4 , 	15 , 	45 , 	124 , 	119 , 	288 , 	178 , 	79 , 	89 , 	20 , 	19 , 	23 , 	3 , 	13 , 	42 , 	2 , 	3 , 	4 , 	4 , 	15 , 	4 , 	23 , 	5 , 	29 , 	17 , 	25 , 	3 , 	5 ," 	1,913 ",,,,,,,,,,
CL, 	32 , 	39 , 	16 , 	16 , 	28 , 	22 , 	34 , 	36 , 	38 , 	33 , 	62 , 	10 , 	74 , 	56 , 	53 , 	39 , 	25 , 	28 , 	14 , 	21 , 	7 , 	7 , 	5 , 	23 , 	22 , 	60 , 	46 , 	139 , 	83 , 	38 , 	46 , 	14 , 	18 , 	29 , 	4 , 	25 , 	174 , 	4 , 	16 , 	5 , 	9 , 	8 , 	5 , 	49 , 	17 , 	31 , 	14 , 	34 , 	2 , 	15 ," 	1,619 ",,,,,,,,,,
SL, 	7 , 	17 , 	6 , 	14 , 	41 , 	11 , 	21 , 	38 , 	36 , 	63 , 	71 , 	73 , 	9 , 	48 , 	54 , 	26 , 	21 , 	19 , 	4 , 	3 , 	6 , 	2 , 	1 , 	6 , 	14 , 	95 , 	101 , 	210 , 	81 , 	45 , 	35 , 	7 , 	11 , 	11 , 	4 , 	13 , 	26 , 	1 , 	3 , 	2 , 	5 , 	10 , 	2 , 	16 , 	3 , 	20 , 	15 , 	19 , 	1 , 	4 ," 	1,346 ",,,,,,,,,,
BF, 	8 , 	10 , 	5 , 	2 , 	24 , 	6 , 	19 , 	30 , 	39 , 	55 , 	80 , 	58 , 	48 , 	12 , 	49 , 	23 , 	19 , 	27 , 	10 , 	4 , 	6 , 	-   , 	0 , 	3 , 	15 , 	76 , 	80 , 	232 , 	73 , 	31 , 	30 , 	8 , 	14 , 	8 , 	4 , 	18 , 	40 , 	1 , 	5 , 	3 , 	5 , 	10 , 	2 , 	28 , 	4 , 	20 , 	15 , 	16 , 	1 , 	4 ," 	1,273 ",,,,,,,,,,
HY, 	8 , 	14 , 	6 , 	6 , 	26 , 	9 , 	21 , 	31 , 	28 , 	30 , 	69 , 	47 , 	58 , 	40 , 	12 , 	32 , 	42 , 	43 , 	3 , 	3 , 	5 , 	3 , 	1 , 	6 , 	13 , 	51 , 	34 , 	95 , 	34 , 	19 , 	19 , 	6 , 	9 , 	5 , 	3 , 	5 , 	19 , 	1 , 	4 , 	1 , 	3 , 	2 , 	3 , 	11 , 	3 , 	29 , 	28 , 	27 , 	1 , 	6 , 	968 ,,,,,,,,,,
SH, 	4 , 	5 , 	4 , 	5 , 	20 , 	4 , 	6 , 	10 , 	13 , 	12 , 	29 , 	37 , 	23 , 	20 , 	28 , 	9 , 	14 , 	25 , 	1 , 	1 , 	3 , 	1 , 	1 , 	2 , 	4 , 	33 , 	29 , 	66 , 	32 , 	12 , 	14 , 	3 , 	6 , 	7 , 	2 , 	5 , 	8 , 	2 , 	4 , 	1 , 	2 , 	4 , 	0 , 	8 , 	4 , 	30 , 	10 , 	14 , 	1 , 	1 , 	571 ,,,,,,,,,,
