Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Apr 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	131 , 	126 , 	89 , 	412 , 	111 , 	151 , 	129 , 	202 , 	41 , 	108 , 	88 , 	40 , 	35 , 	42 , 	22 , 	18 , 	37 , 	26 , 	19 , 	21 , 	12 , 	6 , 	19 , 	20 , 	205 , 	214 , 	273 , 	222 , 	112 , 	140 , 	26 , 	47 , 	56 , 	12 , 	7 , 	23 , 	4 , 	32 , 	13 , 	7 , 	23 , 	13 ," 	3,339 ",,,Eastbay," 	78,800 ",,SF CBD," 	201,466 ",65.4%,,,
EN, 	168 , 	12 , 	101 , 	81 , 	852 , 	163 , 	218 , 	417 , 	632 , 	103 , 	138 , 	192 , 	60 , 	49 , 	68 , 	26 , 	41 , 	67 , 	44 , 	29 , 	36 , 	8 , 	11 , 	27 , 	38 , 	861 , 	946 , 	714 , 	637 , 	140 , 	183 , 	46 , 	80 , 	151 , 	24 , 	7 , 	38 , 	6 , 	35 , 	26 , 	14 , 	50 , 	29 ," 	7,567 ",,,Westbay," 	90,040 ",,non-CBD," 	112,803 ",36.6%,,,
EP, 	137 , 	83 , 	5 , 	55 , 	622 , 	78 , 	101 , 	195 , 	274 , 	78 , 	48 , 	85 , 	29 , 	16 , 	28 , 	10 , 	14 , 	36 , 	25 , 	27 , 	21 , 	10 , 	12 , 	20 , 	14 , 	422 , 	486 , 	294 , 	292 , 	54 , 	44 , 	13 , 	31 , 	58 , 	3 , 	5 , 	14 , 	5 , 	11 , 	8 , 	4 , 	33 , 	14 ," 	3,816 ",,,Transbay," 	150,809 ",,,,,,,
NB, 	86 , 	74 , 	57 , 	6 , 	183 , 	65 , 	73 , 	158 , 	236 , 	66 , 	62 , 	95 , 	25 , 	18 , 	28 , 	10 , 	8 , 	26 , 	18 , 	14 , 	20 , 	8 , 	9 , 	16 , 	13 , 	532 , 	566 , 	329 , 	386 , 	92 , 	69 , 	23 , 	36 , 	55 , 	4 , 	6 , 	15 , 	1 , 	11 , 	7 , 	4 , 	40 , 	16 ," 	3,565 ",,,SFO Ext," 	21,974 ",,,,,,,
BK, 	435 , 	867 , 	651 , 	210 , 	18 , 	398 , 	399 , 	425 , 	587 , 	253 , 	328 , 	303 , 	157 , 	162 , 	144 , 	88 , 	164 , 	281 , 	116 , 	156 , 	136 , 	67 , 	54 , 	47 , 	56 , 	665 , 	676 , 	738 , 	700 , 	274 , 	280 , 	116 , 	103 , 	186 , 	24 , 	45 , 	127 , 	21 , 	81 , 	37 , 	21 , 	80 , 	98 ," 	10,777 ",,,Extensions," 	36,052 ",,,,,,,
AS, 	121 , 	156 , 	73 , 	63 , 	343 , 	7 , 	106 , 	181 , 	250 , 	82 , 	109 , 	129 , 	50 , 	40 , 	52 , 	22 , 	33 , 	52 , 	26 , 	18 , 	23 , 	12 , 	8 , 	16 , 	40 , 	424 , 	490 , 	329 , 	347 , 	124 , 	92 , 	21 , 	31 , 	67 , 	4 , 	11 , 	30 , 	3 , 	27 , 	11 , 	6 , 	25 , 	12 ," 	4,069 ",,,,,,,,,,,
MA, 	164 , 	220 , 	101 , 	78 , 	377 , 	100 , 	9 , 	127 , 	224 , 	70 , 	164 , 	207 , 	106 , 	111 , 	108 , 	54 , 	68 , 	114 , 	103 , 	97 , 	98 , 	39 , 	37 , 	59 , 	63 , 	673 , 	740 , 	592 , 	600 , 	208 , 	162 , 	58 , 	70 , 	102 , 	17 , 	21 , 	58 , 	25 , 	133 , 	25 , 	15 , 	42 , 	27 ," 	6,471 ",,,,,,,,,,,
19, 	126 , 	420 , 	202 , 	171 , 	390 , 	179 , 	119 , 	14 , 	73 , 	41 , 	133 , 	170 , 	198 , 	185 , 	173 , 	154 , 	172 , 	387 , 	236 , 	320 , 	216 , 	132 , 	78 , 	105 , 	56 , 	597 , 	596 , 	496 , 	533 , 	158 , 	172 , 	105 , 	95 , 	140 , 	59 , 	50 , 	179 , 	85 , 	227 , 	53 , 	29 , 	25 , 	76 ," 	8,123 ",,,,,,,,,,,
12, 	211 , 	623 , 	267 , 	243 , 	496 , 	247 , 	212 , 	69 , 	21 , 	51 , 	275 , 	363 , 	378 , 	374 , 	307 , 	211 , 	236 , 	419 , 	287 , 	403 , 	303 , 	185 , 	142 , 	199 , 	96 , 	834 , 	877 , 	842 , 	768 , 	221 , 	234 , 	132 , 	132 , 	216 , 	91 , 	101 , 	278 , 	121 , 	304 , 	77 , 	50 , 	59 , 	100 ," 	12,056 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	38 , 	91 , 	79 , 	73 , 	247 , 	83 , 	66 , 	39 , 	47 , 	7 , 	159 , 	225 , 	244 , 	217 , 	161 , 	94 , 	120 , 	167 , 	23 , 	23 , 	25 , 	9 , 	10 , 	38 , 	35 , 	500 , 	516 , 	466 , 	394 , 	105 , 	78 , 	31 , 	62 , 	104 , 	7 , 	86 , 	196 , 	9 , 	33 , 	10 , 	7 , 	17 , 	13 ," 	4,955 ",,,Dtwn SF,"4,176","13,221","30,802","10,860","17,478","20,479","6,211","97,016"
