Exit stations,Entry stations->,,WEEKDAY,,,Dec 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	6 , 	28 , 	25 , 	21 , 	69 , 	24 , 	32 , 	24 , 	38 , 	10 , 	26 , 	29 , 	15 , 	12 , 	11 , 	7 , 	6 , 	5 , 	6 , 	2 , 	6 , 	1 , 	2 , 	5 , 	11 , 	75 , 	76 , 	133 , 	90 , 	58 , 	63 , 	19 , 	19 , 	12 , 	6 , 	1 , 	3 , 	1 , 	4 , 	5 , 	11 , 	7 , 	5 , 	1 , 	3 , 	3 , 	2 , 	2 , 	3 , 	2 ," 	1,024 ",,,,,,,,,,,,,
CL, 	28 , 	24 , 	8 , 	11 , 	25 , 	15 , 	37 , 	29 , 	41 , 	35 , 	66 , 	10 , 	41 , 	51 , 	36 , 	18 , 	15 , 	18 , 	8 , 	5 , 	6 , 	2 , 	1 , 	4 , 	29 , 	69 , 	68 , 	119 , 	82 , 	36 , 	39 , 	14 , 	16 , 	17 , 	3 , 	9 , 	23 , 	2 , 	9 , 	2 , 	5 , 	6 , 	5 , 	11 , 	6 , 	13 , 	3 , 	6 , 	6 , 	12 ," 	1,142 ",,,,,,,,,,,,,
SL, 	15 , 	17 , 	8 , 	5 , 	22 , 	13 , 	26 , 	22 , 	46 , 	64 , 	89 , 	49 , 	6 , 	40 , 	44 , 	34 , 	18 , 	18 , 	5 , 	5 , 	5 , 	2 , 	2 , 	6 , 	18 , 	86 , 	95 , 	124 , 	80 , 	38 , 	32 , 	11 , 	10 , 	11 , 	3 , 	14 , 	34 , 	1 , 	5 , 	6 , 	3 , 	6 , 	2 , 	15 , 	2 , 	14 , 	5 , 	6 , 	4 , 	5 ," 	1,189 ",,,,,,,,,,,,,
BF, 	10 , 	12 , 	4 , 	7 , 	15 , 	5 , 	21 , 	29 , 	36 , 	52 , 	87 , 	56 , 	37 , 	5 , 	32 , 	25 , 	19 , 	29 , 	5 , 	4 , 	5 , 	1 , 	2 , 	4 , 	16 , 	74 , 	76 , 	104 , 	90 , 	33 , 	25 , 	7 , 	13 , 	9 , 	3 , 	10 , 	40 , 	2 , 	3 , 	4 , 	4 , 	6 , 	4 , 	20 , 	1 , 	18 , 	6 , 	7 , 	1 , 	2 ," 	1,079 ",,,,,,,,,,,,,
HY, 	10 , 	10 , 	2 , 	6 , 	11 , 	6 , 	17 , 	25 , 	31 , 	27 , 	59 , 	35 , 	46 , 	31 , 	7 , 	23 , 	38 , 	45 , 	5 , 	4 , 	4 , 	2 , 	1 , 	4 , 	12 , 	44 , 	37 , 	66 , 	45 , 	20 , 	16 , 	9 , 	7 , 	9 , 	2 , 	5 , 	18 , 	2 , 	3 , 	2 , 	4 , 	3 , 	4 , 	7 , 	1 , 	27 , 	13 , 	10 , 	2 , 	6 , 	824 ,,,,,,,,,,,,,
SH, 	8 , 	5 , 	4 , 	3 , 	8 , 	2 , 	12 , 	11 , 	14 , 	19 , 	32 , 	19 , 	30 , 	25 , 	21 , 	4 , 	15 , 	27 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	8 , 	39 , 	40 , 	46 , 	34 , 	17 , 	12 , 	6 , 	2 , 	3 , 	2 , 	5 , 	9 , 	0 , 	3 , 	2 , 	1 , 	3 , 	1 , 	8 , 	2 , 	15 , 	8 , 	8 , 	2 , 	4 , 	546 ,,,,,,,,,,,,,
UC, 	6 , 	7 , 	5 , 	1 , 	12 , 	5 , 	12 , 	12 , 	19 , 	16 , 	31 , 	17 , 	20 , 	19 , 	35 , 	16 , 	5 , 	25 , 	3 , 	1 , 	1 , 	1 , 	0 , 	2 , 	4 , 	35 , 	27 , 	32 , 	36 , 	11 , 	11 , 	2 , 	2 , 	3 , 	1 , 	3 , 	11 , 	0 , 	3 , 	0 , 	1 , 	2 , 	0 , 	7 , 	1 , 	25 , 	11 , 	9 , 	2 , 	2 , 	510 ,,,,,,,,,,,,,
FM, 	6 , 	10 , 	4 , 	2 , 	7 , 	3 , 	12 , 	8 , 	16 , 	16 , 	34 , 	20 , 	23 , 	26 , 	46 , 	30 , 	31 , 	4 , 	3 , 	3 , 	1 , 	0 , 	1 , 	1 , 	3 , 	24 , 	26 , 	29 , 	26 , 	14 , 	8 , 	3 , 	4 , 	5 , 	1 , 	7 , 	10 , 	0 , 	3 , 	0 , 	4 , 	4 , 	1 , 	3 , 	2 , 	12 , 	17 , 	17 , 	1 , 	2 , 	531 ,,,,,,,,,,,,,
CN, 	7 , 	7 , 	4 , 	1 , 	6 , 	5 , 	23 , 	21 , 	24 , 	4 , 	9 , 	9 , 	6 , 	5 , 	4 , 	2 , 	3 , 	3 , 	8 , 	21 , 	49 , 	28 , 	10 , 	15 , 	7 , 	69 , 	62 , 	110 , 	92 , 	29 , 	26 , 	14 , 	11 , 	7 , 	3 , 	1 , 	3 , 	11 , 	43 , 	5 , 	8 , 	21 , 	4 , 	1 , 	5 , 	2 , 	2 , 	2 , 	31 , 	36 , 	875 ,,,,,,,,,,,,,
PH, 	2 , 	5 , 	2 , 	3 , 	6 , 	4 , 	22 , 	21 , 	28 , 	5 , 	6 , 	5 , 	4 , 	3 , 	3 , 	0 , 	1 , 	3 , 	23 , 	4 , 	20 , 	11 , 	6 , 	12 , 	3 , 	65 , 	67 , 	82 , 	63 , 	24 , 	13 , 	7 , 	3 , 	4 , 	2 , 	0 , 	2 , 	5 , 	21 , 	2 , 	5 , 	12 , 	2 , 	0 , 	4 , 	1 , 	1 , 	1 , 	14 , 	9 , 	610 ,,,,,,,,,,,,,
WC, 	7 , 	8 , 	2 , 	6 , 	6 , 	2 , 	21 , 	15 , 	23 , 	5 , 	9 , 	6 , 	5 , 	4 , 	5 , 	2 , 	2 , 	1 , 	48 , 	20 , 	4 , 	11 , 	9 , 	15 , 	4 , 	38 , 	48 , 	55 , 	41 , 	16 , 	13 , 	3 , 	4 , 	8 , 	1 , 	1 , 	1 , 	8 , 	36 , 	2 , 	4 , 	11 , 	2 , 	0 , 	3 , 	1 , 	1 , 	1 , 	19 , 	22 , 	578 ,,,,,,,,,,,,,
LF, 	2 , 	1 , 	2 , 	1 , 	2 , 	1 , 	7 , 	6 , 	5 , 	1 , 	6 , 	2 , 	2 , 	1 , 	1 , 	0 , 	1 , 	0 , 	33 , 	12 , 	13 , 	2 , 	2 , 	4 , 	0 , 	20 , 	29 , 	20 , 	19 , 	6 , 	7 , 	2 , 	2 , 	1 , 	1 , 	0 , 	0 , 	2 , 	9 , 	0 , 	0 , 	3 , 	1 , 	-   , 	1 , 	1 , 	0 , 	0 , 	5 , 	4 , 	242 ,,,,,,,,,,,,,
OR, 	3 , 	2 , 	0 , 	0 , 	1 , 	1 , 	6 , 	5 , 	8 , 	0 , 	9 , 	1 , 	1 , 	2 , 	1 , 	0 , 	-   , 	1 , 	8 , 	6 , 	11 , 	2 , 	2 , 	4 , 	0 , 	18 , 	21 , 	14 , 	13 , 	8 , 	4 , 	1 , 	1 , 	2 , 	0 , 	0 , 	0 , 	1 , 	2 , 	1 , 	1 , 	4 , 	1 , 	-   , 	1 , 	0 , 	0 , 	1 , 	1 , 	1 , 	172 ,,,,,,,,,,,,,
RR, 	7 , 	6 , 	4 , 	2 , 	2 , 	2 , 	8 , 	10 , 	16 , 	2 , 	16 , 	5 , 	5 , 	3 , 	4 , 	1 , 	2 , 	1 , 	12 , 	16 , 	14 , 	5 , 	6 , 	3 , 	3 , 	28 , 	30 , 	31 , 	31 , 	12 , 	10 , 	3 , 	5 , 	1 , 	0 , 	0 , 	2 , 	4 , 	11 , 	0 , 	1 , 	5 , 	1 , 	0 , 	1 , 	0 , 	0 , 	1 , 	3 , 	6 , 	343 ,,,,,,,,,,,,,
OW, 	7 , 	10 , 	2 , 	2 , 	10 , 	10 , 	13 , 	10 , 	20 , 	7 , 	35 , 	28 , 	14 , 	21 , 	13 , 	7 , 	4 , 	3 , 	8 , 	3 , 	5 , 	0 , 	0 , 	4 , 	6 , 	180 , 	153 , 	208 , 	138 , 	61 , 	48 , 	14 , 	16 , 	13 , 	5 , 	2 , 	10 , 	1 , 	6 , 	8 , 	9 , 	11 , 	5 , 	2 , 	2 , 	2 , 	1 , 	1 , 	4 , 	6 ," 	1,147 ",,,,,,,,,,,,,
EM, 	92 , 	135 , 	47 , 	30 , 	55 , 	34 , 	67 , 	88 , 	87 , 	74 , 	137 , 	84 , 	111 , 	81 , 	53 , 	50 , 	37 , 	28 , 	81 , 	73 , 	44 , 	24 , 	19 , 	31 , 	193 , 	10 , 	7 , 	33 , 	36 , 	64 , 	99 , 	62 , 	149 , 	116 , 	43 , 	38 , 	74 , 	22 , 	82 , 	31 , 	25 , 	16 , 	14 , 	22 , 	4 , 	9 , 	5 , 	12 , 	27 , 	77 ," 	2,834 ",,,,,,,,,,,,,
MT, 	104 , 	157 , 	43 , 	26 , 	36 , 	34 , 	70 , 	85 , 	96 , 	72 , 	136 , 	88 , 	118 , 	98 , 	48 , 	46 , 	37 , 	30 , 	81 , 	72 , 	55 , 	30 , 	26 , 	32 , 	185 , 	8 , 	10 , 	17 , 	30 , 	86 , 	137 , 	113 , 	267 , 	149 , 	60 , 	36 , 	56 , 	22 , 	94 , 	39 , 	44 , 	20 , 	25 , 	15 , 	3 , 	10 , 	10 , 	9 , 	18 , 	59 ," 	3,144 ",,,,,,,,,,,,,
PL, 	108 , 	147 , 	44 , 	22 , 	47 , 	38 , 	92 , 	79 , 	116 , 	95 , 	176 , 	105 , 	101 , 	88 , 	52 , 	38 , 	27 , 	25 , 	87 , 	65 , 	46 , 	17 , 	9 , 	25 , 	197 , 	45 , 	13 , 	17 , 	33 , 	153 , 	230 , 	153 , 	346 , 	219 , 	85 , 	36 , 	63 , 	21 , 	85 , 	60 , 	54 , 	38 , 	33 , 	20 , 	4 , 	7 , 	6 , 	11 , 	29 , 	62 ," 	3,671 ",,,,,,,,,,,,,
CC, 	78 , 	117 , 	40 , 	21 , 	42 , 	38 , 	87 , 	80 , 	72 , 	70 , 	168 , 	83 , 	72 , 	81 , 	39 , 	31 , 	29 , 	24 , 	80 , 	56 , 	39 , 	15 , 	12 , 	26 , 	147 , 	37 , 	25 , 	27 , 	11 , 	75 , 	115 , 	72 , 	188 , 	142 , 	73 , 	28 , 	57 , 	20 , 	69 , 	46 , 	43 , 	26 , 	40 , 	14 , 	4 , 	6 , 	10 , 	15 , 	20 , 	58 ," 	2,763 ",,,,,,,,,,,,,
16, 	56 , 	50 , 	14 , 	10 , 	20 , 	18 , 	47 , 	37 , 	45 , 	33 , 	68 , 	35 , 	37 , 	29 , 	17 , 	21 , 	10 , 	13 , 	26 , 	22 , 	17 , 	5 , 	8 , 	10 , 	65 , 	66 , 	79 , 	172 , 	84 , 	8 , 	24 , 	48 , 	100 , 	86 , 	42 , 	7 , 	17 , 	6 , 	37 , 	23 , 	30 , 	19 , 	20 , 	7 , 	2 , 	3 , 	2 , 	2 , 	13 , 	31 ," 	1,640 ",,,,,,,,,,,,,
24, 	56 , 	66 , 	14 , 	11 , 	20 , 	13 , 	32 , 	27 , 	28 , 	23 , 	66 , 	39 , 	33 , 	26 , 	15 , 	12 , 	10 , 	8 , 	24 , 	13 , 	12 , 	7 , 	5 , 	11 , 	48 , 	84 , 	110 , 	262 , 	145 , 	26 , 	7 , 	44 , 	84 , 	74 , 	38 , 	5 , 	8 , 	5 , 	30 , 	31 , 	33 , 	17 , 	22 , 	5 , 	2 , 	3 , 	2 , 	2 , 	11 , 	18 ," 	1,686 ",,,,,,,,,,,,,
GP, 	15 , 	18 , 	4 , 	2 , 	8 , 	4 , 	12 , 	13 , 	12 , 	10 , 	19 , 	12 , 	10 , 	7 , 	8 , 	6 , 	2 , 	1 , 	10 , 	5 , 	2 , 	2 , 	1 , 	5 , 	11 , 	59 , 	95 , 	169 , 	72 , 	44 , 	45 , 	4 , 	16 , 	15 , 	10 , 	2 , 	4 , 	2 , 	6 , 	7 , 	17 , 	9 , 	9 , 	3 , 	1 , 	2 , 	1 , 	0 , 	4 , 	11 , 	802 ,,,,,,,,,,,,,
BP, 	22 , 	21 , 	4 , 	3 , 	10 , 	5 , 	8 , 	15 , 	21 , 	18 , 	21 , 	15 , 	11 , 	12 , 	7 , 	4 , 	3 , 	3 , 	10 , 	2 , 	5 , 	2 , 	2 , 	4 , 	19 , 	121 , 	160 , 	413 , 	184 , 	86 , 	83 , 	14 , 	8 , 	16 , 	18 , 	3 , 	5 , 	1 , 	8 , 	18 , 	38 , 	23 , 	23 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	6 ," 	1,480 ",,,,,,,,,,,,,
DC, 	11 , 	16 , 	2 , 	5 , 	10 , 	3 , 	9 , 	12 , 	19 , 	13 , 	19 , 	17 , 	10 , 	7 , 	8 , 	3 , 	2 , 	5 , 	7 , 	4 , 	7 , 	1 , 	2 , 	1 , 	12 , 	117 , 	123 , 	275 , 	149 , 	89 , 	77 , 	17 , 	20 , 	8 , 	8 , 	3 , 	10 , 	1 , 	8 , 	16 , 	31 , 	34 , 	28 , 	4 , 	1 , 	2 , 	3 , 	2 , 	4 , 	12 ," 	1,245 ",,,,,,,,,,,,,
CM, 	5 , 	8 , 	1 , 	1 , 	2 , 	2 , 	5 , 	7 , 	10 , 	3 , 	4 , 	3 , 	3 , 	3 , 	1 , 	2 , 	2 , 	2 , 	2 , 	2 , 	2 , 	0 , 	0 , 	0 , 	4 , 	43 , 	41 , 	97 , 	67 , 	32 , 	38 , 	14 , 	21 , 	8 , 	3 , 	1 , 	2 , 	1 , 	6 , 	3 , 	11 , 	29 , 	14 , 	0 , 	0 , 	1 , 	0 , 	0 , 	3 , 	7 , 	513 ,,,,,,,,,,,,,
CV, 	1 , 	2 , 	2 , 	1 , 	3 , 	1 , 	3 , 	2 , 	2 , 	21 , 	16 , 	10 , 	15 , 	11 , 	5 , 	5 , 	4 , 	6 , 	1 , 	0 , 	1 , 	0 , 	0 , 	-   , 	3 , 	29 , 	34 , 	36 , 	27 , 	11 , 	6 , 	2 , 	3 , 	5 , 	1 , 	2 , 	25 , 	-   , 	0 , 	1 , 	2 , 	2 , 	1 , 	17 , 	1 , 	2 , 	0 , 	0 , 	0 , 	0 , 	325 ,,,,,,,,,,,,,
ED, 	3 , 	7 , 	1 , 	1 , 	5 , 	2 , 	9 , 	5 , 	6 , 	24 , 	48 , 	23 , 	31 , 	40 , 	14 , 	11 , 	11 , 	10 , 	2 , 	1 , 	2 , 	1 , 	0 , 	2 , 	9 , 	59 , 	56 , 	73 , 	63 , 	16 , 	9 , 	4 , 	6 , 	10 , 	2 , 	23 , 	8 , 	0 , 	1 , 	2 , 	2 , 	11 , 	2 , 	7 , 	8 , 	3 , 	4 , 	3 , 	1 , 	1 , 	641 ,,,,,,,,,,,,,
NC, 	0 , 	1 , 	1 , 	1 , 	2 , 	0 , 	4 , 	6 , 	5 , 	2 , 	1 , 	2 , 	2 , 	2 , 	1 , 	0 , 	0 , 	0 , 	8 , 	5 , 	5 , 	2 , 	1 , 	3 , 	0 , 	15 , 	19 , 	24 , 	21 , 	6 , 	4 , 	3 , 	1 , 	2 , 	1 , 	0 , 	0 , 	1 , 	12 , 	2 , 	2 , 	6 , 	0 , 	0 , 	1 , 	0 , 	0 , 	0 , 	5 , 	5 , 	186 ,,,,,,,,,,,,,
WP, 	3 , 	7 , 	2 , 	3 , 	11 , 	2 , 	32 , 	20 , 	23 , 	2 , 	6 , 	6 , 	5 , 	3 , 	2 , 	3 , 	3 , 	2 , 	48 , 	20 , 	34 , 	6 , 	4 , 	10 , 	8 , 	66 , 	67 , 	114 , 	85 , 	37 , 	33 , 	9 , 	9 , 	12 , 	6 , 	1 , 	1 , 	10 , 	4 , 	4 , 	7 , 	20 , 	2 , 	0 , 	4 , 	2 , 	0 , 	1 , 	6 , 	12 , 	777 ,,,,,,,,,,,,,
SS, 	5 , 	8 , 	2 , 	0 , 	3 , 	0 , 	5 , 	4 , 	11 , 	2 , 	4 , 	3 , 	5 , 	3 , 	3 , 	1 , 	0 , 	0 , 	4 , 	2 , 	1 , 	0 , 	1 , 	0 , 	6 , 	32 , 	30 , 	67 , 	50 , 	27 , 	32 , 	6 , 	16 , 	15 , 	5 , 	1 , 	2 , 	2 , 	4 , 	3 , 	7 , 	12 , 	9 , 	0 , 	0 , 	2 , 	0 , 	0 , 	1 , 	7 , 	407 ,,,,,,,,,,,,,
SB, 	12 , 	8 , 	2 , 	1 , 	2 , 	5 , 	3 , 	6 , 	10 , 	3 , 	7 , 	5 , 	4 , 	5 , 	3 , 	2 , 	1 , 	4 , 	8 , 	3 , 	4 , 	0 , 	1 , 	2 , 	9 , 	22 , 	36 , 	58 , 	45 , 	34 , 	38 , 	20 , 	38 , 	36 , 	10 , 	2 , 	1 , 	2 , 	8 , 	8 , 	3 , 	10 , 	6 , 	0 , 	1 , 	-   , 	1 , 	1 , 	3 , 	5 , 	494 ,,,,,,,,,,,,,
SO, 	8 , 	15 , 	5 , 	4 , 	9 , 	3 , 	10 , 	9 , 	11 , 	4 , 	8 , 	5 , 	6 , 	5 , 	6 , 	3 , 	2 , 	1 , 	20 , 	12 , 	12 , 	5 , 	5 , 	6 , 	11 , 	13 , 	13 , 	43 , 	28 , 	21 , 	14 , 	7 , 	24 , 	34 , 	23 , 	2 , 	10 , 	7 , 	23 , 	8 , 	10 , 	8 , 	26 , 	3 , 	1 , 	0 , 	1 , 	1 , 	6 , 	26 , 	536 ,,,,,,,,,,,,,
MB, 	5 , 	8 , 	3 , 	1 , 	6 , 	2 , 	5 , 	4 , 	7 , 	1 , 	4 , 	4 , 	1 , 	4 , 	3 , 	1 , 	0 , 	1 , 	5 , 	1 , 	3 , 	1 , 	0 , 	1 , 	4 , 	12 , 	23 , 	34 , 	35 , 	21 , 	15 , 	9 , 	24 , 	28 , 	14 , 	0 , 	2 , 	0 , 	3 , 	5 , 	4 , 	24 , 	4 , 	0 , 	0 , 	0 , 	0 , 	0 , 	0 , 	4 , 	339 ,,,,,,,,,,,,,
WD, 	1 , 	2 , 	1 , 	0 , 	2 , 	1 , 	3 , 	4 , 	2 , 	13 , 	21 , 	10 , 	17 , 	25 , 	7 , 	9 , 	5 , 	4 , 	1 , 	0 , 	1 , 	0 , 	-   , 	0 , 	2 , 	19 , 	14 , 	23 , 	17 , 	6 , 	6 , 	5 , 	3 , 	3 , 	0 , 	19 , 	11 , 	0 , 	0 , 	0 , 	0 , 	3 , 	0 , 	3 , 	2 , 	2 , 	2 , 	2 , 	0 , 	1 , 	273 ,,,,,,,,,,,,,
OA, 	2 , 	4 , 	1 , 	2 , 	3 , 	2 , 	1 , 	1 , 	2 , 	2 , 	3 , 	4 , 	2 , 	1 , 	1 , 	2 , 	1 , 	2 , 	3 , 	3 , 	3 , 	1 , 	1 , 	1 , 	1 , 	4 , 	3 , 	5 , 	4 , 	2 , 	1 , 	0 , 	2 , 	1 , 	-   , 	0 , 	5 , 	1 , 	4 , 	0 , 	1 , 	2 , 	0 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	3 , 	92 ,,,,,,,,,,,,,
WS, 	4 , 	4 , 	1 , 	3 , 	3 , 	4 , 	3 , 	4 , 	6 , 	11 , 	21 , 	14 , 	13 , 	13 , 	17 , 	14 , 	21 , 	10 , 	2 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	8 , 	9 , 	6 , 	7 , 	4 , 	3 , 	2 , 	2 , 	3 , 	1 , 	2 , 	3 , 	-   , 	2 , 	1 , 	0 , 	1 , 	0 , 	2 , 	1 , 	2 , 	13 , 	13 , 	0 , 	1 , 	258 ,,,,,,,,,,,,,
ML, 	2 , 	4 , 	2 , 	2 , 	3 , 	1 , 	4 , 	5 , 	3 , 	6 , 	5 , 	4 , 	4 , 	7 , 	13 , 	7 , 	13 , 	15 , 	2 , 	1 , 	0 , 	0 , 	0 , 	1 , 	1 , 	5 , 	10 , 	8 , 	10 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	1 , 	4 , 	0 , 	1 , 	0 , 	1 , 	1 , 	0 , 	2 , 	1 , 	12 , 	4 , 	3 , 	1 , 	2 , 	183 ,,,,,,,,,,,,,
BE, 	3 , 	4 , 	1 , 	1 , 	7 , 	4 , 	4 , 	5 , 	6 , 	9 , 	12 , 	7 , 	7 , 	6 , 	11 , 	8 , 	10 , 	18 , 	3 , 	2 , 	1 , 	0 , 	0 , 	1 , 	2 , 	11 , 	7 , 	14 , 	15 , 	3 , 	3 , 	1 , 	1 , 	2 , 	0 , 	0 , 	3 , 	1 , 	3 , 	0 , 	0 , 	1 , 	-   , 	2 , 	1 , 	16 , 	3 , 	3 , 	1 , 	1 , 	224 ,,,,,,,,,,,,,
