Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Oct 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	66 , 	65 , 	24 , 	136 , 	60 , 	55 , 	23 , 	46 , 	19 , 	58 , 	106 , 	19 , 	20 , 	12 , 	7 , 	8 , 	10 , 	17 , 	4 , 	9 , 	5 , 	4 , 	7 , 	14 , 	69 , 	53 , 	166 , 	87 , 	57 , 	75 , 	16 , 	31 , 	21 , 	4 , 	2 , 	13 , 	1 , 	18 , 	8 , 	4 , 	16 , 	10 ," 	1,453 ",,,Eastbay," 	37,797 ",,SF CBD," 	79,986 ",61.0%,,,
EN, 	79 , 	9 , 	59 , 	44 , 	234 , 	93 , 	78 , 	38 , 	88 , 	38 , 	75 , 	415 , 	22 , 	22 , 	26 , 	12 , 	14 , 	46 , 	18 , 	9 , 	11 , 	7 , 	6 , 	10 , 	13 , 	202 , 	133 , 	449 , 	147 , 	57 , 	72 , 	25 , 	51 , 	41 , 	10 , 	3 , 	18 , 	3 , 	24 , 	9 , 	4 , 	41 , 	13 ," 	2,773 ",,,Westbay," 	40,375 ",,non-CBD," 	54,630 ",41.7%,,,
EP, 	69 , 	50 , 	5 , 	36 , 	232 , 	58 , 	35 , 	28 , 	59 , 	29 , 	27 , 	172 , 	9 , 	11 , 	7 , 	5 , 	7 , 	13 , 	9 , 	5 , 	11 , 	3 , 	4 , 	12 , 	4 , 	123 , 	81 , 	252 , 	134 , 	34 , 	26 , 	12 , 	14 , 	10 , 	4 , 	3 , 	7 , 	2 , 	4 , 	2 , 	2 , 	34 , 	11 ," 	1,655 ",,,Transbay," 	60,292 ",,,,,,,
NB, 	25 , 	41 , 	31 , 	6 , 	65 , 	40 , 	34 , 	34 , 	58 , 	25 , 	38 , 	123 , 	13 , 	13 , 	8 , 	5 , 	8 , 	21 , 	9 , 	10 , 	9 , 	5 , 	4 , 	9 , 	5 , 	156 , 	92 , 	266 , 	190 , 	67 , 	47 , 	16 , 	12 , 	13 , 	1 , 	2 , 	10 , 	1 , 	7 , 	1 , 	1 , 	44 , 	10 ," 	1,575 ",,,,,,,,,,,
BK, 	172 , 	212 , 	229 , 	64 , 	18 , 	148 , 	126 , 	106 , 	178 , 	88 , 	107 , 	366 , 	53 , 	51 , 	52 , 	20 , 	60 , 	267 , 	30 , 	34 , 	48 , 	31 , 	22 , 	24 , 	25 , 	297 , 	202 , 	720 , 	340 , 	141 , 	106 , 	55 , 	43 , 	67 , 	6 , 	12 , 	55 , 	7 , 	18 , 	4 , 	7 , 	110 , 	64 ," 	4,782 ",,,,,,,,,,,
AS, 	67 , 	83 , 	49 , 	40 , 	116 , 	4 , 	66 , 	52 , 	70 , 	39 , 	65 , 	139 , 	22 , 	27 , 	23 , 	6 , 	15 , 	23 , 	7 , 	8 , 	14 , 	8 , 	4 , 	9 , 	24 , 	121 , 	93 , 	244 , 	188 , 	91 , 	71 , 	18 , 	15 , 	16 , 	3 , 	5 , 	11 , 	2 , 	9 , 	2 , 	2 , 	28 , 	8 ," 	1,905 ",,,,,,,,,,,
MA, 	56 , 	77 , 	37 , 	30 , 	122 , 	61 , 	12 , 	31 , 	55 , 	30 , 	78 , 	215 , 	25 , 	44 , 	29 , 	20 , 	12 , 	28 , 	23 , 	20 , 	24 , 	8 , 	10 , 	17 , 	33 , 	199 , 	148 , 	434 , 	268 , 	131 , 	81 , 	25 , 	36 , 	23 , 	5 , 	6 , 	13 , 	5 , 	50 , 	3 , 	4 , 	44 , 	11 ," 	2,583 ",,,,,,,,,,,
19, 	22 , 	42 , 	26 , 	31 , 	118 , 	54 , 	28 , 	7 , 	14 , 	12 , 	41 , 	85 , 	15 , 	28 , 	20 , 	7 , 	13 , 	18 , 	20 , 	12 , 	21 , 	8 , 	8 , 	23 , 	15 , 	90 , 	80 , 	240 , 	134 , 	62 , 	46 , 	14 , 	15 , 	17 , 	2 , 	3 , 	10 , 	3 , 	19 , 	3 , 	1 , 	16 , 	4 ," 	1,448 ",,,,,,,,,,,
12, 	46 , 	74 , 	56 , 	52 , 	154 , 	74 , 	52 , 	9 , 	13 , 	15 , 	69 , 	242 , 	63 , 	78 , 	50 , 	17 , 	36 , 	66 , 	39 , 	31 , 	42 , 	18 , 	16 , 	36 , 	38 , 	194 , 	190 , 	523 , 	228 , 	80 , 	65 , 	24 , 	42 , 	46 , 	9 , 	5 , 	15 , 	9 , 	43 , 	3 , 	4 , 	38 , 	11 ," 	2,915 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	23 , 	32 , 	28 , 	23 , 	83 , 	45 , 	26 , 	12 , 	15 , 	4 , 	114 , 	242 , 	80 , 	84 , 	40 , 	23 , 	29 , 	61 , 	13 , 	6 , 	6 , 	5 , 	5 , 	12 , 	23 , 	158 , 	141 , 	407 , 	184 , 	88 , 	88 , 	31 , 	34 , 	26 , 	8 , 	58 , 	42 , 	2 , 	9 , 	5 , 	8 , 	42 , 	18 ," 	2,385 ",,,Dtwn SF," 	1,661 "," 	4,943 "," 	12,285 "," 	4,766 "," 	5,416 "," 	8,137 "," 	3,486 "," 	37,207 "
