Fast Pass Adjusted OD,,,,,,Apr 06,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,51,45,151,173,563,905,767,"1,105","3,762"
MT,46,49,94,166,823,"1,370","1,111","2,211","5,870"
PL,201,122,72,118,690,"1,065",660,"1,699","4,627"
CC,157,146,132,51,559,722,502,"1,262","3,531"
16,497,658,899,556,22,235,198,564,"3,628"
24,771,"1,076","1,286",717,242,31,153,499,"4,774"
GP,708,862,911,465,205,171,23,120,"3,466"
BP,"1,007","1,284","2,596","1,204",584,537,138,27,"7,376"
Entries,"3,437","4,241","6,141","3,450","3,688","5,036","3,552","7,487","37,033"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,19,8,43,34,220,241,115,254,934
MT,7,15,22,31,312,374,321,"1,033","2,116"
PL,55,21,60,48,542,824,483,"1,067","3,100"
CC,33,23,60,36,351,397,194,482,"1,577"
16,189,197,681,371,19,155,119,289,"2,020"
24,199,219,882,389,148,30,109,269,"2,245"
GP,115,157,675,169,109,109,17,56,"1,407"
BP,226,342,"1,816",443,305,261,65,32,"3,490"
Entries,842,983,"4,239","1,520","2,008","2,392","1,422","3,483","16,889"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,19,5,26,23,125,149,69,140,557
MT,4,14,16,20,187,220,192,661,"1,314"
PL,29,13,53,39,390,548,283,704,"2,058"
CC,21,17,44,29,302,305,132,339,"1,189"
16,137,120,473,309,24,114,82,192,"1,450"
24,143,147,637,315,104,36,75,192,"1,649"
GP,74,79,448,123,86,74,12,29,926
BP,141,214,"1,301",305,180,191,34,24,"2,391"
Entries,569,610,"2,998","1,163","1,398","1,635",879,"2,281","11,533"
